municipality,group,variable,month,Sueros,TOTAL
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2018-01-01,32,32
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2018-01-01,2,2
SAN PEDRO DE QUEMES,otras actividades de enfermeria,sueros,2018-01-01,1,1
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2018-01-01,12,12
SAN PEDRO(PND),otras actividades de enfermeria,sueros,2018-01-01,3,3
SAN RAFAEL,otras actividades de enfermeria,sueros,2018-01-01,50,50
SAN RAMON BENI,otras actividades de enfermeria,sueros,2018-01-01,132,132
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2018-01-01,139,139
SANTA ANA,otras actividades de enfermeria,sueros,2018-01-01,317,317
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2018-01-01,54986,54986
SANTA ROSA,otras actividades de enfermeria,sueros,2018-01-01,78,78
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2018-01-01,118,118
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2018-01-01,1,1
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2018-01-01,17,17
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2018-01-01,3,3
SANTIVAÑES,otras actividades de enfermeria,sueros,2018-01-01,9,9
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2018-01-01,5,5
SAPAHAQUI,otras actividades de enfermeria,sueros,2018-01-01,3,3
SENA,otras actividades de enfermeria,sueros,2018-01-01,54,54
SHINAOTA,otras actividades de enfermeria,sueros,2018-01-01,221,221
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2018-01-01,14,14
SICAYA,otras actividades de enfermeria,sueros,2018-01-01,5,5
SIPE SIPE,otras actividades de enfermeria,sueros,2018-01-01,70,70
SOPACHUY,otras actividades de enfermeria,sueros,2018-01-01,81,81
SORACACHI,otras actividades de enfermeria,sueros,2018-01-01,4,4
SORATA,otras actividades de enfermeria,sueros,2018-01-01,38,38
SUCRE,otras actividades de enfermeria,sueros,2018-01-01,17616,17616
TACACHI,otras actividades de enfermeria,sueros,2018-01-01,1,1
TACACOMA,otras actividades de enfermeria,sueros,2018-01-01,6,6
TACOBAMBA,otras actividades de enfermeria,sueros,2018-01-01,16,16
TACOPAYA,otras actividades de enfermeria,sueros,2018-01-01,9,9
TAHUA,otras actividades de enfermeria,sueros,2018-01-01,4,4
TAPACARI,otras actividades de enfermeria,sueros,2018-01-01,15,15
TARABUCO,otras actividades de enfermeria,sueros,2018-01-01,294,294
TARACO,otras actividades de enfermeria,sueros,2018-01-01,7,7
TARATA,otras actividades de enfermeria,sueros,2018-01-01,8,8
TARIJA,otras actividades de enfermeria,sueros,2018-01-01,27027,27027
TARVITA,otras actividades de enfermeria,sueros,2018-01-01,76,76
TEOPONTE,otras actividades de enfermeria,sueros,2018-01-01,21,21
TIAWANACU,otras actividades de enfermeria,sueros,2018-01-01,5,5
TINGUIPAYA,otras actividades de enfermeria,sueros,2018-01-01,24,24
TIPUANI,otras actividades de enfermeria,sueros,2018-01-01,38,38
TIQUIPAYA,otras actividades de enfermeria,sueros,2018-01-01,132,132
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2018-01-01,8,8
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2018-01-01,1,1
TOCO,otras actividades de enfermeria,sueros,2018-01-01,11,11
TODOS SANTOS,otras actividades de enfermeria,sueros,2018-01-01,1,1
TOLATA,otras actividades de enfermeria,sueros,2018-01-01,8,8
TOLEDO,otras actividades de enfermeria,sueros,2018-01-01,12,12
TOMAVE,otras actividades de enfermeria,sueros,2018-01-01,18,18
TOMINA,otras actividades de enfermeria,sueros,2018-01-01,61,61
TORO TORO,otras actividades de enfermeria,sueros,2018-01-01,35,35
TOTORA(CBBA),otras actividades de enfermeria,sueros,2018-01-01,62,62
TOTORA(ORR),otras actividades de enfermeria,sueros,2018-01-01,10,10
TRIGAL,otras actividades de enfermeria,sueros,2018-01-01,7,7
TRINIDAD,otras actividades de enfermeria,sueros,2018-01-01,71101,71101
TUPIZA,otras actividades de enfermeria,sueros,2018-01-01,1525,1525
TURCO,otras actividades de enfermeria,sueros,2018-01-01,8,8
UMALA,otras actividades de enfermeria,sueros,2018-01-01,4,4
UNCIA,otras actividades de enfermeria,sueros,2018-01-01,679,679
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2018-01-01,53,53
URUBICHA,otras actividades de enfermeria,sueros,2018-01-01,29,29
UYUNI,otras actividades de enfermeria,sueros,2018-01-01,1016,1016
VACAS,otras actividades de enfermeria,sueros,2018-01-01,2,2
VALLEGRANDE,otras actividades de enfermeria,sueros,2018-01-01,492,492
VIACHA,otras actividades de enfermeria,sueros,2018-01-01,401,401
VILA VILA,otras actividades de enfermeria,sueros,2018-01-01,13,13
VILLA CHARCAS,otras actividades de enfermeria,sueros,2018-01-01,40,40
VILLA MONTES,otras actividades de enfermeria,sueros,2018-01-01,1222,1222
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2018-01-01,10,10
VILLA RIVERO,otras actividades de enfermeria,sueros,2018-01-01,9,9
VILLA SERRANO,otras actividades de enfermeria,sueros,2018-01-01,71,71
VILLA TUNARI,otras actividades de enfermeria,sueros,2018-01-01,375,375
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2018-01-01,59,59
VILLAZON,otras actividades de enfermeria,sueros,2018-01-01,873,873
VINTO,otras actividades de enfermeria,sueros,2018-01-01,340,340
VITICHI,otras actividades de enfermeria,sueros,2018-01-01,24,24
WALDO BALLIVIAN,otras actividades de enfermeria,sueros,2018-01-01,3,3
WARNES,otras actividades de enfermeria,sueros,2018-01-01,308,308
YACO,otras actividades de enfermeria,sueros,2018-01-01,1,1
YACUIBA,otras actividades de enfermeria,sueros,2018-01-01,3168,3168
YAMPARAEZ,otras actividades de enfermeria,sueros,2018-01-01,40,40
YANACACHI,otras actividades de enfermeria,sueros,2018-01-01,6,6
YAPACANI,otras actividades de enfermeria,sueros,2018-01-01,1611,1611
YOCALLA,otras actividades de enfermeria,sueros,2018-01-01,6,6
YOTALA,otras actividades de enfermeria,sueros,2018-01-01,54,54
YUNCHARA,otras actividades de enfermeria,sueros,2018-01-01,13,13
ZUDAÑEZ,otras actividades de enfermeria,sueros,2018-01-01,42,42
ACACIO,otras actividades de enfermeria,sueros,2018-02-01,11,11
ACHACACHI,otras actividades de enfermeria,sueros,2018-02-01,77,77
ACHOCALLA,otras actividades de enfermeria,sueros,2018-02-01,2,2
AIQUILE,otras actividades de enfermeria,sueros,2018-02-01,70,70
ALCALA,otras actividades de enfermeria,sueros,2018-02-01,11,11
ALTO BENI,otras actividades de enfermeria,sueros,2018-02-01,13,13
ANCORAIMES,otras actividades de enfermeria,sueros,2018-02-01,10,10
ANDAMARCA,otras actividades de enfermeria,sueros,2018-02-01,10,10
ANTEQUERA,otras actividades de enfermeria,sueros,2018-02-01,1,1
ANZALDO,otras actividades de enfermeria,sueros,2018-02-01,24,24
APOLO,otras actividades de enfermeria,sueros,2018-02-01,40,40
ARAMPAMPA,otras actividades de enfermeria,sueros,2018-02-01,5,5
ARANI,otras actividades de enfermeria,sueros,2018-02-01,9,9
ARBIETO,otras actividades de enfermeria,sueros,2018-02-01,18,18
ARQUE,otras actividades de enfermeria,sueros,2018-02-01,12,12
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2018-02-01,664,664
ATOCHA,otras actividades de enfermeria,sueros,2018-02-01,301,301
AUCAPATA,otras actividades de enfermeria,sueros,2018-02-01,3,3
AYATA,otras actividades de enfermeria,sueros,2018-02-01,11,11
AYO AYO,otras actividades de enfermeria,sueros,2018-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2018-02-01,24,24
AZURDUY,otras actividades de enfermeria,sueros,2018-02-01,108,108
BATALLAS,otras actividades de enfermeria,sueros,2018-02-01,13,13
BAURES,otras actividades de enfermeria,sueros,2018-02-01,105,105
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2018-02-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2018-02-01,2,2
BELLA FLOR,otras actividades de enfermeria,sueros,2018-02-01,15,15
BERMEJO,otras actividades de enfermeria,sueros,2018-02-01,2599,2599
BETANZOS,otras actividades de enfermeria,sueros,2018-02-01,103,103
BOLIVAR,otras actividades de enfermeria,sueros,2018-02-01,7,7
BOLPEBRA,otras actividades de enfermeria,sueros,2018-02-01,72,72
BOYUIBE,otras actividades de enfermeria,sueros,2018-02-01,55,55
BUENA VISTA,otras actividades de enfermeria,sueros,2018-02-01,39,39
CABEZAS,otras actividades de enfermeria,sueros,2018-02-01,181,181
CAIROMA,otras actividades de enfermeria,sueros,2018-02-01,11,11
"CAIZA ""D""",otras actividades de enfermeria,sueros,2018-02-01,33,33
CAJUATA,otras actividades de enfermeria,sueros,2018-02-01,27,27
CALACOTO,otras actividades de enfermeria,sueros,2018-02-01,2,2
CALAMARCA,otras actividades de enfermeria,sueros,2018-02-01,5,5
CAMARGO,otras actividades de enfermeria,sueros,2018-02-01,118,118
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2018-02-01,20,20
CAMIRI,otras actividades de enfermeria,sueros,2018-02-01,1799,1799
CAPINOTA,otras actividades de enfermeria,sueros,2018-02-01,147,147
CAQUIAVIRI,otras actividades de enfermeria,sueros,2018-02-01,3,3
CARACOLLO,otras actividades de enfermeria,sueros,2018-02-01,17,17
CARANAVI,otras actividades de enfermeria,sueros,2018-02-01,676,676
CARAPARI,otras actividades de enfermeria,sueros,2018-02-01,63,63
CARIPUYO,otras actividades de enfermeria,sueros,2018-02-01,9,9
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2018-02-01,41,41
CATACORA,otras actividades de enfermeria,sueros,2018-02-01,2,2
CHALLAPATA,otras actividades de enfermeria,sueros,2018-02-01,120,120
CHAQUI,otras actividades de enfermeria,sueros,2018-02-01,13,13
CHARAGUA,otras actividades de enfermeria,sueros,2018-02-01,254,254
CHARAÑA,otras actividades de enfermeria,sueros,2018-02-01,1,1
CHAYANTA,otras actividades de enfermeria,sueros,2018-02-01,33,33
CHIMORE,otras actividades de enfermeria,sueros,2018-02-01,85,85
CHIPAYA,otras actividades de enfermeria,sueros,2018-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2018-02-01,86,86
