municipality,group,variable,month,Inyectables,TOTAL
BUENA VISTA,otras actividades de enfermeria,inyectables,2018-01-01,624,624
CABEZAS,otras actividades de enfermeria,inyectables,2018-01-01,2636,2636
CAIROMA,otras actividades de enfermeria,inyectables,2018-01-01,166,166
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2018-01-01,604,604
CAJUATA,otras actividades de enfermeria,inyectables,2018-01-01,431,431
CALACOTO,otras actividades de enfermeria,inyectables,2018-01-01,128,128
CALAMARCA,otras actividades de enfermeria,inyectables,2018-01-01,199,199
CAMARGO,otras actividades de enfermeria,inyectables,2018-01-01,2679,2679
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2018-01-01,320,320
CAMIRI,otras actividades de enfermeria,inyectables,2018-01-01,3969,3969
CAPINOTA,otras actividades de enfermeria,inyectables,2018-01-01,1258,1258
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2018-01-01,121,121
CARACOLLO,otras actividades de enfermeria,inyectables,2018-01-01,622,622
CARANAVI,otras actividades de enfermeria,inyectables,2018-01-01,3700,3700
CARANGAS,otras actividades de enfermeria,inyectables,2018-01-01,23,23
CARAPARI,otras actividades de enfermeria,inyectables,2018-01-01,1297,1297
CARIPUYO,otras actividades de enfermeria,inyectables,2018-01-01,94,94
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2018-01-01,523,523
CATACORA,otras actividades de enfermeria,inyectables,2018-01-01,39,39
CHACARILLA,otras actividades de enfermeria,inyectables,2018-01-01,4,4
CHALLAPATA,otras actividades de enfermeria,inyectables,2018-01-01,2444,2444
CHAQUI,otras actividades de enfermeria,inyectables,2018-01-01,462,462
CHARAGUA,otras actividades de enfermeria,inyectables,2018-01-01,1949,1949
CHARAÑA,otras actividades de enfermeria,inyectables,2018-01-01,6,6
CHAYANTA,otras actividades de enfermeria,inyectables,2018-01-01,624,624
CHIMORE,otras actividades de enfermeria,inyectables,2018-01-01,867,867
CHIPAYA,otras actividades de enfermeria,inyectables,2018-01-01,88,88
CHOQUE COTA,otras actividades de enfermeria,inyectables,2018-01-01,41,41
CHUA COCANI,otras actividades de enfermeria,inyectables,2018-01-01,121,121
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2018-01-01,921,921
CHUMA,otras actividades de enfermeria,inyectables,2018-01-01,191,191
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2018-01-01,331,331
CKOCHAS,otras actividades de enfermeria,inyectables,2018-01-01,538,538
CLIZA,otras actividades de enfermeria,inyectables,2018-01-01,409,409
COBIJA,otras actividades de enfermeria,inyectables,2018-01-01,17075,17075
COCAPATA,otras actividades de enfermeria,inyectables,2018-01-01,526,526
COCHABAMBA,otras actividades de enfermeria,inyectables,2018-01-01,84549,84549
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2018-01-01,2143,2143
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2018-01-01,1235,1235
COLLANA,otras actividades de enfermeria,inyectables,2018-01-01,47,47
COLOMI,otras actividades de enfermeria,inyectables,2018-01-01,455,455
COLPA BELGICA,otras actividades de enfermeria,inyectables,2018-01-01,497,497
COLQUECHACA,otras actividades de enfermeria,inyectables,2018-01-01,718,718
COLQUENCHA,otras actividades de enfermeria,inyectables,2018-01-01,147,147
COLQUIRI,otras actividades de enfermeria,inyectables,2018-01-01,523,523
COMANCHE,otras actividades de enfermeria,inyectables,2018-01-01,10,10
COMARAPA,otras actividades de enfermeria,inyectables,2018-01-01,825,825
COMBAYA,otras actividades de enfermeria,inyectables,2018-01-01,19,19
CONCEPCION,otras actividades de enfermeria,inyectables,2018-01-01,1338,1338
COPACABANA,otras actividades de enfermeria,inyectables,2018-01-01,290,290
CORIPATA,otras actividades de enfermeria,inyectables,2018-01-01,532,532
CORO CORO,otras actividades de enfermeria,inyectables,2018-01-01,209,209
COROICO,otras actividades de enfermeria,inyectables,2018-01-01,1517,1517
CORQUE,otras actividades de enfermeria,inyectables,2018-01-01,241,241
COTAGAITA,otras actividades de enfermeria,inyectables,2018-01-01,3282,3282
COTOCA,otras actividades de enfermeria,inyectables,2018-01-01,4939,4939
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2018-01-01,24,24
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2018-01-01,900,900
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2018-01-01,65,65
CUEVO,otras actividades de enfermeria,inyectables,2018-01-01,75,75
CULPINA,otras actividades de enfermeria,inyectables,2018-01-01,1315,1315
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2018-01-01,159,159
CURVA,otras actividades de enfermeria,inyectables,2018-01-01,44,44
DESAGUADERO,otras actividades de enfermeria,inyectables,2018-01-01,82,82
EL ALTO,otras actividades de enfermeria,inyectables,2018-01-01,41261,41261
EL CHORO,otras actividades de enfermeria,inyectables,2018-01-01,125,125
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2018-01-01,620,620
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2018-01-01,525,525
EL TORNO,otras actividades de enfermeria,inyectables,2018-01-01,7241,7241
EL VILLAR,otras actividades de enfermeria,inyectables,2018-01-01,464,464
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2018-01-01,1394,1394
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2018-01-01,987,987
ESCARA,otras actividades de enfermeria,inyectables,2018-01-01,39,39
ESCOMA,otras actividades de enfermeria,inyectables,2018-01-01,226,226
ESMERALDA,otras actividades de enfermeria,inyectables,2018-01-01,38,38
EUCALIPTUS,otras actividades de enfermeria,inyectables,2018-01-01,199,199
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2018-01-01,78,78
EXALTACION,otras actividades de enfermeria,inyectables,2018-01-01,28,28
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2018-01-01,554,554
FILADELFIA,otras actividades de enfermeria,inyectables,2018-01-01,593,593
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2018-01-01,816,816
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2018-01-01,206,206
GUANAY,otras actividades de enfermeria,inyectables,2018-01-01,266,266
GUAQUI,otras actividades de enfermeria,inyectables,2018-01-01,98,98
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2018-01-01,18237,18237
GUTIERREZ,otras actividades de enfermeria,inyectables,2018-01-01,568,568
HUACARETA,otras actividades de enfermeria,inyectables,2018-01-01,711,711
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2018-01-01,125,125
HUACHACALLA,otras actividades de enfermeria,inyectables,2018-01-01,564,564
HUANUNI,otras actividades de enfermeria,inyectables,2018-01-01,7617,7617
HUARACAJE,otras actividades de enfermeria,inyectables,2018-01-01,248,248
HUARINA,otras actividades de enfermeria,inyectables,2018-01-01,274,274
HUATAJATA,otras actividades de enfermeria,inyectables,2018-01-01,114,114
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2018-01-01,144,144
HUMANATA,otras actividades de enfermeria,inyectables,2018-01-01,42,42
ICHOCA,otras actividades de enfermeria,inyectables,2018-01-01,63,63
ICLA,otras actividades de enfermeria,inyectables,2018-01-01,430,430
INCAHUASI,otras actividades de enfermeria,inyectables,2018-01-01,870,870
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2018-01-01,34,34
INQUISIVI,otras actividades de enfermeria,inyectables,2018-01-01,147,147
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2018-01-01,662,662
IXIAMAS,otras actividades de enfermeria,inyectables,2018-01-01,240,240
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2018-01-01,184,184
LA ASUNTA,otras actividades de enfermeria,inyectables,2018-01-01,782,782
LA GUARDIA,otras actividades de enfermeria,inyectables,2018-01-01,5881,5881
LA PAZ,otras actividades de enfermeria,inyectables,2018-01-01,210958,210958
LA RIVERA,otras actividades de enfermeria,inyectables,2018-01-01,16,16
LAGUNILLAS,otras actividades de enfermeria,inyectables,2018-01-01,567,567
LAJA,otras actividades de enfermeria,inyectables,2018-01-01,165,165
LAS CARRERAS,otras actividades de enfermeria,inyectables,2018-01-01,331,331
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2018-01-01,44,44
LLALLAGUA,otras actividades de enfermeria,inyectables,2018-01-01,6362,6362
LLICA,otras actividades de enfermeria,inyectables,2018-01-01,129,129
LORETO,otras actividades de enfermeria,inyectables,2018-01-01,73,73
LURIBAY,otras actividades de enfermeria,inyectables,2018-01-01,371,371
MACHACAMARCA,otras actividades de enfermeria,inyectables,2018-01-01,317,317
MACHARETI,otras actividades de enfermeria,inyectables,2018-01-01,411,411
MAGDALENA,otras actividades de enfermeria,inyectables,2018-01-01,2145,2145
MAIRANA,otras actividades de enfermeria,inyectables,2018-01-01,1065,1065
MALLA,otras actividades de enfermeria,inyectables,2018-01-01,36,36
MAPIRI,otras actividades de enfermeria,inyectables,2018-01-01,757,757
MECAPACA,otras actividades de enfermeria,inyectables,2018-01-01,102,102
MINEROS,otras actividades de enfermeria,inyectables,2018-01-01,675,675
MIZQUE,otras actividades de enfermeria,inyectables,2018-01-01,638,638
MOCOMOCO,otras actividades de enfermeria,inyectables,2018-01-01,232,232
MOJINETE,otras actividades de enfermeria,inyectables,2018-01-01,44,44
MOJOCOYA,otras actividades de enfermeria,inyectables,2018-01-01,1013,1013
MONTEAGUDO,otras actividades de enfermeria,inyectables,2018-01-01,6886,6886
MONTERO,otras actividades de enfermeria,inyectables,2018-01-01,34667,34667
MORO MORO,otras actividades de enfermeria,inyectables,2018-01-01,122,122
MOROCHATA,otras actividades de enfermeria,inyectables,2018-01-01,261,261
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2018-01-01,562,562
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2018-01-01,140,140
OCURI,otras actividades de enfermeria,inyectables,2018-01-01,424,424
OKINAWA,otras actividades de enfermeria,inyectables,2018-01-01,334,334
OMEREQUE,otras actividades de enfermeria,inyectables,2018-01-01,711,711
ORURO,otras actividades de enfermeria,inyectables,2018-01-01,69734,69734
PADCAYA,otras actividades de enfermeria,inyectables,2018-01-01,1531,1531
PADILLA,otras actividades de enfermeria,inyectables,2018-01-01,2949,2949
PAILON,otras actividades de enfermeria,inyectables,2018-01-01,1809,1809
PALCA,otras actividades de enfermeria,inyectables,2018-01-01,317,317
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2018-01-01,1147,1147
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2018-01-01,226,226
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2018-01-01,436,436
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2018-01-01,232,232
PASORAPA,otras actividades de enfermeria,inyectables,2018-01-01,300,300
PATACAMAYA,otras actividades de enfermeria,inyectables,2018-01-01,110,110
PAZÑA,otras actividades de enfermeria,inyectables,2018-01-01,264,264
PELECHUCO,otras actividades de enfermeria,inyectables,2018-01-01,153,153
POCOATA,otras actividades de enfermeria,inyectables,2018-01-01,368,368
POCONA,otras actividades de enfermeria,inyectables,2018-01-01,322,322
POJO (CBBA),otras actividades de enfermeria,inyectables,2018-01-01,246,246
POOPO,otras actividades de enfermeria,inyectables,2018-01-01,578,578
PORCO,otras actividades de enfermeria,inyectables,2018-01-01,276,276
POROMA,otras actividades de enfermeria,inyectables,2018-01-01,993,993
PORONGO,otras actividades de enfermeria,inyectables,2018-01-01,349,349
PORTACHUELO,otras actividades de enfermeria,inyectables,2018-01-01,1089,1089
PORVENIR,otras actividades de enfermeria,inyectables,2018-01-01,838,838
POSTRER VALLE,otras actividades de enfermeria,inyectables,2018-01-01,64,64
POTOSI,otras actividades de enfermeria,inyectables,2018-01-01,51338,51338
PRESTO,otras actividades de enfermeria,inyectables,2018-01-01,580,580
PUCARA,otras actividades de enfermeria,inyectables,2018-01-01,248,248
PUCARANI,otras actividades de enfermeria,inyectables,2018-01-01,501,501
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2018-01-01,179,179
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2018-01-01,228,228
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2018-01-01,378,378
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2018-01-01,156,156
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2018-01-01,1124,1124
PUERTO RICO,otras actividades de enfermeria,inyectables,2018-01-01,771,771
PUERTO SILES,otras actividades de enfermeria,inyectables,2018-01-01,93,93
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2018-01-01,2565,2565
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2018-01-01,1548,1548
PUNA,otras actividades de enfermeria,inyectables,2018-01-01,826,826
PUNATA,otras actividades de enfermeria,inyectables,2018-01-01,9171,9171
QUIABAYA,otras actividades de enfermeria,inyectables,2018-01-01,196,196
QUILLACOLLO,otras actividades de enfermeria,inyectables,2018-01-01,9348,9348
QUIME,otras actividades de enfermeria,inyectables,2018-01-01,181,181
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2018-01-01,109,109
RAQAYPAMPA(ETA),otras actividades de enfermeria,inyectables,2018-01-01,212,212
RAVELO,otras actividades de enfermeria,inyectables,2018-01-01,1064,1064
REYES,otras actividades de enfermeria,inyectables,2018-01-01,680,680
RIBERALTA,otras actividades de enfermeria,inyectables,2018-01-01,12602,12602
ROBORE,otras actividades de enfermeria,inyectables,2018-01-01,3151,3151
RURRENABAQUE,otras actividades de enfermeria,inyectables,2018-01-01,2250,2250
SABAYA,otras actividades de enfermeria,inyectables,2018-01-01,931,931
SACABA,otras actividades de enfermeria,inyectables,2018-01-01,7822,7822
SACABAMBA,otras actividades de enfermeria,inyectables,2018-01-01,205,205
SACACA,otras actividades de enfermeria,inyectables,2018-01-01,296,296
SAIPINA,otras actividades de enfermeria,inyectables,2018-01-01,312,312
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2018-01-01,713,713
SAMAIPATA,otras actividades de enfermeria,inyectables,2018-01-01,632,632
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2018-01-01,128,128
SAN ANDRES,otras actividades de enfermeria,inyectables,2018-01-01,557,557
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2018-01-01,110,110
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2018-01-01,67,67
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2018-01-01,311,311
SAN BENITO,otras actividades de enfermeria,inyectables,2018-01-01,118,118
SAN BORJA,otras actividades de enfermeria,inyectables,2018-01-01,1764,1764
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2018-01-01,746,746
SAN CARLOS,otras actividades de enfermeria,inyectables,2018-01-01,3683,3683
SAN IGNACIO,otras actividades de enfermeria,inyectables,2018-01-01,2803,2803
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2018-01-01,9131,9131
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2018-01-01,190,190
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2018-01-01,219,219
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2018-01-01,744,744
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2018-01-01,4102,4102
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2018-01-01,787,787
SAN JULIAN,otras actividades de enfermeria,inyectables,2018-01-01,2733,2733
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2018-01-01,447,447
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2018-01-01,1153,1153
SAN LUCAS,otras actividades de enfermeria,inyectables,2018-01-01,2005,2005
SAN MATIAS,otras actividades de enfermeria,inyectables,2018-01-01,1545,1545
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2018-01-01,748,748
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2018-01-01,135,135
SAN PEDRO,otras actividades de enfermeria,inyectables,2018-01-01,1401,1401
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2018-01-01,352,352
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2018-01-01,112,112
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2018-01-01,91,91
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2018-01-01,215,215
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2018-01-01,145,145
SAN RAFAEL,otras actividades de enfermeria,inyectables,2018-01-01,786,786
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2018-01-01,1362,1362
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2018-01-01,1872,1872
SANTA ANA,otras actividades de enfermeria,inyectables,2018-01-01,2072,2072
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2018-01-01,282628,282628
SANTA ROSA,otras actividades de enfermeria,inyectables,2018-01-01,271,271
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2018-01-01,932,932
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2018-01-01,51,51
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2018-01-01,422,422
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2018-01-01,103,103
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2018-01-01,102,102
SANTIVAÑES,otras actividades de enfermeria,inyectables,2018-01-01,398,398
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2018-01-01,94,94
SAPAHAQUI,otras actividades de enfermeria,inyectables,2018-01-01,189,189
SENA,otras actividades de enfermeria,inyectables,2018-01-01,496,496
SHINAOTA,otras actividades de enfermeria,inyectables,2018-01-01,432,432
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2018-01-01,522,522
SICAYA,otras actividades de enfermeria,inyectables,2018-01-01,90,90
SIPE SIPE,otras actividades de enfermeria,inyectables,2018-01-01,1107,1107
SOPACHUY,otras actividades de enfermeria,inyectables,2018-01-01,490,490
SORACACHI,otras actividades de enfermeria,inyectables,2018-01-01,104,104
SORATA,otras actividades de enfermeria,inyectables,2018-01-01,640,640
SUCRE,otras actividades de enfermeria,inyectables,2018-01-01,70631,70631
TACACHI,otras actividades de enfermeria,inyectables,2018-01-01,11,11
TACACOMA,otras actividades de enfermeria,inyectables,2018-01-01,298,298
TACOBAMBA,otras actividades de enfermeria,inyectables,2018-01-01,202,202
TACOPAYA,otras actividades de enfermeria,inyectables,2018-01-01,195,195
TAHUA,otras actividades de enfermeria,inyectables,2018-01-01,87,87
TAPACARI,otras actividades de enfermeria,inyectables,2018-01-01,432,432
TARABUCO,otras actividades de enfermeria,inyectables,2018-01-01,1856,1856
TARACO,otras actividades de enfermeria,inyectables,2018-01-01,99,99
TARATA,otras actividades de enfermeria,inyectables,2018-01-01,222,222
TARIJA,otras actividades de enfermeria,inyectables,2018-01-01,92852,92852
TARVITA,otras actividades de enfermeria,inyectables,2018-01-01,1013,1013
TEOPONTE,otras actividades de enfermeria,inyectables,2018-01-01,370,370
TIAWANACU,otras actividades de enfermeria,inyectables,2018-01-01,115,115
TINGUIPAYA,otras actividades de enfermeria,inyectables,2018-01-01,563,563
TIPUANI,otras actividades de enfermeria,inyectables,2018-01-01,427,427
TIQUIPAYA,otras actividades de enfermeria,inyectables,2018-01-01,921,921
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2018-01-01,825,825
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2018-01-01,55,55
TOCO,otras actividades de enfermeria,inyectables,2018-01-01,209,209
TODOS SANTOS,otras actividades de enfermeria,inyectables,2018-01-01,48,48
TOLATA,otras actividades de enfermeria,inyectables,2018-01-01,127,127
TOLEDO,otras actividades de enfermeria,inyectables,2018-01-01,157,157
TOMAVE,otras actividades de enfermeria,inyectables,2018-01-01,749,749
TOMINA,otras actividades de enfermeria,inyectables,2018-01-01,928,928
TORO TORO,otras actividades de enfermeria,inyectables,2018-01-01,460,460
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2018-01-01,464,464
TOTORA(ORR),otras actividades de enfermeria,inyectables,2018-01-01,219,219
TRIGAL,otras actividades de enfermeria,inyectables,2018-01-01,99,99
TRINIDAD,otras actividades de enfermeria,inyectables,2018-01-01,147065,147065
TUPIZA,otras actividades de enfermeria,inyectables,2018-01-01,13943,13943
TURCO,otras actividades de enfermeria,inyectables,2018-01-01,193,193
UMALA,otras actividades de enfermeria,inyectables,2018-01-01,59,59
UNCIA,otras actividades de enfermeria,inyectables,2018-01-01,5717,5717
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2018-01-01,580,580
URUBICHA,otras actividades de enfermeria,inyectables,2018-01-01,416,416
UYUNI,otras actividades de enfermeria,inyectables,2018-01-01,7108,7108
VACAS,otras actividades de enfermeria,inyectables,2018-01-01,288,288
VALLEGRANDE,otras actividades de enfermeria,inyectables,2018-01-01,4211,4211
VIACHA,otras actividades de enfermeria,inyectables,2018-01-01,13144,13144
VILA VILA,otras actividades de enfermeria,inyectables,2018-01-01,88,88
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2018-01-01,860,860
VILLA MONTES,otras actividades de enfermeria,inyectables,2018-01-01,9559,9559
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2018-01-01,128,128
VILLA RIVERO,otras actividades de enfermeria,inyectables,2018-01-01,236,236
VILLA SERRANO,otras actividades de enfermeria,inyectables,2018-01-01,991,991
VILLA TUNARI,otras actividades de enfermeria,inyectables,2018-01-01,2167,2167
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2018-01-01,689,689
VILLAZON,otras actividades de enfermeria,inyectables,2018-01-01,5949,5949
VINTO,otras actividades de enfermeria,inyectables,2018-01-01,1262,1262
VITICHI,otras actividades de enfermeria,inyectables,2018-01-01,458,458
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2018-01-01,30,30
WARNES,otras actividades de enfermeria,inyectables,2018-01-01,2284,2284
YACO,otras actividades de enfermeria,inyectables,2018-01-01,84,84
YACUIBA,otras actividades de enfermeria,inyectables,2018-01-01,26182,26182
YAMPARAEZ,otras actividades de enfermeria,inyectables,2018-01-01,676,676
YANACACHI,otras actividades de enfermeria,inyectables,2018-01-01,231,231
YAPACANI,otras actividades de enfermeria,inyectables,2018-01-01,8003,8003
YOCALLA,otras actividades de enfermeria,inyectables,2018-01-01,207,207
YOTALA,otras actividades de enfermeria,inyectables,2018-01-01,693,693
YUNCHARA,otras actividades de enfermeria,inyectables,2018-01-01,270,270
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2018-01-01,735,735
ACACIO,otras actividades de enfermeria,inyectables,2018-02-01,170,170
ACHACACHI,otras actividades de enfermeria,inyectables,2018-02-01,710,710
ACHOCALLA,otras actividades de enfermeria,inyectables,2018-02-01,224,224
AIQUILE,otras actividades de enfermeria,inyectables,2018-02-01,1253,1253
ALALAY,otras actividades de enfermeria,inyectables,2018-02-01,43,43
ALCALA,otras actividades de enfermeria,inyectables,2018-02-01,260,260
ALTO BENI,otras actividades de enfermeria,inyectables,2018-02-01,609,609
ANCORAIMES,otras actividades de enfermeria,inyectables,2018-02-01,225,225
ANDAMARCA,otras actividades de enfermeria,inyectables,2018-02-01,276,276
ANTEQUERA,otras actividades de enfermeria,inyectables,2018-02-01,74,74
ANZALDO,otras actividades de enfermeria,inyectables,2018-02-01,172,172
APOLO,otras actividades de enfermeria,inyectables,2018-02-01,647,647
ARAMPAMPA,otras actividades de enfermeria,inyectables,2018-02-01,154,154
ARANI,otras actividades de enfermeria,inyectables,2018-02-01,246,246
ARBIETO,otras actividades de enfermeria,inyectables,2018-02-01,435,435
ARQUE,otras actividades de enfermeria,inyectables,2018-02-01,204,204
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2018-02-01,7029,7029
ATOCHA,otras actividades de enfermeria,inyectables,2018-02-01,2735,2735
AUCAPATA,otras actividades de enfermeria,inyectables,2018-02-01,123,123
AYATA,otras actividades de enfermeria,inyectables,2018-02-01,180,180
AYO AYO,otras actividades de enfermeria,inyectables,2018-02-01,51,51
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2018-02-01,988,988
AZURDUY,otras actividades de enfermeria,inyectables,2018-02-01,727,727
BATALLAS,otras actividades de enfermeria,inyectables,2018-02-01,198,198
BAURES,otras actividades de enfermeria,inyectables,2018-02-01,720,720
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2018-02-01,54,54
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2018-02-01,47,47
BELLA FLOR,otras actividades de enfermeria,inyectables,2018-02-01,114,114
BERMEJO,otras actividades de enfermeria,inyectables,2018-02-01,9239,9239
BETANZOS,otras actividades de enfermeria,inyectables,2018-02-01,1632,1632
BOLIVAR,otras actividades de enfermeria,inyectables,2018-02-01,136,136
BOLPEBRA,otras actividades de enfermeria,inyectables,2018-02-01,21,21
BOYUIBE,otras actividades de enfermeria,inyectables,2018-02-01,731,731
