municipality,group,variable,month,Otras actividades,TOTAL
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2018-01-01,391,391
CAJUATA,otras actividades de enfermeria,otras actividades,2018-01-01,8,8
CALACOTO,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CALAMARCA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CAMARGO,otras actividades de enfermeria,otras actividades,2018-01-01,1637,1637
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CAMIRI,otras actividades de enfermeria,otras actividades,2018-01-01,1434,1434
CAPINOTA,otras actividades de enfermeria,otras actividades,2018-01-01,122,122
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2018-01-01,153,153
CARACOLLO,otras actividades de enfermeria,otras actividades,2018-01-01,35,35
CARANAVI,otras actividades de enfermeria,otras actividades,2018-01-01,8173,8173
CARAPARI,otras actividades de enfermeria,otras actividades,2018-01-01,416,416
CARIPUYO,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,otras actividades,2018-01-01,3068,3068
CHAQUI,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
CHARAGUA,otras actividades de enfermeria,otras actividades,2018-01-01,52,52
CHARAÑA,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
CHAYANTA,otras actividades de enfermeria,otras actividades,2018-01-01,213,213
CHIMORE,otras actividades de enfermeria,otras actividades,2018-01-01,122,122
CHIPAYA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CHUA COCANI,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2018-01-01,47,47
CHUMA,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
CKOCHAS,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CLIZA,otras actividades de enfermeria,otras actividades,2018-01-01,37,37
COBIJA,otras actividades de enfermeria,otras actividades,2018-01-01,11018,11018
COCAPATA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
COCHABAMBA,otras actividades de enfermeria,otras actividades,2018-01-01,20509,20509
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2018-01-01,2265,2265
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2018-01-01,68,68
COLLANA,otras actividades de enfermeria,otras actividades,2018-01-01,8,8
COLOMI,otras actividades de enfermeria,otras actividades,2018-01-01,30,30
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2018-01-01,18,18
COLQUECHACA,otras actividades de enfermeria,otras actividades,2018-01-01,43,43
COLQUIRI,otras actividades de enfermeria,otras actividades,2018-01-01,7,7
COMANCHE,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
COMARAPA,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
COMBAYA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
CONCEPCION,otras actividades de enfermeria,otras actividades,2018-01-01,107,107
COPACABANA,otras actividades de enfermeria,otras actividades,2018-01-01,15,15
CORIPATA,otras actividades de enfermeria,otras actividades,2018-01-01,14,14
CORO CORO,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
COROICO,otras actividades de enfermeria,otras actividades,2018-01-01,2970,2970
CORQUE,otras actividades de enfermeria,otras actividades,2018-01-01,139,139
COTAGAITA,otras actividades de enfermeria,otras actividades,2018-01-01,1486,1486
COTOCA,otras actividades de enfermeria,otras actividades,2018-01-01,2497,2497
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2018-01-01,94,94
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2018-01-01,2,2
CULPINA,otras actividades de enfermeria,otras actividades,2018-01-01,352,352
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2018-01-01,27,27
CURVA,otras actividades de enfermeria,otras actividades,2018-01-01,24,24
EL ALTO,otras actividades de enfermeria,otras actividades,2018-01-01,287283,287283
EL CHORO,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2018-01-01,357,357
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2018-01-01,13,13
EL TORNO,otras actividades de enfermeria,otras actividades,2018-01-01,22576,22576
EL VILLAR,otras actividades de enfermeria,otras actividades,2018-01-01,25,25
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2018-01-01,112,112
ESCOMA,otras actividades de enfermeria,otras actividades,2018-01-01,41,41
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,otras actividades,2018-01-01,1,1
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2018-01-01,133,133
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2018-01-01,122,122
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2018-01-01,7,7
GUANAY,otras actividades de enfermeria,otras actividades,2018-01-01,223,223
GUAQUI,otras actividades de enfermeria,otras actividades,2018-01-01,9,9
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2018-01-01,91776,91776
GUTIERREZ,otras actividades de enfermeria,otras actividades,2018-01-01,18,18
HUACARETA,otras actividades de enfermeria,otras actividades,2018-01-01,38,38
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2018-01-01,7,7
HUACHACALLA,otras actividades de enfermeria,otras actividades,2018-01-01,8,8
HUANUNI,otras actividades de enfermeria,otras actividades,2018-01-01,23216,23216
HUARACAJE,otras actividades de enfermeria,otras actividades,2018-01-01,43,43
HUARINA,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
HUATAJATA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2018-01-01,72,72
ICLA,otras actividades de enfermeria,otras actividades,2018-01-01,850,850
INCAHUASI,otras actividades de enfermeria,otras actividades,2018-01-01,7,7
INQUISIVI,otras actividades de enfermeria,otras actividades,2018-01-01,153,153
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2018-01-01,155,155
IXIAMAS,otras actividades de enfermeria,otras actividades,2018-01-01,13,13
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2018-01-01,18,18
LA ASUNTA,otras actividades de enfermeria,otras actividades,2018-01-01,156,156
LA GUARDIA,otras actividades de enfermeria,otras actividades,2018-01-01,925,925
LA PAZ,otras actividades de enfermeria,otras actividades,2018-01-01,18612,18612
LA RIVERA,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2018-01-01,24,24
LAJA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2018-01-01,18,18
LICOMA PAMPA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
LLALLAGUA,otras actividades de enfermeria,otras actividades,2018-01-01,4456,4456
LLICA,otras actividades de enfermeria,otras actividades,2018-01-01,82,82
LORETO,otras actividades de enfermeria,otras actividades,2018-01-01,18,18
LURIBAY,otras actividades de enfermeria,otras actividades,2018-01-01,25,25
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2018-01-01,20,20
MACHARETI,otras actividades de enfermeria,otras actividades,2018-01-01,19,19
MAGDALENA,otras actividades de enfermeria,otras actividades,2018-01-01,247,247
MAIRANA,otras actividades de enfermeria,otras actividades,2018-01-01,523,523
MAPIRI,otras actividades de enfermeria,otras actividades,2018-01-01,15,15
MECAPACA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
MINEROS,otras actividades de enfermeria,otras actividades,2018-01-01,70,70
MIZQUE,otras actividades de enfermeria,otras actividades,2018-01-01,1392,1392
MOCOMOCO,otras actividades de enfermeria,otras actividades,2018-01-01,18,18
MOJOCOYA,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2018-01-01,7395,7395
MONTERO,otras actividades de enfermeria,otras actividades,2018-01-01,81215,81215
MORO MORO,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
MOROCHATA,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2018-01-01,4,4
OCURI,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
OKINAWA,otras actividades de enfermeria,otras actividades,2018-01-01,24,24
OMEREQUE,otras actividades de enfermeria,otras actividades,2018-01-01,54,54
ORURO,otras actividades de enfermeria,otras actividades,2018-01-01,18959,18959
PADCAYA,otras actividades de enfermeria,otras actividades,2018-01-01,101,101
PADILLA,otras actividades de enfermeria,otras actividades,2018-01-01,1861,1861
PAILON,otras actividades de enfermeria,otras actividades,2018-01-01,106,106
PALCA,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2018-01-01,183,183
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2018-01-01,83,83
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2018-01-01,14,14
PASORAPA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
PATACAMAYA,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
PAZÑA,otras actividades de enfermeria,otras actividades,2018-01-01,21,21
PELECHUCO,otras actividades de enfermeria,otras actividades,2018-01-01,11,11
POCOATA,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
POCONA,otras actividades de enfermeria,otras actividades,2018-01-01,46,46
POJO (CBBA),otras actividades de enfermeria,otras actividades,2018-01-01,5,5
POOPO,otras actividades de enfermeria,otras actividades,2018-01-01,142,142
PORCO,otras actividades de enfermeria,otras actividades,2018-01-01,14,14
POROMA,otras actividades de enfermeria,otras actividades,2018-01-01,16,16
PORONGO,otras actividades de enfermeria,otras actividades,2018-01-01,42,42
PORTACHUELO,otras actividades de enfermeria,otras actividades,2018-01-01,163,163
PORVENIR,otras actividades de enfermeria,otras actividades,2018-01-01,1010,1010
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
POTOSI,otras actividades de enfermeria,otras actividades,2018-01-01,30964,30964
PRESTO,otras actividades de enfermeria,otras actividades,2018-01-01,7,7
PUCARA,otras actividades de enfermeria,otras actividades,2018-01-01,9,9
PUCARANI,otras actividades de enfermeria,otras actividades,2018-01-01,34,34
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2018-01-01,50,50
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2018-01-01,7,7
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2018-01-01,36,36
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2018-01-01,10,10
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2018-01-01,562,562
PUERTO RICO,otras actividades de enfermeria,otras actividades,2018-01-01,888,888
PUERTO SILES,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2018-01-01,399,399
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2018-01-01,84,84
PUNA,otras actividades de enfermeria,otras actividades,2018-01-01,10,10
PUNATA,otras actividades de enfermeria,otras actividades,2018-01-01,1097,1097
QUIABAYA,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2018-01-01,2354,2354
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2018-01-01,35,35
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2018-01-01,2,2
RAVELO,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
REYES,otras actividades de enfermeria,otras actividades,2018-01-01,138,138
RIBERALTA,otras actividades de enfermeria,otras actividades,2018-01-01,2740,2740
ROBORE,otras actividades de enfermeria,otras actividades,2018-01-01,3324,3324
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2018-01-01,271,271
SABAYA,otras actividades de enfermeria,otras actividades,2018-01-01,9,9
SACABA,otras actividades de enfermeria,otras actividades,2018-01-01,8642,8642
SACACA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
SAIPINA,otras actividades de enfermeria,otras actividades,2018-01-01,30,30
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2018-01-01,522,522
SAMAIPATA,otras actividades de enfermeria,otras actividades,2018-01-01,49,49
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
SAN ANDRES,otras actividades de enfermeria,otras actividades,2018-01-01,17,17
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2018-01-01,54,54
SAN BENITO,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
SAN BORJA,otras actividades de enfermeria,otras actividades,2018-01-01,583,583
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2018-01-01,27,27
SAN CARLOS,otras actividades de enfermeria,otras actividades,2018-01-01,10076,10076
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2018-01-01,1770,1770
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2018-01-01,24895,24895
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2018-01-01,40,40
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2018-01-01,108,108
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2018-01-01,356,356
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2018-01-01,6889,6889
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2018-01-01,260,260
SAN JULIAN,otras actividades de enfermeria,otras actividades,2018-01-01,792,792
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2018-01-01,16,16
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2018-01-01,27,27
SAN LUCAS,otras actividades de enfermeria,otras actividades,2018-01-01,487,487
SAN MATIAS,otras actividades de enfermeria,otras actividades,2018-01-01,525,525
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2018-01-01,93,93
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
SAN PEDRO,otras actividades de enfermeria,otras actividades,2018-01-01,132,132
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
SAN PEDRO(PND),otras actividades de enfermeria,otras actividades,2018-01-01,11,11
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2018-01-01,52,52
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2018-01-01,150,150
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2018-01-01,406,406
SANTA ANA,otras actividades de enfermeria,otras actividades,2018-01-01,1851,1851
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2018-01-01,364025,364025
SANTA ROSA,otras actividades de enfermeria,otras actividades,2018-01-01,21,21
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2018-01-01,129,129
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2018-01-01,31,31
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2018-01-01,13,13
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2018-01-01,176,176
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2018-01-01,83,83
SENA,otras actividades de enfermeria,otras actividades,2018-01-01,371,371
SHINAOTA,otras actividades de enfermeria,otras actividades,2018-01-01,66,66
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2018-01-01,11,11
SICAYA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
SIPE SIPE,otras actividades de enfermeria,otras actividades,2018-01-01,11,11
SOPACHUY,otras actividades de enfermeria,otras actividades,2018-01-01,8,8
SORATA,otras actividades de enfermeria,otras actividades,2018-01-01,826,826
SUCRE,otras actividades de enfermeria,otras actividades,2018-01-01,80840,80840
TACACHI,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
TACACOMA,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
TACOPAYA,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
TAHUA,otras actividades de enfermeria,otras actividades,2018-01-01,10,10
TAPACARI,otras actividades de enfermeria,otras actividades,2018-01-01,7,7
TARABUCO,otras actividades de enfermeria,otras actividades,2018-01-01,46,46
TARACO,otras actividades de enfermeria,otras actividades,2018-01-01,8,8
TARIJA,otras actividades de enfermeria,otras actividades,2018-01-01,337385,337385
TARVITA,otras actividades de enfermeria,otras actividades,2018-01-01,485,485
TEOPONTE,otras actividades de enfermeria,otras actividades,2018-01-01,35,35
TIAWANACU,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2018-01-01,11,11
TIPUANI,otras actividades de enfermeria,otras actividades,2018-01-01,12,12
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2018-01-01,35,35
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2018-01-01,12,12
TOCO,otras actividades de enfermeria,otras actividades,2018-01-01,17,17
TOLATA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
TOLEDO,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
TOMAVE,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
TOMINA,otras actividades de enfermeria,otras actividades,2018-01-01,1163,1163
TORO TORO,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2018-01-01,1165,1165
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2018-01-01,2,2
TRIGAL,otras actividades de enfermeria,otras actividades,2018-01-01,7,7
TRINIDAD,otras actividades de enfermeria,otras actividades,2018-01-01,603918,603918
TUPIZA,otras actividades de enfermeria,otras actividades,2018-01-01,13747,13747
TURCO,otras actividades de enfermeria,otras actividades,2018-01-01,63,63
UMALA,otras actividades de enfermeria,otras actividades,2018-01-01,5,5
UNCIA,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2018-01-01,21,21
URUBICHA,otras actividades de enfermeria,otras actividades,2018-01-01,175,175
UYUNI,otras actividades de enfermeria,otras actividades,2018-01-01,156,156
VACAS,otras actividades de enfermeria,otras actividades,2018-01-01,4,4
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2018-01-01,3422,3422
VIACHA,otras actividades de enfermeria,otras actividades,2018-01-01,310,310
VILA VILA,otras actividades de enfermeria,otras actividades,2018-01-01,27,27
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
VILLA MONTES,otras actividades de enfermeria,otras actividades,2018-01-01,16674,16674
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2018-01-01,16,16
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2018-01-01,315,315
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2018-01-01,24,24
VILLAZON,otras actividades de enfermeria,otras actividades,2018-01-01,12006,12006
VINTO,otras actividades de enfermeria,otras actividades,2018-01-01,219,219
VITICHI,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2018-01-01,1,1
WARNES,otras actividades de enfermeria,otras actividades,2018-01-01,321,321
YACO,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
YACUIBA,otras actividades de enfermeria,otras actividades,2018-01-01,78989,78989
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2018-01-01,2,2
YANACACHI,otras actividades de enfermeria,otras actividades,2018-01-01,11,11
YAPACANI,otras actividades de enfermeria,otras actividades,2018-01-01,554,554
YOCALLA,otras actividades de enfermeria,otras actividades,2018-01-01,6,6
YOTALA,otras actividades de enfermeria,otras actividades,2018-01-01,17,17
YUNCHARA,otras actividades de enfermeria,otras actividades,2018-01-01,3,3
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2018-01-01,199,199
ACACIO,otras actividades de enfermeria,otras actividades,2018-02-01,6,6
ACHACACHI,otras actividades de enfermeria,otras actividades,2018-02-01,43,43
ACHOCALLA,otras actividades de enfermeria,otras actividades,2018-02-01,14,14
AIQUILE,otras actividades de enfermeria,otras actividades,2018-02-01,115,115
ALALAY,otras actividades de enfermeria,otras actividades,2018-02-01,1,1
ALCALA,otras actividades de enfermeria,otras actividades,2018-02-01,8,8
ALTO BENI,otras actividades de enfermeria,otras actividades,2018-02-01,2,2
ANCORAIMES,otras actividades de enfermeria,otras actividades,2018-02-01,16,16
ANDAMARCA,otras actividades de enfermeria,otras actividades,2018-02-01,4,4
ANTEQUERA,otras actividades de enfermeria,otras actividades,2018-02-01,2,2
ANZALDO,otras actividades de enfermeria,otras actividades,2018-02-01,47,47
APOLO,otras actividades de enfermeria,otras actividades,2018-02-01,597,597
ARAMPAMPA,otras actividades de enfermeria,otras actividades,2018-02-01,4,4
ARANI,otras actividades de enfermeria,otras actividades,2018-02-01,18,18
ARBIETO,otras actividades de enfermeria,otras actividades,2018-02-01,9,9
ARQUE,otras actividades de enfermeria,otras actividades,2018-02-01,2,2
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2018-02-01,573,573
ATOCHA,otras actividades de enfermeria,otras actividades,2018-02-01,1337,1337
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2018-02-01,23,23
AZURDUY,otras actividades de enfermeria,otras actividades,2018-02-01,9,9
BATALLAS,otras actividades de enfermeria,otras actividades,2018-02-01,4,4
BAURES,otras actividades de enfermeria,otras actividades,2018-02-01,84,84
BELLA FLOR,otras actividades de enfermeria,otras actividades,2018-02-01,38,38
BERMEJO,otras actividades de enfermeria,otras actividades,2018-02-01,57030,57030
BETANZOS,otras actividades de enfermeria,otras actividades,2018-02-01,44,44
BOLIVAR,otras actividades de enfermeria,otras actividades,2018-02-01,2,2
BOLPEBRA,otras actividades de enfermeria,otras actividades,2018-02-01,43,43
BOYUIBE,otras actividades de enfermeria,otras actividades,2018-02-01,44,44
BUENA VISTA,otras actividades de enfermeria,otras actividades,2018-02-01,166,166
CABEZAS,otras actividades de enfermeria,otras actividades,2018-02-01,400,400
CAIROMA,otras actividades de enfermeria,otras actividades,2018-02-01,3,3
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2018-02-01,475,475
CAJUATA,otras actividades de enfermeria,otras actividades,2018-02-01,7,7
CALACOTO,otras actividades de enfermeria,otras actividades,2018-02-01,1,1
CALAMARCA,otras actividades de enfermeria,otras actividades,2018-02-01,6,6
CAMARGO,otras actividades de enfermeria,otras actividades,2018-02-01,1395,1395
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2018-02-01,1,1
CAMIRI,otras actividades de enfermeria,otras actividades,2018-02-01,17484,17484
CAPINOTA,otras actividades de enfermeria,otras actividades,2018-02-01,92,92
CARACOLLO,otras actividades de enfermeria,otras actividades,2018-02-01,38,38
CARANAVI,otras actividades de enfermeria,otras actividades,2018-02-01,16665,16665
CARAPARI,otras actividades de enfermeria,otras actividades,2018-02-01,514,514
CHALLAPATA,otras actividades de enfermeria,otras actividades,2018-02-01,2892,2892
CHAQUI,otras actividades de enfermeria,otras actividades,2018-02-01,4,4
CHARAGUA,otras actividades de enfermeria,otras actividades,2018-02-01,103,103
CHARAÑA,otras actividades de enfermeria,otras actividades,2018-02-01,1,1
CHAYANTA,otras actividades de enfermeria,otras actividades,2018-02-01,143,143
CHIMORE,otras actividades de enfermeria,otras actividades,2018-02-01,183,183
CHIPAYA,otras actividades de enfermeria,otras actividades,2018-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2018-02-01,19,19
CHUMA,otras actividades de enfermeria,otras actividades,2018-02-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2018-02-01,8,8
CKOCHAS,otras actividades de enfermeria,otras actividades,2018-02-01,4,4
CLIZA,otras actividades de enfermeria,otras actividades,2018-02-01,63,63
COBIJA,otras actividades de enfermeria,otras actividades,2018-02-01,6270,6270
COCAPATA,otras actividades de enfermeria,otras actividades,2018-02-01,10,10
COCHABAMBA,otras actividades de enfermeria,otras actividades,2018-02-01,74265,74265
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2018-02-01,2152,2152
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2018-02-01,57,57
COLLANA,otras actividades de enfermeria,otras actividades,2018-02-01,3,3
COLOMI,otras actividades de enfermeria,otras actividades,2018-02-01,25,25
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2018-02-01,31,31
