municipality,group,variable,month,Restauraciones,TOTAL
CONCEPCION,consultas odontologicas,restauraciones,2007-01-01,95,95
COPACABANA,consultas odontologicas,restauraciones,2007-01-01,30,30
CORIPATA,consultas odontologicas,restauraciones,2007-01-01,21,21
CORO CORO,consultas odontologicas,restauraciones,2007-01-01,6,6
COROICO,consultas odontologicas,restauraciones,2007-01-01,215,215
CORQUE,consultas odontologicas,restauraciones,2007-01-01,39,39
COTAGAITA,consultas odontologicas,restauraciones,2007-01-01,134,134
COTOCA,consultas odontologicas,restauraciones,2007-01-01,48,48
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,restauraciones,2007-01-01,4,4
CUEVO,consultas odontologicas,restauraciones,2007-01-01,37,37
CULPINA,consultas odontologicas,restauraciones,2007-01-01,14,14
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2007-01-01,50,50
CURVA,consultas odontologicas,restauraciones,2007-01-01,25,25
DESAGUADERO,consultas odontologicas,restauraciones,2007-01-01,24,24
EL ALTO,consultas odontologicas,restauraciones,2007-01-01,8162,8162
EL PUENTE(STC),consultas odontologicas,restauraciones,2007-01-01,24,24
EL PUENTE(TJA),consultas odontologicas,restauraciones,2007-01-01,30,30
EL TORNO,consultas odontologicas,restauraciones,2007-01-01,104,104
EL VILLAR,consultas odontologicas,restauraciones,2007-01-01,10,10
ENTRE RIOS,consultas odontologicas,restauraciones,2007-01-01,174,174
ENTRE RIOS,consultas odontologicas,restauraciones,2007-01-01,91,91
EUCALIPTUS,consultas odontologicas,restauraciones,2007-01-01,19,19
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2007-01-01,78,78
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2007-01-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2007-01-01,52,52
GUANAY,consultas odontologicas,restauraciones,2007-01-01,139,139
GUAQUI,consultas odontologicas,restauraciones,2007-01-01,31,31
GUAYARAMERIN,consultas odontologicas,restauraciones,2007-01-01,333,333
GUTIERREZ,consultas odontologicas,restauraciones,2007-01-01,10,10
HUACARETA,consultas odontologicas,restauraciones,2007-01-01,206,206
HUACHACALLA,consultas odontologicas,restauraciones,2007-01-01,22,22
HUANUNI,consultas odontologicas,restauraciones,2007-01-01,113,113
HUARACAJE,consultas odontologicas,restauraciones,2007-01-01,35,35
HUAYLLAMARCA,consultas odontologicas,restauraciones,2007-01-01,10,10
ICHOCA,consultas odontologicas,restauraciones,2007-01-01,2,2
ICLA,consultas odontologicas,restauraciones,2007-01-01,6,6
INCAHUASI,consultas odontologicas,restauraciones,2007-01-01,55,55
INQUISIVI,consultas odontologicas,restauraciones,2007-01-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2007-01-01,189,189
IXIAMAS,consultas odontologicas,restauraciones,2007-01-01,86,86
JESUS DE MACHACA,consultas odontologicas,restauraciones,2007-01-01,84,84
LA ASUNTA,consultas odontologicas,restauraciones,2007-01-01,54,54
LA GUARDIA,consultas odontologicas,restauraciones,2007-01-01,234,234
LA PAZ,consultas odontologicas,restauraciones,2007-01-01,13123,13123
LAGUNILLAS,consultas odontologicas,restauraciones,2007-01-01,46,46
LAJA,consultas odontologicas,restauraciones,2007-01-01,10,10
LLALLAGUA,consultas odontologicas,restauraciones,2007-01-01,234,234
LLICA,consultas odontologicas,restauraciones,2007-01-01,6,6
LURIBAY,consultas odontologicas,restauraciones,2007-01-01,1,1
MACHACAMARCA,consultas odontologicas,restauraciones,2007-01-01,84,84
MACHARETI,consultas odontologicas,restauraciones,2007-01-01,42,42
MAGDALENA,consultas odontologicas,restauraciones,2007-01-01,85,85
MAIRANA,consultas odontologicas,restauraciones,2007-01-01,54,54
MAPIRI,consultas odontologicas,restauraciones,2007-01-01,126,126
MECAPACA,consultas odontologicas,restauraciones,2007-01-01,39,39
MINEROS,consultas odontologicas,restauraciones,2007-01-01,11,11
MIZQUE,consultas odontologicas,restauraciones,2007-01-01,63,63
MOCOMOCO,consultas odontologicas,restauraciones,2007-01-01,5,5
MOJOCOYA,consultas odontologicas,restauraciones,2007-01-01,31,31
MONTEAGUDO,consultas odontologicas,restauraciones,2007-01-01,101,101
MONTERO,consultas odontologicas,restauraciones,2007-01-01,652,652
MORO MORO,consultas odontologicas,restauraciones,2007-01-01,19,19
MOROCHATA,consultas odontologicas,restauraciones,2007-01-01,36,36
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,restauraciones,2007-01-01,1,1
OCURI,consultas odontologicas,restauraciones,2007-01-01,27,27
OKINAWA,consultas odontologicas,restauraciones,2007-01-01,56,56
OMEREQUE,consultas odontologicas,restauraciones,2007-01-01,28,28
ORURO,consultas odontologicas,restauraciones,2007-01-01,2065,2065
PADCAYA,consultas odontologicas,restauraciones,2007-01-01,175,175
PADILLA,consultas odontologicas,restauraciones,2007-01-01,76,76
PAILON,consultas odontologicas,restauraciones,2007-01-01,83,83
PALCA,consultas odontologicas,restauraciones,2007-01-01,22,22
PALOS BLANCOS,consultas odontologicas,restauraciones,2007-01-01,73,73
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2007-01-01,19,19
PAPEL PAMPA,consultas odontologicas,restauraciones,2007-01-01,7,7
PASORAPA,consultas odontologicas,restauraciones,2007-01-01,37,37
PATACAMAYA,consultas odontologicas,restauraciones,2007-01-01,32,32
PAZÑA,consultas odontologicas,restauraciones,2007-01-01,70,70
POCOATA,consultas odontologicas,restauraciones,2007-01-01,20,20
POJO (CBBA),consultas odontologicas,restauraciones,2007-01-01,65,65
POOPO,consultas odontologicas,restauraciones,2007-01-01,48,48
PORCO,consultas odontologicas,restauraciones,2007-01-01,19,19
POROMA,consultas odontologicas,restauraciones,2007-01-01,15,15
PORTACHUELO,consultas odontologicas,restauraciones,2007-01-01,216,216
PORVENIR,consultas odontologicas,restauraciones,2007-01-01,34,34
POSTRER VALLE,consultas odontologicas,restauraciones,2007-01-01,24,24
POTOSI,consultas odontologicas,restauraciones,2007-01-01,748,748
PRESTO,consultas odontologicas,restauraciones,2007-01-01,14,14
PUCARA,consultas odontologicas,restauraciones,2007-01-01,26,26
PUCARANI,consultas odontologicas,restauraciones,2007-01-01,88,88
PUERTO ACOSTA,consultas odontologicas,restauraciones,2007-01-01,115,115
PUERTO CARABUCO,consultas odontologicas,restauraciones,2007-01-01,47,47
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2007-01-01,51,51
PUERTO RICO,consultas odontologicas,restauraciones,2007-01-01,17,17
PUERTO SUAREZ,consultas odontologicas,restauraciones,2007-01-01,135,135
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2007-01-01,170,170
PUNA,consultas odontologicas,restauraciones,2007-01-01,104,104
PUNATA,consultas odontologicas,restauraciones,2007-01-01,264,264
QUILLACOLLO,consultas odontologicas,restauraciones,2007-01-01,881,881
QUIME,consultas odontologicas,restauraciones,2007-01-01,73,73
QUIRUSILLAS,consultas odontologicas,restauraciones,2007-01-01,17,17
REYES,consultas odontologicas,restauraciones,2007-01-01,70,70
RIBERALTA,consultas odontologicas,restauraciones,2007-01-01,66,66
ROBORE,consultas odontologicas,restauraciones,2007-01-01,35,35
RURRENABAQUE,consultas odontologicas,restauraciones,2007-01-01,63,63
SABAYA,consultas odontologicas,restauraciones,2007-01-01,37,37
SACABA,consultas odontologicas,restauraciones,2007-01-01,813,813
SACABAMBA,consultas odontologicas,restauraciones,2007-01-01,5,5
SACACA,consultas odontologicas,restauraciones,2007-01-01,38,38
SAIPINA,consultas odontologicas,restauraciones,2007-01-01,12,12
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2007-01-01,57,57
SAMAIPATA,consultas odontologicas,restauraciones,2007-01-01,160,160
SAN AGUSTIN,consultas odontologicas,restauraciones,2007-01-01,4,4
SAN ANDRES DE MACHACA,consultas odontologicas,restauraciones,2007-01-01,22,22
SAN ANTONIO DE LOMERIO,consultas odontologicas,restauraciones,2007-01-01,28,28
SAN BENITO,consultas odontologicas,restauraciones,2007-01-01,88,88
SAN BORJA,consultas odontologicas,restauraciones,2007-01-01,48,48
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2007-01-01,32,32
SAN CARLOS,consultas odontologicas,restauraciones,2007-01-01,119,119
SAN IGNACIO,consultas odontologicas,restauraciones,2007-01-01,148,148
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2007-01-01,347,347
SAN JAVIER(BNI),consultas odontologicas,restauraciones,2007-01-01,5,5
SAN JAVIER(STC),consultas odontologicas,restauraciones,2007-01-01,68,68
SAN JOAQUIN,consultas odontologicas,restauraciones,2007-01-01,47,47
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2007-01-01,68,68
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2007-01-01,25,25
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2007-01-01,175,175
SAN LUCAS,consultas odontologicas,restauraciones,2007-01-01,154,154
SAN MATIAS,consultas odontologicas,restauraciones,2007-01-01,142,142
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2007-01-01,26,26
SAN PEDRO,consultas odontologicas,restauraciones,2007-01-01,144,144
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2007-01-01,35,35
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2007-01-01,13,13
SAN RAFAEL,consultas odontologicas,restauraciones,2007-01-01,60,60
SAN RAMON,consultas odontologicas,restauraciones,2007-01-01,73,73
SAN RAMON,consultas odontologicas,restauraciones,2007-01-01,66,66
SANTA ANA,consultas odontologicas,restauraciones,2007-01-01,51,51
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2007-01-01,6446,6446
SANTA ROSA,consultas odontologicas,restauraciones,2007-01-01,29,29
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2007-01-01,207,207
SANTIAGO DE CALLAPA,consultas odontologicas,restauraciones,2007-01-01,7,7
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2007-01-01,233,233
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2007-01-01,7,7
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2007-01-01,45,45
SAPAHAQUI,consultas odontologicas,restauraciones,2007-01-01,8,8
SENA,consultas odontologicas,restauraciones,2007-01-01,24,24
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2007-01-01,34,34
SICAYA,consultas odontologicas,restauraciones,2007-01-01,87,87
SIPE SIPE,consultas odontologicas,restauraciones,2007-01-01,468,468
SOPACHUY,consultas odontologicas,restauraciones,2007-01-01,47,47
SORACACHI,consultas odontologicas,restauraciones,2007-01-01,13,13
SORATA,consultas odontologicas,restauraciones,2007-01-01,1,1
SUCRE,consultas odontologicas,restauraciones,2007-01-01,4097,4097
TACACOMA,consultas odontologicas,restauraciones,2007-01-01,37,37
TAPACARI,consultas odontologicas,restauraciones,2007-01-01,25,25
TARABUCO,consultas odontologicas,restauraciones,2007-01-01,47,47
TARATA,consultas odontologicas,restauraciones,2007-01-01,16,16
TARIJA,consultas odontologicas,restauraciones,2007-01-01,1832,1832
TARVITA,consultas odontologicas,restauraciones,2007-01-01,71,71
TEOPONTE,consultas odontologicas,restauraciones,2007-01-01,7,7
TIAWANACU,consultas odontologicas,restauraciones,2007-01-01,27,27
TIPUANI,consultas odontologicas,restauraciones,2007-01-01,44,44
TIQUIPAYA,consultas odontologicas,restauraciones,2007-01-01,394,394
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2007-01-01,379,379
TOCO,consultas odontologicas,restauraciones,2007-01-01,37,37
TOLATA,consultas odontologicas,restauraciones,2007-01-01,113,113
TOLEDO,consultas odontologicas,restauraciones,2007-01-01,47,47
TOMAVE,consultas odontologicas,restauraciones,2007-01-01,39,39
TOMINA,consultas odontologicas,restauraciones,2007-01-01,146,146
TORO TORO,consultas odontologicas,restauraciones,2007-01-01,15,15
TOTORA(CBBA),consultas odontologicas,restauraciones,2007-01-01,65,65
TOTORA(ORR),consultas odontologicas,restauraciones,2007-01-01,2,2
TRIGAL,consultas odontologicas,restauraciones,2007-01-01,27,27
TRINIDAD,consultas odontologicas,restauraciones,2007-01-01,1089,1089
TUPIZA,consultas odontologicas,restauraciones,2007-01-01,145,145
TURCO,consultas odontologicas,restauraciones,2007-01-01,36,36
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2007-01-01,171,171
URUBICHA,consultas odontologicas,restauraciones,2007-01-01,12,12
UYUNI,consultas odontologicas,restauraciones,2007-01-01,32,32
VACAS,consultas odontologicas,restauraciones,2007-01-01,42,42
VALLEGRANDE,consultas odontologicas,restauraciones,2007-01-01,302,302
VIACHA,consultas odontologicas,restauraciones,2007-01-01,372,372
VILA VILA,consultas odontologicas,restauraciones,2007-01-01,2,2
VILLA MONTES,consultas odontologicas,restauraciones,2007-01-01,315,315
VILLA NUEVA (LOMA ALTA),consultas odontologicas,restauraciones,2007-01-01,1,1
VILLA RIVERO,consultas odontologicas,restauraciones,2007-01-01,59,59
VILLA SERRANO,consultas odontologicas,restauraciones,2007-01-01,56,56
VILLA TUNARI,consultas odontologicas,restauraciones,2007-01-01,259,259
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2007-01-01,61,61
VILLAZON,consultas odontologicas,restauraciones,2007-01-01,158,158
VINTO,consultas odontologicas,restauraciones,2007-01-01,89,89
VITICHI,consultas odontologicas,restauraciones,2007-01-01,4,4
WARNES,consultas odontologicas,restauraciones,2007-01-01,450,450
YACO,consultas odontologicas,restauraciones,2007-01-01,2,2
YACUIBA,consultas odontologicas,restauraciones,2007-01-01,403,403
YAMPARAEZ,consultas odontologicas,restauraciones,2007-01-01,4,4
YANACACHI,consultas odontologicas,restauraciones,2007-01-01,9,9
YAPACANI,consultas odontologicas,restauraciones,2007-01-01,19,19
YOCALLA,consultas odontologicas,restauraciones,2007-01-01,9,9
YOTALA,consultas odontologicas,restauraciones,2007-01-01,61,61
YUNCHARA,consultas odontologicas,restauraciones,2007-01-01,51,51
ZUDAÑEZ,consultas odontologicas,restauraciones,2007-01-01,24,24
ACACIO,consultas odontologicas,restauraciones,2007-02-01,22,22
ACHACACHI,consultas odontologicas,restauraciones,2007-02-01,52,52
ACHOCALLA,consultas odontologicas,restauraciones,2007-02-01,9,9
AIQUILE,consultas odontologicas,restauraciones,2007-02-01,73,73
ALALAY,consultas odontologicas,restauraciones,2007-02-01,2,2
ALCALA,consultas odontologicas,restauraciones,2007-02-01,77,77
ANCORAIMES,consultas odontologicas,restauraciones,2007-02-01,15,15
ANDAMARCA,consultas odontologicas,restauraciones,2007-02-01,10,10
ANTEQUERA,consultas odontologicas,restauraciones,2007-02-01,11,11
ANZALDO,consultas odontologicas,restauraciones,2007-02-01,44,44
APOLO,consultas odontologicas,restauraciones,2007-02-01,25,25
ARAMPAMPA,consultas odontologicas,restauraciones,2007-02-01,9,9
ARANI,consultas odontologicas,restauraciones,2007-02-01,94,94
ARBIETO,consultas odontologicas,restauraciones,2007-02-01,42,42
ARQUE,consultas odontologicas,restauraciones,2007-02-01,60,60
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2007-02-01,7,7
ATOCHA,consultas odontologicas,restauraciones,2007-02-01,407,407
AYATA,consultas odontologicas,restauraciones,2007-02-01,1,1
AYO AYO,consultas odontologicas,restauraciones,2007-02-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2007-02-01,57,57
AZURDUY,consultas odontologicas,restauraciones,2007-02-01,93,93
BATALLAS,consultas odontologicas,restauraciones,2007-02-01,21,21
BAURES,consultas odontologicas,restauraciones,2007-02-01,18,18
BERMEJO,consultas odontologicas,restauraciones,2007-02-01,242,242
BETANZOS,consultas odontologicas,restauraciones,2007-02-01,38,38
BOLPEBRA,consultas odontologicas,restauraciones,2007-02-01,14,14
BOYUIBE,consultas odontologicas,restauraciones,2007-02-01,35,35
BUENA VISTA,consultas odontologicas,restauraciones,2007-02-01,69,69
CABEZAS,consultas odontologicas,restauraciones,2007-02-01,34,34
CAIROMA,consultas odontologicas,restauraciones,2007-02-01,3,3
"CAIZA ""D""",consultas odontologicas,restauraciones,2007-02-01,16,16
CALACOTO,consultas odontologicas,restauraciones,2007-02-01,14,14
CALAMARCA,consultas odontologicas,restauraciones,2007-02-01,18,18
CAMARGO,consultas odontologicas,restauraciones,2007-02-01,91,91
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2007-02-01,36,36
CAMIRI,consultas odontologicas,restauraciones,2007-02-01,301,301
CAPINOTA,consultas odontologicas,restauraciones,2007-02-01,69,69
CAQUIAVIRI,consultas odontologicas,restauraciones,2007-02-01,11,11
CARACOLLO,consultas odontologicas,restauraciones,2007-02-01,70,70
CARANAVI,consultas odontologicas,restauraciones,2007-02-01,90,90
CARAPARI,consultas odontologicas,restauraciones,2007-02-01,73,73
CARIPUYO,consultas odontologicas,restauraciones,2007-02-01,28,28
CHALLAPATA,consultas odontologicas,restauraciones,2007-02-01,76,76
CHAQUI,consultas odontologicas,restauraciones,2007-02-01,25,25
CHARAGUA,consultas odontologicas,restauraciones,2007-02-01,44,44
CHAYANTA,consultas odontologicas,restauraciones,2007-02-01,115,115
CHIMORE,consultas odontologicas,restauraciones,2007-02-01,62,62
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2007-02-01,91,91
CHUMA,consultas odontologicas,restauraciones,2007-02-01,67,67
CLIZA,consultas odontologicas,restauraciones,2007-02-01,186,186
COBIJA,consultas odontologicas,restauraciones,2007-02-01,156,156
COCHABAMBA,consultas odontologicas,restauraciones,2007-02-01,5748,5748
COLCAPIRHUA,consultas odontologicas,restauraciones,2007-02-01,198,198
"COLCHA ""K""",consultas odontologicas,restauraciones,2007-02-01,3,3
COLOMI,consultas odontologicas,restauraciones,2007-02-01,32,32
COLPA BELGICA,consultas odontologicas,restauraciones,2007-02-01,72,72
COLQUENCHA,consultas odontologicas,restauraciones,2007-02-01,32,32
COLQUIRI,consultas odontologicas,restauraciones,2007-02-01,83,83
COMARAPA,consultas odontologicas,restauraciones,2007-02-01,411,411
CONCEPCION,consultas odontologicas,restauraciones,2007-02-01,45,45
COPACABANA,consultas odontologicas,restauraciones,2007-02-01,20,20
CORIPATA,consultas odontologicas,restauraciones,2007-02-01,19,19
CORO CORO,consultas odontologicas,restauraciones,2007-02-01,12,12
COROICO,consultas odontologicas,restauraciones,2007-02-01,140,140
CORQUE,consultas odontologicas,restauraciones,2007-02-01,19,19
COTAGAITA,consultas odontologicas,restauraciones,2007-02-01,204,204
COTOCA,consultas odontologicas,restauraciones,2007-02-01,24,24
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,restauraciones,2007-02-01,16,16
CUEVO,consultas odontologicas,restauraciones,2007-02-01,56,56
CULPINA,consultas odontologicas,restauraciones,2007-02-01,26,26
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2007-02-01,50,50
CURVA,consultas odontologicas,restauraciones,2007-02-01,4,4
DESAGUADERO,consultas odontologicas,restauraciones,2007-02-01,21,21
EL ALTO,consultas odontologicas,restauraciones,2007-02-01,5827,5827
EL PUENTE(STC),consultas odontologicas,restauraciones,2007-02-01,21,21
EL PUENTE(TJA),consultas odontologicas,restauraciones,2007-02-01,41,41
EL TORNO,consultas odontologicas,restauraciones,2007-02-01,156,156
EL VILLAR,consultas odontologicas,restauraciones,2007-02-01,48,48
ENTRE RIOS,consultas odontologicas,restauraciones,2007-02-01,108,108
ENTRE RIOS,consultas odontologicas,restauraciones,2007-02-01,66,66
EXALTACION,consultas odontologicas,restauraciones,2007-02-01,49,49
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2007-02-01,95,95
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2007-02-01,41,41
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2007-02-01,24,24
GUANAY,consultas odontologicas,restauraciones,2007-02-01,76,76
GUAQUI,consultas odontologicas,restauraciones,2007-02-01,37,37
GUAYARAMERIN,consultas odontologicas,restauraciones,2007-02-01,213,213
GUTIERREZ,consultas odontologicas,restauraciones,2007-02-01,55,55
HUACARETA,consultas odontologicas,restauraciones,2007-02-01,145,145
HUACHACALLA,consultas odontologicas,restauraciones,2007-02-01,14,14
HUANUNI,consultas odontologicas,restauraciones,2007-02-01,107,107
HUARACAJE,consultas odontologicas,restauraciones,2007-02-01,26,26
HUAYLLAMARCA,consultas odontologicas,restauraciones,2007-02-01,24,24
ICHOCA,consultas odontologicas,restauraciones,2007-02-01,2,2
ICLA,consultas odontologicas,restauraciones,2007-02-01,1,1
INCAHUASI,consultas odontologicas,restauraciones,2007-02-01,87,87
INQUISIVI,consultas odontologicas,restauraciones,2007-02-01,20,20
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2007-02-01,101,101
IXIAMAS,consultas odontologicas,restauraciones,2007-02-01,65,65
JESUS DE MACHACA,consultas odontologicas,restauraciones,2007-02-01,50,50
LA ASUNTA,consultas odontologicas,restauraciones,2007-02-01,48,48
LA GUARDIA,consultas odontologicas,restauraciones,2007-02-01,167,167
LA PAZ,consultas odontologicas,restauraciones,2007-02-01,10369,10369
LAGUNILLAS,consultas odontologicas,restauraciones,2007-02-01,6,6
LAJA,consultas odontologicas,restauraciones,2007-02-01,25,25
LLALLAGUA,consultas odontologicas,restauraciones,2007-02-01,180,180
LLICA,consultas odontologicas,restauraciones,2007-02-01,13,13
LORETO,consultas odontologicas,restauraciones,2007-02-01,10,10
LURIBAY,consultas odontologicas,restauraciones,2007-02-01,42,42
MACHACAMARCA,consultas odontologicas,restauraciones,2007-02-01,43,43
MACHARETI,consultas odontologicas,restauraciones,2007-02-01,39,39
MAGDALENA,consultas odontologicas,restauraciones,2007-02-01,80,80
MAIRANA,consultas odontologicas,restauraciones,2007-02-01,45,45
MAPIRI,consultas odontologicas,restauraciones,2007-02-01,128,128
MECAPACA,consultas odontologicas,restauraciones,2007-02-01,29,29
MINEROS,consultas odontologicas,restauraciones,2007-02-01,3,3
MIZQUE,consultas odontologicas,restauraciones,2007-02-01,70,70
MOCOMOCO,consultas odontologicas,restauraciones,2007-02-01,21,21
MOJOCOYA,consultas odontologicas,restauraciones,2007-02-01,19,19
MONTEAGUDO,consultas odontologicas,restauraciones,2007-02-01,99,99
MONTERO,consultas odontologicas,restauraciones,2007-02-01,549,549
MORO MORO,consultas odontologicas,restauraciones,2007-02-01,19,19
MOROCHATA,consultas odontologicas,restauraciones,2007-02-01,41,41
OKINAWA,consultas odontologicas,restauraciones,2007-02-01,41,41
OMEREQUE,consultas odontologicas,restauraciones,2007-02-01,24,24
ORURO,consultas odontologicas,restauraciones,2007-02-01,2016,2016
PADCAYA,consultas odontologicas,restauraciones,2007-02-01,234,234
PADILLA,consultas odontologicas,restauraciones,2007-02-01,38,38
PAILON,consultas odontologicas,restauraciones,2007-02-01,92,92
PALCA,consultas odontologicas,restauraciones,2007-02-01,26,26
PALOS BLANCOS,consultas odontologicas,restauraciones,2007-02-01,41,41
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2007-02-01,17,17
PAMPA GRANDE,consultas odontologicas,restauraciones,2007-02-01,20,20
PAPEL PAMPA,consultas odontologicas,restauraciones,2007-02-01,5,5
PASORAPA,consultas odontologicas,restauraciones,2007-02-01,36,36
PATACAMAYA,consultas odontologicas,restauraciones,2007-02-01,37,37
PAZÑA,consultas odontologicas,restauraciones,2007-02-01,50,50
POCOATA,consultas odontologicas,restauraciones,2007-02-01,3,3
POJO (CBBA),consultas odontologicas,restauraciones,2007-02-01,60,60
POOPO,consultas odontologicas,restauraciones,2007-02-01,23,23
PORCO,consultas odontologicas,restauraciones,2007-02-01,6,6
