municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
CHIMORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,14,14
CHUMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
CLIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,16,16
COBIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,253,253
COCHABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,6238,6238
COLCAPIRHUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,57,57
COLLANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,5,5
COLOMI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,9,9
COLPA BELGICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
COLQUECHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,75,75
COLQUENCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
COLQUIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,253,253
COMARAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,219,219
CONCEPCION,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,19,19
COPACABANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
CORIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,4,4
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,13,13
CORQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,36,36
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,247,247
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,25,25
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,57,57
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,62,62
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,39,39
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,43,43
CURVA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
DESAGUADERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
EL ALTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3817,3817
EL PUENTE(STC),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,10,10
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,23,23
EL TORNO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,125,125
EL VILLAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,9,9
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,74,74
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,37,37
EUCALIPTUS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,24,24
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,49,49
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,23,23
GUANAY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,17,17
GUAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
GUAYARAMERIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,39,39
GUTIERREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,86,86
HUACARETA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,189,189
HUACHACALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,5,5
HUANUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,155,155
HUARACAJE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,5,5
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,11,11
ICHOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
INCAHUASI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,29,29
INQUISIVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,45,45
IXIAMAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,29,29
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,25,25
LA ASUNTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,64,64
LA GUARDIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,92,92
LA PAZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,10569,10569
LAGUNILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,34,34
LAJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,4,4
LLALLAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,184,184
LLICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
MACHACAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,71,71
MACHARETI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,15,15
MAGDALENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,61,61
MAIRANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,79,79
MALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,4,4
MAPIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,10,10
MECAPACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
MINEROS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,11,11
MIZQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,44,44
MOJOCOYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,9,9
MONTEAGUDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,172,172
MONTERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,589,589
MORO MORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,12,12
MOROCHATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,19,19
OKINAWA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,20,20
OMEREQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,31,31
ORURO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3143,3143
PADCAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,9,9
PADILLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,59,59
PAILON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,34,34
PALCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,10,10
PALOS BLANCOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,25,25
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,10,10
PAPEL PAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
PASORAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,33,33
PATACAMAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
PAZÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,93,93
POCOATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
POJO (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,51,51
POOPO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,84,84
PORCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
POROMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
PORONGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
PORTACHUELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,46,46
PORVENIR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
POSTRER VALLE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
POTOSI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1437,1437
PUCARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,15,15
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,77,77
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,118,118
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,58,58
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,117,117
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,6,6
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,5,5
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,199,199
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,227,227
QUIME,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,172,172
QUIRUSILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,14,14
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,30,30
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,20,20
ROBORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,103,103
RURRENABAQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,108,108
SABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,15,15
SACABA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,300,300
SACABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
SACACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
SAIPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,6,6
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,4,4
SAMAIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,31,31
SAN AGUSTIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2,2
SAN ANDRES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
SAN ANDRES DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,18,18
SAN BENITO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,37,37
SAN BORJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,154,154
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,13,13
SAN CARLOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,122,122
SAN IGNACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,80,80
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,831,831
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,29,29
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,32,32
SAN JULIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,21,21
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,84,84
SAN LUCAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,56,56
SAN MATIAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,58,58
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,77,77
SAN PEDRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,110,110
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,9,9
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
SAN RAFAEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,38,38
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,71,71
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,45,45
SANTA ANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,4066,4066
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,65,65
SANTIAGO DE CALLAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,133,133
SANTIAGO DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,13,13
SAPAHAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,19,19
SENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,18,18
SICAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,51,51
SIPE SIPE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,311,311
SOPACHUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,133,133
SORACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,16,16
SORATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
SUCRE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,5584,5584
TACACOMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,17,17
TAPACARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,17,17
TARATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,14,14
TARIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,2880,2880
TEOPONTE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
TIAWANACU,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,18,18
TIPUANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,15,15
TIQUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,28,28
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,48,48
TOCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
TOLATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,9,9
TOLEDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,35,35
TOMAVE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,38,38
TOMINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,264,264
TORO TORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,7,7
TOTORA(CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,51,51
TOTORA(ORR),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
TRIGAL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,14,14
TRINIDAD,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,463,463
TUPIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,236,236
TURCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,5,5
UNCIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,131,131
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,178,178
URUBICHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,11,11
UYUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,110,110
VACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,22,22
VALLEGRANDE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,243,243
VIACHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,384,384
VILLA MONTES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,206,206
VILLA RIVERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,34,34
VILLA SERRANO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,8,8
VILLA TUNARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,189,189
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,15,15
VILLAZON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,376,376
VINTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
WALDO BALLIVIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,8,8
WARNES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,183,183
YACUIBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,492,492
YAMPARAEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,3,3
YANACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,15,15
YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,94,94
YOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,1,1
YOTALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,39,39
YUNCHARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,81,81
ZUDAÑEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-01-01,44,44
ACACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,22,22
ACHACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,2,2
ACHOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,20,20
AIQUILE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,30,30
ALCALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,6,6
ANCORAIMES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,9,9
ANDAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,2,2
ANTEQUERA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,7,7
ANZALDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,5,5
APOLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,1,1
ARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,87,87
ARBIETO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,2,2
ARQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,41,41
ATOCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,400,400
AUCAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,6,6
AYO AYO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,21,21
AZURDUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,45,45
BATALLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,25,25
BAURES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,81,81
BERMEJO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,225,225
BETANZOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,25,25
BOYUIBE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,9,9
BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,54,54
CABEZAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,52,52
"CAIZA ""D""",consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,26,26
CALACOTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,16,16
CAMARGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,138,138
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,90,90
CAMIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,368,368
CAPINOTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,45,45
CAQUIAVIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,8,8
CARACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,65,65
CARANAVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,68,68
CARAPARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,27,27
CARIPUYO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,6,6
CHALLAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,57,57
CHAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,8,8
CHARAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,21,21
CHARAÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,2,2
CHAYANTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,50,50
CHIMORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-02-01,2,2
