municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
COLQUECHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,171,171
COLQUENCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,127,127
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,169,169
COMARAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,459,459
CONCEPCION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,168,168
COPACABANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,251,251
CORIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,90,90
CORO CORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,74,74
COROICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,253,253
CORQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,110,110
COTAGAITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,370,370
COTOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,64,64
CUATRO CAÑADAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,196,196
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,7,7
CUEVO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,78,78
CULPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,79,79
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,160,160
CURVA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,23,23
DESAGUADERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,142,142
EL ALTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,12162,12162
EL PUENTE(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,10,10
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,134,134
EL TORNO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,192,192
EL VILLAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,17,17
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,400,400
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,102,102
EUCALIPTUS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,77,77
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,57,57
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,36,36
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,173,173
GUANAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,54,54
GUAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,121,121
GUAYARAMERIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,437,437
GUTIERREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,163,163
HUACARETA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,249,249
HUACHACALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,50,50
HUANUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,353,353
HUARACAJE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,43,43
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,32,32
ICHOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,81,81
ICLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,79,79
INCAHUASI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,137,137
INQUISIVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,79,79
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,238,238
IXIAMAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,229,229
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,143,143
LA ASUNTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,82,82
LA GUARDIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,277,277
LA PAZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,15455,15455
LAGUNILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,100,100
LAJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,164,164
LLALLAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,269,269
LLICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,35,35
LURIBAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,81,81
MACHACAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,47,47
MACHARETI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,126,126
MAGDALENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,113,113
MAIRANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,145,145
MALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,26,26
MAPIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,231,231
MECAPACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,110,110
MINEROS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,63,63
MIZQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,101,101
MOCOMOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,46,46
MOJOCOYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,96,96
MONTEAGUDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,93,93
MONTERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,616,616
MORO MORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,36,36
MOROCHATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,44,44
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,50,50
OCURI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,45,45
OKINAWA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,114,114
OMEREQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,40,40
ORURO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,4839,4839
PADCAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,325,325
PADILLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,125,125
PAILON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,128,128
PALCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,173,173
PALOS BLANCOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,209,209
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,56,56
PASORAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,46,46
PATACAMAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,70,70
PAZÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,74,74
PELECHUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,45,45
POCOATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,142,142
POJO (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,82,82
POOPO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,90,90
PORCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,38,38
POROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,88,88
PORONGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,167,167
PORTACHUELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,391,391
PORVENIR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,25,25
POSTRER VALLE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,47,47
POTOSI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,1699,1699
PRESTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,152,152
PUCARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,153,153
PUCARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,232,232
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,498,498
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,173,173
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,69,69
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,146,146
PUERTO RICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,78,78
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,219,219
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,148,148
PUNA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,352,352
PUNATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,605,605
QUIABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,19,19
QUILLACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,932,932
QUIME,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,153,153
QUIRUSILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,47,47
REYES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,138,138
RIBERALTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,557,557
ROBORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,400,400
RURRENABAQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,56,56
SABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,27,27
SACABA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,579,579
SACABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,2,2
SACACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,36,36
SAIPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,123,123
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,215,215
SAMAIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,164,164
SAN AGUSTIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,21,21
SAN ANDRES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,153,153
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,53,53
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,61,61
SAN BENITO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,102,102
SAN BORJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,150,150
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,123,123
SAN CARLOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,249,249
SAN IGNACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,205,205
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,501,501
SAN JAVIER(BNI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,70,70
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,307,307
SAN JOAQUIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,130,130
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,139,139
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,85,85
SAN JULIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,51,51
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,37,37
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,575,575
SAN LUCAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,217,217
SAN MATIAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,90,90
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,77,77
SAN PEDRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,170,170
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,110,110
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,106,106
SAN RAFAEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,50,50
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,54,54
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,254,254
SANTA ANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,231,231
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,11383,11383
SANTA ROSA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,63,63
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,470,470
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,81,81
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,242,242
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,47,47
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,91,91
SAPAHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,168,168
SENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,118,118
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,96,96
SICAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,48,48
SIPE SIPE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,302,302
SOPACHUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,178,178
SORACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,27,27
SORATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,33,33
SUCRE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,4686,4686
TACACOMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,162,162
TAPACARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,21,21
TARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,186,186
TARATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,86,86
TARIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,2423,2423
TARVITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,31,31
TEOPONTE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,32,32
TIAWANACU,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,170,170
TIPUANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,86,86
TIQUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,299,299
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,500,500
TOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,36,36
TOLATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,37,37
TOLEDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,162,162
TOMAVE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,10,10
TOMINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,189,189
TORO TORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,52,52
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,75,75
TOTORA(ORR),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,110,110
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,50,50
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,1522,1522
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,376,376
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,184,184
UMALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,37,37
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,71,71
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,384,384
URUBICHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,11,11
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,379,379
VACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,77,77
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,417,417
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,610,610
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,25,25
VILLA MONTES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,712,712
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,23,23
VILLA RIVERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,58,58
VILLA SERRANO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,56,56
VILLA TUNARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,276,276
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,144,144
VILLAZON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,584,584
VINTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,103,103
VITICHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,28,28
WALDO BALLIVIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,17,17
WARNES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,528,528
YACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,29,29
YACUIBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,820,820
YAMPARAEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,11,11
YANACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,88,88
YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,5,5
YOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,44,44
YOTALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,126,126
YUNCHARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,101,101
ZUDAÑEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-01-01,59,59
ACACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,141,141
ACHACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,398,398
ACHOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,355,355
AIQUILE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,120,120
ALALAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,2,2
ALCALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,240,240
ANCORAIMES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,99,99
