municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
CATACORA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,5,5
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,58,58
CHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,26,26
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,43,43
CHARAÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,45,45
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,46,46
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,38,38
CHOQUE COTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,22,22
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,66,66
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,79,79
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,92,92
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,228,228
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,2366,2366
COLCAPIRHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,68,68
COLLANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,6,6
COLOMI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,72,72
COLPA BELGICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,193,193
COLQUECHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,28,28
COLQUENCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,32,32
COLQUIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,37,37
COMARAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,26,26
CONCEPCION,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,22,22
COPACABANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,43,43
CORIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,9,9
CORO CORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,6,6
COROICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,60,60
CORQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,38,38
COTAGAITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,25,25
COTOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,51,51
CUATRO CAÑADAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,140,140
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,1,1
CUEVO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,9,9
CULPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,17,17
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,31,31
CURVA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,12,12
DESAGUADERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4,4
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,2337,2337
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,47,47
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,57,57
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,14,14
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,46,46
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,48,48
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,15,15
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,35,35
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,56,56
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,80,80
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,13,13
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,38,38
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,159,159
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,36,36
HUACARETA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,20,20
HUACHACALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,8,8
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,68,68
HUARACAJE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,34,34
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,11,11
ICHOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,19,19
ICLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,184,184
INCAHUASI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,31,31
INQUISIVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,44,44
IXIAMAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,63,63
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,18,18
LA ASUNTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,7,7
LA GUARDIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,153,153
LA PAZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4147,4147
LAGUNILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,75,75
LAJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,17,17
LLALLAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,144,144
LLICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,8,8
LURIBAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,8,8
MACHACAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,10,10
MACHARETI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,116,116
MAGDALENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,10,10
MAIRANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,21,21
MAPIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,103,103
MECAPACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,9,9
MINEROS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,16,16
MIZQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,28,28
MOJOCOYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,27,27
MONTEAGUDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,30,30
MONTERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,372,372
MORO MORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,17,17
MOROCHATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,21,21
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,25,25
OCURI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,28,28
OKINAWA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,48,48
OMEREQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,10,10
ORURO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,866,866
PADCAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,28,28
PADILLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,16,16
PAILON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,51,51
PALCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,42,42
PALOS BLANCOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,126,126
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,27,27
PASORAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,1,1
PATACAMAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,27,27
PAZÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,14,14
PELECHUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,55,55
POCOATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,121,121
POJO (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,35,35
POOPO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,29,29
PORCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,21,21
POROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,79,79
PORONGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,54,54
PORTACHUELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,59,59
PORVENIR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,19,19
POSTRER VALLE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,11,11
POTOSI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,670,670
PRESTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,128,128
PUCARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,19,19
PUCARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,84,84
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,24,24
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,92,92
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,32,32
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,63,63
PUERTO RICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,3,3
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,107,107
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,71,71
PUNA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,219,219
PUNATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,227,227
QUIABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,10,10
QUILLACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,779,779
QUIME,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,22,22
QUIRUSILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,13,13
REYES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,76,76
RIBERALTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,90,90
ROBORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,75,75
RURRENABAQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,354,354
SABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,9,9
SACABA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,430,430
SACABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,7,7
SACACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,7,7
SAIPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,114,114
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,81,81
SAMAIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,34,34
SAN AGUSTIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,5,5
SAN ANDRES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,74,74
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,41,41
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4,4
SAN BENITO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,31,31
SAN BORJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,33,33
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,11,11
SAN CARLOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,26,26
SAN IGNACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,136,136
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,67,67
SAN JAVIER(BNI),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,20,20
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,100,100
SAN JOAQUIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,87,87
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,9,9
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,31,31
SAN JULIAN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,28,28
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,30,30
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,67,67
SAN LUCAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,42,42
SAN MATIAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,75,75
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,8,8
SAN PEDRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4,4
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,42,42
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,55,55
SAN RAFAEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,106,106
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,9,9
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,161,161
SANTA ANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,40,40
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4185,4185
SANTA ROSA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,7,7
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,80,80
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,23,23
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,15,15
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,55,55
SAPAHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,41,41
SENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,49,49
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,25,25
SICAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,30,30
SIPE SIPE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,55,55
SOPACHUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,138,138
SORACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,3,3
SORATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,74,74
SUCRE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,790,790
TACACOMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,31,31
TAPACARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4,4
TARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,1129,1129
TARATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,48,48
TARIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,144,144
TARVITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,49,49
TEOPONTE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,10,10
TIAWANACU,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,19,19
TIPUANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,12,12
TIQUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,648,648
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,109,109
TOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,27,27
TOLATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,32,32
TOLEDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,6,6
TOMAVE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,2,2
TOMINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,55,55
TORO TORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,5,5
TOTORA(CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,30,30
TOTORA(ORR),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,33,33
TRIGAL,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,11,11
TRINIDAD,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,231,231
TUPIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,29,29
TURCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,45,45
UMALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,44,44
UNCIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,6,6
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,13,13
URUBICHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,1,1
UYUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,38,38
VACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,19,19
VALLEGRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,86,86
VIACHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,138,138
VILA VILA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,1,1
VILLA MONTES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,24,24
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,17,17
VILLA RIVERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,18,18
VILLA SERRANO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,61,61
VILLA TUNARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,55,55
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,33,33
VILLAZON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,163,163
VINTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,121,121
VITICHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,4,4
WALDO BALLIVIAN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,13,13
WARNES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,231,231
YACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,44,44
YACUIBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,30,30
YAMPARAEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,33,33
YANACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,12,12
YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,133,133
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,11,11
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,69,69
YUNCHARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,46,46
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-01-01,3,3
ACACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,210,210
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,149,149
ACHOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,24,24
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,147,147
ALALAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,45,45
ALCALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,203,203
ANCORAIMES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,71,71
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,14,14
ANTEQUERA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,24,24
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,13,13
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,9,9
ARAMPAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,1,1
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,625,625
ARBIETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,63,63
ARQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,16,16
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,29,29
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,57,57
AUCAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,4,4
AYO AYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,35,35
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,330,330
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,524,524
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,14,14
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,4,4
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,5,5
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,30,30
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,61,61
BOLPEBRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,23,23
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,118,118
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,42,42
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,48,48
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-02-01,11,11
