municipality,group,variable,month,Endodoncias,TOTAL
CHAYANTA,consultas odontologicas,endodoncias,2007-01-01,18,18
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2007-01-01,23,23
CHUMA,consultas odontologicas,endodoncias,2007-01-01,4,4
CLIZA,consultas odontologicas,endodoncias,2007-01-01,35,35
COBIJA,consultas odontologicas,endodoncias,2007-01-01,39,39
COCHABAMBA,consultas odontologicas,endodoncias,2007-01-01,1040,1040
COLCAPIRHUA,consultas odontologicas,endodoncias,2007-01-01,12,12
COLLANA,consultas odontologicas,endodoncias,2007-01-01,4,4
COLOMI,consultas odontologicas,endodoncias,2007-01-01,3,3
COLPA BELGICA,consultas odontologicas,endodoncias,2007-01-01,25,25
COLQUENCHA,consultas odontologicas,endodoncias,2007-01-01,1,1
COLQUIRI,consultas odontologicas,endodoncias,2007-01-01,9,9
COMARAPA,consultas odontologicas,endodoncias,2007-01-01,64,64
CONCEPCION,consultas odontologicas,endodoncias,2007-01-01,2,2
COPACABANA,consultas odontologicas,endodoncias,2007-01-01,23,23
CORIPATA,consultas odontologicas,endodoncias,2007-01-01,12,12
COROICO,consultas odontologicas,endodoncias,2007-01-01,46,46
CORQUE,consultas odontologicas,endodoncias,2007-01-01,1,1
COTAGAITA,consultas odontologicas,endodoncias,2007-01-01,35,35
COTOCA,consultas odontologicas,endodoncias,2007-01-01,16,16
CULPINA,consultas odontologicas,endodoncias,2007-01-01,10,10
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2007-01-01,3,3
EL ALTO,consultas odontologicas,endodoncias,2007-01-01,1256,1256
EL PUENTE(TJA),consultas odontologicas,endodoncias,2007-01-01,3,3
EL TORNO,consultas odontologicas,endodoncias,2007-01-01,133,133
EL VILLAR,consultas odontologicas,endodoncias,2007-01-01,1,1
ENTRE RIOS,consultas odontologicas,endodoncias,2007-01-01,6,6
ENTRE RIOS,consultas odontologicas,endodoncias,2007-01-01,34,34
EUCALIPTUS,consultas odontologicas,endodoncias,2007-01-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2007-01-01,48,48
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2007-01-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2007-01-01,7,7
GUANAY,consultas odontologicas,endodoncias,2007-01-01,19,19
GUAQUI,consultas odontologicas,endodoncias,2007-01-01,19,19
GUAYARAMERIN,consultas odontologicas,endodoncias,2007-01-01,13,13
GUTIERREZ,consultas odontologicas,endodoncias,2007-01-01,2,2
HUACARETA,consultas odontologicas,endodoncias,2007-01-01,89,89
HUACHACALLA,consultas odontologicas,endodoncias,2007-01-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2007-01-01,46,46
HUARACAJE,consultas odontologicas,endodoncias,2007-01-01,9,9
HUAYLLAMARCA,consultas odontologicas,endodoncias,2007-01-01,1,1
ICLA,consultas odontologicas,endodoncias,2007-01-01,8,8
INCAHUASI,consultas odontologicas,endodoncias,2007-01-01,3,3
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2007-01-01,6,6
IXIAMAS,consultas odontologicas,endodoncias,2007-01-01,14,14
JESUS DE MACHACA,consultas odontologicas,endodoncias,2007-01-01,5,5
LA ASUNTA,consultas odontologicas,endodoncias,2007-01-01,14,14
LA GUARDIA,consultas odontologicas,endodoncias,2007-01-01,93,93
LA PAZ,consultas odontologicas,endodoncias,2007-01-01,1942,1942
LAGUNILLAS,consultas odontologicas,endodoncias,2007-01-01,10,10
LLALLAGUA,consultas odontologicas,endodoncias,2007-01-01,85,85
LURIBAY,consultas odontologicas,endodoncias,2007-01-01,1,1
MACHACAMARCA,consultas odontologicas,endodoncias,2007-01-01,8,8
MACHARETI,consultas odontologicas,endodoncias,2007-01-01,1,1
MAGDALENA,consultas odontologicas,endodoncias,2007-01-01,18,18
MAIRANA,consultas odontologicas,endodoncias,2007-01-01,9,9
MAPIRI,consultas odontologicas,endodoncias,2007-01-01,37,37
MINEROS,consultas odontologicas,endodoncias,2007-01-01,3,3
MIZQUE,consultas odontologicas,endodoncias,2007-01-01,21,21
MOJOCOYA,consultas odontologicas,endodoncias,2007-01-01,6,6
MONTEAGUDO,consultas odontologicas,endodoncias,2007-01-01,12,12
MONTERO,consultas odontologicas,endodoncias,2007-01-01,48,48
MORO MORO,consultas odontologicas,endodoncias,2007-01-01,1,1
OCURI,consultas odontologicas,endodoncias,2007-01-01,1,1
OKINAWA,consultas odontologicas,endodoncias,2007-01-01,5,5
OMEREQUE,consultas odontologicas,endodoncias,2007-01-01,4,4
ORURO,consultas odontologicas,endodoncias,2007-01-01,720,720
PADCAYA,consultas odontologicas,endodoncias,2007-01-01,9,9
PADILLA,consultas odontologicas,endodoncias,2007-01-01,12,12
PAILON,consultas odontologicas,endodoncias,2007-01-01,14,14
PALOS BLANCOS,consultas odontologicas,endodoncias,2007-01-01,13,13
PAMPA AULLAGAS,consultas odontologicas,endodoncias,2007-01-01,1,1
PAPEL PAMPA,consultas odontologicas,endodoncias,2007-01-01,7,7
PASORAPA,consultas odontologicas,endodoncias,2007-01-01,4,4
PATACAMAYA,consultas odontologicas,endodoncias,2007-01-01,10,10
PAZÑA,consultas odontologicas,endodoncias,2007-01-01,37,37
POOPO,consultas odontologicas,endodoncias,2007-01-01,15,15
PORCO,consultas odontologicas,endodoncias,2007-01-01,7,7
POROMA,consultas odontologicas,endodoncias,2007-01-01,4,4
PORTACHUELO,consultas odontologicas,endodoncias,2007-01-01,11,11
POTOSI,consultas odontologicas,endodoncias,2007-01-01,265,265
PRESTO,consultas odontologicas,endodoncias,2007-01-01,1,1
PUCARA,consultas odontologicas,endodoncias,2007-01-01,3,3
PUCARANI,consultas odontologicas,endodoncias,2007-01-01,10,10
PUERTO ACOSTA,consultas odontologicas,endodoncias,2007-01-01,132,132
PUERTO CARABUCO,consultas odontologicas,endodoncias,2007-01-01,1,1
PUERTO GONZALO MORENO,consultas odontologicas,endodoncias,2007-01-01,2,2
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2007-01-01,12,12
PUERTO RICO,consultas odontologicas,endodoncias,2007-01-01,3,3
PUERTO SUAREZ,consultas odontologicas,endodoncias,2007-01-01,25,25
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2007-01-01,53,53
PUNATA,consultas odontologicas,endodoncias,2007-01-01,60,60
QUIABAYA,consultas odontologicas,endodoncias,2007-01-01,1,1
QUILLACOLLO,consultas odontologicas,endodoncias,2007-01-01,97,97
QUIME,consultas odontologicas,endodoncias,2007-01-01,2,2
QUIRUSILLAS,consultas odontologicas,endodoncias,2007-01-01,1,1
REYES,consultas odontologicas,endodoncias,2007-01-01,15,15
RIBERALTA,consultas odontologicas,endodoncias,2007-01-01,9,9
ROBORE,consultas odontologicas,endodoncias,2007-01-01,9,9
RURRENABAQUE,consultas odontologicas,endodoncias,2007-01-01,4,4
SABAYA,consultas odontologicas,endodoncias,2007-01-01,1,1
SACABA,consultas odontologicas,endodoncias,2007-01-01,180,180
SAIPINA,consultas odontologicas,endodoncias,2007-01-01,2,2
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2007-01-01,1,1
SAMAIPATA,consultas odontologicas,endodoncias,2007-01-01,3,3
SAN BENITO,consultas odontologicas,endodoncias,2007-01-01,18,18
SAN BORJA,consultas odontologicas,endodoncias,2007-01-01,25,25
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2007-01-01,2,2
SAN CARLOS,consultas odontologicas,endodoncias,2007-01-01,10,10
SAN IGNACIO,consultas odontologicas,endodoncias,2007-01-01,23,23
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2007-01-01,81,81
SAN JAVIER(BNI),consultas odontologicas,endodoncias,2007-01-01,1,1
SAN JOAQUIN,consultas odontologicas,endodoncias,2007-01-01,3,3
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2007-01-01,6,6
SAN JULIAN,consultas odontologicas,endodoncias,2007-01-01,15,15
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2007-01-01,67,67
SAN LUCAS,consultas odontologicas,endodoncias,2007-01-01,93,93
SAN MATIAS,consultas odontologicas,endodoncias,2007-01-01,18,18
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2007-01-01,16,16
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2007-01-01,2,2
SAN RAFAEL,consultas odontologicas,endodoncias,2007-01-01,20,20
SAN RAMON,consultas odontologicas,endodoncias,2007-01-01,19,19
SAN RAMON,consultas odontologicas,endodoncias,2007-01-01,15,15
SANTA ANA,consultas odontologicas,endodoncias,2007-01-01,1,1
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2007-01-01,846,846
SANTA ROSA,consultas odontologicas,endodoncias,2007-01-01,3,3
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2007-01-01,8,8
SANTIAGO DE CALLAPA,consultas odontologicas,endodoncias,2007-01-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2007-01-01,12,12
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2007-01-01,2,2
SAPAHAQUI,consultas odontologicas,endodoncias,2007-01-01,3,3
SENA,consultas odontologicas,endodoncias,2007-01-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2007-01-01,1,1
SIPE SIPE,consultas odontologicas,endodoncias,2007-01-01,47,47
SOPACHUY,consultas odontologicas,endodoncias,2007-01-01,17,17
SUCRE,consultas odontologicas,endodoncias,2007-01-01,842,842
TACACOMA,consultas odontologicas,endodoncias,2007-01-01,4,4
TARABUCO,consultas odontologicas,endodoncias,2007-01-01,2,2
TARATA,consultas odontologicas,endodoncias,2007-01-01,3,3
TARIJA,consultas odontologicas,endodoncias,2007-01-01,550,550
TIPUANI,consultas odontologicas,endodoncias,2007-01-01,4,4
TIQUIPAYA,consultas odontologicas,endodoncias,2007-01-01,31,31
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2007-01-01,68,68
TOLATA,consultas odontologicas,endodoncias,2007-01-01,16,16
TOLEDO,consultas odontologicas,endodoncias,2007-01-01,4,4
TOMINA,consultas odontologicas,endodoncias,2007-01-01,7,7
TOTORA(CBBA),consultas odontologicas,endodoncias,2007-01-01,6,6
TRINIDAD,consultas odontologicas,endodoncias,2007-01-01,60,60
TUPIZA,consultas odontologicas,endodoncias,2007-01-01,81,81
UNCIA,consultas odontologicas,endodoncias,2007-01-01,24,24
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2007-01-01,16,16
URUBICHA,consultas odontologicas,endodoncias,2007-01-01,2,2
UYUNI,consultas odontologicas,endodoncias,2007-01-01,55,55
VACAS,consultas odontologicas,endodoncias,2007-01-01,7,7
VALLEGRANDE,consultas odontologicas,endodoncias,2007-01-01,102,102
VIACHA,consultas odontologicas,endodoncias,2007-01-01,23,23
VILA VILA,consultas odontologicas,endodoncias,2007-01-01,1,1
VILLA MONTES,consultas odontologicas,endodoncias,2007-01-01,72,72
VILLA RIVERO,consultas odontologicas,endodoncias,2007-01-01,10,10
VILLA SERRANO,consultas odontologicas,endodoncias,2007-01-01,7,7
VILLA TUNARI,consultas odontologicas,endodoncias,2007-01-01,24,24
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2007-01-01,6,6
VILLAZON,consultas odontologicas,endodoncias,2007-01-01,112,112
VINTO,consultas odontologicas,endodoncias,2007-01-01,5,5
VITICHI,consultas odontologicas,endodoncias,2007-01-01,2,2
WARNES,consultas odontologicas,endodoncias,2007-01-01,15,15
YACUIBA,consultas odontologicas,endodoncias,2007-01-01,80,80
YANACACHI,consultas odontologicas,endodoncias,2007-01-01,3,3
YAPACANI,consultas odontologicas,endodoncias,2007-01-01,59,59
YUNCHARA,consultas odontologicas,endodoncias,2007-01-01,6,6
ZUDAÑEZ,consultas odontologicas,endodoncias,2007-01-01,3,3
ACHACACHI,consultas odontologicas,endodoncias,2007-02-01,31,31
AIQUILE,consultas odontologicas,endodoncias,2007-02-01,25,25
ALALAY,consultas odontologicas,endodoncias,2007-02-01,2,2
ANCORAIMES,consultas odontologicas,endodoncias,2007-02-01,8,8
ARANI,consultas odontologicas,endodoncias,2007-02-01,13,13
ARBIETO,consultas odontologicas,endodoncias,2007-02-01,1,1
ARQUE,consultas odontologicas,endodoncias,2007-02-01,2,2
ATOCHA,consultas odontologicas,endodoncias,2007-02-01,36,36
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2007-02-01,3,3
AZURDUY,consultas odontologicas,endodoncias,2007-02-01,11,11
BATALLAS,consultas odontologicas,endodoncias,2007-02-01,9,9
BAURES,consultas odontologicas,endodoncias,2007-02-01,26,26
BERMEJO,consultas odontologicas,endodoncias,2007-02-01,24,24
BETANZOS,consultas odontologicas,endodoncias,2007-02-01,1,1
BOYUIBE,consultas odontologicas,endodoncias,2007-02-01,3,3
BUENA VISTA,consultas odontologicas,endodoncias,2007-02-01,6,6
CABEZAS,consultas odontologicas,endodoncias,2007-02-01,1,1
"CAIZA ""D""",consultas odontologicas,endodoncias,2007-02-01,2,2
CALAMARCA,consultas odontologicas,endodoncias,2007-02-01,1,1
CAMARGO,consultas odontologicas,endodoncias,2007-02-01,8,8
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2007-02-01,6,6
CAMIRI,consultas odontologicas,endodoncias,2007-02-01,35,35
CAPINOTA,consultas odontologicas,endodoncias,2007-02-01,6,6
CARANAVI,consultas odontologicas,endodoncias,2007-02-01,15,15
CARAPARI,consultas odontologicas,endodoncias,2007-02-01,6,6
CHALLAPATA,consultas odontologicas,endodoncias,2007-02-01,65,65
CHAQUI,consultas odontologicas,endodoncias,2007-02-01,10,10
CHAYANTA,consultas odontologicas,endodoncias,2007-02-01,25,25
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2007-02-01,16,16
CHUMA,consultas odontologicas,endodoncias,2007-02-01,3,3
CLIZA,consultas odontologicas,endodoncias,2007-02-01,46,46
COBIJA,consultas odontologicas,endodoncias,2007-02-01,50,50
COCHABAMBA,consultas odontologicas,endodoncias,2007-02-01,1128,1128
COLCAPIRHUA,consultas odontologicas,endodoncias,2007-02-01,9,9
COLPA BELGICA,consultas odontologicas,endodoncias,2007-02-01,8,8
COLQUIRI,consultas odontologicas,endodoncias,2007-02-01,2,2
COMARAPA,consultas odontologicas,endodoncias,2007-02-01,57,57
CONCEPCION,consultas odontologicas,endodoncias,2007-02-01,8,8
COPACABANA,consultas odontologicas,endodoncias,2007-02-01,14,14
CORIPATA,consultas odontologicas,endodoncias,2007-02-01,9,9
COROICO,consultas odontologicas,endodoncias,2007-02-01,43,43
CORQUE,consultas odontologicas,endodoncias,2007-02-01,10,10
COTAGAITA,consultas odontologicas,endodoncias,2007-02-01,73,73
COTOCA,consultas odontologicas,endodoncias,2007-02-01,19,19
CULPINA,consultas odontologicas,endodoncias,2007-02-01,7,7
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2007-02-01,8,8
CURVA,consultas odontologicas,endodoncias,2007-02-01,1,1
EL ALTO,consultas odontologicas,endodoncias,2007-02-01,1100,1100
EL PUENTE(STC),consultas odontologicas,endodoncias,2007-02-01,6,6
EL PUENTE(TJA),consultas odontologicas,endodoncias,2007-02-01,6,6
EL TORNO,consultas odontologicas,endodoncias,2007-02-01,4,4
EL VILLAR,consultas odontologicas,endodoncias,2007-02-01,1,1
ENTRE RIOS,consultas odontologicas,endodoncias,2007-02-01,38,38
ENTRE RIOS,consultas odontologicas,endodoncias,2007-02-01,3,3
EXALTACION,consultas odontologicas,endodoncias,2007-02-01,11,11
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2007-02-01,14,14
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2007-02-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2007-02-01,2,2
GUANAY,consultas odontologicas,endodoncias,2007-02-01,13,13
GUAQUI,consultas odontologicas,endodoncias,2007-02-01,13,13
GUAYARAMERIN,consultas odontologicas,endodoncias,2007-02-01,38,38
GUTIERREZ,consultas odontologicas,endodoncias,2007-02-01,2,2
HUACARETA,consultas odontologicas,endodoncias,2007-02-01,26,26
HUACHACALLA,consultas odontologicas,endodoncias,2007-02-01,4,4
HUANUNI,consultas odontologicas,endodoncias,2007-02-01,33,33
HUARACAJE,consultas odontologicas,endodoncias,2007-02-01,5,5
HUAYLLAMARCA,consultas odontologicas,endodoncias,2007-02-01,16,16
INCAHUASI,consultas odontologicas,endodoncias,2007-02-01,17,17
INQUISIVI,consultas odontologicas,endodoncias,2007-02-01,6,6
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2007-02-01,27,27
IXIAMAS,consultas odontologicas,endodoncias,2007-02-01,6,6
JESUS DE MACHACA,consultas odontologicas,endodoncias,2007-02-01,2,2
LA ASUNTA,consultas odontologicas,endodoncias,2007-02-01,10,10
LA GUARDIA,consultas odontologicas,endodoncias,2007-02-01,6,6
LA PAZ,consultas odontologicas,endodoncias,2007-02-01,1967,1967
LAGUNILLAS,consultas odontologicas,endodoncias,2007-02-01,8,8
LLALLAGUA,consultas odontologicas,endodoncias,2007-02-01,70,70
LURIBAY,consultas odontologicas,endodoncias,2007-02-01,3,3
MACHACAMARCA,consultas odontologicas,endodoncias,2007-02-01,10,10
MAGDALENA,consultas odontologicas,endodoncias,2007-02-01,16,16
MAIRANA,consultas odontologicas,endodoncias,2007-02-01,4,4
MAPIRI,consultas odontologicas,endodoncias,2007-02-01,31,31
MECAPACA,consultas odontologicas,endodoncias,2007-02-01,1,1
MINEROS,consultas odontologicas,endodoncias,2007-02-01,3,3
MIZQUE,consultas odontologicas,endodoncias,2007-02-01,8,8
MOJOCOYA,consultas odontologicas,endodoncias,2007-02-01,6,6
MONTEAGUDO,consultas odontologicas,endodoncias,2007-02-01,8,8
MONTERO,consultas odontologicas,endodoncias,2007-02-01,56,56
MOROCHATA,consultas odontologicas,endodoncias,2007-02-01,1,1
OKINAWA,consultas odontologicas,endodoncias,2007-02-01,3,3
OMEREQUE,consultas odontologicas,endodoncias,2007-02-01,2,2
ORURO,consultas odontologicas,endodoncias,2007-02-01,654,654
PADCAYA,consultas odontologicas,endodoncias,2007-02-01,4,4
PADILLA,consultas odontologicas,endodoncias,2007-02-01,4,4
PAILON,consultas odontologicas,endodoncias,2007-02-01,7,7
PALCA,consultas odontologicas,endodoncias,2007-02-01,6,6
PALOS BLANCOS,consultas odontologicas,endodoncias,2007-02-01,1,1
PAMPA AULLAGAS,consultas odontologicas,endodoncias,2007-02-01,1,1
PAMPA GRANDE,consultas odontologicas,endodoncias,2007-02-01,6,6
PATACAMAYA,consultas odontologicas,endodoncias,2007-02-01,11,11
PAZÑA,consultas odontologicas,endodoncias,2007-02-01,17,17
POOPO,consultas odontologicas,endodoncias,2007-02-01,13,13
PORCO,consultas odontologicas,endodoncias,2007-02-01,4,4
POROMA,consultas odontologicas,endodoncias,2007-02-01,1,1
PORTACHUELO,consultas odontologicas,endodoncias,2007-02-01,5,5
POSTRER VALLE,consultas odontologicas,endodoncias,2007-02-01,1,1
POTOSI,consultas odontologicas,endodoncias,2007-02-01,166,166
PRESTO,consultas odontologicas,endodoncias,2007-02-01,1,1
PUCARA,consultas odontologicas,endodoncias,2007-02-01,3,3
PUCARANI,consultas odontologicas,endodoncias,2007-02-01,19,19
PUERTO ACOSTA,consultas odontologicas,endodoncias,2007-02-01,99,99
PUERTO CARABUCO,consultas odontologicas,endodoncias,2007-02-01,7,7
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2007-02-01,15,15
PUERTO RICO,consultas odontologicas,endodoncias,2007-02-01,5,5
PUERTO SILES,consultas odontologicas,endodoncias,2007-02-01,3,3
PUERTO SUAREZ,consultas odontologicas,endodoncias,2007-02-01,18,18
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2007-02-01,47,47
PUNA,consultas odontologicas,endodoncias,2007-02-01,1,1
PUNATA,consultas odontologicas,endodoncias,2007-02-01,63,63
QUILLACOLLO,consultas odontologicas,endodoncias,2007-02-01,79,79
QUIME,consultas odontologicas,endodoncias,2007-02-01,7,7
QUIRUSILLAS,consultas odontologicas,endodoncias,2007-02-01,5,5
RAVELO,consultas odontologicas,endodoncias,2007-02-01,6,6
REYES,consultas odontologicas,endodoncias,2007-02-01,14,14
RIBERALTA,consultas odontologicas,endodoncias,2007-02-01,2,2
ROBORE,consultas odontologicas,endodoncias,2007-02-01,10,10
RURRENABAQUE,consultas odontologicas,endodoncias,2007-02-01,9,9
SABAYA,consultas odontologicas,endodoncias,2007-02-01,1,1
SACABA,consultas odontologicas,endodoncias,2007-02-01,105,105
SAIPINA,consultas odontologicas,endodoncias,2007-02-01,7,7
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2007-02-01,1,1
SAMAIPATA,consultas odontologicas,endodoncias,2007-02-01,5,5
SAN BENITO,consultas odontologicas,endodoncias,2007-02-01,8,8
SAN BORJA,consultas odontologicas,endodoncias,2007-02-01,12,12
SAN CARLOS,consultas odontologicas,endodoncias,2007-02-01,11,11
SAN IGNACIO,consultas odontologicas,endodoncias,2007-02-01,17,17
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2007-02-01,58,58
SAN JAVIER(STC),consultas odontologicas,endodoncias,2007-02-01,67,67
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2007-02-01,4,4
SAN JULIAN,consultas odontologicas,endodoncias,2007-02-01,59,59
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2007-02-01,126,126
SAN LUCAS,consultas odontologicas,endodoncias,2007-02-01,38,38
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2007-02-01,15,15
SAN RAFAEL,consultas odontologicas,endodoncias,2007-02-01,34,34
SAN RAMON,consultas odontologicas,endodoncias,2007-02-01,17,17
SAN RAMON,consultas odontologicas,endodoncias,2007-02-01,12,12
SANTA ANA,consultas odontologicas,endodoncias,2007-02-01,25,25
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2007-02-01,436,436
SANTA ROSA,consultas odontologicas,endodoncias,2007-02-01,3,3
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2007-02-01,6,6
SANTIAGO DE CALLAPA,consultas odontologicas,endodoncias,2007-02-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2007-02-01,16,16
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2007-02-01,1,1
SAPAHAQUI,consultas odontologicas,endodoncias,2007-02-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2007-02-01,1,1
SIPE SIPE,consultas odontologicas,endodoncias,2007-02-01,18,18
SOPACHUY,consultas odontologicas,endodoncias,2007-02-01,12,12
SORACACHI,consultas odontologicas,endodoncias,2007-02-01,2,2
SORATA,consultas odontologicas,endodoncias,2007-02-01,1,1
SUCRE,consultas odontologicas,endodoncias,2007-02-01,833,833
TACACOMA,consultas odontologicas,endodoncias,2007-02-01,4,4
TARABUCO,consultas odontologicas,endodoncias,2007-02-01,1,1
TARATA,consultas odontologicas,endodoncias,2007-02-01,10,10
TARIJA,consultas odontologicas,endodoncias,2007-02-01,613,613
TARVITA,consultas odontologicas,endodoncias,2007-02-01,1,1
TIQUIPAYA,consultas odontologicas,endodoncias,2007-02-01,26,26
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2007-02-01,53,53
TOCO,consultas odontologicas,endodoncias,2007-02-01,1,1
TOLATA,consultas odontologicas,endodoncias,2007-02-01,16,16
TOLEDO,consultas odontologicas,endodoncias,2007-02-01,1,1
TOMINA,consultas odontologicas,endodoncias,2007-02-01,2,2
TOTORA(CBBA),consultas odontologicas,endodoncias,2007-02-01,2,2
TRINIDAD,consultas odontologicas,endodoncias,2007-02-01,80,80
TUPIZA,consultas odontologicas,endodoncias,2007-02-01,5,5
TURCO,consultas odontologicas,endodoncias,2007-02-01,3,3
UNCIA,consultas odontologicas,endodoncias,2007-02-01,24,24
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2007-02-01,33,33
URUBICHA,consultas odontologicas,endodoncias,2007-02-01,1,1
UYUNI,consultas odontologicas,endodoncias,2007-02-01,33,33
VACAS,consultas odontologicas,endodoncias,2007-02-01,7,7
VALLEGRANDE,consultas odontologicas,endodoncias,2007-02-01,67,67
VIACHA,consultas odontologicas,endodoncias,2007-02-01,12,12
VILLA MONTES,consultas odontologicas,endodoncias,2007-02-01,87,87
VILLA RIVERO,consultas odontologicas,endodoncias,2007-02-01,4,4
VILLA SERRANO,consultas odontologicas,endodoncias,2007-02-01,4,4
VILLA TUNARI,consultas odontologicas,endodoncias,2007-02-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2007-02-01,8,8
VILLAZON,consultas odontologicas,endodoncias,2007-02-01,119,119
VINTO,consultas odontologicas,endodoncias,2007-02-01,43,43
VITICHI,consultas odontologicas,endodoncias,2007-02-01,1,1
WALDO BALLIVIAN,consultas odontologicas,endodoncias,2007-02-01,3,3
WARNES,consultas odontologicas,endodoncias,2007-02-01,27,27
YACUIBA,consultas odontologicas,endodoncias,2007-02-01,66,66
YAMPARAEZ,consultas odontologicas,endodoncias,2007-02-01,2,2
YANACACHI,consultas odontologicas,endodoncias,2007-02-01,5,5
YAPACANI,consultas odontologicas,endodoncias,2007-02-01,3,3
