municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,156,156
COMBAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,156,156
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,299,299
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,294,294
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,161,161
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,232,232
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,63,63
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,444,444
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1286,1286
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,520,520
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,23,23
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,366,366
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,84,84
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,149,149
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,385,385
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,176,176
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,80,80
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,58,58
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,912,912
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,181,181
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,225,225
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,421,421
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,92,92
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,42,42
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,503,503
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,40,40
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,209,209
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,42,42
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,216,216
EUREKA (SANTOS MERCADO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,18,18
EXALTACION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,5,5
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,141,141
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,13,13
GAIOC JATUN AYLLU YURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,268,268
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,162,162
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,283,283
GUANAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,71,71
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,219,219
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,3,3
GUTIERREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,147,147
HUACARETA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,84,84
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,16,16
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,270,270
HUARACAJE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,10,10
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,228,228
HUATAJATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,64,64
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,353,353
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,111,111
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,338,338
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,174,174
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,145,145
INGAVI (HUMAITA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,26,26
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,479,479
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,279,279
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,132,132
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,497,497
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,161,161
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1177,1177
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,5047,5047
LA RIVERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,12,12
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,19,19
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,350,350
LAS CARRERAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,32,32
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,61,61
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,581,581
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,173,173
LORETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,36,36
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,334,334
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,143,143
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,269,269
MAGDALENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,27,27
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,136,136
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,133,133
MAPIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,170,170
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,59,59
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,353,353
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,699,699
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,883,883
MOJINETE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,41,41
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,410,410
MONTEAGUDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,37,37
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,718,718
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,396,396
NAZACARA DE PACAJES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,48,48
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,774,774
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,215,215
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,227,227
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1409,1409
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,185,185
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,579,579
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,437,437
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,107,107
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,157,157
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,306,306
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,278,278
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,346,346
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,108,108
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,119,119
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1620,1620
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,638,638
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,209,209
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,86,86
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,96,96
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1030,1030
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,397,397
PORTACHUELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,299,299
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,165,165
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,27,27
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1337,1337
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,671,671
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1014,1014
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,285,285
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,543,543
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,104,104
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,206,206
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,241,241
PUERTO SILES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,8,8
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,233,233
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1490,1490
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,122,122
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,51,51
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,2078,2078
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,216,216
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,56,56
RAQAYPAMPA(ETA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,346,346
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1745,1745
REYES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,48,48
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,491,491
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,337,337
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,299,299
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,140,140
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,2881,2881
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,145,145
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,936,936
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,168,168
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,348,348
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,137,137
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,102,102
SAN ANDRES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,163,163
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,324,324
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,24,24
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,70,70
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,459,459
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,192,192
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,46,46
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,126,126
SAN IGNACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,66,66
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,980,980
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,420,420
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,140,140
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1087,1087
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,36,36
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,107,107
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,2015,2015
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,6,6
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,149,149
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,166,166
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1753,1753
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,322,322
SAN PEDRO DE MACHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,1243,1243
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,61,61
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,258,258
SAN PEDRO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,7,7
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,62,62
SAN RAMON BENI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,8,8
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,15,15
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,150,150
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,10363,10363
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,514,514
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,363,363
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,341,341
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,252,252
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,231,231
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,279,279
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,160,160
SAPAHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,128,128
SENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2022-01-01,61,61
