,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,1,1,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,2,3,1,0,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,2,6,4,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,3,0,0,3
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,2,2,3,7
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,7,7,15
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,2,2,4
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,2,0,1,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,1,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,1,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,5,1,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,9,4,1,2,16
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,0,1,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,3,0,0,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,0,0,2,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-02-01,1,1,0,0,2
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,3,0,2,0,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
CUEVO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,3,5,6,14
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,3,0,0,0,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,6,0,0,0,6
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,2,1,1,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,2,0,0,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,1,0,1,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,3,1,4
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,9,3,1,2,15
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,2,2,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,2,4,1,1,8
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,2,0,0,2
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-03-01,0,3,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,2,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,1,1,4
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,1,0,1,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,3,4,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,9,11,45,41,106
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,2,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,3,0,0,4
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,3,3,6
HUMANATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,2,1,3,1,7
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,17,20,37
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,3,2,7
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,10,13,25
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,2,2,4,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,2,0,4
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,2,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,3,2,4,4,13
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,2,1,0,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,1,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,0,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,4,3,0,2,9
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,3,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,1,4,9,14
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,1,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,1,1,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,3,5,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,2,0,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,2,1,2,1,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,10,7,67,56,140
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,1,0,2
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,1,2,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,0,10,7,18
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,1,1,2,1,5
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,1,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,2,0,1,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,1,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,3,1,0,0,4
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-04-01,2,0,0,0,2
AYO AYO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,2,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,4,1,3,8
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,3,0,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,5,9,15,6,35
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,3,0,3
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,1,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,3,5,8,10,26
LLICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,0,1,1
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,1,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,2,3,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,21,6,27
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,3,0,2,4,9
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,2,4,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,2,0,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,1,0,2,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,2,1,0,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,0,0,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,1,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2022-05-01,1,0,0,0,1
