,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,0,0,3
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,1,0,4
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,7,8,0,2,17
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,4,2,1,2,9
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,2,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,2,0,0,3
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,11,8,1,0,20
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,1,0,3
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,2,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,66,67,10,6,149
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,2,4
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,6,0,0,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,2,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,3,0,0,4
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,2,3
GUAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,3,12,9,27
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,0,0,0,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,0,0,2,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,4,2,1,2,9
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,8,7,0,0,15
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,65,79,19,26,189
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,1,3,5
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,5,8,13
MALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,0,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,0,0,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,8,4,3,3,18
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,19,13,10,12,54
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,2,1,3
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,1,0,0,4
PASORAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,2,0,0,4
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,1,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,2,0,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,4,1,0,0,5
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,20,9,2,1,32
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,0,0,1,3
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,4,4,1,0,9
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,0,0,0,2
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,2,0,5
PUNA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,1,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,2,0,1,5
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,1,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,12,0,10,9,31
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,6,0,0,6
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,8,6,0,1,15
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,4,0,0,6
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,9,8,12,8,37
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,2,1,0,4
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,2,1,0,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,3,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,0,0,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,3,0,1,7
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,6,3,2,1,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,2,2,0,6
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,3,2,1,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,3,2,2,10
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,4,7,1,5,17
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,2,0,0,3
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,0,1,1,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,3,2,2,7
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,3,0,0,4
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,3,0,0,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,2,0,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,188,165,5,9,367
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,2,0,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,4,3,0,8
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,0,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,2,2,5
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,31,26,0,1,58
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,2,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,12,12,5,2,31
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,2,2,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,6,5,2,2,15
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,2,0,0,2
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,16,16,0,0,32
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,4,6,1,3,14
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,0,0,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,2,0,4
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,0,2,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,2,0,0,4
VACAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,5,3,0,1,9
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,7,6,3,18
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,0,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,8,8,8,1,25
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,2,1,1,0,4
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,18,18,0,0,36
YACO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,2,1,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,6,8,2,2,18
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,3,2,0,2,7
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,1,2,0,0,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-01-01,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,1,0,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,1,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,0,5,5
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,1,0,2
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,1,1,2
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,0,1,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,1,0,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,5,0,0,7
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,4,5,0,0,9
AYATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,1,0,1,4
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,3,0,0,3
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,1,2,4
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,4,0,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,3,0,0,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,3,5,2,1,11
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,2,0,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,1,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,2,3,5
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,2,1,0,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,0,0,0,2
CATACORA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,1,10,9,21
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,3,3,1,0,7
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,5,0,5,4,14
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,9,3,0,0,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,1,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,3,1,1,0,5
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,3,4,14,13,34
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,0,0,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,83,68,12,9,172
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,6,6,3,3,18
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,3,4,0,8
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,0,1,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,1,0,1,3
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,1,0,0,3
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,1,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,2,3,6
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,3,0,0,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,4,0,2,5,11
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,2,1,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,4,0,1,7
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,5,1,0,0,6
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,1,2,1,6
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,5,2,0,0,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,1,1,8,14,24
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,0,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,56,60,32,34,182
EL CHORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,2,2,0,0,4
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
