,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,1,0,0,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,3,4,0,0,7
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,11,9,7,6,33
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,1,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,2,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,3,3,2,10
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,0,1,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,2,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,5,0,1,7
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,1,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,3,4,0,0,7
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,0,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,1,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,1,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,1,1,1,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,3,0,0,3
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,2,0,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,79,86,2,2,169
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,2,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,1,0,0,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,2,0,0,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,3,2,0,0,5
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,1,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,0,1,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,4,4,0,0,8
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,3,3,0,0,6
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,2,2,1,0,5
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,0,1,3,5
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,3,5,0,0,8
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,3,2,0,0,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-01-01,1,1,0,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,9,0,10
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,2,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,4,1,0,0,5
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,0,0,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,1,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,7,3,11
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,1,0,0,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,1,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,1,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,2,0,0,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,1,1,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,3,1,3,8
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,17,16,1,1,35
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,2,2,5
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,0,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,5,1,1,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,3,1,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,13,17,9,9,48
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,1,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,1,0,2
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,4,3,0,0,7
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,1,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,1,1,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,4,3,0,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,20,18,6,4,48
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,1,3,5
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,1,1,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,2,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,9,2,1,1,13
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,0,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,8,7,3,1,19
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,2,15,10,29
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,2,1,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,1,0,0,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,3,4,1,0,8
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,1,2
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,3,3,4,12
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,1,2
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,2,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,3,3,2,2,10
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,3,1,3,2,9
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,2,0,0,2
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,1,2,1,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,3,0,0,5
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,4,4,0,1,9
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,1,2
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,9,3,7,8,27
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,2,0,0,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,2,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,3,1,5
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,2,0,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,0,0,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,1,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,78,59,13,7,157
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,2,0,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,4,1,0,0,5
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,3,3,2,1,9
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,1,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,2,2,0,0,4
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,2,0,0,3
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,1,0,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,5,3,0,1,9
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,1,1,0,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
VACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,4,0,0,4
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,3,5,2,2,12
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,6,7,1,0,14
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-02-01,0,1,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,1,2
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,4,0,0,5
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,2,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,4,2,7
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,4,1,1,7
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,2,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,1,2,4
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,2,2,6
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,1,1,3
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,21,27,4,5,57
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,1,1,3,8
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,1,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,3,4
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,3,0,0,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,2,0,0,2
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,7,4,1,0,12
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,0,0,0,3
CUEVO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,25,30,10,10,75
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,2,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,8,2,0,13
