,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,1,6,1,6,2,0,0,22
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,1,0,0,1,0,0,3
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,7,0,2,0,0,0,10
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,0,24,1,2,0,0,0,31
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,11,0,0,0,0,0,12
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,1,0,3,0,0,0,6
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,10,0,6,0,0,0,22
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,1,0,0,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,11,0,1,0,0,0,14
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,5,0,15,0,10,0,0,0,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,4,1,0,1,0,0,6
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,14,2,33,0,8,0,0,0,57
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,12,0,27,0,2,0,0,0,41
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,9,0,16,1,0,0,0,0,26
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,18,0,42,0,7,0,1,0,69
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,13,0,4,0,0,0,20
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,3,0,0,0,0,0,6
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,0,17,3,3,1,0,0,28
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,3,0,3,0,0,0,8
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,9,0,24,0,4,0,0,0,38
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,1,1,0,0,0,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,7,1,2,0,0,0,12
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,15,0,47,4,4,0,0,0,70
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,1,0,1,0,0,0,3
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,7,0,1,0,0,0,11
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,0,8,0,0,0,0,0,13
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,1,1,0,2,0,1,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,6,0,0,0,0,0,6
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,4,3,2,0,0,0,10
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,0,15,0,6,0,0,0,26
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,2,1,16,1,110,2,14,2,0,0,148
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,3,8,4,2,0,0,0,19
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,78,0,664,6,139,0,2,0,889
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,22,0,37,2,9,0,0,0,70
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,8,0,3,0,0,0,13
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,8,0,12,0,3,0,0,0,24
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,4,0,0,0,0,0,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,11,0,13,3,7,0,0,0,34
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,2,0,1,0,0,0,4
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,12,5,1,1,0,0,20
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,3,0,1,0,0,0,6
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,8,0,18,0,3,0,0,0,29
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,9,4,0,0,0,0,15
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,2,0,7,2,1,0,0,0,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,13,0,1,0,0,0,20
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,6,0,1,0,0,0,7
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,7,0,8,0,6,0,0,0,21
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,3,0,2,0,0,0,7
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,1,12,0,1,0,0,0,19
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,2,0,22,0,62,3,8,1,0,0,98
CRUZ DE MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,7,1,19,3,5,0,0,0,35
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,3,0,0,0,0,0,3
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,1,10,1,0,0,0,0,16
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,3,0,1,0,0,0,7
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,0,1,0,0,0,0,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,8,0,0,0,0,0,8
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,2,0,128,48,921,203,141,36,0,0,1479
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,3,0,1,0,0,0,4
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,7,0,1,0,0,0,11
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,3,0,0,1,0,0,6
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,9,0,29,6,5,0,0,0,50
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,5,3,0,0,0,0,8
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,17,1,4,0,0,0,28
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,3,0,13,0,63,0,6,0,0,0,85
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,4,0,1,0,0,0,6
ESMERALDA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,3,0,1,0,0,0,6
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,1,1,0,0,0,0,0,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,9,0,2,0,0,0,14
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,8,0,5,0,0,0,0,0,14
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,0,15,1,4,0,0,0,25
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,4,1,0,0,0,0,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,1,5,4,1,1,0,0,15
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,5,1,0,0,0,0,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,20,4,40,1,5,0,0,0,70
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,16,0,1,0,0,0,19
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,1,1,2,0,0,0,7
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,0,1,0,0,0,0,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,26,0,6,0,0,0,34
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,6,0,1,0,0,0,10
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,2,0,0,0,3
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,2,0,0,1,0,0,4
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,1,0,1,0,0,0,3
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,3,5,1,0,0,0,10
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,0,0,1,0,0,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,2,2,1,2,0,0,7
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,12,1,3,0,0,0,19
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,13,0,1,0,0,0,14
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,10,0,2,0,0,0,15
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,10,0,30,0,8,0,0,0,48
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,34,0,58,0,11,0,0,0,103
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,82,4,721,0,166,0,0,0,974
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,8,0,2,0,0,0,10
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,2,0,12,0,4,0,0,0,19
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,1,0,0,0,0,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,10,0,48,4,2,0,0,0,64
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,2,0,0,0,0,0,3
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,1,0,2,1,0,0,0,4
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,2,0,1,0,0,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,2,0,0,0,0,0,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,6,0,0,0,0,0,7
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,13,0,2,0,0,0,21
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,17,0,1,0,0,0,24
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,0,18,0,2,0,0,0,25
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,10,0,2,0,0,0,14
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,9,0,18,2,2,0,0,0,31
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,0,9,0,6,0,0,0,19
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,0,0,10,1,1,0,0,0,13
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,7,0,0,0,0,0,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,22,0,10,0,0,0,38
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,3,0,71,0,206,0,21,0,0,0,301
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,0,0,0,0,0,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,0,0,1,0,0,0,2
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,8,2,0,2,0,0,13
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,0,20,1,3,0,0,0,28
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,0,0,0,1,0,0,2
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,60,0,327,10,62,1,0,0,461
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,12,0,11,0,5,0,0,0,28
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,19,0,3,0,0,0,25
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,8,1,19,1,1,0,0,0,31
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,1,21,0,3,0,0,0,30
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,0,24,1,4,1,0,0,35
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,2,0,0,0,0,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,3,0,8,0,2,0,0,0,14
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,2,0,1,0,0,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,7,0,18,0,1,0,0,0,27
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,5,0,0,0,0,0,6
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,2,4,7,1,4,0,0,23
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,5,0,1,0,0,0,7
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,5,0,1,0,0,0,8
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,3,0,0,0,0,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,15,0,10,0,1,0,0,0,26
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,3,0,2,2,3,3,0,0,14
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,7,0,2,0,0,0,11
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,7,0,0,0,0,0,8
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,6,1,1,0,0,0,11
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,2,2,51,7,236,7,46,2,0,0,353
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,1,0,2,0,1,0,0,4
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,1,0,0,0,0,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,0,24,0,1,0,0,0,29
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,4,3,1,1,0,0,11
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,1,0,1,1,0,0,5
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,1,1,0,0,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,12,1,0,0,0,0,13
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,2,0,2,0,2,0,0,0,7
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,1,17,0,4,0,0,0,25
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,40,0,66,0,21,0,0,0,127
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,1,3,0,10,1,1,0,0,0,16
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,11,0,34,0,7,0,0,0,52
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,2,0,6,0,0,0,0,0,8
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,37,4,160,15,34,0,0,0,250
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,2,1,0,0,0,0,3
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,4,0,4,0,0,0,9
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,1,0,1,3,3,1,0,0,9
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,5,0,8,0,1,0,0,0,14
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,4,0,32,1,99,0,13,0,0,0,149
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,17,0,5,0,0,0,28
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,6,0,32,0,6,0,0,0,44
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,26,0,116,9,24,0,0,0,176
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,3,0,9,0,5,1,0,0,18
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,5,0,2,0,0,0,7
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,3,0,0,2,0,0,5
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,1,0,2,0,4,0,1,0,0,0,8
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-01-01,0,0,4,0,9,1,0,0,0,0,14
