,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,3,0,0,0,1,0,0,0,5
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,5,0,10,0,2,0,0,0,18
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,1,1,0,1,0,0,0,4
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,2,0,1,0,0,0,4
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,0,0,0,0,4
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,2,0,0,0,0,0,5
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,6,2,18,0,3,0,0,0,29
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,8,0,1,0,0,0,12
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,4,0,0,0,0,0,8
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,18,0,2,0,0,0,24
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,8,0,0,0,0,0,8
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,1,1,1,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,0,0,4,0,1,0,0,0,6
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,3,2,5,1,3,1,0,0,16
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,5,2,21,0,4,0,0,0,32
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,0,0,0,0,3
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,2,3,2,2,0,0,0,13
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,7,0,1,0,0,0,10
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,2,1,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,1,0,0,0,1
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,3,0,0,0,5
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,11,0,0,1,0,0,13
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,8,0,25,1,9,1,0,0,44
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,1,2,1,0,0,0,0,5
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,5,0,85,13,846,38,165,5,0,0,1157
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,9,1,35,3,4,0,0,0,52
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,0,0,4,0,0,0,0,0,5
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,2,9,0,0,0,0,0,13
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,4,0,1,0,0,0,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,7,2,6,1,0,0,16
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,4,0,0,0,0,0,7
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,4,1,1,0,0,0,9
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,2,0,3,0,0,0,0,0,6
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,1,0,0,0,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,5,0,8,1,1,0,0,0,15
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,1,2,1,2,3,0,1,0,0,10
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,7,0,2,0,0,0,0,0,9
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,4,0,1,0,0,0,6
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,2,0,0,0,3
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,0,0,0,0,0,0,3
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,2,0,13,8,26,13,6,4,0,0,72
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,1,10,2,1,1,0,0,18
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,1,0,0,0,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,0,1,0,0,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,1,0,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,115,13,643,61,149,9,1,0,991
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,0,1,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,2,1,0,0,0,0,0,3
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,1,1,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,8,3,12,1,2,1,0,0,28
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,1,0,0,3
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,3,1,0,0,0,0,6
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,2,0,8,0,10,0,5,0,0,0,25
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,0,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,0,0,0,0,4
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,6,3,1,0,0,0,12
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,0,0,0,0,0,0,2
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,1,0,0,0,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,3,0,13,0,27,7,5,0,0,0,55
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,5,0,1,0,0,0,9
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,5,2,3,0,0,1,0,0,11
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
HUATAJATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,1,0,0,0,0,0,0,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,1,0,0,0,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,0,1,0,0,0,0,4
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,1,0,2,3,0,0,0,0,0,7
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,1,2,0,1,0,0,0,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,1,0,0,0,4
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,6,0,14,0,2,0,0,0,22
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,2,0,9,0,48,0,3,0,0,0,62
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,3,0,90,3,677,2,190,0,1,0,966
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,6,0,1,0,0,0,9
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,8,0,17,0,2,2,0,0,29
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,0,0,0,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,1,1,0,0,4
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,3,0,5,0,2,0,0,0,11
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,3,0,5,0,0,0,0,0,9
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,2,0,0,0,0,0,4
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,0,0,0,0,4
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,4,0,0,0,0,0,5
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,1,1,1,0,0,7
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,2,4,1,0,0,0,0,8
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,2,0,0,0,0,3
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,3,0,0,1,0,0,8
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,15,1,46,1,13,2,0,0,78
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,1,0,0,0,0,5
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,2,0,2,0,0,0,0,0,5
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,1,0,0,3
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,7,1,1,0,0,0,13
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,2,0,44,1,209,11,40,0,1,0,308
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,2,0,0,0,0,0,3
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,16,0,4,0,0,0,22
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,5,0,10,0,0,0,0,0,15
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,6,0,1,0,0,0,9
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,4,0,0,0,0,0,4
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,6,0,15,0,1,0,0,0,22
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,2,1,0,0,0,0,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,1,2,0,0,0,0,0,3
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,2,0,1,0,0,0,4
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,4,0,0,0,0,0,5
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,4,0,1,0,0,0,8
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,0,0,2,2,0,0,8
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,1,0,1,0,0,0,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,0,0,0,0,0,0,2
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,1,0,0,0,0,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,2,0,27,3,178,3,117,1,0,0,331
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,1,0,0,0,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,6,0,12,0,0,0,0,0,18
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,2,0,0,0,5
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,0,0,5,1,1,0,0,0,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,0,1,0,0,0,0,1
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,2,0,0,0,0,0,4
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,6,0,12,0,23,2,7,0,0,0,50
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,1,2,0,0,0,0,0,7
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,23,0,2,0,0,0,29
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,15,0,40,0,8,1,0,0,65
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,1,0,0,0,0,0,3
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,7,0,37,0,4,2,0,0,51
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,23,0,106,5,30,0,0,0,164
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,3,0,1,0,0,0,6
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,3,0,0,0,0,0,6
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,27,0,41,0,7,0,0,0,76
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,5,0,3,0,0,0,8
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,3,0,8,0,1,0,0,0,13
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,1,19,1,65,5,17,1,0,0,110
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,1,2,0,0,0,5
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,6,0,2,0,0,0,11
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,1,0,0,0,3
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,1,0,0,0,2
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,1,6,1,0,0,0,0,9
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,9,1,19,1,3,0,0,0,33
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,3,0,2,0,1,0,0,0,6
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,2,0,4,0,0,0,0,0,6
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,5,0,13,0,0,0,0,0,18
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,12,2,28,0,11,1,0,0,55
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,1,1,0,0,5
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,4,0,7,0,0,0,0,0,11
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,1,0,2,0,1,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,1,0,7,0,16,0,1,0,0,0,25
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2018-01-01,0,0,8,0,7,0,0,0,0,0,15
