,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,13,1,54,2,6,0,0,0,77
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,7,0,23,3,1,0,0,0,35
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,0,0,1,0,0,0,5
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,3,0,0,0,0,0,5
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,11,0,2,0,0,0,15
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,3,0,8,0,24,1,3,0,0,0,39
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,7,0,0,0,0,0,12
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,7,0,0,0,0,0,12
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,3,0,12,0,1,0,0,0,17
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,0,1,0,1,0,0,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,5,1,0,0,0,0,7
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,17,1,1,0,0,0,22
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,1,0,0,0,3
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,10,2,45,0,7,0,0,0,66
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,6,0,34,0,5,0,0,0,45
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,5,0,3,0,2,0,0,0,12
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,10,0,19,0,3,0,0,0,32
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,13,0,49,1,12,0,0,0,75
CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,25,0,2,0,0,0,30
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,2,2,1,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,0,1,0,0,3
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,24,4,6,0,0,0,38
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,2,0,0,0,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,13,0,31,0,6,0,0,0,51
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,3,1,3,1,0,0,10
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,11,1,47,2,3,1,0,0,67
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,21,0,5,0,0,0,30
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,9,1,2,0,0,0,13
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,4,0,0,0,0,0,4
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,5,2,2,0,0,0,9
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,6,0,30,0,9,0,0,0,45
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,3,1,18,3,97,3,14,1,0,0,140
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,8,3,10,0,3,0,0,0,25
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,20,0,188,2,1057,68,202,26,2,0,1565
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,7,2,33,6,8,2,0,0,58
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,14,0,0,0,0,0,16
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,2,1,0,0,0,0,4
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,16,0,3,0,0,0,22
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,3,0,1,0,0,0,6
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,26,3,5,1,0,0,40
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,2,0,9,0,1,0,0,0,14
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,3,0,23,2,4,0,0,0,33
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,23,0,2,0,0,0,29
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,9,0,15,3,3,0,0,0,32
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,1,10,0,1,0,0,0,12
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,8,0,19,0,2,0,0,0,29
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,7,0,1,1,0,0,12
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,8,1,6,0,0,0,18
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,2,0,0,0,2
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,22,0,4,0,0,0,31
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,23,5,94,8,9,0,0,0,141
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,13,1,17,0,6,0,0,0,38
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,7,0,0,0,0,0,9
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,9,1,12,0,2,0,0,0,24
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,0,0,0,0,3
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,6,0,1,0,0,0,9
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,2,242,48,1438,196,286,44,1,0,2259
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,2,1,1,0,0,0,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,8,0,4,0,0,0,16
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,0,0,7,0,0,0,0,0,8
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,19,4,44,7,6,1,0,0,83
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,1,1,1,2,0,3,0,0,0,8
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,6,0,20,2,2,1,0,0,32
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,25,1,52,1,12,0,0,0,91
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,5,0,0,0,0,0,5
ESMERALDA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,0,0,1,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,1,0,0,0,3
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,7,0,0,0,0,0,12
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,6,0,6,0,1,0,0,0,14
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,8,1,12,2,2,0,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,8,1,1,0,0,0,12
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,12,1,4,0,0,0,20
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,4,0,0,0,0,0,5
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,3,0,24,0,62,2,2,0,0,0,93
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,1,10,1,3,0,0,0,20
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,2,5,0,3,0,0,0,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,1,2,1,0,0,0,0,5
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,4,0,0,0,0,0,4
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,9,1,25,0,9,0,0,0,44
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,2,0,2,0,1,0,0,0,6
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,1,0,0,0,0,0,3
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,5,1,0,0,0,0,7
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,1,2,0,1,0,0,6
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,3,5,2,1,0,0,1,17
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,4,0,0,0,0,0,5
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,1,8,1,1,0,0,0,13
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,15,0,5,0,0,0,23
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,7,0,1,0,0,0,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,3,0,1,0,0,0,6
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,15,0,56,0,10,0,0,0,83
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,6,0,45,0,128,0,36,0,0,0,215
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,127,7,1068,2,310,0,1,0,1517
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,8,1,1,0,0,0,13
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,4,0,13,0,1,0,0,0,19
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,0,0,0,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,4,0,0,0,0,0,5
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,16,1,53,0,5,0,0,0,75
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,1,0,1,0,0,0,0,2
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,5,0,4,0,0,0,11
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,5,0,0,0,0,0,7
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,1,6,0,1,0,0,0,9
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,1,4,0,17,0,2,0,0,0,25
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,7,0,8,0,4,0,0,0,20
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,2,1,3,1,0,0,7
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,12,0,24,0,4,0,0,0,40
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,3,0,8,1,3,0,0,0,16
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,8,0,20,0,3,0,0,0,31
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,1,17,4,4,0,0,0,31
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,6,0,2,0,0,2,0,0,10
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,4,0,1,0,0,0,5
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,6,0,33,1,10,0,0,0,51
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,3,0,68,0,179,4,39,0,0,0,293
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,1,0,0,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,6,1,2,3,0,0,14
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,1,0,2,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,1,1,0,1,0,0,0,0,0,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,9,1,7,0,0,0,22
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,18,0,2,0,0,0,25
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,1,0,0,0,4
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,125,3,572,13,94,5,0,0,813
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,13,2,3,0,0,0,22
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,12,0,2,0,0,0,15
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,20,2,25,0,6,0,0,0,53
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,17,0,5,0,0,0,27
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,12,0,36,1,4,0,0,0,54
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,8,0,9,0,0,0,0,0,17
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,3,0,1,0,0,0,4
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,1,0,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,8,0,22,0,6,0,0,0,36
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,9,0,0,0,0,0,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,1,8,2,13,4,5,1,0,0,34
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,11,0,3,0,0,0,18
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,7,0,8,0,3,0,0,0,18
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,8,0,1,0,0,0,11
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,8,0,11,0,4,1,0,0,25
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,6,0,0,1,0,0,7
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,1,4,1,4,0,0,0,12
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,2,0,8,0,12,2,1,0,0,0,25
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,5,0,1,0,0,0,10
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,84,3,320,12,68,0,0,0,488
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,2,1,1,0,0,0,6
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,9,0,24,0,1,0,0,0,35
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,3,0,4,0,1,0,0,0,9
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,1,2,0,0,0,0,0,5
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,4,0,2,0,0,0,11
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,4,1,0,0,0,0,6
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,4,0,17,0,18,0,11,0,0,0,50
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,2,6,0,0,0,0,0,10
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,29,0,1,0,0,0,30
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,31,0,85,1,13,0,0,0,131
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,3,0,14,1,0,0,0,0,18
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,8,0,43,2,10,0,0,0,63
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,1,0,3,0,0,0,0,0,4
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,3,0,41,7,176,16,32,1,0,0,276
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,4,0,7,0,3,0,0,0,15
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,4,0,2,0,2,0,0,0,8
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,2,0,6,1,2,0,0,0,11
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,16,0,5,1,0,0,27
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,6,0,54,0,123,2,14,0,0,0,199
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,0,0,5,0,15,0,4,0,0,0,24
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2018-01-01,1,0,12,0,18,1,5,0,0,0,37
