,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
CALAMARCA,consultas prenatales,repetidas,2018-01-01,0,0,23,0,48,0,3,0,0,0,74
CAMARGO,consultas prenatales,repetidas,2018-01-01,1,0,24,1,65,3,17,3,0,0,114
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2018-01-01,0,0,1,0,4,1,1,0,0,0,7
CAMIRI,consultas prenatales,repetidas,2018-01-01,0,0,45,21,199,4,48,0,0,0,317
CAPINOTA,consultas prenatales,repetidas,2018-01-01,1,0,44,1,169,1,17,0,0,0,233
CAQUIAVIRI,consultas prenatales,repetidas,2018-01-01,0,0,12,0,21,2,1,0,0,0,36
CARACOLLO,consultas prenatales,repetidas,2018-01-01,0,0,37,0,98,1,14,0,0,0,150
CARANAVI,consultas prenatales,repetidas,2018-01-01,4,0,64,0,282,0,46,0,1,0,397
CARAPARI,consultas prenatales,repetidas,2018-01-01,0,0,11,2,67,0,13,0,0,0,93
CARIPUYO,consultas prenatales,repetidas,2018-01-01,0,0,2,0,10,4,4,0,0,0,20
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2018-01-01,1,0,13,0,34,0,0,0,0,0,48
CATACORA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,1,1,0,0,0,0,2
CHACARILLA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
CHALLAPATA,consultas prenatales,repetidas,2018-01-01,0,0,24,3,70,4,13,4,0,0,118
CHAQUI,consultas prenatales,repetidas,2018-01-01,0,0,8,1,21,0,6,1,0,0,37
CHARAGUA,consultas prenatales,repetidas,2018-01-01,1,0,39,1,86,1,20,0,0,0,148
CHARAÑA,consultas prenatales,repetidas,2018-01-01,0,0,1,0,4,1,2,1,0,0,9
CHAYANTA,consultas prenatales,repetidas,2018-01-01,0,0,7,1,38,7,7,3,0,0,63
CHIMORE,consultas prenatales,repetidas,2018-01-01,2,0,46,1,146,11,25,2,0,0,233
CHIPAYA,consultas prenatales,repetidas,2018-01-01,0,0,3,0,8,0,1,0,0,0,12
CHOQUE COTA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,2,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,repetidas,2018-01-01,0,0,5,0,12,0,3,0,0,0,20
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2018-01-01,0,0,32,0,96,0,14,0,0,0,142
CHUMA,consultas prenatales,repetidas,2018-01-01,0,1,1,1,13,9,2,0,0,0,27
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2018-01-01,0,0,3,0,20,0,3,0,0,0,26
CKOCHAS,consultas prenatales,repetidas,2018-01-01,1,0,4,2,23,8,15,7,0,0,60
CLIZA,consultas prenatales,repetidas,2018-01-01,0,0,28,0,173,0,23,0,0,0,224
COBIJA,consultas prenatales,repetidas,2018-01-01,12,1,139,3,473,3,117,2,0,0,750
COCAPATA,consultas prenatales,repetidas,2018-01-01,1,1,15,14,36,10,7,4,0,0,88
COCHABAMBA,consultas prenatales,repetidas,2018-01-01,8,0,539,12,4649,59,1042,16,0,0,6325
COIPASA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,repetidas,2018-01-01,1,0,54,0,256,10,35,0,0,0,356
"COLCHA ""K""",consultas prenatales,repetidas,2018-01-01,0,0,14,3,43,2,16,0,0,0,78
COLLANA,consultas prenatales,repetidas,2018-01-01,0,0,2,0,7,0,2,0,0,0,11
COLOMI,consultas prenatales,repetidas,2018-01-01,5,0,45,1,105,1,19,1,0,0,177
COLPA BELGICA,consultas prenatales,repetidas,2018-01-01,0,0,12,0,17,0,1,0,0,0,30
COLQUECHACA,consultas prenatales,repetidas,2018-01-01,1,0,34,5,91,18,34,7,0,0,190
COLQUENCHA,consultas prenatales,repetidas,2018-01-01,1,0,17,0,46,1,13,0,0,0,78
COLQUIRI,consultas prenatales,repetidas,2018-01-01,0,0,12,1,33,9,7,2,0,0,64
COMANCHE,consultas prenatales,repetidas,2018-01-01,0,0,4,0,6,0,2,0,0,0,12
COMARAPA,consultas prenatales,repetidas,2018-01-01,1,0,31,0,122,2,20,2,0,0,178
COMBAYA,consultas prenatales,repetidas,2018-01-01,0,0,2,0,3,0,1,1,0,0,7
CONCEPCION,consultas prenatales,repetidas,2018-01-01,3,0,16,0,42,9,6,1,0,0,77
COPACABANA,consultas prenatales,repetidas,2018-01-01,1,0,15,1,46,2,7,1,0,0,73
CORIPATA,consultas prenatales,repetidas,2018-01-01,0,0,37,0,96,0,12,0,0,0,145
CORO CORO,consultas prenatales,repetidas,2018-01-01,0,0,6,0,25,2,3,2,0,0,38
COROICO,consultas prenatales,repetidas,2018-01-01,0,0,28,0,75,1,24,0,0,0,128
CORQUE,consultas prenatales,repetidas,2018-01-01,0,0,2,0,5,1,3,0,0,0,11
COTAGAITA,consultas prenatales,repetidas,2018-01-01,0,0,19,2,71,5,9,3,0,0,109
COTOCA,consultas prenatales,repetidas,2018-01-01,3,0,83,0,263,5,32,1,0,0,387
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,1,0,0,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,repetidas,2018-01-01,3,0,25,1,95,8,14,1,0,0,147
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2018-01-01,0,0,1,0,3,0,1,0,0,0,5
CUEVO,consultas prenatales,repetidas,2018-01-01,0,0,3,1,13,1,0,0,0,0,18
CULPINA,consultas prenatales,repetidas,2018-01-01,0,0,23,1,58,8,13,1,0,0,104
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2018-01-01,0,0,17,0,19,0,1,0,0,0,37
CURVA,consultas prenatales,repetidas,2018-01-01,0,0,2,0,4,1,2,0,0,0,9
DESAGUADERO,consultas prenatales,repetidas,2018-01-01,0,0,5,0,29,0,3,1,0,0,38
EL ALTO,consultas prenatales,repetidas,2018-01-01,11,1,671,213,4474,942,792,141,0,0,7245
EL CHORO,consultas prenatales,repetidas,2018-01-01,1,0,1,0,9,0,2,2,0,0,15
EL PUENTE(STC),consultas prenatales,repetidas,2018-01-01,1,0,25,0,45,1,5,0,0,0,77
EL PUENTE(TJA),consultas prenatales,repetidas,2018-01-01,1,1,9,1,21,1,3,2,0,0,39
EL TORNO,consultas prenatales,repetidas,2018-01-01,7,2,60,3,216,26,52,5,0,0,371
EL VILLAR,consultas prenatales,repetidas,2018-01-01,0,0,2,0,10,5,5,0,0,0,22
ENTRE RIOS TRJ,consultas prenatales,repetidas,2018-01-01,0,0,23,1,83,7,16,1,0,0,131
ENTRE RIOS CBBA,consultas prenatales,repetidas,2018-01-01,12,0,91,1,285,4,44,1,0,0,438
ESCOMA,consultas prenatales,repetidas,2018-01-01,1,0,11,0,33,0,2,0,0,0,47
ESMERALDA,consultas prenatales,repetidas,2018-01-01,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,repetidas,2018-01-01,0,0,6,0,19,0,5,0,0,0,30
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2018-01-01,2,0,0,0,1,0,0,0,0,0,3
EXALTACION,consultas prenatales,repetidas,2018-01-01,0,0,2,0,8,0,0,0,0,0,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2018-01-01,1,0,12,0,58,2,4,0,0,0,77
FILADELFIA,consultas prenatales,repetidas,2018-01-01,2,0,19,0,22,0,2,0,0,0,45
GENERAL SAAVEDRA,consultas prenatales,repetidas,2018-01-01,1,0,15,0,51,5,15,2,0,0,89
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2018-01-01,0,0,2,2,16,1,3,0,0,0,24
GUANAY,consultas prenatales,repetidas,2018-01-01,0,0,17,2,51,11,2,1,0,0,84
GUAQUI,consultas prenatales,repetidas,2018-01-01,0,0,4,1,12,3,2,0,0,0,22
GUAYARAMERIN,consultas prenatales,repetidas,2018-01-01,6,0,95,15,176,5,20,0,0,0,317
GUTIERREZ,consultas prenatales,repetidas,2018-01-01,1,0,16,0,55,0,4,0,0,0,76
HUACARETA,consultas prenatales,repetidas,2018-01-01,0,0,7,2,35,3,5,2,0,0,54
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2018-01-01,0,0,2,1,4,2,1,0,0,0,10
HUACHACALLA,consultas prenatales,repetidas,2018-01-01,0,0,1,0,2,0,0,0,0,0,3
HUANUNI,consultas prenatales,repetidas,2018-01-01,0,0,17,0,98,3,26,0,0,0,144
HUARACAJE,consultas prenatales,repetidas,2018-01-01,1,0,8,0,14,0,2,0,0,0,25
HUARINA,consultas prenatales,repetidas,2018-01-01,0,0,5,1,18,1,7,0,0,0,32
HUATAJATA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,6,0,1,0,0,0,7
HUAYLLAMARCA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,3,0,2,0,0,0,5
HUMANATA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,8,0,0,0,0,0,8
ICHOCA,consultas prenatales,repetidas,2018-01-01,0,0,6,0,8,2,0,1,0,0,17
ICLA,consultas prenatales,repetidas,2018-01-01,1,0,7,4,7,3,2,3,0,0,27
INCAHUASI,consultas prenatales,repetidas,2018-01-01,0,0,10,4,18,16,5,3,0,0,56
INGAVI (HUMAITA),consultas prenatales,repetidas,2018-01-01,0,0,3,0,6,0,2,0,0,0,11
INQUISIVI,consultas prenatales,repetidas,2018-01-01,0,0,8,1,16,9,3,5,0,0,42
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2018-01-01,0,1,20,0,68,4,15,1,0,0,109
IXIAMAS,consultas prenatales,repetidas,2018-01-01,0,0,4,0,33,0,5,0,0,0,42
JESUS DE MACHACA,consultas prenatales,repetidas,2018-01-01,0,0,9,0,23,3,3,1,0,0,39
LA ASUNTA,consultas prenatales,repetidas,2018-01-01,1,0,57,0,170,0,29,0,0,0,257
LA GUARDIA,consultas prenatales,repetidas,2018-01-01,9,0,161,0,525,0,76,0,0,0,771
LA PAZ,consultas prenatales,repetidas,2018-01-01,5,0,407,50,4190,69,1173,25,1,0,5920
LAGUNILLAS,consultas prenatales,repetidas,2018-01-01,0,0,8,2,24,5,6,0,0,0,45
LAJA,consultas prenatales,repetidas,2018-01-01,2,0,32,0,81,0,16,0,0,0,131
LAS CARRERAS,consultas prenatales,repetidas,2018-01-01,0,0,3,0,9,0,2,0,0,0,14
LICOMA PAMPA,consultas prenatales,repetidas,2018-01-01,0,0,4,0,7,0,0,0,0,0,11
LLALLAGUA,consultas prenatales,repetidas,2018-01-01,0,0,64,2,250,20,42,2,0,0,380
LLICA,consultas prenatales,repetidas,2018-01-01,0,0,3,0,5,0,0,0,0,0,8
LORETO,consultas prenatales,repetidas,2018-01-01,0,0,1,1,4,2,0,0,0,0,8
LURIBAY,consultas prenatales,repetidas,2018-01-01,0,0,6,0,20,0,4,0,0,0,30
MACHACAMARCA,consultas prenatales,repetidas,2018-01-01,0,0,4,0,14,1,3,0,0,0,22
MACHARETI,consultas prenatales,repetidas,2018-01-01,0,0,7,0,17,0,4,0,0,0,28
MAGDALENA,consultas prenatales,repetidas,2018-01-01,2,0,18,0,59,0,7,0,0,0,86
MAIRANA,consultas prenatales,repetidas,2018-01-01,2,0,18,0,76,0,12,0,0,0,108
MALLA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,3,0,0,0,0,0,3
MAPIRI,consultas prenatales,repetidas,2018-01-01,0,0,39,0,110,1,17,0,0,0,167
MECAPACA,consultas prenatales,repetidas,2018-01-01,0,0,7,0,37,3,7,0,0,0,54
MINEROS,consultas prenatales,repetidas,2018-01-01,0,0,45,2,91,8,19,0,0,0,165
MIZQUE,consultas prenatales,repetidas,2018-01-01,1,0,18,1,99,2,28,3,0,0,152
MOCOMOCO,consultas prenatales,repetidas,2018-01-01,2,0,2,1,15,3,3,0,0,0,26
MOJINETE,consultas prenatales,repetidas,2018-01-01,0,0,0,0,0,0,1,0,0,0,1
MOJOCOYA,consultas prenatales,repetidas,2018-01-01,0,0,6,0,18,2,1,1,0,0,28
MONTEAGUDO,consultas prenatales,repetidas,2018-01-01,1,0,40,2,121,0,40,2,0,0,206
MONTERO,consultas prenatales,repetidas,2018-01-01,10,0,224,1,838,2,126,0,0,0,1201
MORO MORO,consultas prenatales,repetidas,2018-01-01,0,0,5,0,9,0,1,0,0,0,15
MOROCHATA,consultas prenatales,repetidas,2018-01-01,0,1,13,3,10,8,3,4,0,0,42
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2018-01-01,0,0,5,1,8,0,3,0,0,0,17
NAZACARA DE PACAJES,consultas prenatales,repetidas,2018-01-01,0,0,0,0,1,0,1,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2018-01-01,0,0,5,0,2,0,1,0,0,0,8
OCURI,consultas prenatales,repetidas,2018-01-01,0,0,11,0,17,5,5,3,0,0,41
OKINAWA,consultas prenatales,repetidas,2018-01-01,1,0,14,0,50,1,6,0,0,0,72
OMEREQUE,consultas prenatales,repetidas,2018-01-01,0,0,9,0,18,0,3,2,0,0,32
ORURO,consultas prenatales,repetidas,2018-01-01,3,1,346,7,1997,35,293,41,3,0,2726
PADCAYA,consultas prenatales,repetidas,2018-01-01,0,0,20,1,54,0,14,1,0,0,90
PADILLA,consultas prenatales,repetidas,2018-01-01,1,0,10,0,55,5,10,0,0,0,81
PAILON,consultas prenatales,repetidas,2018-01-01,3,0,43,0,104,2,18,0,0,0,170
PALCA,consultas prenatales,repetidas,2018-01-01,0,0,22,1,54,3,7,0,0,0,87
PALOS BLANCOS,consultas prenatales,repetidas,2018-01-01,0,0,41,1,136,3,30,3,0,0,214
PAMPA AULLAGAS,consultas prenatales,repetidas,2018-01-01,0,0,4,0,5,0,5,0,0,0,14
PAMPA GRANDE,consultas prenatales,repetidas,2018-01-01,0,0,10,0,40,0,9,0,0,0,59
PAPEL PAMPA,consultas prenatales,repetidas,2018-01-01,0,0,4,0,15,1,4,0,0,0,24
PASORAPA,consultas prenatales,repetidas,2018-01-01,0,0,1,0,4,0,0,0,0,0,5
PATACAMAYA,consultas prenatales,repetidas,2018-01-01,2,0,28,0,127,0,26,0,0,0,183
PAZÑA,consultas prenatales,repetidas,2018-01-01,1,0,4,0,16,3,1,0,0,0,25
PELECHUCO,consultas prenatales,repetidas,2018-01-01,0,0,6,0,22,0,1,0,0,0,29
POCOATA,consultas prenatales,repetidas,2018-01-01,0,0,15,7,40,22,7,11,0,0,102
POCONA,consultas prenatales,repetidas,2018-01-01,0,0,6,0,25,0,9,0,0,0,40
POJO (CBBA),consultas prenatales,repetidas,2018-01-01,1,0,13,0,25,0,12,0,0,0,51
POOPO,consultas prenatales,repetidas,2018-01-01,0,0,5,0,18,0,3,0,0,0,26
PORCO,consultas prenatales,repetidas,2018-01-01,0,0,45,3,58,4,12,2,0,0,124
POROMA,consultas prenatales,repetidas,2018-01-01,1,0,9,1,16,6,14,7,0,0,54
PORONGO,consultas prenatales,repetidas,2018-01-01,0,0,8,0,25,2,4,0,0,0,39
PORTACHUELO,consultas prenatales,repetidas,2018-01-01,1,0,9,0,40,0,6,0,0,0,56
PORVENIR,consultas prenatales,repetidas,2018-01-01,1,0,12,0,26,1,2,0,0,0,42
POSTRER VALLE,consultas prenatales,repetidas,2018-01-01,0,0,0,0,2,1,0,0,0,0,3
POTOSI,consultas prenatales,repetidas,2018-01-01,3,0,268,15,1043,53,193,8,0,0,1583
PRESTO,consultas prenatales,repetidas,2018-01-01,0,0,8,3,12,4,6,1,0,0,34
PUCARA,consultas prenatales,repetidas,2018-01-01,0,0,0,0,4,2,0,1,0,0,7
PUCARANI,consultas prenatales,repetidas,2018-01-01,1,0,34,0,108,3,15,0,0,0,161
PUERTO ACOSTA,consultas prenatales,repetidas,2018-01-01,1,0,8,0,11,6,3,1,0,0,30
PUERTO CARABUCO,consultas prenatales,repetidas,2018-01-01,0,0,6,2,16,1,4,0,0,0,29
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2018-01-01,0,0,9,3,11,4,3,2,0,0,32
PUERTO PEREZ,consultas prenatales,repetidas,2018-01-01,0,0,5,0,15,0,5,1,0,0,26
PUERTO QUIJARRO,consultas prenatales,repetidas,2018-01-01,0,0,7,3,24,0,13,0,0,0,47
PUERTO RICO,consultas prenatales,repetidas,2018-01-01,2,0,14,1,31,3,2,0,0,0,53
PUERTO SILES,consultas prenatales,repetidas,2018-01-01,0,0,2,0,5,0,0,0,0,0,7
PUERTO SUAREZ,consultas prenatales,repetidas,2018-01-01,1,0,22,0,104,0,7,0,0,0,134
PUERTO VILLARROEL,consultas prenatales,repetidas,2018-01-01,2,0,165,1,390,1,74,0,0,0,633
PUNA,consultas prenatales,repetidas,2018-01-01,1,1,12,3,31,7,9,2,0,0,66
PUNATA,consultas prenatales,repetidas,2018-01-01,0,0,46,2,216,3,41,1,0,0,309
QUIABAYA,consultas prenatales,repetidas,2018-01-01,0,0,2,0,12,0,1,0,0,0,15
QUILLACOLLO,consultas prenatales,repetidas,2018-01-01,2,0,130,9,760,52,127,12,0,0,1092
QUIME,consultas prenatales,repetidas,2018-01-01,0,0,2,0,6,0,1,0,0,0,9
QUIRUSILLAS,consultas prenatales,repetidas,2018-01-01,0,0,0,0,4,0,0,0,0,0,4
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2018-01-01,0,0,6,0,15,0,7,1,0,0,29
RAVELO,consultas prenatales,repetidas,2018-01-01,1,0,11,0,14,10,11,5,0,0,52
REYES,consultas prenatales,repetidas,2018-01-01,4,0,18,0,60,0,11,0,0,0,93
RIBERALTA,consultas prenatales,repetidas,2018-01-01,15,0,189,2,542,4,60,0,0,0,812
ROBORE,consultas prenatales,repetidas,2018-01-01,1,0,13,0,64,0,8,0,0,0,86
RURRENABAQUE,consultas prenatales,repetidas,2018-01-01,3,0,41,0,139,1,24,0,0,0,208
SABAYA,consultas prenatales,repetidas,2018-01-01,0,0,2,0,5,0,5,0,0,0,12
SACABA,consultas prenatales,repetidas,2018-01-01,5,1,189,7,727,40,142,2,0,0,1113
SACABAMBA,consultas prenatales,repetidas,2018-01-01,0,0,3,0,10,0,5,0,0,0,18
SACACA,consultas prenatales,repetidas,2018-01-01,0,0,20,2,46,6,26,3,0,0,103
SAIPINA,consultas prenatales,repetidas,2018-01-01,0,0,1,0,21,0,5,0,0,0,27
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2018-01-01,0,0,4,1,18,9,4,2,0,0,38
SAMAIPATA,consultas prenatales,repetidas,2018-01-01,2,0,12,0,27,0,8,0,0,0,49
SAN AGUSTIN,consultas prenatales,repetidas,2018-01-01,0,0,2,0,3,0,1,0,0,0,6
SAN ANDRES,consultas prenatales,repetidas,2018-01-01,1,0,13,0,37,1,3,0,0,0,55
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2018-01-01,0,0,4,0,6,0,1,1,0,0,12
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2018-01-01,0,0,3,0,4,2,0,0,0,0,9
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2018-01-01,0,0,9,5,27,7,11,5,0,0,64
SAN BENITO,consultas prenatales,repetidas,2018-01-01,0,0,13,1,48,0,12,0,0,0,74
SAN BORJA,consultas prenatales,repetidas,2018-01-01,3,0,61,0,159,0,26,0,0,0,249
SAN BUENA VENTURA,consultas prenatales,repetidas,2018-01-01,2,0,13,1,34,2,10,0,0,0,62
SAN CARLOS,consultas prenatales,repetidas,2018-01-01,2,0,25,0,103,1,13,0,0,0,144
SAN IGNACIO,consultas prenatales,repetidas,2018-01-01,5,0,37,0,132,1,16,1,0,0,192
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2018-01-01,3,0,61,2,222,4,28,0,0,0,320
SAN JAVIER(BNI),consultas prenatales,repetidas,2018-01-01,0,0,3,0,6,1,0,0,0,0,10
SAN JAVIER(STC),consultas prenatales,repetidas,2018-01-01,1,0,14,1,50,8,3,0,0,0,77
SAN JOAQUIN,consultas prenatales,repetidas,2018-01-01,1,0,14,0,36,0,0,0,0,0,51
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2018-01-01,2,0,16,0,38,0,3,0,0,0,59
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2018-01-01,0,0,17,0,46,4,6,0,0,0,73
SAN JULIAN,consultas prenatales,repetidas,2018-01-01,1,0,80,1,259,3,45,2,2,0,393
SAN LORENZO(PND),consultas prenatales,repetidas,2018-01-01,1,0,14,0,11,0,1,0,0,0,27
SAN LORENZO(TJA),consultas prenatales,repetidas,2018-01-01,0,0,26,0,86,4,7,1,0,0,124
SAN LUCAS,consultas prenatales,repetidas,2018-01-01,1,1,28,7,76,21,11,13,0,0,158
SAN MATIAS,consultas prenatales,repetidas,2018-01-01,3,0,6,16,13,45,2,6,0,0,91
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2018-01-01,0,0,8,6,28,8,9,2,0,0,61
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2018-01-01,0,0,5,0,10,0,1,0,0,0,16
SAN PEDRO,consultas prenatales,repetidas,2018-01-01,0,0,16,0,69,3,12,0,0,0,100
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2018-01-01,0,0,16,1,47,9,20,10,0,0,103
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2018-01-01,0,0,6,0,9,1,3,1,0,0,20
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2018-01-01,0,0,1,0,2,1,1,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2018-01-01,0,0,5,1,19,1,4,0,0,0,30
SAN PEDRO(PND),consultas prenatales,repetidas,2018-01-01,0,0,1,2,1,1,0,2,0,0,7
SAN RAFAEL,consultas prenatales,repetidas,2018-01-01,2,0,13,0,33,1,6,0,0,0,55
SAN RAMON BENI,consultas prenatales,repetidas,2018-01-01,4,0,33,0,29,0,7,0,0,0,73
SAN RAMON SCZ,consultas prenatales,repetidas,2018-01-01,0,0,7,12,13,1,1,0,0,0,34
SANTA ANA,consultas prenatales,repetidas,2018-01-01,0,0,24,0,58,0,9,0,0,0,91
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2018-01-01,39,0,1145,6,4872,773,872,9,8,0,7724
SANTA ROSA,consultas prenatales,repetidas,2018-01-01,1,0,19,0,45,0,18,0,0,0,83
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2018-01-01,4,0,26,0,63,0,15,0,0,0,108
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2018-01-01,0,0,2,0,5,1,1,1,0,0,10
SANTIAGO DE HUARI,consultas prenatales,repetidas,2018-01-01,0,0,4,0,15,3,3,0,0,0,25
SANTIAGO DE HUATA,consultas prenatales,repetidas,2018-01-01,1,0,8,0,15,2,1,0,0,0,27
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2018-01-01,0,0,1,0,6,0,3,0,0,0,10
