municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-04-01,8,8
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-04-01,1,1
BERMEJO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,5,5
CABEZAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
"CAIZA ""D""",refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,9,9
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,3,3
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,7,7
LAGUNILLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,3,3
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,8,8
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,4,4
POROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,5,5
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,211,211
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,4,4
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-05-01,21,21
"CAIZA ""D""",refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,3,3
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,13,13
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,6,6
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,2,2
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,3,3
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,17,17
LORETO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,3,3
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,12,12
SAPAHAQUI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,14,14
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,411,411
TOMINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-06-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,10,10
COTAGAITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,68,68
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,17,17
LAGUNILLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,3,3
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,4,4
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,2,2
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,8,8
PATACAMAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
POROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
PORONGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
SAN CARLOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,53,53
SAPAHAQUI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,4,4
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,10,10
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,118,118
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,2,2
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,22,22
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-07-01,1,1
"CAIZA ""D""",refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,5,5
CARMEN RIVERO TORREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,9,9
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,11,11
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,7,7
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,3,3
EL VILLAR,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,18,18
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,11,11
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,110,110
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,4,4
PUERTO GONZALO MORENO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
SANTA ANA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,929,929
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,10,10
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,427,427
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,2,2
TOMINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,22,22
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
YOTALA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-08-01,1,1
ACHOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
CALAMARCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
CAMARGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,10,10
CARMEN RIVERO TORREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
CHUMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
CKOCHAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,12,12
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,90,90
ICHOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,4,4
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,20,20
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,3,3
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
PORONGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
PUERTO QUIJARRO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,17,17
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,7,7
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,234,234
TOMINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,16,16
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
YANACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-09-01,1,1
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,34,34
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,27,27
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,44,44
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,27,27
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,2,2
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,4,4
POCOATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,3,3
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,7,7
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,6,6
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,365,365
TIRAQUE (CBBA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,4,4
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,12,12
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,4,4
YANACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-10-01,1,1
ACHOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
ATOCHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,9,9
CARMEN RIVERO TORREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,19,19
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,7,7
EL PUENTE(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,2,2
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,5,5
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,15,15
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,17,17
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,3,3
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,4,4
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
SAN PEDRO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,14,14
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,64,64
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,6,6
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,317,317
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,7,7
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,22,22
UYUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
VILLA TUNARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-11-01,1,1
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,5,5
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,7,7
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,9,9
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,7,7
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,20,20
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,3,3
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,8,8
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,12,12
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,31,31
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,285,285
TINGUIPAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2017-12-01,1,1
