municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,594,594
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,47,47
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,5,5
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,16,16
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,21,21
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,142,142
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,46,46
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,283,283
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,20,20
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,11,11
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,24,24
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,60,60
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,8,8
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,12,12
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,43,43
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,54,54
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,6,6
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,7,7
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,6,6
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,40,40
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,3,3
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,7168,7168
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,16,16
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,6,6
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,8,8
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,10,10
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1586,1586
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,24,24
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,306,306
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,9,9
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,5,5
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,4,4
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,73,73
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,5,5
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,3,3
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,6,6
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1095,1095
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,117,117
TURCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
UMALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
URUBICHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,8,8
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,8,8
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,18,18
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,8,8
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,24,24
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,5,5
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,130,130
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,30,30
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,47,47
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,3,3
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,301,301
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-01-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,16,16
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,9,9
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2,2
ANCORAIMES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
ARQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,23,23
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
AYATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
BELEN DE ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,23,23
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
CALACOTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2,2
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,26,26
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,148,148
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,89,89
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,5,5
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,8,8
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,5,5
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,26,26
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,40,40
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,34,34
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,32,32
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,653,653
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,6,6
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,12,12
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2,2
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,20,20
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,9,9
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,28,28
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,30,30
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,49,49
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,9,9
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2238,2238
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,27,27
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,21,21
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,16,16
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2,2
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,30,30
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,71,71
HUMANATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,8,8
INQUISIVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,14,14
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2676,2676
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,41,41
LURIBAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,5,5
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,14,14
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,15,15
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,9,9
MOCOMOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1052,1052
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,15,15
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,385,385
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,33,33
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2,2
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,26,26
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
PORCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,6,6
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,18,18
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,7,7
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,139,139
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,5,5
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,7,7
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,47,47
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,260,260
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,38,38
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,36,36
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,23,23
SABAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,63,63
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,3,3
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,23,23
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,24,24
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,46,46
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,6,6
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,40,40
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,11,11
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,25,25
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,6432,6432
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-02-01,4,4
