municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,11,11
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,10,10
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,57,57
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,42,42
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,43,43
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,18,18
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,7,7
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-01-01,2,2
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,28,28
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,3,3
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,6,6
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,8,8
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,12,12
MAGDALENA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,35,35
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
PUNATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,36,36
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,13,13
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,6,6
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,14,14
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,100,100
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,2,2
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-02-01,3,3
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,16,16
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,3,3
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,3,3
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,5,5
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,85,85
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,17,17
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,7,7
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,3,3
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,40,40
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,115,115
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,112,112
POTOSI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,5,5
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,18,18
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,22,22
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,20,20
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,16,16
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,25,25
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,27,27
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,100,100
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,25,25
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,3,3
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-03-01,10,10
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,17,17
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,37,37
BOLIVAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,8,8
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,10,10
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,10,10
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,23,23
LAJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,6,6
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,61,61
QUILLACOLLO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,12,12
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,28,28
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,4,4
SANTA ANA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,14,14
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,10,10
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,23,23
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,61,61
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,3,3
VALLEGRANDE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,5,5
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,12,12
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-04-01,9,9
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,10,10
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,25,25
BOLIVAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,4,4
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,21,21
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,13,13
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,42,42
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,38,38
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,15,15
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,10,10
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,10,10
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,17,17
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,43,43
TOLATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,13,13
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-05-01,6,6
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,12,12
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,11,11
BETANZOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,1,1
BOLIVAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,3,3
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,7,7
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,10,10
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,12,12
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,18,18
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,74,74
LORETO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,6,6
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,4,4
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,4,4
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,51,51
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,22,22
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,63,63
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,20,20
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,7,7
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,5,5
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,14,14
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,46,46
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,10,10
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,2,2
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-06-01,6,6
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,9,9
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,8,8
BOLIVAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,3,3
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,1,1
CAMIRI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,1,1
CORO CORO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,5,5
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,6,6
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,3,3
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,5,5
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,22,22
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,35,35
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,2,2
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,30,30
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,3,3
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,36,36
SACACA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,6,6
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,20,20
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,5,5
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,15,15
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,5,5
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,30,30
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,26,26
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,69,69
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,4,4
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-07-01,4,4
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,15,15
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,16,16
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,8,8
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,59,59
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,3,3
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,29,29
LORETO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,4,4
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,3,3
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,18,18
POTOSI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,6,6
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,22,22
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,246,246
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,25,25
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,6,6
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1118,1118
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,21,21
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,60,60
TOLATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,19,19
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,1,1
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-08-01,4,4
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,10,10
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,3,3
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
CHAQUI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,3,3
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,3,3
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,2,2
