municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5648,5648
EL CHORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,15,15
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,155,155
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,55,55
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,29,29
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,68,68
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5,5
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,11,11
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,16,16
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,7,7
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,15,15
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,44,44
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,21,21
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
HUACHACALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,7,7
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,158,158
HUARACAJE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,15,15
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5,5
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
HUMANATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,42,42
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,18,18
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,11,11
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,40,40
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,321,321
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8030,8030
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,108,108
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,35,35
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
LORETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,29,29
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,25,25
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,25,25
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,26,26
MALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,7,7
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,17,17
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,17,17
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,27,27
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,34,34
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,55,55
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,928,928
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,12,12
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,10,10
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,857,857
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,41,41
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,16,16
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,50,50
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,31,31
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,20,20
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,6,6
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,21,21
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,40,40
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,20,20
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,12,12
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,309,309
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,10,10
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,48,48
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,12,12
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
PUERTO SILES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,65,65
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,27,27
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,85,85
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,63,63
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5,5
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,2,2
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,46,46
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,52,52
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,37,37
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,140,140
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,6,6
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,21,21
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,17,17
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,18,18
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,28,28
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,8,8
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,53,53
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,21,21
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,56,56
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5,5
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,10,10
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,25,25
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,28,28
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,106,106
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,54,54
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,90,90
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,36,36
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,50,50
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,34,34
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,6,6
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,16,16
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,11,11
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,14,14
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9170,9170
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,6,6
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,41,41
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,17,17
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,20,20
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,44,44
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,34,34
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,64,64
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,37,37
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,11,11
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,22,22
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,2114,2114
TACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,2,2
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
TAHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,6,6
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,32,32
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,19,19
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,408,408
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,73,73
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,10,10
TIAWANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,24,24
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,193,193
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,20,20
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,31,31
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,6,6
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,10,10
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,52,52
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5,5
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,20,20
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
TRIGAL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,597,597
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,225,225
TURCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,9,9
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,81,81
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,21,21
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,70,70
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,3,3
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,47,47
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,234,234
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,31,31
VILLA MONTES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,20,20
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,4,4
VILLA RIVERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,17,17
VILLA SERRANO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,27,27
VILLA TUNARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,91,91
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,36,36
VILLAZON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,176,176
VINTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,68,68
VITICHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,13,13
WALDO BALLIVIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,267,267
YACUIBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,211,211
YAMPARAEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,73,73
YANACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,17,17
YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,254,254
YOCALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,5,5
YOTALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,79,79
YUNCHARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,10,10
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-01-01,44,44
ACACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,52,52
ACHOCALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,46,46
AIQUILE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,19,19
ALALAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,5,5
ALCALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,4,4
ALTO BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,2,2
ANCORAIMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2017-02-01,4,4
