,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,2,2,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,0,2,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,1,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,2,0,0,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,2,4,0,0,2,4,6
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,0,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,3,8,1,0,4,8,12
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,2,6,0,0,2,6,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,1,1,1,2,3
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,1,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,1,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,3,0,0,0,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,25,31,1,1,26,32,58
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,0,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,0,1,1,1,1,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,2,0,0,1,2,1,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,1,0,0,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,1,1,0,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-01-01,0,0,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,1,0,0,1,1,2
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,2,3,2,3,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,3,0,0,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,3,0,1,1,4,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,1,0,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,4,0,0,1,4,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,4,6,3,11,7,17,24
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,1,0,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,2,0,0,0,2,0,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,2,0,0,1,2,3
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,4,3,4,3,7
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,2,1,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,7,1,0,0,7,1,8
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,3,0,3,0,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,0,0,0,1,0,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,3,0,0,0,3,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,2,3,2,3,5
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,2,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,3,3,0,0,3,3,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,14,18,4,1,18,19,37
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,2,0,0,0,2,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,0,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,3,0,0,1,3,4
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,1,1,0,0,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-02-01,0,1,2,1,2,2,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,1,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,1,1,1,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,0,2,0,2,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,2,0,1,3,3,3,6
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,2,2,0,0,2,2,4
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,1,0,0,1,1,2
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,8,1,7,6,15,7,22
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,2,0,2,0,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,3,3,0,0,3,3,6
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,2,1,0,0,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,2,2,2,2,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,5,1,0,0,5,1,6
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,1,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,1,0,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,1,1,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,1,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,14,14,2,1,16,15,31
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
TAHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,1,0,0,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,3,0,4,4
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,3,1,2,2,5,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,0,0,1,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,1,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,1,1,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,3,0,0,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-03-01,2,2,0,0,2,2,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,2,2,0,2,2,4
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,0,1,0,1,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,1,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,5,0,0,1,5,6
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,2,0,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,5,2,3,4,8,6,14
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,0,2,0,3,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,15,8,0,0,15,8,23
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,6,5,0,0,6,5,11
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,2,1,2,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,0,1,0,2,0,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,1,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,2,1,0,0,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,4,0,0,0,4,0,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,1,2,2,3,3,6
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,1,2,0,3,1,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,4,3,0,0,4,3,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,0,2,0,3,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,0,0,1,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,1,1,0,1,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,2,1,0,0,2,1,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,21,22,13,5,34,27,61
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2019-04-01,0,1,0,0,0,1,1
