,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,39,29,1,2,40,31,71
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,2,0,0,5,2,7
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,2,2,1,4,3,7
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,0,1,2,1,3
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,4,7,12,11,16,27
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,3,8,3,8,11
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,8,9,1,5,9,14,23
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,7,0,0,6,7,13
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,2,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,18,20,2,3,20,23,43
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,15,19,6,5,21,24,45
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,2,4,2,5,4,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,2,2,2,2,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,1,3,1,5,2,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,13,8,2,2,15,10,25
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,24,21,20,10,44,31,75
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,3,0,1,10,4,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,3,6,7,11,10,21
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,7,1,0,11,7,18
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,15,6,2,1,17,7,24
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,4,2,2,7,6,13
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,25,21,2,1,27,22,49
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,17,24,0,1,17,25,42
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,2,0,1,3,3,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,14,10,4,5,18,15,33
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,34,29,2,2,36,31,67
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,2,3,4,7,6,13
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,5,1,0,4,5,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,1,9,14,10,15,25
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,26,19,6,5,32,24,56
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,4,0,1,3,5,8
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,14,5,6,3,20,8,28
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,4,3,2,8,6,14
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,21,15,2,3,23,18,41
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,2,1,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,12,6,0,0,12,6,18
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,2,1,5,3,7,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,5,1,2,4,7,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,11,3,4,1,15,4,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,14,9,2,4,16,13,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,46,46,1,3,47,49,96
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,3,11,4,13,7,20
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,651,639,10,8,661,647,1308
COIPASA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,0,0,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,47,43,1,0,48,43,91
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,12,10,0,0,12,10,22
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,8,9,8,15,16,31
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,4,0,1,5,5,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,8,9,8,14,16,23,39
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,7,4,6,6,13,19
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,8,12,9,16,17,33
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,16,1,2,11,18,29
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,2,0,0,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,20,19,6,1,26,20,46
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,8,5,5,4,13,9,22
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,17,18,1,1,18,19,37
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,3,2,2,6,5,11
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,12,1,2,11,14,25
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,7,4,0,1,7,5,12
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,12,6,6,4,18,10,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,24,34,2,3,26,37,63
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,25,16,4,5,29,21,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,0,1,1,4,1,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,3,1,0,3,3,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,10,5,3,10,13,23
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,1,0,2,3,3,6
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,0,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,1,0,2,5,3,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,663,675,129,120,792,795,1587
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,1,1,1,2,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,5,4,0,6,5,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,2,5,7,7,9,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,47,57,2,13,49,70,119
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,15,13,4,6,19,19,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,51,55,0,1,51,56,107
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,0,0,0,3,0,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,0,2,2,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,3,3,3,3,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,1,8,8,11,9,20
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,5,10,5,10,15
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,17,16,1,2,18,18,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,2,1,2,2,4,6
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,7,9,10,7,17,16,33
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,0,5,1,9,1,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,28,27,3,3,31,30,61
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,2,5,5,10,7,17
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,0,4,2,7,2,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,0,0,2,0,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,2,0,0,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,12,5,2,0,14,5,19
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,9,7,0,0,9,7,16
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,3,0,0,0,3,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,3,0,3,0,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,3,0,1,2,4,6
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,1,1,0,3,1,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,3,5,2,7,5,12
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,6,1,0,4,6,10
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,8,13,6,5,14,18,32
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,9,5,1,4,10,9,19
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,6,2,0,4,6,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,28,37,7,4,35,41,76
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,135,109,3,1,138,110,248
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,617,626,14,24,631,650,1281
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,0,1,2,5,2,7
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,16,12,2,0,18,12,30
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,6,1,6,1,7
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,19,13,15,13,34,26,60
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,1,4,2,4,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,4,2,1,4,5,9
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,4,0,0,2,4,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,3,0,3,6,6,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,1,8,7,11,8,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,12,19,0,0,12,19,31
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,4,3,5,3,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,14,0,0,10,14,24
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,14,9,2,1,16,10,26
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,16,22,10,13,26,35,61
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,29,12,12,11,41,23,64
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,3,8,8,10,11,21
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,8,1,0,4,8,12
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,25,14,0,1,25,15,40
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,119,105,6,7,125,112,237
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,2,1,1,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,3,2,3,3,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,3,2,1,2,4,6
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,5,2,1,6,6,12
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,7,3,0,13,7,20
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,5,11,5,11,16
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,285,290,10,8,295,298,593
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,8,10,2,3,10,13,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,6,1,0,4,6,10
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,24,24,9,11,33,35,68
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,13,18,9,5,22,23,45
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,20,14,3,3,23,17,40
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,4,0,1,1,5,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,8,0,0,2,8,10
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,2,1,2,6,4,10
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,2,1,1,1,3,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,14,20,8,2,22,22,44
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,5,3,1,5,6,11
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,8,4,5,4,13,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,2,8,9,11,11,22
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,1,16,11,18,12,30
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,13,4,2,10,15,25
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,2,0,0,6,2,8
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,10,6,3,10,13,16,29
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,3,2,0,6,3,9
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,7,10,1,14,8,22
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,25,15,0,2,25,17,42
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,4,4,10,8,14,22
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,169,167,36,35,205,202,407
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,3,0,1,4,4,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,1,0,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,12,11,12,15,24,39
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,3,2,3,3,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,8,8,10,11,18,29
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,0,2,0,4,0,4
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,2,3,3,3,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,7,3,5,9,12,21
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,2,0,0,4,2,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,11,7,20,11,31,18,49
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,43,42,3,6,46,48,94
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,3,8,6,9,9,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,19,24,12,7,31,31,62
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,93,98,58,55,151,153,304
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,0,6,10,7,10,17
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,7,6,12,7,19,13,32
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,9,5,4,11,13,24
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,6,5,2,2,8,7,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,93,94,31,30,124,124,248
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,18,16,0,0,18,16,34
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,13,8,10,11,23,34
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,1,1,0,4,1,5
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,127,99,38,27,165,126,291
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,4,1,0,0,4,1,5
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,7,5,3,1,10,6,16
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,0,7,2,10,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,3,7,6,2,9,9,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,7,0,4,5,11,16
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,5,6,1,1,6,7,13
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,1,2,1,4,2,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,1,6,4,2,5,8,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,2,1,6,4,8,5,13
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-01-01,41,49,7,6,48,55,103
