municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,166,166
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2021-01-01,368,368
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,29,29
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,491,491
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,593,593
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,143,143
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,125,125
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,217,217
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,492,492
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,46,46
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,341,341
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1691,1691
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,558,558
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,12276,12276
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,651,651
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,527,527
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,250,250
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,74,74
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
COROICO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1,1
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,122,122
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,620,620
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,7160,7160
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,589,589
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,527,527
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,59,59
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,775,775
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,232,232
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,91,91
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,60,60
ICLA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,434,434
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,432,432
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,90,90
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,217,217
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,496,496
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,899,899
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,12522,12522
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,29,29
LAJA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,341,341
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
LORETO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1,1
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,4,4
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
MALLA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,92,92
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,90,90
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,796,796
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,2915,2915
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,149,149
OCURI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,496,496
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
ORURO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,3906,3906
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,341,341
PAILON,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,150,150
PALCA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,154,154
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,341,341
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,219,219
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,60,60
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,682,682
POCONA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,433,433
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
POOPO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,170,170
POROMA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,960,960
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,352,352
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,122,122
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,3131,3131
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,279,279
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,217,217
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,60,60
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,57,57
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,460,460
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,100,100
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,145,145
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1240,1240
PUNA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,372,372
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,806,806
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,2011,2011
QUIME,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,2,2
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,496,496
REYES,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1364,1364
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,232,232
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
SACABA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,2170,2170
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,56,56
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,217,217
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,72,72
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,372,372
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,138,138
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1333,1333
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,80,80
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,744,744
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,90,90
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,775,775
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1767,1767
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,249,249
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1,1
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,86,86
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,558,558
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,92,92
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,21770,21770
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,307,307
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,27,27
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
SENA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,60,60
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,384,384
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,124,124
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,253,253
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
SORATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,187,187
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,3496,3496
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,89,89
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,179,179
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,341,341
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,153,153
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,558,558
TARACO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
TARATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,2511,2511
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,843,843
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
TIAHUANACU,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
TINGUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,33,33
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,125,125
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1025,1025
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,651,651
TOCO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,138,138
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,30,30
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,3,3
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,60,60
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,682,682
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,181,181
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,403,403
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1463,1463
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,310,310
UMALA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,30,30
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,403,403
VACAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,248,248
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,180,180
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1240,1240
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,496,496
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,432,432
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,186,186
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,465,465
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,1033,1033
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,527,527
VINTO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,496,496
WALDO BALLIVIAN,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
WARNES,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,364,364
YACO,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,947,947
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,341,341
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,531,531
YOCALLA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,155,155
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,93,93
YUNGUYO DE LITORAL,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,31,31
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2021-01-01,279,279
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,84,84
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,168,168
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,532,532
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,112,112
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,140,140
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,168,168
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
APOLO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,112,112
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
ARANI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,224,224
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,146,146
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,364,364
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,420,420
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,308,308
AUCAPATA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2021-02-01,907,907
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,308,308
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
BAURES,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,28,28
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,405,405
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,168,168
BOLPEBRA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,27,27
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,112,112
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,188,188
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,80,80
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,52,52
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2021-02-01,336,336
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,280,280
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,224,224
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2021-02-01,168,168
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,554,554
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,308,308
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,224,224
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,588,588
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,136,136
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,140,140
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,199,199
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,456,456
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,84,84
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,223,223
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2021-02-01,168,168
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,57,57
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,52,52
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,252,252
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,308,308
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,1429,1429
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,560,560
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,11308,11308
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,588,588
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,28,28
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,236,236
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,320,320
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,56,56
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,84,84
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2021-02-01,168,168
