municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,51,51
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,9,9
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,40,40
CALACOTO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,63,63
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,185,185
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,36,36
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4,4
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,35,35
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,173,173
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,8,8
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,96,96
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4,4
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,51,51
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,13,13
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,37,37
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,31,31
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,16,16
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,10,10
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,93,93
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,562,562
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4351,4351
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,109,109
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,30,30
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,17,17
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,100,100
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,112,112
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,13,13
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,44,44
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,42,42
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,120,120
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,36,36
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,41,41
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2070,2070
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,351,351
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,19,19
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,24,24
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,18,18
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,226,226
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,10,10
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,18,18
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,70,70
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,11,11
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,14,14
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,15,15
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,48,48
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,101,101
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3839,3839
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4,4
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,127,127
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,10,10
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,16,16
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,11,11
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,39,39
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,25,25
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,12,12
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,194,194
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1568,1568
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4,4
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,8,8
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,12,12
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1358,1358
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,69,69
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,92,92
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,27,27
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,61,61
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,19,19
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,14,14
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,16,16
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,17,17
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,53,53
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,985,985
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,12,12
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,28,28
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,20,20
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,69,69
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,274,274
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,9,9
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,333,333
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,278,278
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,10,10
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,11,11
REYES,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,38,38
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,700,700
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,37,37
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,128,128
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,368,368
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,24,24
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,21,21
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,151,151
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,46,46
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,14,14
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,51,51
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,427,427
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,85,85
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,12,12
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,175,175
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,92,92
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,84,84
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,43,43
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,32,32
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,21,21
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,77,77
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,21,21
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,21,21
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,13,13
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,129,129
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7375,7375
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,24,24
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,22,22
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4,4
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
SENA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,30,30
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,84,84
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,12,12
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,45,45
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,26,26
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,23,23
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1103,1103
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,37,37
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1533,1533
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,29,29
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,13,13
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,13,13
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,4,4
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,7,7
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,196,196
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,23,23
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,3,3
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,14,14
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,24,24
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,75,75
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,503,503
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,79,79
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,12,12
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,76,76
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,96,96
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,142,142
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,25,25
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,145,145
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,11,11
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,354,354
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,6,6
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,80,80
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,94,94
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,5,5
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,302,302
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,346,346
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,15,15
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,214,214
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,17,17
YUNGUYO DE LITORAL,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,1,1
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2021-01-01,16,16
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,127,127
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,6,6
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,57,57
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,8,8
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,5,5
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,2,2
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,8,8
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,2,2
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,6,6
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,165,165
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,36,36
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,2,2
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,47,47
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,10,10
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,7,7
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,108,108
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,29,29
BOLPEBRA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,9,9
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,14,14
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,160,160
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,5,5
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,40,40
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,84,84
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,15,15
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,218,218
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,38,38
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,42,42
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,191,191
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,8,8
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,10,10
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,115,115
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,6,6
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,68,68
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,19,19
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,32,32
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,51,51
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,4,4
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,5,5
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,71,71
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,496,496
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,9,9
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3978,3978
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,105,105
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,4,4
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,1,1
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,45,45
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,12,12
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,17,17
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,4,4
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,7,7
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,77,77
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,99,99
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,2,2
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,8,8
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,3,3
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,44,44
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,2,2
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,5,5
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,130,130
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,37,37
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,14,14
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2021-02-01,2,2
