municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-02-01,98,98
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-02-01,244,244
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-02-01,4,4
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-02-01,13,13
PADILLA,malaria,numero de muestras hematicas tomadas,2008-02-01,9,9
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-02-01,56,56
PASORAPA,malaria,numero de muestras hematicas tomadas,2008-02-01,1,1
POCONA,malaria,numero de muestras hematicas tomadas,2008-02-01,1,1
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2008-02-01,1,1
PORONGO,malaria,numero de muestras hematicas tomadas,2008-02-01,11,11
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-02-01,111,111
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-02-01,136,136
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-02-01,180,180
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2008-02-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2008-02-01,20,20
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-02-01,3850,3850
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-02-01,125,125
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-02-01,4,4
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-02-01,17,17
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-02-01,45,45
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-02-01,99,99
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-02-01,182,182
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-02-01,11,11
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-02-01,15,15
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2008-02-01,24,24
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-02-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-02-01,3,3
SENA,malaria,numero de muestras hematicas tomadas,2008-02-01,206,206
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-02-01,9,9
TARVITA,malaria,numero de muestras hematicas tomadas,2008-02-01,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-02-01,37,37
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-02-01,6,6
TOMINA,malaria,numero de muestras hematicas tomadas,2008-02-01,4,4
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-02-01,32,32
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-02-01,6,6
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-02-01,2,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-02-01,295,295
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-02-01,76,76
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-02-01,2,2
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-02-01,115,115
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-02-01,16,16
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-02-01,182,182
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-02-01,27,27
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2008-02-01,3,3
ACACIO,malaria,numero de muestras hematicas tomadas,2008-03-01,7,7
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-03-01,2,2
APOLO,malaria,numero de muestras hematicas tomadas,2008-03-01,13,13
AYATA,malaria,numero de muestras hematicas tomadas,2008-03-01,49,49
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-03-01,12,12
BAURES,malaria,numero de muestras hematicas tomadas,2008-03-01,170,170
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-03-01,34,34
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-03-01,366,366
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-03-01,20,20
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-03-01,22,22
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-03-01,42,42
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-03-01,34,34
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-03-01,503,503
COBIJA,malaria,numero de muestras hematicas tomadas,2008-03-01,152,152
CUEVO,malaria,numero de muestras hematicas tomadas,2008-03-01,12,12
CULPINA,malaria,numero de muestras hematicas tomadas,2008-03-01,3,3
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-03-01,133,133
EL VILLAR,malaria,numero de muestras hematicas tomadas,2008-03-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-03-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-03-01,140,140
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-03-01,29,29
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-03-01,51,51
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
GUANAY,malaria,numero de muestras hematicas tomadas,2008-03-01,54,54
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-03-01,2313,2313
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2008-03-01,1,1
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-03-01,10,10
HUARACAJE,malaria,numero de muestras hematicas tomadas,2008-03-01,23,23
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2008-03-01,25,25
IRUPANA (VILLA DE LANZA),malaria,numero de muestras hematicas tomadas,2008-03-01,2,2
IXIAMAS,malaria,numero de muestras hematicas tomadas,2008-03-01,48,48
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-03-01,41,41
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-03-01,9,9
LA PAZ,malaria,numero de muestras hematicas tomadas,2008-03-01,18,18
MACHARETI,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-03-01,174,174
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-03-01,44,44
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-03-01,15,15
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-03-01,74,74
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-03-01,114,114
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-03-01,303,303
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-03-01,139,139
PADILLA,malaria,numero de muestras hematicas tomadas,2008-03-01,15,15
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-03-01,52,52
POROMA,malaria,numero de muestras hematicas tomadas,2008-03-01,5,5
PORONGO,malaria,numero de muestras hematicas tomadas,2008-03-01,30,30
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-03-01,116,116
PRESTO,malaria,numero de muestras hematicas tomadas,2008-03-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-03-01,92,92
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-03-01,112,112
REYES,malaria,numero de muestras hematicas tomadas,2008-03-01,9,9
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-03-01,4388,4388
ROBORE,malaria,numero de muestras hematicas tomadas,2008-03-01,30,30
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-03-01,77,77
SAMAIPATA,malaria,numero de muestras hematicas tomadas,2008-03-01,14,14
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-03-01,8,8
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-03-01,5,5
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-03-01,2,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-03-01,218,218
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2008-03-01,11,11
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-03-01,96,96
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-03-01,238,238
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2008-03-01,3,3
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-03-01,49,49
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-03-01,21,21
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2008-03-01,27,27
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-03-01,2,2
SENA,malaria,numero de muestras hematicas tomadas,2008-03-01,318,318
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-03-01,14,14
SUCRE,malaria,numero de muestras hematicas tomadas,2008-03-01,4,4
TARVITA,malaria,numero de muestras hematicas tomadas,2008-03-01,8,8
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-03-01,37,37
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-03-01,1,1
TOMINA,malaria,numero de muestras hematicas tomadas,2008-03-01,3,3
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-03-01,24,24
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-03-01,353,353
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-03-01,39,39
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-03-01,2,2
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-03-01,78,78
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-03-01,56,56
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-03-01,392,392
ACACIO,malaria,numero de muestras hematicas tomadas,2008-04-01,17,17
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-04-01,9,9
ANZALDO,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
APOLO,malaria,numero de muestras hematicas tomadas,2008-04-01,36,36
AYATA,malaria,numero de muestras hematicas tomadas,2008-04-01,61,61
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-04-01,46,46
BAURES,malaria,numero de muestras hematicas tomadas,2008-04-01,122,122
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-04-01,70,70
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-04-01,586,586
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-04-01,3,3
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-04-01,11,11
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-04-01,36,36
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-04-01,32,32
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-04-01,461,461
COBIJA,malaria,numero de muestras hematicas tomadas,2008-04-01,209,209
CUEVO,malaria,numero de muestras hematicas tomadas,2008-04-01,37,37
CULPINA,malaria,numero de muestras hematicas tomadas,2008-04-01,5,5
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-04-01,125,125
EL VILLAR,malaria,numero de muestras hematicas tomadas,2008-04-01,4,4
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-04-01,272,272
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-04-01,83,83
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-04-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-04-01,32,32
GUANAY,malaria,numero de muestras hematicas tomadas,2008-04-01,40,40
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-04-01,2257,2257
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2008-04-01,2,2
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-04-01,11,11
HUARACAJE,malaria,numero de muestras hematicas tomadas,2008-04-01,25,25
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-04-01,16,16
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-04-01,14,14
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
LA PAZ,malaria,numero de muestras hematicas tomadas,2008-04-01,33,33
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-04-01,5,5
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-04-01,202,202
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-04-01,26,26
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-04-01,2,2
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-04-01,12,12
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-04-01,79,79
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-04-01,86,86
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-04-01,225,225
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-04-01,3,3
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-04-01,172,172
PADILLA,malaria,numero de muestras hematicas tomadas,2008-04-01,16,16
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-04-01,73,73
PAMPA GRANDE,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
PASORAPA,malaria,numero de muestras hematicas tomadas,2008-04-01,2,2
POROMA,malaria,numero de muestras hematicas tomadas,2008-04-01,39,39
PORONGO,malaria,numero de muestras hematicas tomadas,2008-04-01,7,7
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-04-01,59,59
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-04-01,24,24
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-04-01,238,238
REYES,malaria,numero de muestras hematicas tomadas,2008-04-01,9,9
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-04-01,4613,4613
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-04-01,6,6
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-04-01,156,156
SAMAIPATA,malaria,numero de muestras hematicas tomadas,2008-04-01,3,3
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-04-01,2,2
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-04-01,4,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-04-01,317,317
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-04-01,135,135
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2008-04-01,5,5
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-04-01,352,352
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2008-04-01,6,6
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-04-01,3,3
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-04-01,17,17
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2008-04-01,22,22
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-04-01,5,5
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-04-01,19,19
SANTA ROSA DEL SARA,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
SENA,malaria,numero de muestras hematicas tomadas,2008-04-01,470,470
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-04-01,12,12
SUCRE,malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
TACACOMA,malaria,numero de muestras hematicas tomadas,2008-04-01,2,2
TARVITA,malaria,numero de muestras hematicas tomadas,2008-04-01,6,6
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-04-01,35,35
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-04-01,11,11
TOMINA,malaria,numero de muestras hematicas tomadas,2008-04-01,10,10
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-04-01,24,24
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2008-04-01,1,1
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-04-01,6,6
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-04-01,2,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-04-01,367,367
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-04-01,56,56
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-04-01,17,17
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-04-01,31,31
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-04-01,18,18
WARNES,malaria,numero de muestras hematicas tomadas,2008-04-01,4,4
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-04-01,529,529
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-05-01,4,4
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-05-01,13,13
BAURES,malaria,numero de muestras hematicas tomadas,2008-05-01,124,124
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-05-01,49,49
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-05-01,473,473
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-05-01,2,2
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-05-01,6,6
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-05-01,49,49
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-05-01,36,36
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-05-01,19,19
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-05-01,171,171
CHIMORE,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
COBIJA,malaria,numero de muestras hematicas tomadas,2008-05-01,179,179
