municipality,group,variable,month,Total de casos confirmados,TOTAL
PALOS BLANCOS,malaria,total de casos confirmados,2008-02-01,3,3
PORVENIR,malaria,total de casos confirmados,2008-02-01,3,3
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-02-01,4,4
PUERTO RICO,malaria,total de casos confirmados,2008-02-01,10,10
REYES,malaria,total de casos confirmados,2008-02-01,12,12
RIBERALTA,malaria,total de casos confirmados,2008-02-01,374,374
SAN BORJA,malaria,total de casos confirmados,2008-02-01,3,3
SAN CARLOS,malaria,total de casos confirmados,2008-02-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-02-01,3,3
SAN LORENZO(PND),malaria,total de casos confirmados,2008-02-01,17,17
SAN PEDRO(PND),malaria,total de casos confirmados,2008-02-01,1,1
SENA,malaria,total de casos confirmados,2008-02-01,18,18
TEOPONTE,malaria,total de casos confirmados,2008-02-01,1,1
TORO TORO,malaria,total de casos confirmados,2008-02-01,24,24
VALLEGRANDE,malaria,total de casos confirmados,2008-02-01,4,4
VILLA MONTES,malaria,total de casos confirmados,2008-02-01,19,19
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-02-01,5,5
VILLA TUNARI,malaria,total de casos confirmados,2008-02-01,2,2
YACUIBA,malaria,total de casos confirmados,2008-02-01,69,69
YAPACANI,malaria,total de casos confirmados,2008-02-01,4,4
ZUDAÑEZ,malaria,total de casos confirmados,2008-02-01,2,2
AYATA,malaria,total de casos confirmados,2008-03-01,11,11
AZURDUY,malaria,total de casos confirmados,2008-03-01,7,7
BAURES,malaria,total de casos confirmados,2008-03-01,9,9
BELLA FLOR,malaria,total de casos confirmados,2008-03-01,1,1
BERMEJO,malaria,total de casos confirmados,2008-03-01,4,4
BUENA VISTA,malaria,total de casos confirmados,2008-03-01,6,6
CABEZAS,malaria,total de casos confirmados,2008-03-01,4,4
CAMIRI,malaria,total de casos confirmados,2008-03-01,1,1
CARANAVI,malaria,total de casos confirmados,2008-03-01,1,1
CARAPARI,malaria,total de casos confirmados,2008-03-01,24,24
COBIJA,malaria,total de casos confirmados,2008-03-01,20,20
CULPINA,malaria,total de casos confirmados,2008-03-01,3,3
EL TORNO,malaria,total de casos confirmados,2008-03-01,17,17
EL VILLAR,malaria,total de casos confirmados,2008-03-01,1,1
ENTRE RIOS,malaria,total de casos confirmados,2008-03-01,3,3
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-03-01,2,2
FILADELFIA,malaria,total de casos confirmados,2008-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-03-01,1,1
GUANAY,malaria,total de casos confirmados,2008-03-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-03-01,197,197
GUTIERREZ,malaria,total de casos confirmados,2008-03-01,1,1
INGAVI (HUMAITA),malaria,total de casos confirmados,2008-03-01,3,3
IXIAMAS,malaria,total de casos confirmados,2008-03-01,11,11
LA PAZ,malaria,total de casos confirmados,2008-03-01,5,5
MAPIRI,malaria,total de casos confirmados,2008-03-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2008-03-01,5,5
MONTEAGUDO,malaria,total de casos confirmados,2008-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-03-01,14,14
PADCAYA,malaria,total de casos confirmados,2008-03-01,1,1
PADILLA,malaria,total de casos confirmados,2008-03-01,1,1
PORONGO,malaria,total de casos confirmados,2008-03-01,1,1
PORVENIR,malaria,total de casos confirmados,2008-03-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2008-03-01,9,9
REYES,malaria,total de casos confirmados,2008-03-01,12,12
RIBERALTA,malaria,total de casos confirmados,2008-03-01,457,457
RURRENABAQUE,malaria,total de casos confirmados,2008-03-01,1,1
SAIPINA,malaria,total de casos confirmados,2008-03-01,2,2
SAMAIPATA,malaria,total de casos confirmados,2008-03-01,3,3
SAN BORJA,malaria,total de casos confirmados,2008-03-01,5,5
SAN CARLOS,malaria,total de casos confirmados,2008-03-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-03-01,8,8
SAN JOAQUIN,malaria,total de casos confirmados,2008-03-01,4,4
SAN LORENZO(PND),malaria,total de casos confirmados,2008-03-01,30,30
SAN LORENZO(TJA),malaria,total de casos confirmados,2008-03-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2008-03-01,2,2
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-03-01,2,2
SENA,malaria,total de casos confirmados,2008-03-01,25,25
TOMINA,malaria,total de casos confirmados,2008-03-01,2,2
TORO TORO,malaria,total de casos confirmados,2008-03-01,5,5
VILLA MONTES,malaria,total de casos confirmados,2008-03-01,20,20
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-03-01,6,6
YACUIBA,malaria,total de casos confirmados,2008-03-01,69,69
ANZALDO,malaria,total de casos confirmados,2008-04-01,1,1
APOLO,malaria,total de casos confirmados,2008-04-01,1,1
AYATA,malaria,total de casos confirmados,2008-04-01,2,2
AZURDUY,malaria,total de casos confirmados,2008-04-01,5,5
BAURES,malaria,total de casos confirmados,2008-04-01,1,1
BELLA FLOR,malaria,total de casos confirmados,2008-04-01,5,5
BERMEJO,malaria,total de casos confirmados,2008-04-01,5,5
CAMIRI,malaria,total de casos confirmados,2008-04-01,8,8
CARANAVI,malaria,total de casos confirmados,2008-04-01,3,3
CARAPARI,malaria,total de casos confirmados,2008-04-01,22,22
COBIJA,malaria,total de casos confirmados,2008-04-01,17,17
CULPINA,malaria,total de casos confirmados,2008-04-01,2,2
EL TORNO,malaria,total de casos confirmados,2008-04-01,19,19
ENTRE RIOS,malaria,total de casos confirmados,2008-04-01,5,5
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-04-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-04-01,9,9
GUANAY,malaria,total de casos confirmados,2008-04-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-04-01,268,268
HUACARETA,malaria,total de casos confirmados,2008-04-01,1,1
INCAHUASI,malaria,total de casos confirmados,2008-04-01,2,2
LA PAZ,malaria,total de casos confirmados,2008-04-01,6,6
MAPIRI,malaria,total de casos confirmados,2008-04-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2008-04-01,3,3
MONTEAGUDO,malaria,total de casos confirmados,2008-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2008-04-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-04-01,8,8
PADCAYA,malaria,total de casos confirmados,2008-04-01,1,1
PADILLA,malaria,total de casos confirmados,2008-04-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2008-04-01,3,3
PAMPA GRANDE,malaria,total de casos confirmados,2008-04-01,1,1
POROMA,malaria,total de casos confirmados,2008-04-01,1,1
PORONGO,malaria,total de casos confirmados,2008-04-01,4,4
PORVENIR,malaria,total de casos confirmados,2008-04-01,3,3
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-04-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2008-04-01,7,7
REYES,malaria,total de casos confirmados,2008-04-01,11,11
RIBERALTA,malaria,total de casos confirmados,2008-04-01,416,416
RURRENABAQUE,malaria,total de casos confirmados,2008-04-01,1,1
SAIPINA,malaria,total de casos confirmados,2008-04-01,2,2
SAMAIPATA,malaria,total de casos confirmados,2008-04-01,1,1
SAN BORJA,malaria,total de casos confirmados,2008-04-01,3,3
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-04-01,14,14
SAN JULIAN,malaria,total de casos confirmados,2008-04-01,3,3
SAN LORENZO(PND),malaria,total de casos confirmados,2008-04-01,8,8
SAN LORENZO(TJA),malaria,total de casos confirmados,2008-04-01,2,2
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2008-04-01,9,9
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-04-01,3,3
SANTA ROSA,malaria,total de casos confirmados,2008-04-01,2,2
SENA,malaria,total de casos confirmados,2008-04-01,42,42
TOMINA,malaria,total de casos confirmados,2008-04-01,3,3
TORO TORO,malaria,total de casos confirmados,2008-04-01,17,17
VILLA MONTES,malaria,total de casos confirmados,2008-04-01,6,6
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-04-01,4,4
YACUIBA,malaria,total de casos confirmados,2008-04-01,32,32
AZURDUY,malaria,total de casos confirmados,2008-05-01,5,5
BAURES,malaria,total de casos confirmados,2008-05-01,4,4
BELLA FLOR,malaria,total de casos confirmados,2008-05-01,2,2
BERMEJO,malaria,total de casos confirmados,2008-05-01,4,4
BUENA VISTA,malaria,total de casos confirmados,2008-05-01,2,2
CABEZAS,malaria,total de casos confirmados,2008-05-01,1,1
CARAPARI,malaria,total de casos confirmados,2008-05-01,6,6
COBIJA,malaria,total de casos confirmados,2008-05-01,11,11
COLOMI,malaria,total de casos confirmados,2008-05-01,1,1
EL TORNO,malaria,total de casos confirmados,2008-05-01,10,10
ENTRE RIOS,malaria,total de casos confirmados,2008-05-01,2,2
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-05-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-05-01,53,53
INCAHUASI,malaria,total de casos confirmados,2008-05-01,3,3
IXIAMAS,malaria,total de casos confirmados,2008-05-01,10,10
MOJOCOYA,malaria,total de casos confirmados,2008-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2008-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-05-01,5,5
POROMA,malaria,total de casos confirmados,2008-05-01,1,1
PORONGO,malaria,total de casos confirmados,2008-05-01,2,2
PORVENIR,malaria,total de casos confirmados,2008-05-01,1,1
PUERTO RICO,malaria,total de casos confirmados,2008-05-01,3,3
REYES,malaria,total de casos confirmados,2008-05-01,11,11
RIBERALTA,malaria,total de casos confirmados,2008-05-01,238,238
RURRENABAQUE,malaria,total de casos confirmados,2008-05-01,1,1
SAN BORJA,malaria,total de casos confirmados,2008-05-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-05-01,4,4
SAN JULIAN,malaria,total de casos confirmados,2008-05-01,8,8
SAN LORENZO(PND),malaria,total de casos confirmados,2008-05-01,10,10
SAN LORENZO(TJA),malaria,total de casos confirmados,2008-05-01,4,4
SAN LUCAS,malaria,total de casos confirmados,2008-05-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-05-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2008-05-01,1,1
SENA,malaria,total de casos confirmados,2008-05-01,11,11
TEOPONTE,malaria,total de casos confirmados,2008-05-01,1,1
TOMINA,malaria,total de casos confirmados,2008-05-01,2,2
TORO TORO,malaria,total de casos confirmados,2008-05-01,13,13
VILLA MONTES,malaria,total de casos confirmados,2008-05-01,1,1
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-05-01,2,2
VILLA SERRANO,malaria,total de casos confirmados,2008-05-01,1,1
YACUIBA,malaria,total de casos confirmados,2008-05-01,15,15
YAPACANI,malaria,total de casos confirmados,2008-05-01,1,1
ZUDAÑEZ,malaria,total de casos confirmados,2008-05-01,1,1
ACACIO,malaria,total de casos confirmados,2008-06-01,1,1
AYATA,malaria,total de casos confirmados,2008-06-01,1,1
AZURDUY,malaria,total de casos confirmados,2008-06-01,4,4
BAURES,malaria,total de casos confirmados,2008-06-01,13,13
BERMEJO,malaria,total de casos confirmados,2008-06-01,8,8
BUENA VISTA,malaria,total de casos confirmados,2008-06-01,6,6
CARAPARI,malaria,total de casos confirmados,2008-06-01,4,4
COBIJA,malaria,total de casos confirmados,2008-06-01,4,4
COCHABAMBA,malaria,total de casos confirmados,2008-06-01,1,1
CONCEPCION,malaria,total de casos confirmados,2008-06-01,1,1
EL TORNO,malaria,total de casos confirmados,2008-06-01,9,9
ENTRE RIOS,malaria,total de casos confirmados,2008-06-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-06-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-06-01,2,2
GUAYARAMERIN,malaria,total de casos confirmados,2008-06-01,213,213
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2008-06-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-06-01,8,8
PORONGO,malaria,total de casos confirmados,2008-06-01,10,10
PORVENIR,malaria,total de casos confirmados,2008-06-01,1,1
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-06-01,3,3
PUERTO RICO,malaria,total de casos confirmados,2008-06-01,5,5
REYES,malaria,total de casos confirmados,2008-06-01,11,11
RIBERALTA,malaria,total de casos confirmados,2008-06-01,302,302
RURRENABAQUE,malaria,total de casos confirmados,2008-06-01,1,1
SAN BORJA,malaria,total de casos confirmados,2008-06-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-06-01,6,6
SAN LORENZO(PND),malaria,total de casos confirmados,2008-06-01,20,20
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-06-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2008-06-01,2,2
SENA,malaria,total de casos confirmados,2008-06-01,1,1
TOMINA,malaria,total de casos confirmados,2008-06-01,2,2
TORO TORO,malaria,total de casos confirmados,2008-06-01,3,3
VALLEGRANDE,malaria,total de casos confirmados,2008-06-01,4,4
VILLA MONTES,malaria,total de casos confirmados,2008-06-01,3,3
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-06-01,5,5
VILLA TUNARI,malaria,total de casos confirmados,2008-06-01,2,2
YACUIBA,malaria,total de casos confirmados,2008-06-01,47,47
ZUDAÑEZ,malaria,total de casos confirmados,2008-06-01,1,1
ARAMPAMPA,malaria,total de casos confirmados,2008-07-01,2,2
BAURES,malaria,total de casos confirmados,2008-07-01,9,9
BELLA FLOR,malaria,total de casos confirmados,2008-07-01,5,5
BERMEJO,malaria,total de casos confirmados,2008-07-01,14,14
BUENA VISTA,malaria,total de casos confirmados,2008-07-01,3,3
CABEZAS,malaria,total de casos confirmados,2008-07-01,3,3
CARANAVI,malaria,total de casos confirmados,2008-07-01,1,1
CARAPARI,malaria,total de casos confirmados,2008-07-01,3,3
COBIJA,malaria,total de casos confirmados,2008-07-01,15,15
CUATRO CAÑADAS,malaria,total de casos confirmados,2008-07-01,13,13
EL TORNO,malaria,total de casos confirmados,2008-07-01,15,15
ENTRE RIOS,malaria,total de casos confirmados,2008-07-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-07-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-07-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-07-01,191,191
GUTIERREZ,malaria,total de casos confirmados,2008-07-01,3,3
IXIAMAS,malaria,total de casos confirmados,2008-07-01,1,1
LA PAZ,malaria,total de casos confirmados,2008-07-01,4,4
LAGUNILLAS,malaria,total de casos confirmados,2008-07-01,2,2
MAGDALENA,malaria,total de casos confirmados,2008-07-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2008-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-07-01,3,3
OMEREQUE,malaria,total de casos confirmados,2008-07-01,1,1
PADCAYA,malaria,total de casos confirmados,2008-07-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2008-07-01,1,1
PORONGO,malaria,total de casos confirmados,2008-07-01,4,4
PORVENIR,malaria,total de casos confirmados,2008-07-01,2,2
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-07-01,1,1
PUERTO RICO,malaria,total de casos confirmados,2008-07-01,3,3
RAVELO,malaria,total de casos confirmados,2008-07-01,8,8
REYES,malaria,total de casos confirmados,2008-07-01,8,8
RIBERALTA,malaria,total de casos confirmados,2008-07-01,274,274
SAN BORJA,malaria,total de casos confirmados,2008-07-01,2,2
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-07-01,31,31
SAN LORENZO(PND),malaria,total de casos confirmados,2008-07-01,16,16
SANTA ANA,malaria,total de casos confirmados,2008-07-01,2,2
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-07-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2008-07-01,4,4
SENA,malaria,total de casos confirmados,2008-07-01,6,6
SOPACHUY,malaria,total de casos confirmados,2008-07-01,1,1
TOMINA,malaria,total de casos confirmados,2008-07-01,1,1
TORO TORO,malaria,total de casos confirmados,2008-07-01,10,10
VALLEGRANDE,malaria,total de casos confirmados,2008-07-01,1,1
VILLA MONTES,malaria,total de casos confirmados,2008-07-01,5,5
VILLA TUNARI,malaria,total de casos confirmados,2008-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,total de casos confirmados,2008-07-01,1,1
YACUIBA,malaria,total de casos confirmados,2008-07-01,29,29
YAPACANI,malaria,total de casos confirmados,2008-07-01,2,2
AYATA,malaria,total de casos confirmados,2008-08-01,13,13
BAURES,malaria,total de casos confirmados,2008-08-01,15,15
BELLA FLOR,malaria,total de casos confirmados,2008-08-01,7,7
BERMEJO,malaria,total de casos confirmados,2008-08-01,27,27
BUENA VISTA,malaria,total de casos confirmados,2008-08-01,19,19
CABEZAS,malaria,total de casos confirmados,2008-08-01,14,14
CAMIRI,malaria,total de casos confirmados,2008-08-01,1,1
CARANAVI,malaria,total de casos confirmados,2008-08-01,1,1
COBIJA,malaria,total de casos confirmados,2008-08-01,15,15
COLOMI,malaria,total de casos confirmados,2008-08-01,1,1
EL TORNO,malaria,total de casos confirmados,2008-08-01,11,11
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-08-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-08-01,1,1
GUANAY,malaria,total de casos confirmados,2008-08-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-08-01,196,196
IXIAMAS,malaria,total de casos confirmados,2008-08-01,4,4
LA PAZ,malaria,total de casos confirmados,2008-08-01,2,2
LAGUNILLAS,malaria,total de casos confirmados,2008-08-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2008-08-01,4,4
MONTEAGUDO,malaria,total de casos confirmados,2008-08-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2008-08-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-08-01,8,8
PADILLA,malaria,total de casos confirmados,2008-08-01,1,1
PALOS BLANCOS,malaria,total de casos confirmados,2008-08-01,2,2
PORONGO,malaria,total de casos confirmados,2008-08-01,4,4
PORVENIR,malaria,total de casos confirmados,2008-08-01,6,6
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-08-01,1,1
PUERTO RICO,malaria,total de casos confirmados,2008-08-01,3,3
REYES,malaria,total de casos confirmados,2008-08-01,4,4
RIBERALTA,malaria,total de casos confirmados,2008-08-01,316,316
RURRENABAQUE,malaria,total de casos confirmados,2008-08-01,1,1
SAN BORJA,malaria,total de casos confirmados,2008-08-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-08-01,9,9
SAN LORENZO(PND),malaria,total de casos confirmados,2008-08-01,16,16
SANTA ANA,malaria,total de casos confirmados,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-08-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2008-08-01,2,2
SENA,malaria,total de casos confirmados,2008-08-01,14,14
TEOPONTE,malaria,total de casos confirmados,2008-08-01,2,2
TORO TORO,malaria,total de casos confirmados,2008-08-01,20,20
VILLA MONTES,malaria,total de casos confirmados,2008-08-01,2,2
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-08-01,1,1
VILLA TUNARI,malaria,total de casos confirmados,2008-08-01,3,3
YACUIBA,malaria,total de casos confirmados,2008-08-01,9,9
YAPACANI,malaria,total de casos confirmados,2008-08-01,1,1
AYATA,malaria,total de casos confirmados,2008-09-01,6,6
AZURDUY,malaria,total de casos confirmados,2008-09-01,6,6
BAURES,malaria,total de casos confirmados,2008-09-01,15,15
BERMEJO,malaria,total de casos confirmados,2008-09-01,14,14
BUENA VISTA,malaria,total de casos confirmados,2008-09-01,8,8
CARANAVI,malaria,total de casos confirmados,2008-09-01,4,4
CARAPARI,malaria,total de casos confirmados,2008-09-01,2,2
COBIJA,malaria,total de casos confirmados,2008-09-01,11,11
CUEVO,malaria,total de casos confirmados,2008-09-01,2,2
EL TORNO,malaria,total de casos confirmados,2008-09-01,19,19
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-09-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-09-01,2,2
GUANAY,malaria,total de casos confirmados,2008-09-01,5,5
GUAYARAMERIN,malaria,total de casos confirmados,2008-09-01,166,166
HUACARETA,malaria,total de casos confirmados,2008-09-01,1,1
INGAVI (HUMAITA),malaria,total de casos confirmados,2008-09-01,6,6
LA GUARDIA,malaria,total de casos confirmados,2008-09-01,2,2
LA PAZ,malaria,total de casos confirmados,2008-09-01,2,2
MAGDALENA,malaria,total de casos confirmados,2008-09-01,1,1
MAPIRI,malaria,total de casos confirmados,2008-09-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2008-09-01,1,1
MONTEAGUDO,malaria,total de casos confirmados,2008-09-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-09-01,14,14
PADCAYA,malaria,total de casos confirmados,2008-09-01,1,1
PADILLA,malaria,total de casos confirmados,2008-09-01,2,2
PORONGO,malaria,total de casos confirmados,2008-09-01,2,2
PORVENIR,malaria,total de casos confirmados,2008-09-01,2,2
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-09-01,4,4
PUERTO RICO,malaria,total de casos confirmados,2008-09-01,3,3
REYES,malaria,total de casos confirmados,2008-09-01,4,4
RIBERALTA,malaria,total de casos confirmados,2008-09-01,274,274
SAN BORJA,malaria,total de casos confirmados,2008-09-01,1,1
SAN BUENA VENTURA,malaria,total de casos confirmados,2008-09-01,1,1
