municipality,group,variable,month,Sueros,TOTAL
PUERTO PEREZ,otras actividades de enfermeria,sueros,2007-01-01,1,1
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2007-01-01,63,63
PUERTO RICO,otras actividades de enfermeria,sueros,2007-01-01,21,21
PUERTO SILES,otras actividades de enfermeria,sueros,2007-01-01,1,1
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2007-01-01,209,209
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2007-01-01,1585,1585
PUNA,otras actividades de enfermeria,sueros,2007-01-01,52,52
PUNATA,otras actividades de enfermeria,sueros,2007-01-01,476,476
QUILLACOLLO,otras actividades de enfermeria,sueros,2007-01-01,1280,1280
QUIME,otras actividades de enfermeria,sueros,2007-01-01,17,17
QUIRUSILLAS,otras actividades de enfermeria,sueros,2007-01-01,3,3
RAVELO,otras actividades de enfermeria,sueros,2007-01-01,32,32
REYES,otras actividades de enfermeria,sueros,2007-01-01,107,107
RIBERALTA,otras actividades de enfermeria,sueros,2007-01-01,2256,2256
ROBORE,otras actividades de enfermeria,sueros,2007-01-01,240,240
RURRENABAQUE,otras actividades de enfermeria,sueros,2007-01-01,68,68
SABAYA,otras actividades de enfermeria,sueros,2007-01-01,8,8
SACABA,otras actividades de enfermeria,sueros,2007-01-01,493,493
SACABAMBA,otras actividades de enfermeria,sueros,2007-01-01,22,22
SACACA,otras actividades de enfermeria,sueros,2007-01-01,26,26
SAIPINA,otras actividades de enfermeria,sueros,2007-01-01,10,10
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2007-01-01,17,17
SAMAIPATA,otras actividades de enfermeria,sueros,2007-01-01,33,33
SAN AGUSTIN,otras actividades de enfermeria,sueros,2007-01-01,10,10
SAN ANDRES,otras actividades de enfermeria,sueros,2007-01-01,4,4
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2007-01-01,6,6
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2007-01-01,3,3
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2007-01-01,37,37
SAN BENITO,otras actividades de enfermeria,sueros,2007-01-01,11,11
SAN BORJA,otras actividades de enfermeria,sueros,2007-01-01,431,431
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2007-01-01,44,44
SAN CARLOS,otras actividades de enfermeria,sueros,2007-01-01,294,294
SAN IGNACIO,otras actividades de enfermeria,sueros,2007-01-01,72,72
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2007-01-01,891,891
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2007-01-01,105,105
SAN JOAQUIN,otras actividades de enfermeria,sueros,2007-01-01,78,78
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2007-01-01,134,134
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2007-01-01,94,94
SAN JULIAN,otras actividades de enfermeria,sueros,2007-01-01,86,86
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2007-01-01,11,11
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2007-01-01,57,57
SAN LUCAS,otras actividades de enfermeria,sueros,2007-01-01,84,84
SAN MATIAS,otras actividades de enfermeria,sueros,2007-01-01,120,120
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2007-01-01,38,38
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2007-01-01,19,19
SAN PEDRO,otras actividades de enfermeria,sueros,2007-01-01,68,68
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2007-01-01,32,32
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2007-01-01,5,5
SAN PEDRO DE QUEMES,otras actividades de enfermeria,sueros,2007-01-01,1,1
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2007-01-01,7,7
SAN RAFAEL,otras actividades de enfermeria,sueros,2007-01-01,33,33
SAN RAMON,otras actividades de enfermeria,sueros,2007-01-01,131,131
SAN RAMON,otras actividades de enfermeria,sueros,2007-01-01,27,27
SANTA ANA,otras actividades de enfermeria,sueros,2007-01-01,223,223
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2007-01-01,12106,12106
SANTA ROSA,otras actividades de enfermeria,sueros,2007-01-01,35,35
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2007-01-01,61,61
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2007-01-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2007-01-01,28,28
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2007-01-01,13,13
SANTIVAÑES,otras actividades de enfermeria,sueros,2007-01-01,7,7
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2007-01-01,1,1
SAPAHAQUI,otras actividades de enfermeria,sueros,2007-01-01,13,13
SENA,otras actividades de enfermeria,sueros,2007-01-01,10,10
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2007-01-01,13,13
SIPE SIPE,otras actividades de enfermeria,sueros,2007-01-01,29,29
SOPACHUY,otras actividades de enfermeria,sueros,2007-01-01,10,10
SORACACHI,otras actividades de enfermeria,sueros,2007-01-01,7,7
SORATA,otras actividades de enfermeria,sueros,2007-01-01,13,13
SUCRE,otras actividades de enfermeria,sueros,2007-01-01,5936,5936
TACACOMA,otras actividades de enfermeria,sueros,2007-01-01,4,4
TACOBAMBA,otras actividades de enfermeria,sueros,2007-01-01,8,8
TACOPAYA,otras actividades de enfermeria,sueros,2007-01-01,17,17
TAHUA,otras actividades de enfermeria,sueros,2007-01-01,2,2
TAPACARI,otras actividades de enfermeria,sueros,2007-01-01,15,15
TARABUCO,otras actividades de enfermeria,sueros,2007-01-01,166,166
TARACO,otras actividades de enfermeria,sueros,2007-01-01,7,7
TARATA,otras actividades de enfermeria,sueros,2007-01-01,3,3
TARIJA,otras actividades de enfermeria,sueros,2007-01-01,16751,16751
TARVITA,otras actividades de enfermeria,sueros,2007-01-01,40,40
TEOPONTE,otras actividades de enfermeria,sueros,2007-01-01,4,4
TIAWANACU,otras actividades de enfermeria,sueros,2007-01-01,11,11
TINGUIPAYA,otras actividades de enfermeria,sueros,2007-01-01,30,30
TIPUANI,otras actividades de enfermeria,sueros,2007-01-01,18,18
TIQUIPAYA,otras actividades de enfermeria,sueros,2007-01-01,35,35
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2007-01-01,179,179
TOCO,otras actividades de enfermeria,sueros,2007-01-01,8,8
TOLATA,otras actividades de enfermeria,sueros,2007-01-01,1,1
TOLEDO,otras actividades de enfermeria,sueros,2007-01-01,22,22
TOMAVE,otras actividades de enfermeria,sueros,2007-01-01,30,30
TOMINA,otras actividades de enfermeria,sueros,2007-01-01,48,48
TORO TORO,otras actividades de enfermeria,sueros,2007-01-01,18,18
TOTORA(CBBA),otras actividades de enfermeria,sueros,2007-01-01,25,25
TOTORA(ORR),otras actividades de enfermeria,sueros,2007-01-01,7,7
TRIGAL,otras actividades de enfermeria,sueros,2007-01-01,4,4
TRINIDAD,otras actividades de enfermeria,sueros,2007-01-01,5445,5445
TUPIZA,otras actividades de enfermeria,sueros,2007-01-01,1388,1388
TURCO,otras actividades de enfermeria,sueros,2007-01-01,50,50
UMALA,otras actividades de enfermeria,sueros,2007-01-01,3,3
UNCIA,otras actividades de enfermeria,sueros,2007-01-01,1351,1351
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2007-01-01,71,71
URUBICHA,otras actividades de enfermeria,sueros,2007-01-01,25,25
UYUNI,otras actividades de enfermeria,sueros,2007-01-01,436,436
VACAS,otras actividades de enfermeria,sueros,2007-01-01,14,14
VALLEGRANDE,otras actividades de enfermeria,sueros,2007-01-01,322,322
VIACHA,otras actividades de enfermeria,sueros,2007-01-01,191,191
VILA VILA,otras actividades de enfermeria,sueros,2007-01-01,2,2
VILLA MONTES,otras actividades de enfermeria,sueros,2007-01-01,40,40
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2007-01-01,8,8
VILLA RIVERO,otras actividades de enfermeria,sueros,2007-01-01,7,7
VILLA SERRANO,otras actividades de enfermeria,sueros,2007-01-01,14,14
VILLA TUNARI,otras actividades de enfermeria,sueros,2007-01-01,197,197
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2007-01-01,27,27
VILLAZON,otras actividades de enfermeria,sueros,2007-01-01,927,927
VINTO,otras actividades de enfermeria,sueros,2007-01-01,113,113
VITICHI,otras actividades de enfermeria,sueros,2007-01-01,16,16
WALDO BALLIVIAN,otras actividades de enfermeria,sueros,2007-01-01,2,2
WARNES,otras actividades de enfermeria,sueros,2007-01-01,20,20
YACO,otras actividades de enfermeria,sueros,2007-01-01,5,5
YACUIBA,otras actividades de enfermeria,sueros,2007-01-01,2288,2288
YAMPARAEZ,otras actividades de enfermeria,sueros,2007-01-01,14,14
YANACACHI,otras actividades de enfermeria,sueros,2007-01-01,4,4
YAPACANI,otras actividades de enfermeria,sueros,2007-01-01,194,194
YOCALLA,otras actividades de enfermeria,sueros,2007-01-01,7,7
YOTALA,otras actividades de enfermeria,sueros,2007-01-01,24,24
YUNCHARA,otras actividades de enfermeria,sueros,2007-01-01,31,31
ZUDAÑEZ,otras actividades de enfermeria,sueros,2007-01-01,28,28
ACACIO,otras actividades de enfermeria,sueros,2007-02-01,6,6
ACHACACHI,otras actividades de enfermeria,sueros,2007-02-01,73,73
ACHOCALLA,otras actividades de enfermeria,sueros,2007-02-01,2,2
AIQUILE,otras actividades de enfermeria,sueros,2007-02-01,78,78
ALALAY,otras actividades de enfermeria,sueros,2007-02-01,2,2
ALCALA,otras actividades de enfermeria,sueros,2007-02-01,11,11
ANCORAIMES,otras actividades de enfermeria,sueros,2007-02-01,7,7
ANDAMARCA,otras actividades de enfermeria,sueros,2007-02-01,5,5
ANTEQUERA,otras actividades de enfermeria,sueros,2007-02-01,8,8
ANZALDO,otras actividades de enfermeria,sueros,2007-02-01,9,9
APOLO,otras actividades de enfermeria,sueros,2007-02-01,42,42
ARAMPAMPA,otras actividades de enfermeria,sueros,2007-02-01,4,4
ARANI,otras actividades de enfermeria,sueros,2007-02-01,11,11
ARBIETO,otras actividades de enfermeria,sueros,2007-02-01,5,5
ARQUE,otras actividades de enfermeria,sueros,2007-02-01,12,12
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2007-02-01,342,342
ATOCHA,otras actividades de enfermeria,sueros,2007-02-01,325,325
AYATA,otras actividades de enfermeria,sueros,2007-02-01,5,5
AYO AYO,otras actividades de enfermeria,sueros,2007-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2007-02-01,46,46
AZURDUY,otras actividades de enfermeria,sueros,2007-02-01,40,40
BATALLAS,otras actividades de enfermeria,sueros,2007-02-01,8,8
BAURES,otras actividades de enfermeria,sueros,2007-02-01,13,13
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2007-02-01,1,1
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2007-02-01,4,4
BELLA FLOR,otras actividades de enfermeria,sueros,2007-02-01,1,1
BERMEJO,otras actividades de enfermeria,sueros,2007-02-01,713,713
BETANZOS,otras actividades de enfermeria,sueros,2007-02-01,56,56
BOLIVAR,otras actividades de enfermeria,sueros,2007-02-01,4,4
BOYUIBE,otras actividades de enfermeria,sueros,2007-02-01,37,37
BUENA VISTA,otras actividades de enfermeria,sueros,2007-02-01,45,45
CABEZAS,otras actividades de enfermeria,sueros,2007-02-01,75,75
CAIROMA,otras actividades de enfermeria,sueros,2007-02-01,22,22
"CAIZA ""D""",otras actividades de enfermeria,sueros,2007-02-01,23,23
CAJUATA,otras actividades de enfermeria,sueros,2007-02-01,24,24
CALACOTO,otras actividades de enfermeria,sueros,2007-02-01,3,3
CALAMARCA,otras actividades de enfermeria,sueros,2007-02-01,13,13
CAMARGO,otras actividades de enfermeria,sueros,2007-02-01,26,26
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2007-02-01,20,20
CAMIRI,otras actividades de enfermeria,sueros,2007-02-01,681,681
CAPINOTA,otras actividades de enfermeria,sueros,2007-02-01,218,218
CAQUIAVIRI,otras actividades de enfermeria,sueros,2007-02-01,12,12
CARACOLLO,otras actividades de enfermeria,sueros,2007-02-01,8,8
CARANAVI,otras actividades de enfermeria,sueros,2007-02-01,205,205
CARAPARI,otras actividades de enfermeria,sueros,2007-02-01,46,46
CARIPUYO,otras actividades de enfermeria,sueros,2007-02-01,19,19
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2007-02-01,13,13
CATACORA,otras actividades de enfermeria,sueros,2007-02-01,5,5
CHALLAPATA,otras actividades de enfermeria,sueros,2007-02-01,40,40
CHAQUI,otras actividades de enfermeria,sueros,2007-02-01,9,9
CHARAGUA,otras actividades de enfermeria,sueros,2007-02-01,161,161
CHAYANTA,otras actividades de enfermeria,sueros,2007-02-01,39,39
CHIMORE,otras actividades de enfermeria,sueros,2007-02-01,39,39
CHIPAYA,otras actividades de enfermeria,sueros,2007-02-01,1,1
CHOQUE COTA,otras actividades de enfermeria,sueros,2007-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2007-02-01,90,90
CHUMA,otras actividades de enfermeria,sueros,2007-02-01,4,4
CLIZA,otras actividades de enfermeria,sueros,2007-02-01,11,11
COBIJA,otras actividades de enfermeria,sueros,2007-02-01,424,424
COCHABAMBA,otras actividades de enfermeria,sueros,2007-02-01,5844,5844
COIPASA,otras actividades de enfermeria,sueros,2007-02-01,1,1
COLCAPIRHUA,otras actividades de enfermeria,sueros,2007-02-01,93,93
"COLCHA ""K""",otras actividades de enfermeria,sueros,2007-02-01,27,27
COLLANA,otras actividades de enfermeria,sueros,2007-02-01,5,5
COLOMI,otras actividades de enfermeria,sueros,2007-02-01,18,18
COLPA BELGICA,otras actividades de enfermeria,sueros,2007-02-01,18,18
COLQUECHACA,otras actividades de enfermeria,sueros,2007-02-01,29,29
COLQUENCHA,otras actividades de enfermeria,sueros,2007-02-01,5,5
COLQUIRI,otras actividades de enfermeria,sueros,2007-02-01,31,31
COMANCHE,otras actividades de enfermeria,sueros,2007-02-01,3,3
COMARAPA,otras actividades de enfermeria,sueros,2007-02-01,94,94
COMBAYA,otras actividades de enfermeria,sueros,2007-02-01,2,2
CONCEPCION,otras actividades de enfermeria,sueros,2007-02-01,11,11
COPACABANA,otras actividades de enfermeria,sueros,2007-02-01,26,26
CORIPATA,otras actividades de enfermeria,sueros,2007-02-01,34,34
CORO CORO,otras actividades de enfermeria,sueros,2007-02-01,6,6
COROICO,otras actividades de enfermeria,sueros,2007-02-01,268,268
