municipality,group,variable,month,Curaciones y/o suturas,TOTAL
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,13,13
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,12,12
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,7,7
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3,3
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,192,192
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,17,17
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,115,115
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,15,15
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,72,72
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,163,163
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,9,9
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,75,75
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,69,69
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,196,196
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,746,746
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,7939,7939
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,4,4
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,150,150
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,44,44
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,10,10
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,160,160
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,278,278
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,111,111
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,27,27
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,121,121
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,10,10
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,58,58
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,10,10
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,39,39
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,82,82
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,93,93
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,34,34
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,201,201
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,35,35
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,362,362
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,460,460
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,151,151
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,49,49
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,78,78
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,48,48
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,2,2
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,60,60
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,8396,8396
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,27,27
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,62,62
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,79,79
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1408,1408
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,13,13
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,254,254
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,133,133
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1,1
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,47,47
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3,3
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,21,21
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,174,174
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,42,42
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,37,37
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,33,33
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,90,90
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,32,32
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1504,1504
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,70,70
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,21,21
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,19,19
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,42,42
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,651,651
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,29,29
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,4,4
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,5,5
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,58,58
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,35,35
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,4,4
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,27,27
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,108,108
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,76,76
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,34,34
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,74,74
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,651,651
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,28063,28063
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,2,2
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,39,39
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,76,76
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,15,15
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,17,17
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,300,300
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,12,12
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,94,94
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,89,89
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,60,60
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,409,409
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,233,233
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,96,96
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,90,90
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,86,86
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,79,79
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,45,45
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,13,13
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,8,8
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,335,335
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1534,1534
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,12,12
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,63,63
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,14,14
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,17,17
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,40,40
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,75,75
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,25,25
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,7325,7325
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,178,178
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,80,80
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,88,88
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,34,34
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,120,120
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,26,26
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,49,49
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,11,11
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,6,6
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,96,96
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,88,88
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,13,13
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,75,75
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,67,67
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,16,16
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,117,117
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,24,24
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,46,46
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,31,31
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,625,625
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,103,103
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,24,24
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3532,3532
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,11,11
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,2,2
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,58,58
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,110,110
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,43,43
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,37,37
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,27,27
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,107,107
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,71,71
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1,1
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,388,388
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,361,361
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,138,138
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,653,653
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,9,9
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,961,961
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,78,78
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,21,21
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,17,17
REYES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,221,221
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1327,1327
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,144,144
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,161,161
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,12,12
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1007,1007
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,29,29
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,71,71
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,37,37
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,45,45
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,69,69
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,20,20
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,49,49
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,8,8
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,53,53
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,97,97
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,553,553
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,53,53
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,202,202
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,292,292
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,778,778
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,11,11
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,106,106
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,148,148
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,165,165
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,295,295
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,441,441
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,8,8
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,131,131
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,57,57
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,92,92
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,162,162
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,12,12
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,220,220
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,20,20
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3,3
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,34,34
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,68,68
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,29,29
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,212,212
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,272,272
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,23119,23119
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,148,148
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,170,170
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,21,21
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,58,58
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,12,12
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,87,87
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,39,39
SENA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,82,82
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,97,97
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,9,9
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,211,211
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,27,27
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,22,22
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,74,74
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,6615,6615
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3,3
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,40,40
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,10,10
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,59,59
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,98,98
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,26,26
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,79,79
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,11247,11247
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,34,34
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,38,38
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,39,39
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,45,45
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,32,32
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,352,352
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,205,205
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,15,15
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,80,80
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,1,1
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,55,55
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,74,74
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,74,74
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,46,46
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,46,46
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,50,50
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,4,4
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,61,61
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3884,3884
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,950,950
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,31,31
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,3,3
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,279,279
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,116,116
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,80,80
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,335,335
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,43,43
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,329,329
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,456,456
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,16,16
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,279,279
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,20,20
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,45,45
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,62,62
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,281,281
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,43,43
VILLAZON,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,617,617
VINTO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,295,295
VITICHI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,40,40
WALDO BALLIVIAN,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,4,4
WARNES,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,264,264
YACO,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,18,18
YACUIBA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,2432,2432
YAMPARAEZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,11,11
YANACACHI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,16,16
YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,237,237
YOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,16,16
YOTALA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,77,77
YUNCHARA,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,25,25
ZUDAÑEZ,otras actividades de enfermeria,curaciones y/o suturas,2007-01-01,51,51
ACACIO,otras actividades de enfermeria,curaciones y/o suturas,2007-02-01,39,39
