,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-01-01,3,2,11,0,14,2
MONTERO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,3,1,0,1,3
PADILLA,chagas,tratamientos de 15 anos y mas,2024-01-01,0,1,0,0,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2024-01-01,0,1,1,0,1,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-01-01,1,6,2,1,3,7
PUNATA,chagas,tratamientos de 15 anos y mas,2024-01-01,1,0,0,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2024-01-01,5,9,2,1,7,10
SAN BENITO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,0,1,0,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,0,1,0,1
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-01-01,8,19,6,15,14,34
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-01-01,2,3,2,2,4,5
SUCRE,chagas,tratamientos de 15 anos y mas,2024-01-01,0,2,1,3,1,5
TACACHI,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,2,0,2,0
TARABUCO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,1,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2024-01-01,9,10,0,0,9,10
TARVITA,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,0,1,0,1
TOCO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,1,0,1,0,2
TOLATA,chagas,tratamientos de 15 anos y mas,2024-01-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-01-01,1,0,1,0,2,0
TRIGAL,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-01-01,10,15,6,15,16,30
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,2,1,2,1
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,0,1,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-01-01,1,2,0,1,1,3
VINTO,chagas,tratamientos de 15 anos y mas,2024-01-01,0,4,0,1,0,5
WARNES,chagas,tratamientos de 15 anos y mas,2024-01-01,0,1,0,0,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-01-01,0,1,1,1,1,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-01-01,1,0,4,8,5,8
YAPACANI,chagas,tratamientos de 15 anos y mas,2024-01-01,4,4,1,1,5,5
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-02-01,2,0,0,0,2,0
ALCALA,chagas,tratamientos de 15 anos y mas,2024-02-01,1,0,0,1,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-02-01,0,2,0,0,0,2
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,2,0,2
AZURDUY,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,4,0,0,0,4
CARAPARI,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-02-01,0,2,0,0,0,2
CLIZA,chagas,tratamientos de 15 anos y mas,2024-02-01,1,1,0,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-02-01,13,19,7,3,20,22
COMARAPA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-02-01,0,2,0,0,0,2
FERNANDEZ ALONSO,chagas,tratamientos de 15 anos y mas,2024-02-01,1,0,0,0,1,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-02-01,2,1,0,2,2,3
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-02-01,0,2,0,0,0,2
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2024-02-01,1,3,0,1,1,4
POROMA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
POTOSI,chagas,tratamientos de 15 anos y mas,2024-02-01,1,1,0,0,1,1
PUCARA,chagas,tratamientos de 15 anos y mas,2024-02-01,1,0,0,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-02-01,2,0,1,0,3,0
PUNATA,chagas,tratamientos de 15 anos y mas,2024-02-01,3,4,0,0,3,4
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-02-01,0,2,1,1,1,3
SACABA,chagas,tratamientos de 15 anos y mas,2024-02-01,1,3,0,1,1,4
SAN BORJA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-02-01,3,2,0,0,3,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,7,0,2,0,9
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-02-01,1,0,0,0,1,0
SUCRE,chagas,tratamientos de 15 anos y mas,2024-02-01,1,4,0,0,1,4
TARATA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,0,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2024-02-01,6,9,0,0,6,9
TOLATA,chagas,tratamientos de 15 anos y mas,2024-02-01,0,2,0,0,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-02-01,10,23,2,2,12,25
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
VINTO,chagas,tratamientos de 15 anos y mas,2024-02-01,0,1,0,0,0,1
WARNES,chagas,tratamientos de 15 anos y mas,2024-02-01,2,1,0,0,2,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-02-01,1,0,0,1,1,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2024-02-01,1,0,0,0,1,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-03-01,2,3,0,1,2,4
ALCALA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,2,0,0,0,2
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,2,0,0,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,2,0,3
ARQUE,chagas,tratamientos de 15 anos y mas,2024-03-01,1,0,0,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,1,0,1,0
BERMEJO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,0,1,0,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-03-01,1,1,0,0,1,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,2,2,0,3,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2024-03-01,1,3,0,0,1,3
CHAQUI,chagas,tratamientos de 15 anos y mas,2024-03-01,2,1,0,0,2,1
CLIZA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-03-01,19,24,6,6,25,30
COTAGAITA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,0,1,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2024-03-01,3,2,0,0,3,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2024-03-01,1,1,0,0,1,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,1,2,1,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,3,0,1,0,4
GAIOC JATUN AYLLU YURA,chagas,tratamientos de 15 anos y mas,2024-03-01,3,7,0,0,3,7
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,1,0,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-03-01,2,4,0,3,2,7
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,2,3,2,4
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
MONTERO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,0,2,0,2
POROMA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,1,0,2
PORONGO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
POTOSI,chagas,tratamientos de 15 anos y mas,2024-03-01,1,2,0,0,1,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-03-01,0,2,0,2,0,4
PUNA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,1,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,2,0,0,1,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-03-01,2,3,0,2,2,5
SACABA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,5,1,1,2,6
SAN BORJA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,1,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-03-01,6,10,7,10,13,20
SICAYA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,1,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2024-03-01,7,11,0,1,7,12
TARATA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2024-03-01,20,22,4,1,24,23
TOLATA,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,1,0,1,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,1,0,1,0
TRIGAL,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-03-01,9,9,10,15,19,24
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-03-01,1,1,1,0,2,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-03-01,2,4,0,0,2,4
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-03-01,2,0,2,2,4,2
VINTO,chagas,tratamientos de 15 anos y mas,2024-03-01,0,1,0,2,0,3
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-03-01,1,1,0,0,1,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-03-01,0,0,1,0,1,0
YAPACANI,chagas,tratamientos de 15 anos y mas,2024-03-01,2,3,1,1,3,4
ALCALA,chagas,tratamientos de 15 anos y mas,2024-04-01,1,0,1,0,2,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-04-01,1,1,0,2,1,3
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-04-01,2,0,0,0,2,0
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,1,0,2
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-04-01,3,3,0,0,3,3
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,1,2,1,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2024-04-01,1,0,0,0,1,0
CLIZA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-04-01,11,17,14,9,25,26
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2024-04-01,3,2,0,0,3,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,3,4,3,4,6
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-04-01,2,4,2,1,4,5
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-04-01,2,1,0,3,2,4
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,1,0,2
POROMA,chagas,tratamientos de 15 anos y mas,2024-04-01,1,0,0,0,1,0
POTOSI,chagas,tratamientos de 15 anos y mas,2024-04-01,0,3,0,0,0,3
PUCARA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-04-01,4,1,0,4,4,5
PUNATA,chagas,tratamientos de 15 anos y mas,2024-04-01,1,1,0,0,1,1
RAVELO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,1,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2024-04-01,3,7,1,4,4,11
SAN BENITO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
SAN BORJA,chagas,tratamientos de 15 anos y mas,2024-04-01,1,0,0,0,1,0
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-04-01,1,2,3,2,4,4
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2024-04-01,1,1,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-04-01,4,11,2,9,6,20
SHINAOTA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
SICAYA,chagas,tratamientos de 15 anos y mas,2024-04-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-04-01,2,4,1,0,3,4
SOPACHUY,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2024-04-01,4,5,0,6,4,11
TARATA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2024-04-01,15,20,7,10,22,30
TOCO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
TOLATA,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,2,0,2
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-04-01,1,2,0,0,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-04-01,14,18,9,22,23,40
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-04-01,0,6,0,0,0,6
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,1,0,1
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-04-01,0,3,0,0,0,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,4,0,5
VINTO,chagas,tratamientos de 15 anos y mas,2024-04-01,0,0,0,2,0,2
VITICHI,chagas,tratamientos de 15 anos y mas,2024-04-01,2,0,0,0,2,0
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,0,0,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2024-04-01,0,1,1,0,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
ARANI,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2024-05-01,1,0,0,0,1,0
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-05-01,1,3,0,0,1,3
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,1,2,1,2
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-05-01,0,2,0,0,0,2
CLIZA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,2,0,0,0,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-05-01,21,41,11,23,32,64
EL TORNO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-05-01,2,3,1,2,3,5
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-05-01,4,6,1,4,5,10
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-05-01,1,1,0,0,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,2,0,2
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,2,0,1,0,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,1,1,1,1
MONTERO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
MORO MORO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2024-05-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2024-05-01,1,0,0,0,1,0
PASORAPA,chagas,tratamientos de 15 anos y mas,2024-05-01,2,1,0,0,2,1
POROMA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
PORONGO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
PRESTO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-05-01,0,3,1,1,1,4
PUNA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,3,0,0,0,3
PUNATA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,4,2,3,2,7
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2024-05-01,2,1,0,0,2,1
RAVELO,chagas,tratamientos de 15 anos y mas,2024-05-01,3,2,0,0,3,2
RIBERALTA,chagas,tratamientos de 15 anos y mas,2024-05-01,1,0,0,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,6,2,1,2,7
SAN BORJA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,1,0,1,0
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-05-01,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-05-01,9,21,4,7,13,28
SHINAOTA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
SICAYA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-05-01,1,1,1,0,2,1
SUCRE,chagas,tratamientos de 15 anos y mas,2024-05-01,10,8,2,3,12,11
TARIJA,chagas,tratamientos de 15 anos y mas,2024-05-01,5,8,15,12,20,20
TOLATA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-05-01,4,9,9,9,13,18
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,1,0,2
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-05-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-05-01,2,4,2,1,4,5
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2024-05-01,1,0,0,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-05-01,0,3,2,0,2,3
VINTO,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,1,0,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,2,0,0,0,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-05-01,1,1,0,0,1,1
YUNCHARA,chagas,tratamientos de 15 anos y mas,2024-05-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-06-01,1,0,0,1,1,1
ALCALA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,1,1,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-06-01,1,1,0,1,1,2
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-06-01,1,4,0,1,1,5
ARQUE,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,3,0,3,1
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos de 15 anos y mas,2024-06-01,0,2,0,0,0,2
BERMEJO,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,1,0,1,0
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-06-01,5,4,0,0,5,4
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,0,1,0,1
CHAQUI,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,0,1,0,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-06-01,6,19,15,11,21,30
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,2,0,1,1,3
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2024-06-01,2,3,0,0,2,3
EL TORNO,chagas,tratamientos de 15 anos y mas,2024-06-01,3,1,0,1,3,2
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,0,1,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-06-01,2,3,0,1,2,4
ICLA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,0,0,0,1,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,6,1,2,2,8
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-06-01,0,2,1,1,1,3
