municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2009-01-01,68,68
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2009-01-01,20,20
HUACARETA,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2009-01-01,8,8
HUANUNI,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
ICLA,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
IRUPANA (VILLA DE LANZA),referencias,pacientes referidos a otros establecimientos,2009-01-01,19,19
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,7,7
JESUS DE MACHACA,referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2009-01-01,126,126
LA PAZ,referencias,pacientes referidos a otros establecimientos,2009-01-01,6508,6508
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,17,17
LAJA,referencias,pacientes referidos a otros establecimientos,2009-01-01,16,16
LAS CARRERAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,9,9
LICOMA PAMPA,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
LLALLAGUA,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
LORETO,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
MACHARETI,referencias,pacientes referidos a otros establecimientos,2009-01-01,15,15
MAGDALENA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
MAIRANA,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
MAPIRI,referencias,pacientes referidos a otros establecimientos,2009-01-01,9,9
MECAPACA,referencias,pacientes referidos a otros establecimientos,2009-01-01,12,12
MINEROS,referencias,pacientes referidos a otros establecimientos,2009-01-01,15,15
MIZQUE,referencias,pacientes referidos a otros establecimientos,2009-01-01,12,12
MOJINETE,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
MOJOCOYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
MONTEAGUDO,referencias,pacientes referidos a otros establecimientos,2009-01-01,27,27
MONTERO,referencias,pacientes referidos a otros establecimientos,2009-01-01,114,114
MORO MORO,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
MOROCHATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
OCURI,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
OKINAWA,referencias,pacientes referidos a otros establecimientos,2009-01-01,20,20
OMEREQUE,referencias,pacientes referidos a otros establecimientos,2009-01-01,11,11
ORURO,referencias,pacientes referidos a otros establecimientos,2009-01-01,419,419
PADCAYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
PADILLA,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
PAILON,referencias,pacientes referidos a otros establecimientos,2009-01-01,29,29
PALCA,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
PALOS BLANCOS,referencias,pacientes referidos a otros establecimientos,2009-01-01,11,11
PAMPA AULLAGAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
PAMPA GRANDE,referencias,pacientes referidos a otros establecimientos,2009-01-01,7,7
PAPEL PAMPA,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
PASORAPA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
PATACAMAYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,50,50
PAZÑA,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
POCOATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
POCONA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
POJO (CBBA),referencias,pacientes referidos a otros establecimientos,2009-01-01,11,11
POOPO,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
PORCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
POROMA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
PORONGO,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
PORTACHUELO,referencias,pacientes referidos a otros establecimientos,2009-01-01,23,23
POSTRER VALLE,referencias,pacientes referidos a otros establecimientos,2009-01-01,7,7
POTOSI,referencias,pacientes referidos a otros establecimientos,2009-01-01,210,210
PRESTO,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
PUCARA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
PUCARANI,referencias,pacientes referidos a otros establecimientos,2009-01-01,18,18
PUERTO ACOSTA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
PUERTO CARABUCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
PUERTO GONZALO MORENO,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
PUERTO PEREZ,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
PUERTO RICO,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
PUERTO SUAREZ,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
PUERTO VILLARROEL,referencias,pacientes referidos a otros establecimientos,2009-01-01,25,25
PUNA,referencias,pacientes referidos a otros establecimientos,2009-01-01,8,8
PUNATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,61,61
QUILLACOLLO,referencias,pacientes referidos a otros establecimientos,2009-01-01,22,22
QUIME,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
QUIRUSILLAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
RAVELO,referencias,pacientes referidos a otros establecimientos,2009-01-01,9,9
RIBERALTA,referencias,pacientes referidos a otros establecimientos,2009-01-01,156,156
ROBORE,referencias,pacientes referidos a otros establecimientos,2009-01-01,14,14
RURRENABAQUE,referencias,pacientes referidos a otros establecimientos,2009-01-01,38,38
SABAYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
SACABA,referencias,pacientes referidos a otros establecimientos,2009-01-01,85,85
SACABAMBA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SACACA,referencias,pacientes referidos a otros establecimientos,2009-01-01,15,15
SAIPINA,referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
SALINAS DE GARCI MENDOZA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
SAMAIPATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
SAN AGUSTIN,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SAN ANDRES,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
SAN ANDRES DE MACHACA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SAN ANTONIO DE LOMERIO,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
SAN BENITO,referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
SAN BORJA,referencias,pacientes referidos a otros establecimientos,2009-01-01,43,43
SAN BUENA VENTURA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
SAN CARLOS,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SAN IGNACIO,referencias,pacientes referidos a otros establecimientos,2009-01-01,7,7
SAN IGNACIO DE VELASCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,15,15
SAN JAVIER(BNI),referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
SAN JAVIER(STC),referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SAN JOSE DE CHIQUITOS,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
SAN JUAN DE YAPACANI,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
SAN JULIAN,referencias,pacientes referidos a otros establecimientos,2009-01-01,51,51
SAN LORENZO(PND),referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
SAN LORENZO(TJA),referencias,pacientes referidos a otros establecimientos,2009-01-01,35,35
SAN LUCAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,15,15
SAN MATIAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
SAN MIGUEL DE VELASCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
SAN PABLO DE LIPEZ,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
SAN PEDRO,referencias,pacientes referidos a otros establecimientos,2009-01-01,24,24
SAN PEDRO DE BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
SAN PEDRO DE CURAHUARA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SAN RAFAEL,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2009-01-01,8,8
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
SANTA ANA,referencias,pacientes referidos a otros establecimientos,2009-01-01,6,6
SANTA CRUZ DE LA SIERRA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2170,2170
SANTA ROSA DEL SARA,referencias,pacientes referidos a otros establecimientos,2009-01-01,16,16
SANTIAGO DE CALLAPA,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SANTIAGO DE HUARI,referencias,pacientes referidos a otros establecimientos,2009-01-01,16,16
SANTIVAÑES,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
SAPAHAQUI,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
SENA,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
SICA SICA (VILLA AROMA),referencias,pacientes referidos a otros establecimientos,2009-01-01,7,7
SIPE SIPE,referencias,pacientes referidos a otros establecimientos,2009-01-01,14,14
SOPACHUY,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
SORACACHI,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
SORATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,7,7
SUCRE,referencias,pacientes referidos a otros establecimientos,2009-01-01,739,739
TACOPAYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
TAPACARI,referencias,pacientes referidos a otros establecimientos,2009-01-01,9,9
TARABUCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,18,18
TARATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
TARIJA,referencias,pacientes referidos a otros establecimientos,2009-01-01,408,408
TARVITA,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
TEOPONTE,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
TINGUIPAYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
TIQUIPAYA,referencias,pacientes referidos a otros establecimientos,2009-01-01,64,64
TIRAQUE (CBBA),referencias,pacientes referidos a otros establecimientos,2009-01-01,60,60
TOCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
TOLATA,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
TOLEDO,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
TOMAVE,referencias,pacientes referidos a otros establecimientos,2009-01-01,4,4
TOMINA,referencias,pacientes referidos a otros establecimientos,2009-01-01,9,9
TORO TORO,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
TOTORA(CBBA),referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
TOTORA(ORR),referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
TRIGAL,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
TRINIDAD,referencias,pacientes referidos a otros establecimientos,2009-01-01,496,496
TUPIZA,referencias,pacientes referidos a otros establecimientos,2009-01-01,115,115
TURCO,referencias,pacientes referidos a otros establecimientos,2009-01-01,8,8
UNCIA,referencias,pacientes referidos a otros establecimientos,2009-01-01,32,32
URIONDO (A. CONCEPCION),referencias,pacientes referidos a otros establecimientos,2009-01-01,27,27
URUBICHA,referencias,pacientes referidos a otros establecimientos,2009-01-01,20,20
UYUNI,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
VACAS,referencias,pacientes referidos a otros establecimientos,2009-01-01,13,13
VALLEGRANDE,referencias,pacientes referidos a otros establecimientos,2009-01-01,52,52
VIACHA,referencias,pacientes referidos a otros establecimientos,2009-01-01,247,247
VILLA MONTES,referencias,pacientes referidos a otros establecimientos,2009-01-01,18,18
VILLA RIVERO,referencias,pacientes referidos a otros establecimientos,2009-01-01,2,2
VILLA SERRANO,referencias,pacientes referidos a otros establecimientos,2009-01-01,16,16
VILLA TUNARI,referencias,pacientes referidos a otros establecimientos,2009-01-01,86,86
VILLA VACA GUZMAN (MUYUPAMPA),referencias,pacientes referidos a otros establecimientos,2009-01-01,11,11
VILLAZON,referencias,pacientes referidos a otros establecimientos,2009-01-01,99,99
VINTO,referencias,pacientes referidos a otros establecimientos,2009-01-01,12,12
VITICHI,referencias,pacientes referidos a otros establecimientos,2009-01-01,10,10
WARNES,referencias,pacientes referidos a otros establecimientos,2009-01-01,28,28
YACO,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
YACUIBA,referencias,pacientes referidos a otros establecimientos,2009-01-01,125,125
YAMPARAEZ,referencias,pacientes referidos a otros establecimientos,2009-01-01,8,8
YANACACHI,referencias,pacientes referidos a otros establecimientos,2009-01-01,12,12
YAPACANI,referencias,pacientes referidos a otros establecimientos,2009-01-01,38,38
YOCALLA,referencias,pacientes referidos a otros establecimientos,2009-01-01,3,3
YOTALA,referencias,pacientes referidos a otros establecimientos,2009-01-01,5,5
YUNCHARA,referencias,pacientes referidos a otros establecimientos,2009-01-01,1,1
ACHACACHI,referencias,pacientes referidos a otros establecimientos,2009-02-01,23,23
ACHOCALLA,referencias,pacientes referidos a otros establecimientos,2009-02-01,5,5
AIQUILE,referencias,pacientes referidos a otros establecimientos,2009-02-01,16,16
ALALAY,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
ANCORAIMES,referencias,pacientes referidos a otros establecimientos,2009-02-01,6,6
ANDAMARCA,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
ANZALDO,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
ARAMPAMPA,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
ARANI,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
ARBIETO,referencias,pacientes referidos a otros establecimientos,2009-02-01,4,4
ARQUE,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
ASCENCION DE GUARAYOS,referencias,pacientes referidos a otros establecimientos,2009-02-01,32,32
AUCAPATA,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
AYATA,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias,pacientes referidos a otros establecimientos,2009-02-01,17,17
AZURDUY,referencias,pacientes referidos a otros establecimientos,2009-02-01,6,6
BAURES,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
BERMEJO,referencias,pacientes referidos a otros establecimientos,2009-02-01,45,45
BETANZOS,referencias,pacientes referidos a otros establecimientos,2009-02-01,17,17
BOLIVAR,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
BOLPEBRA,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
BOYUIBE,referencias,pacientes referidos a otros establecimientos,2009-02-01,13,13
BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2009-02-01,14,14
CABEZAS,referencias,pacientes referidos a otros establecimientos,2009-02-01,19,19
CAIROMA,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
"CAIZA ""D""",referencias,pacientes referidos a otros establecimientos,2009-02-01,12,12
CAJUATA,referencias,pacientes referidos a otros establecimientos,2009-02-01,4,4
CALAMARCA,referencias,pacientes referidos a otros establecimientos,2009-02-01,28,28
CAMARGO,referencias,pacientes referidos a otros establecimientos,2009-02-01,10,10
CAMIRI,referencias,pacientes referidos a otros establecimientos,2009-02-01,24,24
CAPINOTA,referencias,pacientes referidos a otros establecimientos,2009-02-01,36,36
CARACOLLO,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
CARANAVI,referencias,pacientes referidos a otros establecimientos,2009-02-01,43,43
CARAPARI,referencias,pacientes referidos a otros establecimientos,2009-02-01,7,7
CARIPUYO,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
CARMEN RIVERO TORREZ,referencias,pacientes referidos a otros establecimientos,2009-02-01,6,6
CHALLAPATA,referencias,pacientes referidos a otros establecimientos,2009-02-01,21,21
CHAQUI,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
CHARAGUA,referencias,pacientes referidos a otros establecimientos,2009-02-01,17,17
CHAYANTA,referencias,pacientes referidos a otros establecimientos,2009-02-01,15,15
CHIMORE,referencias,pacientes referidos a otros establecimientos,2009-02-01,18,18
CHOQUE COTA,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),referencias,pacientes referidos a otros establecimientos,2009-02-01,11,11
CHUMA,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
CLIZA,referencias,pacientes referidos a otros establecimientos,2009-02-01,32,32
COBIJA,referencias,pacientes referidos a otros establecimientos,2009-02-01,38,38
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2009-02-01,293,293
COLCAPIRHUA,referencias,pacientes referidos a otros establecimientos,2009-02-01,27,27
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
COLOMI,referencias,pacientes referidos a otros establecimientos,2009-02-01,25,25
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2009-02-01,72,72
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2009-02-01,7,7
COLQUIRI,referencias,pacientes referidos a otros establecimientos,2009-02-01,4,4
COMARAPA,referencias,pacientes referidos a otros establecimientos,2009-02-01,17,17
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2009-02-01,6,6
COPACABANA,referencias,pacientes referidos a otros establecimientos,2009-02-01,8,8
CORIPATA,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
CORO CORO,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
COROICO,referencias,pacientes referidos a otros establecimientos,2009-02-01,23,23
CORQUE,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2009-02-01,34,34
COTOCA,referencias,pacientes referidos a otros establecimientos,2009-02-01,33,33
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2009-02-01,27,27
CUCHUMUELA (V. G. VILLARROEL),referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
CUEVO,referencias,pacientes referidos a otros establecimientos,2009-02-01,9,9
CULPINA,referencias,pacientes referidos a otros establecimientos,2009-02-01,10,10
DESAGUADERO,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
EL ALTO,referencias,pacientes referidos a otros establecimientos,2009-02-01,1452,1452
EL CHORO,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2009-02-01,14,14
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2009-02-01,21,21
EL TORNO,referencias,pacientes referidos a otros establecimientos,2009-02-01,80,80
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2009-02-01,4,4
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2009-02-01,13,13
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2009-02-01,29,29
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
EXALTACION,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2009-02-01,7,7
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2009-02-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
GUAQUI,referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2009-02-01,52,52
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2009-02-01,24,24
HUACARETA,referencias,pacientes referidos a otros establecimientos,2009-02-01,9,9
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2009-02-01,2,2
HUANUNI,referencias,pacientes referidos a otros establecimientos,2009-02-01,11,11
ICHOCA,referencias,pacientes referidos a otros establecimientos,2009-02-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2009-02-01,8,8
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2009-02-01,4,4
INGAVI (HUMAITA),referencias,pacientes referidos a otros establecimientos,2009-02-01,3,3
IRUPANA (VILLA DE LANZA),referencias,pacientes referidos a otros establecimientos,2009-02-01,10,10
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2009-02-01,5,5
