,group,variable,month,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
COPACABANA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,1,1,30,4,31,5,36
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,2,1,0,0,2,1,3
UYUNI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-03-01,2,4,0,0,2,4,6
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-04-01,0,0,3,38,3,38,41
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-04-01,3,8,0,0,3,8,11
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,0,0,0,3,0,3,3
CORIPATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,0,0,0,1,0,1,1
HUACARETA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,3,2,3,3,6,5,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,2,2,0,0,2,2,4
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,2,8,0,0,2,8,10
PRESTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,2,0,0,0,2,0,2
SAN ANDRES DE MACHACA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,4,0,0,0,4,0,4
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,4,1,0,0,4,1,5
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-05-01,2,1,0,0,2,1,3
CHIMORE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,0,7,0,7,7
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,16,16,0,0,16,16,32
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,2,6,0,0,2,6,8
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,1,0,0,0,1,0,1
OCURI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,1,2,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,5,2,0,0,5,2,7
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,1,0,47,13,48,13,61
UYUNI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,0,3,0,3,3
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
CATACORA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,16,15,0,0,16,15,31
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,4,1,4,1,5
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,1,12,0,0,1,12,13
CAMIRI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,2,0,0,0,2,0,2
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,1,1,1,0,2,1,3
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,1,2,0,0,1,2,3
PAILON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,6,11,6,11,17
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-08-01,3,0,0,0,3,0,3
AYATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,6,0,0,0,6,6
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,3,0,4,4
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,12,9,0,0,12,9,21
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,0,0,6,0,6,6
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,0,1,3,1,3,4
SAN IGNACIO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,4,0,0,0,4,4
TOMAVE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,0,2,0,1,0,3,3
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-09-01,2,0,0,0,2,0,2
CHALLAPATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,2,0,2,0,2
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,1,2,0,0,1,2,3
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,1,2,0,0,1,2,3
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,1,2,0,0,1,2,3
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,5,33,5,33,38
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,23,54,21,3,44,57,101
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,0,3,0,0,0,3,3
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-10-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,2,0,1,2,3,2,5
ATOCHA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,1,2,0,0,1,2,3
CLIZA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,13,11,0,0,13,11,24
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,2,2,0,0,2,2,4
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,0,2,0,0,0,2,2
PELECHUCO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,2,1,0,0,2,1,3
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,0,0,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,0,5,0,0,0,5,5
VILLA MONTES,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,0,3,0,0,0,3,3
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,14,10,0,0,14,10,24
HUACHACALLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,4,13,0,0,4,13,17
PUNA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,0,0,2,1,2,1,3
TARATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,3,0,0,0,3,0,3
TUPIZA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
