,group,variable,month,DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BAURES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,8,0,0,0,8,8
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,1,0,2,1,3
BETANZOS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,1,1,3,4
BOLIVAR,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,3,1,3,4
BOLPEBRA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,4,1,4,5
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,1,1,1,2
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,5,1,3,2,8,10
CABEZAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,10,19,5,23,15,38
"CAIZA ""D""",otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,18,0,0,4,18,22
CAMIRI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,24,13,8,24,32,37,69
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,2,5,2,8,10
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,5,45,9,47,14,61
CARANAVI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,21,0,0,1,21,22
CARAPARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,0,0,0,4,0,4
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,4,0,5,0,9,9
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,40,11,0,0,40,11,51
CHIMORE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,7,0,5,0,12,12
CHIPAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
CHUMA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,2,3,2,3,5
CLIZA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,3,4,4,6,10
COBIJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,22,2,4,5,26,31
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,47,187,11,35,58,222,280
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,7,19,0,1,7,20,27
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,4,0,0,1,4,5
COLLANA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
COLOMI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,10,0,1,4,11,15
COLPA BELGICA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,8,0,8,8
COLQUENCHA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,7,1,13,2,20,22
COPACABANA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,4,0,4,1,5
CORIPATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,0,1,0,1
CORQUE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,19,0,19,0,19
COTAGAITA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,1,3,1,4,5
COTOCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,36,92,11,8,47,100,147
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,4,2,14,5,18,23
CULPINA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,4,0,0,1,4,5
CURVA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
DESAGUADERO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,34,330,4,39,38,369,407
EL CHORO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,60,112,13,15,73,127,200
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,4,0,0,3,4,7
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,9,0,1,4,10,14
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,0,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
GUANAY,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,5,0,1,0,6,6
GUAQUI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,1,1,3,4
GUTIERREZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
HUACARETA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,1,1,2,3
HUACHACALLA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,2,0,0,2,2,4
HUARACAJE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,6,0,6,6
HUATAJATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,1,0,2,2
HUAYLLAMARCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,7,0,2,0,9,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,2,2,2,2,4
JESUS DE MACHACA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,1,0,2,2,4
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,36,86,21,31,57,117,174
LA PAZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,49,236,11,13,60,249,309
LAGUNILLAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,8,4,105,14,113,18,131
LAJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,4,0,1,0,5,5
LAS CARRERAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,0,2,2,5,2,7
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,6,0,5,2,11,13
MACHACAMARCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
MACHARETI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,5,0,0,1,5,1,6
MAGDALENA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,3,0,0,3,3,6
MAPIRI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,2,0,4,4
MINEROS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
MIZQUE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,5,0,3,0,8,8
MOJOCOYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,2,0,3,3
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,6,3,1,1,7,4,11
MONTERO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,23,0,5,1,28,29
MORO MORO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,1,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,0,1,0,1
OCURI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
OKINAWA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,4,5,7,5,11,16
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,2,0,3,3
ORURO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,22,78,42,10,64,88,152
PADCAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
PADILLA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,0,3,7,5,7,12
PAILON,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,7,11,14,18,21,29,50
PALOS BLANCOS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,2,0,2,2,4
PAMPA AULLAGAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,5,0,0,3,5,8
PASORAPA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,1,2,2,4,6
PATACAMAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
PELECHUCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,1,0,2,2,3,5
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,3,1,5,6
POOPO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,2,0,1,2,3,5
PORCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,0,0,1,2,1,3
POROMA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,2,0,5,5
PORONGO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,38,26,10,25,48,51,99
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,9,0,0,1,9,10
PORVENIR,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
POSTRER VALLE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,7,21,0,0,7,21,28
POTOSI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,5,37,0,6,5,43,48
PRESTO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,10,0,11,11
PUCARANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,4,3,4,3,7
PUERTO ACOSTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
PUERTO QUIJARRO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,2,0,3,3
PUERTO RICO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,3,1,1,4,4,8
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,8,13,5,18,13,31,44
PUNA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
PUNATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,7,1,4,5,11,16
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,22,24,29,28,51,79
QUIRUSILLAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
REYES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,3,0,0,1,3,4
ROBORE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,5,8,5,10,15
SABAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
SACABA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,7,51,2,4,9,55,64
SACABAMBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,0,1,0,1
SACACA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,3,0,3,3
SAMAIPATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,3,3,2,4,5,9
SAN ANDRES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,2,1,1,4,3,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
SAN BORJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
SAN BUENA VENTURA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,0,1,1,2
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,11,0,10,4,21,25
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,6,38,0,2,6,40,46
SAN JAVIER(BNI),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
SAN JAVIER(STC),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,8,22,1,3,9,25,34
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,8,5,18,6,26,32
SAN LORENZO(PND),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,3,1,3,4
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,4,0,2,1,6,7
SAN LUCAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,7,0,0,1,7,8
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
SAN PEDRO(PND),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,6,2,3,2,9,11
SANTA ANA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,1,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,200,373,41,39,241,412,653
SANTA ROSA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,6,1,2,4,8,12
SANTIAGO DE HUARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,2,1,2,2,4
SENA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,2,0,0,2,2,4
SHINAOTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,5,0,0,1,5,6
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,2,0,5,5
SICAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,3,0,3,3
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,8,0,5,2,13,15
SOPACHUY,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,0,1,0,1
SORACACHI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,2,7,2,10,12
SUCRE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,21,58,17,29,38,87,125
TACACOMA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,2,1,2,3
TAPACARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
TARABUCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,0,0,0,2,0,2
TARATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,9,65,1,6,10,71,81
TARVITA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,3,1,3,4
TEOPONTE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,4,0,2,0,6,6
TIAWANACU,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,1,0,2,0,2
TIPUANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,1,0,4,1,5,6
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,2,11,16,13,18,31
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,1,0,2,0,2
TOCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,2,0,5,5
TOMAVE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,1,0,0,3,1,4
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,3,0,5,5
TOTORA(ORR),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
TRIGAL,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,6,38,0,6,6,44,50
TUPIZA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,2,9,6,17,8,26,34
UNCIA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,7,0,1,0,8,8
URIONDO (A. CONCEPCION),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,2,1,1,2,3,5
URUBICHA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,33,0,35,35
UYUNI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,1,0,0,4,1,5
VACAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,7,8,0,0,7,8,15
VIACHA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,11,0,4,0,15,15
VILA VILA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,1,0,4,4
VILLA CHARCAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,16,23,16,26,42
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,14,3,3,1,17,4,21
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
VILLA RIVERO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,4,13,15,18,19,31,50
VILLAZON,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,38,1,5,4,43,47
VINTO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,7,7,1,2,8,9,17
VITICHI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,11,23,0,11,11,34,45
YACUIBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,11,8,3,5,14,13,27
YAMPARAEZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,3,0,0,0,3,0,3
YANACACHI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
YAPACANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2017-01-01,21,11,15,27,36,38,74
