,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,12,3,15,9,27,12,39
GUANAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,1,5,7,6,8,14
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,1,3,1,3,2,5
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,9,11,0,0,9,11,20
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,10,10,6,14,16,24,40
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,5,6,5,6,11
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,134,170,27,46,161,216,377
LAJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,4,4,41,47,45,51,96
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,7,14,7,14,21
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,5,1,0,0,5,1,6
MORO MORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,2,4,12,5,14,19
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,6,3,6,3,9
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,17,20,4,10,21,30,51
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,2,0,6,6,8,6,14
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,2,1,3,2,5,7
POCONA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,1,5,0,5,1,6
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,3,30,13,14,16,44,60
POOPO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,3,4,6,9,9,13,22
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,2,4,0,0,2,4,6
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,3,7,0,0,3,7,10
POTOSI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,6,0,0,1,6,7
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,2,0,0,2,2,2,4
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,2,2,2,2,4
PUNA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,7,2,3,4,10,6,16
RAVELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,7,19,26,30,33,49,82
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,0,0,0,1,0,1
ROBORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,0,9,10,10,10,20
SACABA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,1,14,34,14,35,49
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,2,6,7,7,9,16
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,12,38,0,0,12,38,50
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,5,0,0,0,5,5
SAN LORENZO(PND),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,0,18,12,19,12,31
SAN PEDRO(PND),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,11,4,11,4,15
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,2,2,0,0,2,2,4
SANTA ROSA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,11,7,0,0,11,7,18
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,11,6,5,6,16,12,28
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,2,3,4,3,6,9
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,3,2,6,6,9,8,17
SENA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,2,0,3,2,5,2,7
SICAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,4,8,7,9,11,20
SORATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,3,0,1,0,4,0,4
SUCRE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,10,4,0,0,10,4,14
TACACOMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,0,18,11,19,11,30
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,25,38,5,2,30,40,70
TOTORA(ORR),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,3,7,3,7,10
TRINIDAD,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,65,88,0,0,65,88,153
TURCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,2,4,8,14,10,18,28
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,1,0,8,6,9,6,15
UYUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,12,81,5,5,17,86,103
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,34,25,0,0,34,25,59
VILLA TUNARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,16,15,16,15,31
YACUIBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,1,0,0,0,1,1
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-01-01,0,0,1,3,1,3,4
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,1,3,0,0,1,3,4
APOLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,1,21,26,21,27,48
ATOCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,1,2,0,0,1,2,3
BATALLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,18,31,18,31,49
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,0,1,0,1,1
BETANZOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,2,2,4,2,6,8
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,4,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,3,4,16,20,19,24,43
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,0,1,0,1,1
COLOMI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,1,0,1,0,1
COPACABANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,11,10,33,45,44,55,99
CORQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,8,4,12,17,20,21,41
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,10,15,1,0,11,15,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,3,9,4,6,7,15,22
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,6,4,6,4,10
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,2,1,13,6,15,7,22
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,66,83,13,19,79,102,181
MOJINETE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,2,3,18,22,20,25,45
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,4,7,0,0,4,7,11
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,12,11,5,8,17,19,36
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,1,14,9,8,10,22,32
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,1,9,14,13,15,22,37
PAZÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,4,6,13,12,17,18,35
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,10,8,12,8,22,30
POOPO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,6,4,6,4,10
POROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,5,5,0,0,5,5,10
PORVENIR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,1,1,9,15,10,16,26
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,3,1,3,1,4
SORACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,1,1,3,1,4,2,6
SUCRE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,10,13,10,13,23
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,3,4,3,4,7
TOMINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,4,6,4,6,10
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,4,1,0,0,4,1,5
TURCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,3,3,0,0,3,3,6
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,0,0,5,5,5,5,10
UYUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,16,12,2,2,18,14,32
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-02-01,6,3,0,0,6,3,9
CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-03-01,0,0,3,7,3,7,10
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-03-01,526,16,0,0,526,16,542
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-03-01,0,5,3,0,3,5,8
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-04-01,16,17,0,0,16,17,33
POTOSI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-04-01,237,156,246,156,483,312,795
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-04-01,0,0,8,0,8,0,8
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-04-01,8,9,0,0,8,9,17
ACACIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,4,6,4,6,10
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,51,50,51,53,102,103,205
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,61,63,25,29,86,92,178
AIQUILE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,44,53,64,119,108,172,280
ALALAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,7,39,45,39,52,91
ALCALA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,28,42,25,25,53,67,120
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,77,36,85,58,162,94,256
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,42,30,12,21,54,51,105
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,31,34,99,111,130,145,275
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,6,6,22,36,28,42,70
ANZALDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,17,15,67,84,84,99,183
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,7,10,7,10,17
ARANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,63,130,42,74,105,204,309
ARBIETO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,85,116,142,226,227,342,569
ARQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,49,68,121,205,170,273,443
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,52,44,1,3,53,47,100
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,10,5,38,35,48,40,88
AYO AYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,2,6,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,66,77,229,253,295,330,625
AZURDUY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,52,68,62,97,114,165,279
BAURES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,43,32,3,6,46,38,84
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,25,30,31,40,56,70,126
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,1,12,12,12,13,25
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,1,0,5,1,6,1,7
BERMEJO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,82,100,138,190,220,290,510
BETANZOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,42,50,92,131,134,181,315
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,15,13,61,64,76,77,153
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,5,4,15,7,20,11,31
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,21,40,12,13,33,53,86
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,57,40,75,77,132,117,249
CABEZAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,80,90,88,96,168,186,354
CAIROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,33,27,117,115,150,142,292
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,51,74,175,289,226,363,589
CAJUATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,2,3,1,2,3,5,8
CALACOTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,27,15,106,129,133,144,277
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,62,63,5,10,67,73,140
CAMARGO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,29,55,96,171,125,226,351
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,13,22,55,78,68,100,168
CAMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,110,120,35,78,145,198,343
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,24,39,155,223,179,262,441
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,37,41,90,119,127,160,287
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,20,24,81,99,101,123,224
CARANAVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,202,146,98,78,300,224,524
CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,9,14,0,1,9,15,24
CARAPARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,36,36,26,34,62,70,132
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,5,5,61,95,66,100,166
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,11,15,28,35,39,50,89
CATACORA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,1,1,53,84,54,85,139
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,2,2,55,49,57,51,108
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,92,86,454,482,546,568,1114
CHAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,67,59,219,338,286,397,683
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,28,35,61,61,89,96,185
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,40,37,32,27,72,64,136
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,62,94,202,237,264,331,595
CHIMORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,43,31,98,64,141,95,236
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,4,2,13,14,17,16,33
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,11,19,16,23,27,42,69
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,5,3,1,2,6,5,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,49,32,68,58,117,90,207
CHUMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,23,36,29,27,52,63,115
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,7,17,27,45,34,62,96
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,14,22,0,1,14,23,37
CLIZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,68,97,201,376,269,473,742
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,67,55,131,129,198,184,382
COCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,150,153,238,263,388,416,804
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,4814,5508,672,973,5486,6481,11967
COIPASA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,8,10,8,10,18
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,140,192,332,428,472,620,1092
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,38,41,72,84,110,125,235
COLLANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,14,14,16,29,30,43,73
COLOMI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,87,104,19,24,106,128,234
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,9,4,2,2,11,6,17
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,85,83,17,27,102,110,212
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,2,0,0,0,2,2
COMANCHE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,22,22,15,15,37,37,74
COMARAPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,35,37,64,45,99,82,181
COMBAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,3,1,1,0,4,1,5
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,41,38,91,123,132,161,293
COPACABANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,7,8,46,68,53,76,129
CORIPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,47,38,172,141,219,179,398
CORO CORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,26,14,109,161,135,175,310
COROICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,67,64,113,89,180,153,333
CORQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,56,49,157,177,213,226,439
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,107,154,365,613,472,767,1239
COTOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,147,159,10,13,157,172,329
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,3,2,5,7,8,9,17
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,45,37,56,69,101,106,207
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,17,24,25,36,42,60,102
CUEVO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,11,17,23,27,34,44,78
CULPINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,42,59,18,20,60,79,139
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,90,134,90,134,224
CURVA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,1,1,3,1,4,5
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,4,6,20,28,24,34,58
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,1772,2126,756,1064,2528,3190,5718
EL CHORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,14,8,39,46,53,54,107
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,44,44,54,43,98,87,185
EL TORNO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,370,418,179,206,549,624,1173
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,35,34,68,97,103,131,234
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,74,64,41,71,115,135,250
ESCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,3,4,0,1,3,5,8
ESCOMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,57,59,22,28,79,87,166
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,1,1,13,14,14,15,29
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,6,5,38,34,44,39,83
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,2,1,1,1,3,2,5
EXALTACION,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,2,4,0,0,2,4,6
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,34,33,90,86,124,119,243
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,4,3,4,3,7
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,82,77,38,43,120,120,240
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,11,8,36,48,47,56,103
GUANAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,36,24,97,68,133,92,225
GUAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,44,24,57,73,101,97,198
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,14,12,97,184,111,196,307
HUACARETA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,44,58,37,41,81,99,180
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,12,15,12,15,27
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,17,26,5,8,22,34,56
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,10,21,128,264,138,285,423
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,0,0,19,21,19,21,40
HUARINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,20,9,14,8,34,17,51
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,3,5,1,1,4,6,10
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,23,10,197,194,220,204,424
HUMANATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,64,62,13,11,77,73,150
ICHOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,2,1,6,7,8,8,16
ICLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,35,62,119,220,154,282,436
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-05-01,14,7,0,0,14,7,21
