,group,variable,month,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-02-01,0,4,0,0,0,4,4
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-02-01,4,3,0,0,4,3,7
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-02-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,3,1,0,0,3,1,4
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,0,0,0,1,0,1,1
CURVA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,10,10,7,6,17,16,33
HUACHACALLA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,8,9,10,40,18,49,67
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,0,0,0,2,0,2,2
SAN CARLOS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-03-01,5,1,0,0,5,1,6
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,0,0,0,77,0,77,77
ICLA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,0,0,3,0,3,0,3
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,5,7,0,0,5,7,12
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,0,7,15,62,15,69,84
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-04-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,0,9,0,0,0,9,9
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,0,3,0,0,0,3,3
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,1,3,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,4,0,0,0,4,0,4
VILLA MONTES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-05-01,5,0,0,0,5,0,5
BATALLAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,0,0,2,0,2,2
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,2,6,0,0,2,6,8
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,0,1,3,1,3,4
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,1,1,1,0,2,1,3
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,1,2,0,0,1,2,3
PELECHUCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,2,3,0,0,2,3,5
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,1,0,11,1,12,1,13
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,0,0,5,4,5,4,9
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-06-01,1,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,2,1,0,0,2,1,3
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,0,0,3,6,3,6,9
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,1,0,0,0,1,0,1
PELECHUCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,2,0,0,0,2,0,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,2,1,0,1,2,2,4
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,0,17,0,0,0,17,17
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-07-01,1,2,0,0,1,2,3
ACHACACHI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,3,0,3,3
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,1,1,0,0,1,1,2
POCOATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,2,3,0,3,2,6,8
TORO TORO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,12,14,0,0,12,14,26
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,0,7,0,0,0,7,7
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,2,3,0,0,2,3,5
PORCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,0,6,0,0,0,6,6
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,0,0,1,3,1,3,4
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,11,9,6,13,17,22,39
SAN BENITO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,1,4,0,0,1,4,5
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-09-01,2,0,0,0,2,0,2
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,1,2,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,5,0,0,0,5,5
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,2,0,0,0,2,0,2
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,4,3,6,0,10,3,13
PELECHUCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,0,1,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,0,3,17,3,17,20
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,1,0,0,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,0,0,17,2,17,2,19
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-10-01,2,0,0,0,2,0,2
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
CAQUIAVIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,2,0,0,0,2,0,2
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,2,1,0,0,2,1,3
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,0,1,0,1,0,1
CORO CORO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,11,0,0,0,11,11
EL VILLAR,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,3,5,0,0,3,5,8
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,0,5,8,5,8,13
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,2,0,0,0,2,2
BOYUIBE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,2,0,0,0,2,0,2
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,2,3,0,0,2,3,5
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,1,3,0,0,1,3,4
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,2,23,6,0,8,23,31
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,0,1,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,1,2,0,0,1,2,3
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2017-12-01,1,1,0,0,1,1,2
