,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,0,0,1,3,1,3,4
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,0,0,10,2,10,2,12
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,5,28,0,0,5,28,33
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,2,3,0,0,2,3,5
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,0,0,1,1,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-02-01,3,2,0,0,3,2,5
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,3,0,5,2,8,2,10
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,0,0,1,1,1,1,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,7,6,0,0,7,6,13
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,2,0,2,1,4,1,5
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,0,0,20,125,20,125,145
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,0,0,4,4,4,4,8
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,3,2,0,0,3,2,5
SAN CARLOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-03-01,8,3,0,0,8,3,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,0,0,0,144,0,144,144
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,1,0,2,2
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,4,0,0,0,4,0,4
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,24,40,37,36,61,76,137
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,1,4,0,0,1,4,5
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,0,0,2,4,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,0,0,1,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-04-01,2,4,0,0,2,4,6
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
BETANZOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,0,2,3,2,3,5
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,0,1,1,1,1,2
FILADELFIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,3,3,0,0,3,3,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,2,0,0,0,2,0,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,1,4,0,0,1,4,5
LICOMA PAMPA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,1,0,0,0,1,0,1
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,1,1,0,0,1,1,2
PAZÑA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,0,0,1,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,2,3,0,0,2,3,5
SAN LUCAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,1,8,0,1,1,9,10
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,4,5,0,0,4,5,9
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,1,2,0,0,1,2,3
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,0,1,6,5,6,6,12
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-05-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,2,5,0,0,2,5,7
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,0,1,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,1,1,1,1,2
CURVA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,5,1,0,0,5,1,6
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,4,8,0,9,4,17,21
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,4,0,0,0,4,4
PELECHUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,5,33,0,0,5,33,38
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,2,0,0,0,2,0,2
ROBORE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,9,5,0,0,9,5,14
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,3,0,0,0,3,3
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,0,3,0,3,3
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,4,0,0,0,4,4
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,9,13,9,13,22
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,28,1,28,1,29
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,0,0,2,1,2,1,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-06-01,1,4,0,0,1,4,5
CATACORA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,41,51,41,51,92
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,10,8,0,0,10,8,18
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,2,1,0,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,1,2,15,17,16,19,35
MAPIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,2,0,0,0,2,0,2
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,1,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,0,0,4,4,4,4,8
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,3,8,0,0,3,8,11
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,1,4,0,0,1,4,5
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-07-01,1,2,0,0,1,2,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,1,2,1,1,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,5,2,0,0,5,2,7
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,8,0,0,0,8,8
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,1,9,1,9,10
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,1,1,0,0,1,1,2
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,0,3,1,3,1,4
PORCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,3,1,0,0,3,1,4
PUERTO CARABUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,1,65,42,65,43,108
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,2,2,0,0,2,2,4
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-08-01,2,2,0,0,2,2,4
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,2,1,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,3,7,0,0,3,7,10
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,3,0,0,0,3,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,3,0,0,1,3,4
EL VILLAR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,2,0,6,0,8,8
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,3,0,0,1,3,4
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,0,1,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,9,4,2,9,11,13,24
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,0,8,12,8,12,20
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,14,54,0,0,14,54,68
TOMAVE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,5,0,0,1,5,6
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,0,0,2,6,2,6,8
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,0,0,0,1,0,1
YOCALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-09-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,1,2,0,0,1,2,3
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,7,0,0,0,7,7
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,4,0,0,0,4,4
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,1,5,4,145,5,150,155
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,3,1,0,1,3,4
PELECHUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,4,14,4,14,18
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,3,6,0,0,3,6,9
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,0,8,0,8,8
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,0,2,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-10-01,0,3,0,0,0,3,3
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,8,7,0,0,8,7,15
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,1,2,0,0,1,2,3
BOYUIBE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,2,1,0,0,2,1,3
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,10,24,0,0,10,24,34
EL VILLAR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,2,5,0,0,2,5,7
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,11,14,34,8,45,22,67
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,1,1,0,0,1,1,2
PELECHUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,0,0,3,2,3,2,5
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,2,1,0,0,2,1,3
YOCALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-11-01,0,0,2,1,2,1,3
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,4,5,0,0,4,5,9
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,32,32,0,0,32,32,64
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,5,0,0,0,5,0,5
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,1,1,0,3,1,4,5
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,7,28,1,0,8,28,36
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,1,3,0,0,1,3,4
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,1,1,0,0,1,1,2
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,7,0,0,0,7,7
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2017-12-01,0,1,0,0,0,1,1
