,group,variable,month,DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BAURES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,8,0,0,5,8,13
BELLA FLOR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,5,1,5,6
BERMEJO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,3,67,0,70,3,73
BETANZOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,6,0,9,9
BOLIVAR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
BOLPEBRA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,3,10,3,10,13
BOYUIBE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,6,0,0,0,6,0,6
BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,8,1,16,4,24,5,29
CAIROMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,2,0,4,4
CAJUATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
CALAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,10,0,1,0,11,11
CAMARGO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,16,0,0,5,16,21
CAMIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,28,12,6,27,34,39,73
CAPINOTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,3,5,7,8,10,18
CAQUIAVIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,7,2,1,5,8,13
CARANAVI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,10,62,0,4,10,66,76
CARAPARI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,7,6,0,0,7,6,13
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,4,3,0,0,4,3,7
CHALLAPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,10,1,8,1,18,19
CHAQUI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,7,6,0,0,7,6,13
CHIMORE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,15,22,10,6,25,28,53
CHIPAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,1,1,1,2,3
CHUA COCANI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,3,0,0,1,3,4
CHUMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
CKOCHAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,2,10,2,12,14
CLIZA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,16,6,20,8,36,44
COBIJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,9,47,0,11,9,58,67
COCAPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,5,0,0,0,5,5
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,70,310,37,64,107,374,481
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,26,0,5,3,31,34
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,20,8,5,0,25,8,33
COLLANA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,1,0,1,1,2
COLOMI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,9,33,0,2,9,35,44
COLPA BELGICA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,1,1,1,2
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,2,0,5,5
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,1,0,3,3
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,8,19,29,20,37,57
CORIPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,4,0,4,3,7
COROICO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,1,1,2,2,3,5
CORQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,101,1,101,1,102
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,8,5,5,5,13,18
COTOCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,30,113,0,3,30,116,146
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,3,0,3,3
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,4,24,18,24,22,46
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
CULPINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
CURVA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,0,1,0,1
DESAGUADERO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,57,556,279,91,336,647,983
EL CHORO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,4,1,2,4,6,10
EL PUENTE(STC),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,4,0,1,3,5,8
EL PUENTE(TJA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,1,0,2,2
EL TORNO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,2,3,2,6,4,10
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,5,13,7,16,12,28
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,16,31,2,3,18,34,52
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,2,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,3,3,3,5,6,11
GUAQUI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,15,2,4,5,19,24
GUTIERREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
HUACARETA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,9,6,0,2,9,8,17
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,8,1,1,2,9,11
HUARACAJE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,13,1,13,14
HUARINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
HUATAJATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,1,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,3,1,3,1,4
ICHOCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,3,0,3,0,3
ICLA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,4,4,10,4,14,18
INQUISIVI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,3,0,6,6
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,2,1,2,3,5
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,8,0,0,1,8,9
LA GUARDIA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,29,70,29,35,58,105,163
LA PAZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,77,443,71,43,148,486,634
LAGUNILLAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,10,20,0,25,10,35
LAJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,15,3,9,3,24,27
LAS CARRERAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,9,0,2,2,11,13
LORETO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,10,2,1,2,11,13
MACHARETI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,0,1,1,3,4
MAGDALENA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,7,10,0,1,7,11,18
MAIRANA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,2,1,2,3
MALLA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,4,2,4,5,9
MECAPACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,6,1,0,1,6,7
MINEROS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,31,0,0,1,31,32
MIZQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,18,12,11,15,29,44
MOCOMOCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,6,13,0,1,6,14,20
MONTERO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,4,87,6,14,10,101,111
MORO MORO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,0,0,0,2,0,2
OCURI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,7,0,9,9
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,4,0,1,0,5,5
ORURO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,28,154,78,42,106,196,302
PADCAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,0,0,1,2,1,3
PADILLA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,0,5,3,8,3,11
PAILON,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,19,8,26,43,45,51,96
PALCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,2,1,2,2,4
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,1,9,10,10,11,21
PAMPA GRANDE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,4,0,0,5,4,9
PAPEL PAMPA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
PASORAPA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,3,1,2,4,5,9
PATACAMAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,4,0,0,0,4,4
PAZÑA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
PELECHUCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,0,0,1,3,1,4
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,7,1,2,2,9,11
POOPO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,2,0,3,3
PORCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
POROMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,6,1,3,1,9,10
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,8,0,0,1,8,9
PORVENIR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,9,14,0,0,9,14,23
POTOSI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,84,4,8,9,92,101
PUCARANI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,6,5,6,8,14
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,3,0,2,1,5,6
PUERTO CARABUCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,3,0,0,1,3,4
PUERTO PEREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,5,12,5,13,18
PUERTO RICO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,20,3,9,8,29,37
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,6,28,8,29,14,57,71
PUNA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,4,0,5,5
PUNATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,14,3,9,6,23,29
QUIABAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,24,28,27,48,51,76,127
QUIME,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,4,0,0,0,4,4
RAVELO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,6,2,3,3,9,12
REYES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,4,0,4,4
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,4,11,0,0,4,11,15
ROBORE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,4,2,5,4,9
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,1,224,1,225,2,227
SABAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,1,0,4,1,5,6
SACABA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,6,86,7,5,13,91,104
SACABAMBA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,2,0,2,0,2
SAIPINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,5,1,9,1,14,15
SAMAIPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,6,7,0,4,6,11,17
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,1,0,0,2,1,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,1,0,2,2
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,3,0,0,2,3,5
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,13,0,0,1,13,14
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,13,5,0,8,13,21
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,9,45,1,46,10,56
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,7,76,0,1,7,77,84
SAN JAVIER(BNI),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,8,1,8,9
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,6,15,7,13,13,28,41
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,14,7,9,10,23,33
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,6,1,6,7
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,11,0,2,1,13,14
SAN LUCAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,6,0,0,1,6,7
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,9,0,0,1,9,10
SAN PABLO DE LIPEZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,1,5,1,6,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,90,2,90,2,92
SAN PEDRO(PND),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,6,7,6,7,13
SAN RAFAEL,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,4,1,4,5
SAN RAMON BENI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,3,2,2,5,5,10
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,2,0,2,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,438,1025,170,99,608,1124,1732
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,4,0,0,0,4,4
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,5,8,1,1,6,9,15
SANTIAGO DE CALLAPA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,1,2,1,2,3
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,4,0,4,1,8,9
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,1,0,1,2,3
SENA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,4,3,0,10,4,13,17
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,4,9,0,0,4,9,13
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,3,0,12,2,15,17
SICAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,0,0,2,0,2,2
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,3,28,0,8,3,36,39
SOPACHUY,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,1,0,2,2,4
SORACACHI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,3,1,3,4,7
SORATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,10,1,21,2,31,33
SUCRE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,33,74,28,41,61,115,176
TACACOMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,0,14,5,16,5,21
TAPACARI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,6,0,3,0,9,9
TARACO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,0,0,0,3,3
TARATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,21,114,7,15,28,129,157
TARVITA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,2,0,1,4,3,4,7
TEOPONTE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,3,6,4,6,7,13
TIAWANACU,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2017-01-01,0,2,0,0,0,2,2
