,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,4,0,0,1,4,5
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,3,0,0,1,3,4
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,24,7,0,0,24,7,31
COLQUECHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,13,26,2,0,15,26,41
EXALTACION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,3,0,0,2,3,5
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,4,0,0,2,4,6
HUACHACALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,0,0,0,2,0,2
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,5,3,0,0,5,3,8
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,17,34,0,0,17,34,51
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
OMEREQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,5,3,0,0,5,3,8
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,7,54,7,10,14,64,78
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,5,4,0,0,5,4,9
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,3,0,0,0,3,0,3
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,6,6,0,0,6,6,12
PRESTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,0,0,0,2,0,2
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,5,0,0,0,5,5
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,3,4,0,0,3,4,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,5,0,0,0,5,5
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,4,0,0,0,4,4
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,0,1,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,4,0,0,1,4,5
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,8,0,0,2,8,10
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,12,0,0,0,12,12
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,2,0,0,2,2,4
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,3,7,0,0,3,7,10
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,3,7,0,0,3,7,10
TOMAVE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,9,11,0,0,9,11,20
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,4,7,1,0,5,7,12
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,3,0,0,2,3,5
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,2,5,0,0,2,5,7
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,3,0,0,1,3,4
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,7,14,0,0,7,14,21
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-01-01,3,0,0,0,3,0,3
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,3,0,0,2,3,5
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,7,0,2,0,9,0,9
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,4,0,0,0,4,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,3,6,0,0,3,6,9
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,1,0,0,2,1,3
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,3,0,0,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,5,0,0,1,5,6
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,9,1,0,6,9,7,16
COLQUECHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,3,0,0,1,3,4
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,4,5,0,0,4,5,9
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,6,19,11,69,17,88,105
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,11,0,1,0,12,12
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,4,0,0,1,4,5
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,6,0,0,0,6,6
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,2,0,0,2,2,4
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,3,10,0,0,3,10,13
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,26,48,0,0,26,48,74
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,0,0,0,2,0,2
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,4,7,0,0,4,7,11
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,4,2,2,0,6,2,8
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
POCOATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,2,0,0,2,2,4
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,0,1,2,2,2,4
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,8,10,0,0,8,10,18
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,1,0,0,2,1,3
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,4,17,0,0,4,17,21
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,5,17,0,0,5,17,22
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
SENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,2,0,0,1,2,3
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,3,0,0,0,3,3
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,1,7,0,0,1,7,8
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,8,10,1,0,9,10,19
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,0,1,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,3,11,0,0,3,11,14
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,3,0,0,2,3,5
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,6,0,0,2,6,8
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,2,7,0,0,2,7,9
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,0,4,0,0,0,4,4
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,4,2,0,0,4,2,6
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-02-01,3,1,0,0,3,1,4
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,7,0,0,2,7,9
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,4,0,0,0,4,4
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,3,0,0,2,3,5
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,9,0,0,0,9,9
BETANZOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,2,0,0,2,2,4
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,0,0,0,2,0,2
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,7,0,0,1,7,8
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,4,0,0,2,4,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,4,2,22,2,26,28
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,9,12,0,0,9,12,21
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,5,1,0,0,5,1,6
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,13,25,0,0,13,25,38
CURVA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,13,38,19,11,32,49,81
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,1,0,0,2,1,3
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
HUAYLLAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,19,21,0,0,19,21,40
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,0,0,0,1,0,1
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,3,7,0,0,3,7,10
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,47,57,3,1,50,58,108
LAGUNILLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,7,0,1,2,8,10
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,7,0,0,2,7,9
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,3,1,0,0,3,1,4
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,5,8,0,0,5,8,13
MORO MORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,0,0,0,1,0,1
OCURI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,10,12,1,5,11,17,28
PADILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,4,8,0,0,4,8,12
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,0,0,0,2,0,2
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
POOPO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,4,0,0,0,4,4
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,3,0,0,0,3,3
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,5,0,0,1,5,6
PRESTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,3,8,0,0,3,8,11
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,3,0,0,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,3,0,3,0,6,6
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,2,0,0,1,2,3
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,5,4,0,0,5,4,9
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,4,18,0,0,4,18,22
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,3,0,1,0,4,4
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,9,9,0,0,9,9,18
TACACOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,8,3,0,0,8,3,11
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,10,0,0,1,10,11
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,2,0,0,1,2,3
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,24,27,1,3,25,30,55
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,2,0,0,1,2,3
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,1,0,0,2,1,3
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,1,0,4,1,5,6
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,0,1,29,2,29,3,32
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,1,0,0,2,1,3
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,2,6,0,0,2,6,8
VILLA RIVERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,7,3,0,0,7,3,10
VILLA SERRANO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,1,3,0,0,1,3,4
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2017-03-01,3,4,0,0,3,4,7
