,group,variable,month,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,2,0,0,1,2,3
CHUA COCANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,5,0,0,1,5,6
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,2,5,12,5,14,19
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,13,12,0,5,13,17,30
COLQUECHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,6,0,0,0,6,6
COLQUIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,2,0,0,1,2,3
COROICO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
CURVA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,20,56,18,9,38,65,103
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,9,0,0,1,9,10
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,6,0,0,0,6,6
GUANAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
HUACHACALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,4,4,20,38,24,42,66
HUAYLLAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,18,14,0,0,18,14,32
ICHOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
LA ASUNTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,0,2,3,2,3,5
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,8,0,0,1,8,9
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,73,92,0,0,73,92,165
MAGDALENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,6,0,0,3,6,9
MAPIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
MECAPACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,4,3,0,0,4,3,7
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
MORO MORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
OMEREQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,0,0,0,3,0,3
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,23,5,3,8,26,34
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,0,0,0,2,0,2
PALCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,10,9,0,0,10,9,19
PASORAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,0,0,0,2,0,2
PORONGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,7,9,0,0,7,9,16
PORTACHUELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,0,0,0,2,0,2
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,9,9,0,0,9,9,18
PRESTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,3,0,0,3,3,6
PUERTO ACOSTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,2,0,0,1,2,3
PUERTO CARABUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,3,0,0,0,3,3
ROBORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,2,0,0,1,2,3
RURRENABAQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,7,0,0,3,7,10
SAN BENITO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,5,0,0,1,5,6
SAN BORJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,1,0,0,3,1,4
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,2,0,0,3,2,5
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,11,0,0,3,11,14
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,13,25,0,0,13,25,38
SAN RAMON BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,4,22,0,0,4,22,26
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,3,0,0,1,3,4
SANTIVAÑES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,4,0,0,0,4,4
SENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,5,0,0,1,5,6
SUCRE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,3,0,0,1,3,4
TACOPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,2,0,0,2,2,4
TARIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,8,13,5,23,13,36,49
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,2,0,0,0,2,2
TOMAVE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,4,6,20,9,24,33
TUPIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,2,1,4,3,6,9
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,0,1,1,3,1,4
UYUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,2,0,0,2,2,4
VACAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,1,0,0,1,1,2
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,6,23,0,0,6,23,29
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,4,0,0,2,4,6
VILLA RIVERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,6,3,0,0,6,3,9
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,1,4,0,0,1,4,5
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,3,5,0,1,3,6,9
VITICHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,30,50,0,0,30,50,80
YUNCHARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-01-01,2,1,0,0,2,1,3
ACACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,3,0,0,0,3,0,3
ACHACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,7,20,0,0,7,20,27
ACHOCALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
ARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
ARQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,3,0,0,2,3,5
ATOCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,7,0,0,2,7,9
BETANZOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,2,0,0,2,2,4
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,1,0,0,2,1,3
CALAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
CAMARGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,2,0,0,1,2,3
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,3,0,0,0,3,3
CHARAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,5,0,0,1,5,6
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,8,6,0,3,8,9,17
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,4,0,0,0,4,4
CORO CORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
COROICO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,5,7,0,0,5,7,12
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,33,55,29,23,62,78,140
EL PUENTE(STC),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,5,0,0,1,5,6
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,0,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,1,0,0,2,1,3
ESCOMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,4,2,0,0,4,2,6
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,6,0,0,0,6,6
GUAYARAMERIN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
GUTIERREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
HUATAJATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,4,0,0,1,4,5
INQUISIVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,7,21,0,0,7,21,28
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,93,171,0,0,93,171,264
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
LORETO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,2,0,0,1,2,3
MAGDALENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,5,0,0,1,5,6
MIZQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,6,10,0,0,6,10,16
MOCOMOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,5,2,0,0,5,2,7
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,4,7,0,0,4,7,11
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,4,10,0,0,4,10,14
PADILLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,7,6,0,0,7,6,13
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,3,0,0,2,3,5
PALCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,3,0,0,1,3,4
PALOS BLANCOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
PASORAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,0,0,0,1,0,1
PORCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,6,1,3,3,9,12
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,3,4,0,0,3,4,7
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,3,10,0,0,3,10,13
PUERTO PEREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
QUIME,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,0,0,0,2,0,2
ROBORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,1,2,1,3,4
RURRENABAQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,2,0,0,1,2,3
SACABA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,5,4,0,0,5,4,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,8,5,1,13,9,18,27
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,3,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,10,27,0,0,10,27,37
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,4,0,0,0,4,4
SENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,3,8,0,0,3,8,11
TACOPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,3,0,0,0,3,3
TARIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,11,0,0,1,11,12
TRINIDAD,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,26,28,1,0,27,28,55
TUPIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,2,0,0,2,2,4
URUBICHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,3,0,0,2,3,5
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,7,29,2,31,9,40
VILA VILA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,2,2,0,0,2,2,4
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,1,0,0,0,1,1
VILLA SERRANO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,1,7,0,0,1,7,8
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,4,8,0,0,4,8,12
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,5,0,0,0,5,5
YACUIBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,18,30,0,1,18,31,49
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,3,12,0,0,3,12,15
YOCALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-02-01,0,2,0,0,0,2,2
ACHACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,5,0,0,2,5,7
AIQUILE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,3,0,0,0,3,3
ARQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,1,1,0,0,1,1,2
ATOCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,3,0,0,2,3,5
AZURDUY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,0,0,1,0,1,1
BAURES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,11,0,0,2,11,13
BERMEJO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
BETANZOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,3,4,0,0,3,4,7
BUENA VISTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,0,1,6,1,6,7
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,1,0,0,2,1,3
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,1,0,0,2,1,3
CARAPARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,8,3,0,0,8,3,11
CHALLAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,1,0,1,0,2,0,2
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,6,4,0,0,6,4,10
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,5,2,0,4,5,9
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,7,22,0,0,7,22,29
"COLCHA ""K""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,3,0,0,0,3,3
COPACABANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,6,8,0,0,6,8,14
CURVA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,24,56,7,11,31,67,98
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,2,3,0,0,2,3,5
GUANAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2017-03-01,0,1,0,0,0,1,1
