,group,variable,month,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-02-01,1,2,0,1,1,3,4
LA ASUNTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-02-01,0,0,1,0,1,0,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-02-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-02-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-02-01,0,0,1,0,1,0,1
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,0,1,0,1,0,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,1,3,0,0,1,3,4
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,1,0,0,0,1,1
RIBERALTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,15,7,0,0,15,7,22
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,1,0,0,0,1,1
SAN JULIAN,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,0,2,3,2,3,5
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,0,0,5,0,5,5
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-03-01,0,0,1,0,1,0,1
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,1,0,0,0,1,0,1
CLIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,0,0,0,1,0,1,1
LA PAZ,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,0,0,1,0,1,0,1
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,0,0,0,1,0,1,1
MOROCHATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,2,0,0,0,2,0,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,0,2,0,0,0,2,2
TACOPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,0,0,1,0,1,0,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,6,3,0,0,6,3,9
YACUIBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-04-01,1,0,1,0,2,0,2
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,1,0,0,0,1,0,1
COTOCA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,0,0,1,1,1,1,2
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,0,2,0,0,0,2,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,0,1,0,0,0,1,1
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,1,1,1,3,2,4,6
SAN JULIAN,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,2,1,0,0,2,1,3
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,0,0,2,0,2,0,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,1,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,1,0,0,0,1,0,1
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-05-01,2,4,0,0,2,4,6
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,5,2,0,0,5,2,7
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,1,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,1,2,0,0,1,2,3
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,1,1,0,0,1,1,2
RIBERALTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,6,5,0,0,6,5,11
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,1,0,0,2,1,2,3
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-06-01,2,1,5,2,7,3,10
ARBIETO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,1,0,0,0,1,1
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,1,0,0,0,1,0,1
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,2,0,0,0,2,0,2
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,0,0,1,0,1,1
EL VILLAR,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,1,1,0,0,1,1,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,0,1,0,1,0,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,1,2,0,4,1,6,7
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-07-01,0,0,1,0,1,0,1
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
"CAIZA ""D""",chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,1,0,5,0,6,0,6
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,4,1,0,0,4,1,5
CLIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,0,1,0,1,0,1
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
MOJOCOYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,1,3,1,1,2,4,6
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,1,0,0,0,1,1
PADILLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,1,0,0,0,1,0,1
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,6,2,0,0,6,2,8
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,0,1,0,1,0,1
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,0,2,0,0,0,2,2
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,1,3,1,2,2,5,7
VILLA SERRANO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,2,7,0,0,2,7,9
ZUDAÑEZ,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-08-01,2,0,0,0,2,0,2
ACACIO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,1,1,0,0,1,1,2
ALCALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,1,1,0,0,1,1,2
ARBIETO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,1,0,1,0,2,2
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,7,3,0,0,7,3,10
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,0,2,0,2,0,2
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,4,0,0,0,4,0,4
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,0,0,1,0,1,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,1,0,0,0,1,1
EL VILLAR,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,0,0,1,0,1,1
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,3,2,0,0,3,2,5
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,0,1,2,1,2,3
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,3,2,2,1,5,3,8
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,25,29,0,0,25,29,54
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,2,0,0,0,2,2
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,8,6,2,2,10,8,18
URIONDO (A. CONCEPCION),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,2,0,0,0,2,0,2
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,0,1,0,0,0,1,1
YOTALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-09-01,1,1,0,0,1,1,2
ARBIETO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,1,1,0,0,1,1,2
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,1,0,1,0,2,2
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,0,0,1,0,1,1
"CAIZA ""D""",chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,0,0,1,0,1,1
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,2,3,0,0,2,3,5
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,1,1,0,0,1,1,2
LAS CARRERAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,1,2,0,0,1,2,3
PADILLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,0,1,0,1,0,1
SIPE SIPE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,1,0,1,0,2,0,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,6,6,0,0,6,6,12
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,9,4,2,2,11,6,17
VILLA SERRANO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,0,0,2,4,2,4,6
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-10-01,1,0,0,0,1,0,1
ALCALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,1,1,1,1,2
ARBIETO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,0,2,0,2,2
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,6,3,6,3,9
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,2,0,2,0,2
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,0,1,0,1,1
LA PAZ,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,0,0,0,0,0
LAS CARRERAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,1,0,1,0,1
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,9,3,9,3,12
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,8,0,2,0,10,0,10
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,1,25,29,25,30,55
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,1,6,4,2,5,8,13
URIONDO (A. CONCEPCION),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,2,0,2,0,2
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,0,1,0,1,1
YOTALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-11-01,0,0,1,0,1,0,1
ARBIETO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,0,1,2,1,2,3
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,0,0,1,0,1,1
LA PAZ,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,0,0,0,0,0,0
LAS CARRERAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,1,0,2,0,3,3
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,0,3,4,3,4,7
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,0,1,0,1,0,1
YACUIBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2017-12-01,0,1,0,0,0,1,1
