,group,variable,month,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - F,DT 4TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ATOCHA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AUCAPATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BATALLAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,6
BELLA FLOR,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,3,5
BETANZOS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
BOLPEBRA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BOYUIBE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
CABEZAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,3,6
CALACOTO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,5
CAPINOTA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,3,2,5
CARACOLLO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CARANAVI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,1,11,12
CHARAGUA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,2,4
CHIMORE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,9,2,3,0,0,1,0,10,13,23
CLIZA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,6
COBIJA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,6,2,7,42,18,0,0,0,0,49,32,81
COCAPATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,2,4,6
COCHABAMBA,otras vacunaciones,dt 4ta dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,16,57,0,1,0,0,0,0,20,66,86
COLCAPIRHUA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,3,5,8
"COLCHA ""K""",otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,1,5
COLLANA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,5,3,0,0,0,0,0,6,7,13
COLPA BELGICA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
COLQUECHACA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
COMARAPA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COROICO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COTAGAITA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3
COTOCA,otras vacunaciones,dt 4ta dosis,2024-01-01,1,0,1,1,0,0,0,0,0,1,0,1,5,11,3,2,23,34,15,11,0,0,0,0,48,61,109
CUATRO CAÑADAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CULPINA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,1,0,0,0,0,0,15,15
EL ALTO,otras vacunaciones,dt 4ta dosis,2024-01-01,1,2,1,0,0,11,0,0,1,2,0,0,8,25,2,5,25,143,6,25,1,0,0,1,45,214,259
EL PUENTE(TJA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,35,41,0,2,0,0,0,0,40,45,85
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,5,11,0,7,0,0,0,0,7,20,27
FILADELFIA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GUANAY,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,3,4
GUAQUI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 4ta dosis,2024-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,6,7
HUACARETA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
HUARINA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HUMANATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
INGAVI (HUMAITA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,9,1,0,0,0,0,0,3,12,15
JESUS DE MACHACA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
LA GUARDIA,otras vacunaciones,dt 4ta dosis,2024-01-01,8,4,2,0,1,0,0,0,1,1,1,0,7,8,3,2,50,71,32,16,2,1,0,1,107,104,211
LA PAZ,otras vacunaciones,dt 4ta dosis,2024-01-01,3,14,1,0,0,2,0,0,0,0,0,0,6,29,0,0,26,137,1,0,0,2,0,0,37,184,221
LAGUNILLAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,3,0,0,0,0,17,4,21
LAJA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
LLALLAGUA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
MAGDALENA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
MAIRANA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
MINEROS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
MIZQUE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,2,6,8
MOJOCOYA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
MONTERO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,5,0,11,0,5,0,0,0,0,2,49,51
MORO MORO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOROCHATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
OKINAWA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ORURO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,22,4,0,0,0,0,0,9,26,35
PADCAYA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PADILLA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
PAILON,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,2,7,9
PALOS BLANCOS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
POCOATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,0,0,0,0,0,9,9
POCONA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
PORCO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PORONGO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,7,0,0,0,0,0,0,3,9,12
PORTACHUELO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,21,5,1,0,0,0,0,9,25,34
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 4ta dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,4
PUERTO VILLARROEL,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,1,10,11
PUNA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PUNATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,0,0,2,9,11
QUILLACOLLO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,0,1,0,0,1,12,13
QUIME,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,3,4,7
RAVELO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
RIBERALTA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,6,0,0,0,0,0,0,1,28,29
ROBORE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,10,0,0,0,0,0,0,3,11,14
RURRENABAQUE,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,2,6
SACABA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,0,5,0,0,0,0,2,12,14
SACABAMBA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
SAMAIPATA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SAN ANDRES,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN BORJA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,9,9
SAN BUENA VENTURA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SAN CARLOS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,0,0,0,1,0,0,5,8,13
SAN IGNACIO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,25,0,0,0,0,0,0,5,32,37
SAN JAVIER(BNI),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,1,0,0,0,0,2,7,9
SAN JULIAN,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,8,0,0,0,0,5,8,13
SAN LORENZO(PND),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,4,5
SAN LORENZO(TJA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,9,2,11
SAN PEDRO DE MACHA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4
SAN PEDRO(PND),otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,3,6,9
SAN RAFAEL,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta dosis,2024-01-01,3,9,0,0,2,2,0,0,0,0,0,0,13,27,3,6,131,252,34,33,8,4,0,0,194,333,527
SANTA ROSA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SENA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,8
SHINAOTA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,1,0,0,0,0,3,6,9
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SICAYA,otras vacunaciones,dt 4ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,4,5
