,group,variable,month,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CAMIRI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CAPINOTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COCHABAMBA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,8
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COLQUIRI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMARAPA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CORO CORO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
COTOCA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,2,0,0,1,1,4,17,21
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,9,12
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
FILADELFIA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
INQUISIVI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LA GUARDIA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,9,10
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,1,0,0,0,5,18,23
LAS CARRERAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LURIBAY,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MIZQUE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
ORURO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,20,1,2,0,0,0,0,12,22,34
PADILLA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
POOPO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,14
PUNATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,2,5,7
SACABA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,6,5,11
SAN JULIAN,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN MATIAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,0,3,0,0,0,0,21,63,84
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SICAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SORATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,5,0,0,0,0,9,12,21
TACOPAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,10,14
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TUPIZA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VACAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VILLA RIVERO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA SERRANO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
VILLAZON,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
YAPACANI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,9,15
ANDAMARCA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ARQUE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CABEZAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CALAMARCA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMARGO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,2,6,8
CAMIRI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
CAPINOTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CLIZA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COBIJA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
"COLCHA ""K""",otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLLANA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLQUIRI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COTAGAITA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CUEVO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,4,5,9
EL CHORO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL TORNO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
GUTIERREZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUATAJATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICLA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
JESUS DE MACHACA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LA GUARDIA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,1,1,0,0,0,0,9,20,29
LLALLAGUA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MAIRANA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOROCHATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,7,0,0,0,0,10,16,26
PADILLA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
