,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
TARATA,rabia,no de personas que abandonaron esquema,2021-02-01,0,1,0,1,1
TARIJA,rabia,no de personas que abandonaron esquema,2021-02-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-02-01,5,2,5,2,7
UYUNI,rabia,no de personas que abandonaron esquema,2021-02-01,1,1,1,1,2
VILLA MONTES,rabia,no de personas que abandonaron esquema,2021-02-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2021-02-01,1,2,1,2,3
YAPACANI,rabia,no de personas que abandonaron esquema,2021-02-01,1,0,1,0,1
YOTALA,rabia,no de personas que abandonaron esquema,2021-02-01,0,1,0,1,1
CHAYANTA,rabia,no de personas que abandonaron esquema,2021-03-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-03-01,11,8,11,8,19
CONCEPCION,rabia,no de personas que abandonaron esquema,2021-03-01,1,0,1,0,1
COPACABANA,rabia,no de personas que abandonaron esquema,2021-03-01,1,0,1,0,1
CORIPATA,rabia,no de personas que abandonaron esquema,2021-03-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-03-01,9,5,9,5,14
LA PAZ,rabia,no de personas que abandonaron esquema,2021-03-01,8,6,8,6,14
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2021-03-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2021-03-01,2,2,2,2,4
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-03-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas que abandonaron esquema,2021-03-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas que abandonaron esquema,2021-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-03-01,7,3,7,3,10
SUCRE,rabia,no de personas que abandonaron esquema,2021-03-01,13,13,13,13,26
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-03-01,4,2,4,2,6
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2021-03-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2021-03-01,5,0,5,0,5
VILLAZON,rabia,no de personas que abandonaron esquema,2021-03-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2021-03-01,4,1,4,1,5
APOLO,rabia,no de personas que abandonaron esquema,2021-04-01,1,0,1,0,1
ATOCHA,rabia,no de personas que abandonaron esquema,2021-04-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2021-04-01,0,2,0,2,2
CARAPARI,rabia,no de personas que abandonaron esquema,2021-04-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-04-01,9,8,9,8,17
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-04-01,0,1,0,1,1
COTAGAITA,rabia,no de personas que abandonaron esquema,2021-04-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2021-04-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-04-01,11,15,11,15,26
IRUPANA (VILLA DE LANZA),rabia,no de personas que abandonaron esquema,2021-04-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2021-04-01,7,4,7,4,11
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2021-04-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2021-04-01,3,1,3,1,4
ORURO,rabia,no de personas que abandonaron esquema,2021-04-01,1,3,1,3,4
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-04-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2021-04-01,2,0,2,0,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2021-04-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-04-01,6,6,6,6,12
SUCRE,rabia,no de personas que abandonaron esquema,2021-04-01,5,10,5,10,15
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-04-01,3,2,3,2,5
UYUNI,rabia,no de personas que abandonaron esquema,2021-04-01,3,0,3,0,3
WALDO BALLIVIAN,rabia,no de personas que abandonaron esquema,2021-04-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2021-04-01,1,1,1,1,2
YAPACANI,rabia,no de personas que abandonaron esquema,2021-04-01,3,2,3,2,5
CAPINOTA,rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-05-01,6,3,6,3,9
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
CONCEPCION,rabia,no de personas que abandonaron esquema,2021-05-01,1,0,1,0,1
CORIPATA,rabia,no de personas que abandonaron esquema,2021-05-01,1,0,1,0,1
COROICO,rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-05-01,9,10,9,10,19
IRUPANA (VILLA DE LANZA),rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas que abandonaron esquema,2021-05-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2021-05-01,7,6,7,6,13
MONTERO,rabia,no de personas que abandonaron esquema,2021-05-01,27,1,27,1,28
ORURO,rabia,no de personas que abandonaron esquema,2021-05-01,1,3,1,3,4
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-05-01,1,1,1,1,2
RURRENABAQUE,rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2021-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-05-01,4,6,4,6,10
SUCRE,rabia,no de personas que abandonaron esquema,2021-05-01,4,10,4,10,14
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-05-01,3,6,3,6,9
URIONDO (A. CONCEPCION),rabia,no de personas que abandonaron esquema,2021-05-01,5,1,5,1,6
UYUNI,rabia,no de personas que abandonaron esquema,2021-05-01,2,0,2,0,2
VIACHA,rabia,no de personas que abandonaron esquema,2021-05-01,1,2,1,2,3
VINTO,rabia,no de personas que abandonaron esquema,2021-05-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2021-05-01,2,4,2,4,6
YACUIBA,rabia,no de personas que abandonaron esquema,2021-05-01,1,0,1,0,1
YAPACANI,rabia,no de personas que abandonaron esquema,2021-05-01,0,1,0,1,1
CABEZAS,rabia,no de personas que abandonaron esquema,2021-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-06-01,5,3,5,3,8
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-06-01,2,1,2,1,3
COPACABANA,rabia,no de personas que abandonaron esquema,2021-06-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-06-01,6,8,6,8,14
GUANAY,rabia,no de personas que abandonaron esquema,2021-06-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2021-06-01,8,4,8,4,12
ORURO,rabia,no de personas que abandonaron esquema,2021-06-01,8,0,8,0,8
PALOS BLANCOS,rabia,no de personas que abandonaron esquema,2021-06-01,1,0,1,0,1
POTOSI,rabia,no de personas que abandonaron esquema,2021-06-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-06-01,1,4,1,4,5
ROBORE,rabia,no de personas que abandonaron esquema,2021-06-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,rabia,no de personas que abandonaron esquema,2021-06-01,0,1,0,1,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2021-06-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-06-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-06-01,12,12,12,12,24
SUCRE,rabia,no de personas que abandonaron esquema,2021-06-01,7,6,7,6,13
TARATA,rabia,no de personas que abandonaron esquema,2021-06-01,1,0,1,0,1
TOCO,rabia,no de personas que abandonaron esquema,2021-06-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-06-01,2,2,2,2,4
UNCIA,rabia,no de personas que abandonaron esquema,2021-06-01,0,1,0,1,1
UYUNI,rabia,no de personas que abandonaron esquema,2021-06-01,1,1,1,1,2
VIACHA,rabia,no de personas que abandonaron esquema,2021-06-01,1,1,1,1,2
VILLAZON,rabia,no de personas que abandonaron esquema,2021-06-01,1,0,1,0,1
YACUIBA,rabia,no de personas que abandonaron esquema,2021-06-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
ATOCHA,rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
CAMIRI,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-07-01,6,3,6,3,9
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-07-01,1,1,1,1,2
COTOCA,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-07-01,8,2,8,2,10
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2021-07-01,3,7,3,7,10
LAJA,rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
OKINAWA,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2021-07-01,4,6,4,6,10
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-07-01,1,2,1,2,3
SACABA,rabia,no de personas que abandonaron esquema,2021-07-01,2,0,2,0,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2021-07-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-07-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-07-01,4,3,4,3,7
SUCRE,rabia,no de personas que abandonaron esquema,2021-07-01,5,5,5,5,10
TARIJA,rabia,no de personas que abandonaron esquema,2021-07-01,1,1,1,1,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-07-01,10,2,10,2,12
UYUNI,rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2021-07-01,0,1,0,1,1
YAPACANI,rabia,no de personas que abandonaron esquema,2021-07-01,1,0,1,0,1
CAMARGO,rabia,no de personas que abandonaron esquema,2021-08-01,1,1,1,1,2
CARANAVI,rabia,no de personas que abandonaron esquema,2021-08-01,0,1,0,1,1
CARAPARI,rabia,no de personas que abandonaron esquema,2021-08-01,0,1,0,1,1
CHIMORE,rabia,no de personas que abandonaron esquema,2021-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2021-08-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-08-01,9,7,9,7,16
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-08-01,1,1,1,1,2
COPACABANA,rabia,no de personas que abandonaron esquema,2021-08-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2021-08-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-08-01,4,8,4,8,12
LA PAZ,rabia,no de personas que abandonaron esquema,2021-08-01,1,2,1,2,3
MONTERO,rabia,no de personas que abandonaron esquema,2021-08-01,1,1,1,1,2
ORURO,rabia,no de personas que abandonaron esquema,2021-08-01,6,5,6,5,11
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-08-01,2,0,2,0,2
SACABA,rabia,no de personas que abandonaron esquema,2021-08-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas que abandonaron esquema,2021-08-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-08-01,2,6,2,6,8
SORATA,rabia,no de personas que abandonaron esquema,2021-08-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2021-08-01,11,8,11,8,19
TARIJA,rabia,no de personas que abandonaron esquema,2021-08-01,2,2,2,2,4
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-08-01,6,4,6,4,10
UYUNI,rabia,no de personas que abandonaron esquema,2021-08-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2021-08-01,2,3,2,3,5
CARAPARI,rabia,no de personas que abandonaron esquema,2021-09-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-09-01,6,6,6,6,12
COPACABANA,rabia,no de personas que abandonaron esquema,2021-09-01,1,1,1,1,2
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-09-01,11,17,11,17,28
HUACARETA,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2021-09-01,10,5,10,5,15
MINEROS,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2021-09-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
OKINAWA,rabia,no de personas que abandonaron esquema,2021-09-01,1,1,1,1,2
ORURO,rabia,no de personas que abandonaron esquema,2021-09-01,5,4,5,4,9
POTOSI,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
PUNATA,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas que abandonaron esquema,2021-09-01,1,1,1,1,2
SACABA,rabia,no de personas que abandonaron esquema,2021-09-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2021-09-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-09-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,rabia,no de personas que abandonaron esquema,2021-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-09-01,3,2,3,2,5
SUCRE,rabia,no de personas que abandonaron esquema,2021-09-01,9,10,9,10,19
TARIJA,rabia,no de personas que abandonaron esquema,2021-09-01,2,1,2,1,3
TOTORA(CBBA),rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-09-01,6,1,6,1,7
UNCIA,rabia,no de personas que abandonaron esquema,2021-09-01,1,0,1,0,1
UYUNI,rabia,no de personas que abandonaron esquema,2021-09-01,2,0,2,0,2
VIACHA,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2021-09-01,2,1,2,1,3
VINTO,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2021-09-01,3,4,3,4,7
YOTALA,rabia,no de personas que abandonaron esquema,2021-09-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2021-10-01,0,2,0,2,2
AYATA,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
CABEZAS,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
CAMARGO,rabia,no de personas que abandonaron esquema,2021-10-01,2,0,2,0,2
CAPINOTA,rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
CHIMORE,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-10-01,21,12,21,12,33
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
COROICO,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
COTOCA,rabia,no de personas que abandonaron esquema,2021-10-01,0,2,0,2,2
EL ALTO,rabia,no de personas que abandonaron esquema,2021-10-01,15,9,15,9,24
LA PAZ,rabia,no de personas que abandonaron esquema,2021-10-01,147,140,147,140,287
MONTERO,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2021-10-01,6,7,6,7,13
PORCO,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-10-01,2,1,2,1,3
SACABA,rabia,no de personas que abandonaron esquema,2021-10-01,2,0,2,0,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2021-10-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2021-10-01,1,1,1,1,2
SAN JAVIER(BNI),rabia,no de personas que abandonaron esquema,2021-10-01,16,14,16,14,30
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-10-01,11,8,11,8,19
SUCRE,rabia,no de personas que abandonaron esquema,2021-10-01,13,15,13,15,28
TARIJA,rabia,no de personas que abandonaron esquema,2021-10-01,2,1,2,1,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-10-01,8,6,8,6,14
UYUNI,rabia,no de personas que abandonaron esquema,2021-10-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2021-10-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2021-10-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2021-10-01,2,2,2,2,4
YAPACANI,rabia,no de personas que abandonaron esquema,2021-10-01,0,1,0,1,1
ARBIETO,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
CARACOLLO,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
CARAPARI,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
CHIMORE,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-11-01,9,14,9,14,23
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
COROICO,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-11-01,17,14,17,14,31
LA PAZ,rabia,no de personas que abandonaron esquema,2021-11-01,7,5,7,5,12
MAGDALENA,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
MAIRANA,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
MIZQUE,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2021-11-01,2,5,2,5,7
PUNATA,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-11-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-11-01,7,7,7,7,14
SUCRE,rabia,no de personas que abandonaron esquema,2021-11-01,8,7,8,7,15
TARIJA,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2021-11-01,6,4,6,4,10
UYUNI,rabia,no de personas que abandonaron esquema,2021-11-01,0,2,0,2,2
VIACHA,rabia,no de personas que abandonaron esquema,2021-11-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2021-11-01,300,0,300,0,300
YAPACANI,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
YOTALA,rabia,no de personas que abandonaron esquema,2021-11-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2021-12-01,0,1,0,1,1
CAMARGO,rabia,no de personas que abandonaron esquema,2021-12-01,1,1,1,1,2
CAPINOTA,rabia,no de personas que abandonaron esquema,2021-12-01,0,1,0,1,1
CARAPARI,rabia,no de personas que abandonaron esquema,2021-12-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2021-12-01,16,12,16,12,28
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2021-12-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2021-12-01,14,8,14,8,22
LA PAZ,rabia,no de personas que abandonaron esquema,2021-12-01,5,2,5,2,7
MAIRANA,rabia,no de personas que abandonaron esquema,2021-12-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2021-12-01,2,0,2,0,2
ORURO,rabia,no de personas que abandonaron esquema,2021-12-01,8,4,8,4,12
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2021-12-01,2,0,2,0,2
SACABA,rabia,no de personas que abandonaron esquema,2021-12-01,1,1,1,1,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2021-12-01,0,3,0,3,3
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2021-12-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2021-12-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas que abandonaron esquema,2021-12-01,2,0,2,0,2
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2021-12-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2021-12-01,2,6,2,6,8
