,group,variable,month,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 40 a 49 anos,2015-01-01,89,97,9,6,98,103,201
AZURDUY,consulta externa,personas de 40 a 49 anos,2015-01-01,20,69,2,2,22,71,93
BATALLAS,consulta externa,personas de 40 a 49 anos,2015-01-01,14,48,0,1,14,49,63
BAURES,consulta externa,personas de 40 a 49 anos,2015-01-01,31,46,0,0,31,46,77
BELEN DE ANDAMARCA,consulta externa,personas de 40 a 49 anos,2015-01-01,5,8,0,1,5,9,14
BELEN DE URMIRI,consulta externa,personas de 40 a 49 anos,2015-01-01,0,7,0,0,0,7,7
BELLA FLOR,consulta externa,personas de 40 a 49 anos,2015-01-01,26,30,0,1,26,31,57
BERMEJO,consulta externa,personas de 40 a 49 anos,2015-01-01,606,669,43,83,649,752,1401
BETANZOS,consulta externa,personas de 40 a 49 anos,2015-01-01,81,171,3,19,84,190,274
BOLIVAR,consulta externa,personas de 40 a 49 anos,2015-01-01,4,8,0,0,4,8,12
BOLPEBRA,consulta externa,personas de 40 a 49 anos,2015-01-01,14,5,0,0,14,5,19
BOYUIBE,consulta externa,personas de 40 a 49 anos,2015-01-01,10,15,5,9,15,24,39
BUENA VISTA,consulta externa,personas de 40 a 49 anos,2015-01-01,50,46,4,1,54,47,101
CABEZAS,consulta externa,personas de 40 a 49 anos,2015-01-01,105,145,7,8,112,153,265
CAIROMA,consulta externa,personas de 40 a 49 anos,2015-01-01,38,34,5,1,43,35,78
"CAIZA ""D""",consulta externa,personas de 40 a 49 anos,2015-01-01,32,76,1,0,33,76,109
CAJUATA,consulta externa,personas de 40 a 49 anos,2015-01-01,41,40,2,0,43,40,83
CALACOTO,consulta externa,personas de 40 a 49 anos,2015-01-01,13,18,0,0,13,18,31
CALAMARCA,consulta externa,personas de 40 a 49 anos,2015-01-01,36,55,12,19,48,74,122
CAMARGO,consulta externa,personas de 40 a 49 anos,2015-01-01,91,182,12,27,103,209,312
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 40 a 49 anos,2015-01-01,7,23,2,0,9,23,32
CAMIRI,consulta externa,personas de 40 a 49 anos,2015-01-01,411,438,38,73,449,511,960
CAPINOTA,consulta externa,personas de 40 a 49 anos,2015-01-01,53,97,28,39,81,136,217
CAQUIAVIRI,consulta externa,personas de 40 a 49 anos,2015-01-01,19,17,2,0,21,17,38
CARACOLLO,consulta externa,personas de 40 a 49 anos,2015-01-01,49,84,2,3,51,87,138
CARANAVI,consulta externa,personas de 40 a 49 anos,2015-01-01,94,116,5,19,99,135,234
CARANGAS,consulta externa,personas de 40 a 49 anos,2015-01-01,4,3,1,2,5,5,10
CARAPARI,consulta externa,personas de 40 a 49 anos,2015-01-01,141,231,4,7,145,238,383
CARIPUYO,consulta externa,personas de 40 a 49 anos,2015-01-01,17,27,0,0,17,27,44
CARMEN RIVERO TORREZ,consulta externa,personas de 40 a 49 anos,2015-01-01,20,20,1,3,21,23,44
CATACORA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,10,0,0,8,10,18
CHACARILLA,consulta externa,personas de 40 a 49 anos,2015-01-01,2,4,0,0,2,4,6
CHALLAPATA,consulta externa,personas de 40 a 49 anos,2015-01-01,53,136,11,16,64,152,216
CHAQUI,consulta externa,personas de 40 a 49 anos,2015-01-01,26,30,0,0,26,30,56
CHARAGUA,consulta externa,personas de 40 a 49 anos,2015-01-01,80,118,3,2,83,120,203
CHARAÑA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,5,0,0,8,5,13
CHAYANTA,consulta externa,personas de 40 a 49 anos,2015-01-01,46,72,8,3,54,75,129
CHIMORE,consulta externa,personas de 40 a 49 anos,2015-01-01,56,70,3,16,59,86,145
CHIPAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,6,9,0,0,6,9,15
CHOQUE COTA,consulta externa,personas de 40 a 49 anos,2015-01-01,2,7,0,0,2,7,9
CHUA COCANI,consulta externa,personas de 40 a 49 anos,2015-01-01,4,7,1,1,5,8,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 40 a 49 anos,2015-01-01,50,60,2,7,52,67,119
CHUMA,consulta externa,personas de 40 a 49 anos,2015-01-01,30,61,0,3,30,64,94
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 40 a 49 anos,2015-01-01,14,7,0,0,14,7,21
CKOCHAS,consulta externa,personas de 40 a 49 anos,2015-01-01,43,81,3,43,46,124,170
CLIZA,consulta externa,personas de 40 a 49 anos,2015-01-01,41,32,2,4,43,36,79
COBIJA,consulta externa,personas de 40 a 49 anos,2015-01-01,292,416,96,136,388,552,940
COCAPATA,consulta externa,personas de 40 a 49 anos,2015-01-01,5,27,0,0,5,27,32
COCHABAMBA,consulta externa,personas de 40 a 49 anos,2015-01-01,3657,7429,2655,6812,6312,14241,20553
COIPASA,consulta externa,personas de 40 a 49 anos,2015-01-01,2,0,0,0,2,0,2
COLCAPIRHUA,consulta externa,personas de 40 a 49 anos,2015-01-01,107,177,27,66,134,243,377
"COLCHA ""K""",consulta externa,personas de 40 a 49 anos,2015-01-01,48,59,3,0,51,59,110
COLLANA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,8,0,0,8,8,16
COLOMI,consulta externa,personas de 40 a 49 anos,2015-01-01,19,25,0,3,19,28,47
COLPA BELGICA,consulta externa,personas de 40 a 49 anos,2015-01-01,55,73,4,4,59,77,136
COLQUECHACA,consulta externa,personas de 40 a 49 anos,2015-01-01,54,69,9,9,63,78,141
COLQUENCHA,consulta externa,personas de 40 a 49 anos,2015-01-01,2,16,0,8,2,24,26
COLQUIRI,consulta externa,personas de 40 a 49 anos,2015-01-01,28,53,24,16,52,69,121
COMANCHE,consulta externa,personas de 40 a 49 anos,2015-01-01,7,10,1,1,8,11,19
COMARAPA,consulta externa,personas de 40 a 49 anos,2015-01-01,35,84,6,21,41,105,146
COMBAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,0,2,0,0,0,2,2
CONCEPCION,consulta externa,personas de 40 a 49 anos,2015-01-01,21,124,2,9,23,133,156
COPACABANA,consulta externa,personas de 40 a 49 anos,2015-01-01,14,23,0,0,14,23,37
CORIPATA,consulta externa,personas de 40 a 49 anos,2015-01-01,23,24,3,4,26,28,54
CORO CORO,consulta externa,personas de 40 a 49 anos,2015-01-01,10,36,0,0,10,36,46
COROICO,consulta externa,personas de 40 a 49 anos,2015-01-01,42,71,11,23,53,94,147
CORQUE,consulta externa,personas de 40 a 49 anos,2015-01-01,26,17,0,0,26,17,43
COTAGAITA,consulta externa,personas de 40 a 49 anos,2015-01-01,128,162,6,6,134,168,302
COTOCA,consulta externa,personas de 40 a 49 anos,2015-01-01,70,159,0,4,70,163,233
CRUZ DE MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2015-01-01,11,6,0,0,11,6,17
CUATRO CAÑADAS,consulta externa,personas de 40 a 49 anos,2015-01-01,43,55,2,6,45,61,106
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 40 a 49 anos,2015-01-01,2,3,0,0,2,3,5
CUEVO,consulta externa,personas de 40 a 49 anos,2015-01-01,24,40,5,5,29,45,74
CULPINA,consulta externa,personas de 40 a 49 anos,2015-01-01,37,91,1,0,38,91,129
CURAHUARA DE CARANGAS,consulta externa,personas de 40 a 49 anos,2015-01-01,6,10,0,1,6,11,17
CURVA,consulta externa,personas de 40 a 49 anos,2015-01-01,5,8,0,2,5,10,15
DESAGUADERO,consulta externa,personas de 40 a 49 anos,2015-01-01,7,21,1,1,8,22,30
EL ALTO,consulta externa,personas de 40 a 49 anos,2015-01-01,2547,5527,1131,2508,3678,8035,11713
EL CHORO,consulta externa,personas de 40 a 49 anos,2015-01-01,7,11,0,0,7,11,18
EL PUENTE(STC),consulta externa,personas de 40 a 49 anos,2015-01-01,34,47,0,1,34,48,82
EL PUENTE(TJA),consulta externa,personas de 40 a 49 anos,2015-01-01,71,141,4,5,75,146,221
EL TORNO,consulta externa,personas de 40 a 49 anos,2015-01-01,251,355,56,57,307,412,719
EL VILLAR,consulta externa,personas de 40 a 49 anos,2015-01-01,41,51,0,0,41,51,92
ENTRE RIOS TRJ,consulta externa,personas de 40 a 49 anos,2015-01-01,168,322,6,6,174,328,502
ENTRE RIOS CBBA,consulta externa,personas de 40 a 49 anos,2015-01-01,41,56,6,6,47,62,109
ESCARA,consulta externa,personas de 40 a 49 anos,2015-01-01,3,3,0,0,3,3,6
ESCOMA,consulta externa,personas de 40 a 49 anos,2015-01-01,6,12,2,1,8,13,21
ESMERALDA,consulta externa,personas de 40 a 49 anos,2015-01-01,4,11,0,1,4,12,16
EUCALIPTUS,consulta externa,personas de 40 a 49 anos,2015-01-01,9,21,0,1,9,22,31
EUREKA (SANTOS MERCADO),consulta externa,personas de 40 a 49 anos,2015-01-01,3,8,1,0,4,8,12
EXALTACION,consulta externa,personas de 40 a 49 anos,2015-01-01,7,9,2,1,9,10,19
FERNANDEZ ALONSO,consulta externa,personas de 40 a 49 anos,2015-01-01,11,16,0,5,11,21,32
FILADELFIA,consulta externa,personas de 40 a 49 anos,2015-01-01,17,8,0,0,17,8,25
GENERAL SAAVEDRA,consulta externa,personas de 40 a 49 anos,2015-01-01,4,6,0,0,4,6,10
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 40 a 49 anos,2015-01-01,17,35,4,3,21,38,59
GUANAY,consulta externa,personas de 40 a 49 anos,2015-01-01,77,76,0,0,77,76,153
GUAQUI,consulta externa,personas de 40 a 49 anos,2015-01-01,8,12,0,5,8,17,25
GUAYARAMERIN,consulta externa,personas de 40 a 49 anos,2015-01-01,249,521,84,181,333,702,1035
GUTIERREZ,consulta externa,personas de 40 a 49 anos,2015-01-01,28,73,1,0,29,73,102
HUACARETA,consulta externa,personas de 40 a 49 anos,2015-01-01,41,56,6,1,47,57,104
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 40 a 49 anos,2015-01-01,22,56,0,0,22,56,78
HUACHACALLA,consulta externa,personas de 40 a 49 anos,2015-01-01,35,13,6,1,41,14,55
HUANUNI,consulta externa,personas de 40 a 49 anos,2015-01-01,421,232,193,87,614,319,933
HUARACAJE,consulta externa,personas de 40 a 49 anos,2015-01-01,9,20,1,0,10,20,30
HUARINA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,12,0,1,8,13,21
HUATAJATA,consulta externa,personas de 40 a 49 anos,2015-01-01,6,5,1,5,7,10,17
HUAYLLAMARCA,consulta externa,personas de 40 a 49 anos,2015-01-01,20,11,3,1,23,12,35
HUMANATA,consulta externa,personas de 40 a 49 anos,2015-01-01,7,6,0,1,7,7,14
ICHOCA,consulta externa,personas de 40 a 49 anos,2015-01-01,4,8,0,0,4,8,12
ICLA,consulta externa,personas de 40 a 49 anos,2015-01-01,16,65,0,3,16,68,84
INCAHUASI,consulta externa,personas de 40 a 49 anos,2015-01-01,9,39,0,1,9,40,49
INGAVI (HUMAITA),consulta externa,personas de 40 a 49 anos,2015-01-01,5,5,0,1,5,6,11
INQUISIVI,consulta externa,personas de 40 a 49 anos,2015-01-01,14,17,0,1,14,18,32
IRUPANA (VILLA DE LANZA),consulta externa,personas de 40 a 49 anos,2015-01-01,39,70,2,2,41,72,113
IXIAMAS,consulta externa,personas de 40 a 49 anos,2015-01-01,36,18,0,0,36,18,54
JESUS DE MACHACA,consulta externa,personas de 40 a 49 anos,2015-01-01,36,63,11,7,47,70,117
LA ASUNTA,consulta externa,personas de 40 a 49 anos,2015-01-01,81,105,2,1,83,106,189
LA GUARDIA,consulta externa,personas de 40 a 49 anos,2015-01-01,120,204,6,21,126,225,351
LA PAZ,consulta externa,personas de 40 a 49 anos,2015-01-01,4335,8688,3036,6606,7371,15294,22665
LA RIVERA,consulta externa,personas de 40 a 49 anos,2015-01-01,4,8,0,0,4,8,12
LAGUNILLAS,consulta externa,personas de 40 a 49 anos,2015-01-01,52,65,2,3,54,68,122
LAJA,consulta externa,personas de 40 a 49 anos,2015-01-01,18,26,1,3,19,29,48
LAS CARRERAS,consulta externa,personas de 40 a 49 anos,2015-01-01,20,27,0,0,20,27,47
LICOMA PAMPA,consulta externa,personas de 40 a 49 anos,2015-01-01,10,6,0,0,10,6,16
LLALLAGUA,consulta externa,personas de 40 a 49 anos,2015-01-01,132,215,16,28,148,243,391
LLICA,consulta externa,personas de 40 a 49 anos,2015-01-01,13,15,1,0,14,15,29
LORETO,consulta externa,personas de 40 a 49 anos,2015-01-01,13,23,0,2,13,25,38
LURIBAY,consulta externa,personas de 40 a 49 anos,2015-01-01,31,48,0,2,31,50,81
MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2015-01-01,35,27,1,1,36,28,64
MACHARETI,consulta externa,personas de 40 a 49 anos,2015-01-01,47,73,5,2,52,75,127
MAGDALENA,consulta externa,personas de 40 a 49 anos,2015-01-01,55,87,22,34,77,121,198
MAIRANA,consulta externa,personas de 40 a 49 anos,2015-01-01,31,50,1,5,32,55,87
MALLA,consulta externa,personas de 40 a 49 anos,2015-01-01,4,7,0,0,4,7,11
MAPIRI,consulta externa,personas de 40 a 49 anos,2015-01-01,59,57,1,7,60,64,124
MECAPACA,consulta externa,personas de 40 a 49 anos,2015-01-01,21,18,0,2,21,20,41
MINEROS,consulta externa,personas de 40 a 49 anos,2015-01-01,15,24,0,2,15,26,41
MIZQUE,consulta externa,personas de 40 a 49 anos,2015-01-01,12,44,1,1,13,45,58
MOCOMOCO,consulta externa,personas de 40 a 49 anos,2015-01-01,32,38,0,2,32,40,72
MOJINETE,consulta externa,personas de 40 a 49 anos,2015-01-01,1,9,0,1,1,10,11
MOJOCOYA,consulta externa,personas de 40 a 49 anos,2015-01-01,19,47,0,5,19,52,71
MONTEAGUDO,consulta externa,personas de 40 a 49 anos,2015-01-01,250,421,26,28,276,449,725
MONTERO,consulta externa,personas de 40 a 49 anos,2015-01-01,329,718,58,228,387,946,1333
MORO MORO,consulta externa,personas de 40 a 49 anos,2015-01-01,10,15,1,5,11,20,31
MOROCHATA,consulta externa,personas de 40 a 49 anos,2015-01-01,24,37,0,5,24,42,66
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 40 a 49 anos,2015-01-01,9,9,0,0,9,9,18
NAZACARA DE PACAJES,consulta externa,personas de 40 a 49 anos,2015-01-01,1,3,0,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 40 a 49 anos,2015-01-01,11,7,1,1,12,8,20
OCURI,consulta externa,personas de 40 a 49 anos,2015-01-01,29,46,1,0,30,46,76
OKINAWA,consulta externa,personas de 40 a 49 anos,2015-01-01,31,65,1,1,32,66,98
OMEREQUE,consulta externa,personas de 40 a 49 anos,2015-01-01,37,35,2,0,39,35,74
ORURO,consulta externa,personas de 40 a 49 anos,2015-01-01,1851,3063,684,1253,2535,4316,6851
PADCAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,140,251,5,8,145,259,404
PADILLA,consulta externa,personas de 40 a 49 anos,2015-01-01,42,189,5,1,47,190,237
PAILON,consulta externa,personas de 40 a 49 anos,2015-01-01,56,80,4,4,60,84,144
PALCA,consulta externa,personas de 40 a 49 anos,2015-01-01,36,45,1,5,37,50,87
PALOS BLANCOS,consulta externa,personas de 40 a 49 anos,2015-01-01,49,119,2,0,51,119,170
PAMPA AULLAGAS,consulta externa,personas de 40 a 49 anos,2015-01-01,11,12,0,0,11,12,23
PAMPA GRANDE,consulta externa,personas de 40 a 49 anos,2015-01-01,17,25,1,0,18,25,43
PAPEL PAMPA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,16,1,3,9,19,28
PASORAPA,consulta externa,personas de 40 a 49 anos,2015-01-01,14,31,2,3,16,34,50
PATACAMAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,21,41,0,5,21,46,67
PAZÑA,consulta externa,personas de 40 a 49 anos,2015-01-01,7,14,1,0,8,14,22
PELECHUCO,consulta externa,personas de 40 a 49 anos,2015-01-01,23,20,1,2,24,22,46
POCOATA,consulta externa,personas de 40 a 49 anos,2015-01-01,20,46,0,0,20,46,66
POCONA,consulta externa,personas de 40 a 49 anos,2015-01-01,48,57,0,1,48,58,106
POJO (CBBA),consulta externa,personas de 40 a 49 anos,2015-01-01,27,48,1,2,28,50,78
POOPO,consulta externa,personas de 40 a 49 anos,2015-01-01,18,24,0,0,18,24,42
PORCO,consulta externa,personas de 40 a 49 anos,2015-01-01,8,12,0,0,8,12,20
POROMA,consulta externa,personas de 40 a 49 anos,2015-01-01,38,69,0,6,38,75,113
PORONGO,consulta externa,personas de 40 a 49 anos,2015-01-01,38,48,0,0,38,48,86
PORTACHUELO,consulta externa,personas de 40 a 49 anos,2015-01-01,60,172,9,36,69,208,277
PORVENIR,consulta externa,personas de 40 a 49 anos,2015-01-01,17,18,12,9,29,27,56
POSTRER VALLE,consulta externa,personas de 40 a 49 anos,2015-01-01,7,7,0,1,7,8,15
POTOSI,consulta externa,personas de 40 a 49 anos,2015-01-01,1561,2724,443,408,2004,3132,5136
PRESTO,consulta externa,personas de 40 a 49 anos,2015-01-01,24,50,0,0,24,50,74
PUCARA,consulta externa,personas de 40 a 49 anos,2015-01-01,13,17,3,3,16,20,36
PUCARANI,consulta externa,personas de 40 a 49 anos,2015-01-01,20,38,5,2,25,40,65
PUERTO ACOSTA,consulta externa,personas de 40 a 49 anos,2015-01-01,10,16,1,0,11,16,27
PUERTO CARABUCO,consulta externa,personas de 40 a 49 anos,2015-01-01,29,42,1,30,30,72,102
PUERTO GONZALO MORENO,consulta externa,personas de 40 a 49 anos,2015-01-01,35,39,5,2,40,41,81
PUERTO PEREZ,consulta externa,personas de 40 a 49 anos,2015-01-01,16,13,1,5,17,18,35
PUERTO QUIJARRO,consulta externa,personas de 40 a 49 anos,2015-01-01,103,115,0,1,103,116,219
PUERTO RICO,consulta externa,personas de 40 a 49 anos,2015-01-01,33,34,0,1,33,35,68
PUERTO SILES,consulta externa,personas de 40 a 49 anos,2015-01-01,5,2,0,0,5,2,7
PUERTO SUAREZ,consulta externa,personas de 40 a 49 anos,2015-01-01,36,49,0,4,36,53,89
PUERTO VILLARROEL,consulta externa,personas de 40 a 49 anos,2015-01-01,115,167,6,19,121,186,307
PUNA,consulta externa,personas de 40 a 49 anos,2015-01-01,51,69,0,2,51,71,122
PUNATA,consulta externa,personas de 40 a 49 anos,2015-01-01,84,198,30,98,114,296,410
QUIABAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,13,2,0,10,13,23
QUILLACOLLO,consulta externa,personas de 40 a 49 anos,2015-01-01,288,706,72,215,360,921,1281
QUIME,consulta externa,personas de 40 a 49 anos,2015-01-01,58,22,5,2,63,24,87
QUIRUSILLAS,consulta externa,personas de 40 a 49 anos,2015-01-01,6,11,0,1,6,12,18
RAVELO,consulta externa,personas de 40 a 49 anos,2015-01-01,33,69,1,1,34,70,104
REYES,consulta externa,personas de 40 a 49 anos,2015-01-01,42,52,8,32,50,84,134
RIBERALTA,consulta externa,personas de 40 a 49 anos,2015-01-01,581,825,141,170,722,995,1717
ROBORE,consulta externa,personas de 40 a 49 anos,2015-01-01,55,93,9,23,64,116,180
RURRENABAQUE,consulta externa,personas de 40 a 49 anos,2015-01-01,115,89,61,129,176,218,394
SABAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,21,16,1,1,22,17,39
SACABA,consulta externa,personas de 40 a 49 anos,2015-01-01,264,424,104,146,368,570,938
SACABAMBA,consulta externa,personas de 40 a 49 anos,2015-01-01,9,6,1,2,10,8,18
SACACA,consulta externa,personas de 40 a 49 anos,2015-01-01,21,57,0,0,21,57,78
SAIPINA,consulta externa,personas de 40 a 49 anos,2015-01-01,19,36,5,3,24,39,63
SALINAS DE GARCI MENDOZA,consulta externa,personas de 40 a 49 anos,2015-01-01,31,48,0,3,31,51,82
SAMAIPATA,consulta externa,personas de 40 a 49 anos,2015-01-01,32,55,3,4,35,59,94
SAN AGUSTIN,consulta externa,personas de 40 a 49 anos,2015-01-01,14,13,3,2,17,15,32
SAN ANDRES,consulta externa,personas de 40 a 49 anos,2015-01-01,21,36,4,5,25,41,66
SAN ANDRES DE MACHACA,consulta externa,personas de 40 a 49 anos,2015-01-01,11,21,1,3,12,24,36
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 40 a 49 anos,2015-01-01,6,6,0,0,6,6,12
SAN ANTONIO DE LOMERIO,consulta externa,personas de 40 a 49 anos,2015-01-01,12,36,0,0,12,36,48
SAN BENITO,consulta externa,personas de 40 a 49 anos,2015-01-01,12,21,4,5,16,26,42
SAN BORJA,consulta externa,personas de 40 a 49 anos,2015-01-01,73,162,3,10,76,172,248
SAN BUENA VENTURA,consulta externa,personas de 40 a 49 anos,2015-01-01,49,48,2,6,51,54,105
SAN CARLOS,consulta externa,personas de 40 a 49 anos,2015-01-01,43,92,6,16,49,108,157
SAN IGNACIO,consulta externa,personas de 40 a 49 anos,2015-01-01,100,185,6,17,106,202,308
SAN IGNACIO DE VELASCO,consulta externa,personas de 40 a 49 anos,2015-01-01,82,151,6,27,88,178,266
SAN JAVIER(BNI),consulta externa,personas de 40 a 49 anos,2015-01-01,10,21,0,0,10,21,31
SAN JAVIER(STC),consulta externa,personas de 40 a 49 anos,2015-01-01,17,55,4,1,21,56,77
SAN JOAQUIN,consulta externa,personas de 40 a 49 anos,2015-01-01,30,52,1,1,31,53,84
SAN JOSE DE CHIQUITOS,consulta externa,personas de 40 a 49 anos,2015-01-01,75,165,4,8,79,173,252
SAN JUAN DE YAPACANI,consulta externa,personas de 40 a 49 anos,2015-01-01,16,30,5,11,21,41,62
SAN JULIAN,consulta externa,personas de 40 a 49 anos,2015-01-01,123,179,3,12,126,191,317
SAN LORENZO(PND),consulta externa,personas de 40 a 49 anos,2015-01-01,9,11,0,1,9,12,21
SAN LORENZO(TJA),consulta externa,personas de 40 a 49 anos,2015-01-01,109,189,3,6,112,195,307
SAN LUCAS,consulta externa,personas de 40 a 49 anos,2015-01-01,95,186,1,3,96,189,285
SAN MATIAS,consulta externa,personas de 40 a 49 anos,2015-01-01,26,47,0,0,26,47,73
SAN MIGUEL DE VELASCO,consulta externa,personas de 40 a 49 anos,2015-01-01,30,20,5,5,35,25,60
SAN PABLO DE LIPEZ,consulta externa,personas de 40 a 49 anos,2015-01-01,13,15,0,0,13,15,28
SAN PEDRO,consulta externa,personas de 40 a 49 anos,2015-01-01,46,62,2,4,48,66,114
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 40 a 49 anos,2015-01-01,20,56,0,1,20,57,77
SAN PEDRO DE CURAHUARA,consulta externa,personas de 40 a 49 anos,2015-01-01,12,33,0,2,12,35,47
SAN PEDRO DE QUEMES,consulta externa,personas de 40 a 49 anos,2015-01-01,6,9,1,0,7,9,16
SAN PEDRO DE TIQUINA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,12,0,1,8,13,21
SAN PEDRO(PND),consulta externa,personas de 40 a 49 anos,2015-01-01,2,6,0,0,2,6,8
SAN RAFAEL,consulta externa,personas de 40 a 49 anos,2015-01-01,11,37,2,2,13,39,52
SAN RAMON BENI,consulta externa,personas de 40 a 49 anos,2015-01-01,23,65,0,0,23,65,88
SAN RAMON SCZ,consulta externa,personas de 40 a 49 anos,2015-01-01,48,39,0,7,48,46,94
SANTA ANA,consulta externa,personas de 40 a 49 anos,2015-01-01,23,46,13,29,36,75,111
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 40 a 49 anos,2015-01-01,5902,9466,2010,3847,7912,13313,21225
SANTA ROSA,consulta externa,personas de 40 a 49 anos,2015-01-01,58,75,3,15,61,90,151
SANTA ROSA DEL SARA,consulta externa,personas de 40 a 49 anos,2015-01-01,36,81,1,2,37,83,120
SANTIAGO DE CALLAPA,consulta externa,personas de 40 a 49 anos,2015-01-01,3,3,0,0,3,3,6
SANTIAGO DE HUARI,consulta externa,personas de 40 a 49 anos,2015-01-01,64,50,9,2,73,52,125
SANTIAGO DE HUATA,consulta externa,personas de 40 a 49 anos,2015-01-01,8,13,0,0,8,13,21
SANTIAGO DE MACHACA,consulta externa,personas de 40 a 49 anos,2015-01-01,1,8,0,0,1,8,9
SANTIVAÑES,consulta externa,personas de 40 a 49 anos,2015-01-01,20,33,2,6,22,39,61
SANTUARIO DE QUILLACAS,consulta externa,personas de 40 a 49 anos,2015-01-01,8,5,0,0,8,5,13
SAPAHAQUI,consulta externa,personas de 40 a 49 anos,2015-01-01,20,18,0,2,20,20,40
SENA,consulta externa,personas de 40 a 49 anos,2015-01-01,22,42,0,0,22,42,64
SHINAOTA,consulta externa,personas de 40 a 49 anos,2015-01-01,55,62,4,10,59,72,131
SICA SICA (VILLA AROMA),consulta externa,personas de 40 a 49 anos,2015-01-01,53,82,5,6,58,88,146
SICAYA,consulta externa,personas de 40 a 49 anos,2015-01-01,13,8,2,0,15,8,23
SIPE SIPE,consulta externa,personas de 40 a 49 anos,2015-01-01,52,158,4,12,56,170,226
SOPACHUY,consulta externa,personas de 40 a 49 anos,2015-01-01,39,78,0,0,39,78,117
SORACACHI,consulta externa,personas de 40 a 49 anos,2015-01-01,3,18,0,1,3,19,22
