,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
BATALLAS,consulta externa,menores de 6 meses,2015-01-01,37,25,1,2,38,27,65
BAURES,consulta externa,menores de 6 meses,2015-01-01,16,12,6,5,22,17,39
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2015-01-01,2,0,0,0,2,0,2
BELEN DE URMIRI,consulta externa,menores de 6 meses,2015-01-01,2,1,0,0,2,1,3
BELLA FLOR,consulta externa,menores de 6 meses,2015-01-01,11,15,0,0,11,15,26
BERMEJO,consulta externa,menores de 6 meses,2015-01-01,181,194,22,21,203,215,418
BETANZOS,consulta externa,menores de 6 meses,2015-01-01,74,60,1,0,75,60,135
BOLIVAR,consulta externa,menores de 6 meses,2015-01-01,8,10,12,5,20,15,35
BOLPEBRA,consulta externa,menores de 6 meses,2015-01-01,3,7,0,0,3,7,10
BOYUIBE,consulta externa,menores de 6 meses,2015-01-01,11,3,2,2,13,5,18
BUENA VISTA,consulta externa,menores de 6 meses,2015-01-01,36,30,0,1,36,31,67
CABEZAS,consulta externa,menores de 6 meses,2015-01-01,111,108,6,7,117,115,232
CAIROMA,consulta externa,menores de 6 meses,2015-01-01,14,20,2,0,16,20,36
"CAIZA ""D""",consulta externa,menores de 6 meses,2015-01-01,16,15,0,0,16,15,31
CAJUATA,consulta externa,menores de 6 meses,2015-01-01,52,66,1,2,53,68,121
CALACOTO,consulta externa,menores de 6 meses,2015-01-01,11,11,0,0,11,11,22
CALAMARCA,consulta externa,menores de 6 meses,2015-01-01,37,27,6,3,43,30,73
CAMARGO,consulta externa,menores de 6 meses,2015-01-01,39,63,1,2,40,65,105
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2015-01-01,7,4,0,0,7,4,11
CAMIRI,consulta externa,menores de 6 meses,2015-01-01,177,149,19,29,196,178,374
CAPINOTA,consulta externa,menores de 6 meses,2015-01-01,56,57,6,5,62,62,124
CAQUIAVIRI,consulta externa,menores de 6 meses,2015-01-01,16,8,2,0,18,8,26
CARACOLLO,consulta externa,menores de 6 meses,2015-01-01,33,51,15,21,48,72,120
CARANAVI,consulta externa,menores de 6 meses,2015-01-01,111,94,127,98,238,192,430
CARANGAS,consulta externa,menores de 6 meses,2015-01-01,1,0,0,0,1,0,1
CARAPARI,consulta externa,menores de 6 meses,2015-01-01,56,51,1,1,57,52,109
CARIPUYO,consulta externa,menores de 6 meses,2015-01-01,8,7,0,0,8,7,15
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2015-01-01,16,6,1,0,17,6,23
CATACORA,consulta externa,menores de 6 meses,2015-01-01,2,3,1,0,3,3,6
CHACARILLA,consulta externa,menores de 6 meses,2015-01-01,4,1,0,0,4,1,5
CHALLAPATA,consulta externa,menores de 6 meses,2015-01-01,84,86,86,90,170,176,346
CHAQUI,consulta externa,menores de 6 meses,2015-01-01,17,21,1,0,18,21,39
CHARAGUA,consulta externa,menores de 6 meses,2015-01-01,132,122,5,1,137,123,260
CHARAÑA,consulta externa,menores de 6 meses,2015-01-01,2,1,0,0,2,1,3
CHAYANTA,consulta externa,menores de 6 meses,2015-01-01,62,24,1,1,63,25,88
CHIMORE,consulta externa,menores de 6 meses,2015-01-01,125,115,17,11,142,126,268
CHIPAYA,consulta externa,menores de 6 meses,2015-01-01,2,1,0,0,2,1,3
CHOQUE COTA,consulta externa,menores de 6 meses,2015-01-01,1,0,0,0,1,0,1
CHUA COCANI,consulta externa,menores de 6 meses,2015-01-01,4,3,1,1,5,4,9
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2015-01-01,62,35,5,5,67,40,107
CHUMA,consulta externa,menores de 6 meses,2015-01-01,8,12,0,1,8,13,21
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2015-01-01,10,11,0,0,10,11,21
CKOCHAS,consulta externa,menores de 6 meses,2015-01-01,26,28,0,0,26,28,54
CLIZA,consulta externa,menores de 6 meses,2015-01-01,120,99,15,47,135,146,281
COBIJA,consulta externa,menores de 6 meses,2015-01-01,326,257,64,40,390,297,687
COCAPATA,consulta externa,menores de 6 meses,2015-01-01,31,34,1,1,32,35,67
COCHABAMBA,consulta externa,menores de 6 meses,2015-01-01,2729,2515,1232,1135,3961,3650,7611
COIPASA,consulta externa,menores de 6 meses,2015-01-01,3,0,0,0,3,0,3
COLCAPIRHUA,consulta externa,menores de 6 meses,2015-01-01,82,75,86,70,168,145,313
"COLCHA ""K""",consulta externa,menores de 6 meses,2015-01-01,32,31,4,4,36,35,71
COLLANA,consulta externa,menores de 6 meses,2015-01-01,8,6,1,0,9,6,15
COLOMI,consulta externa,menores de 6 meses,2015-01-01,48,30,3,1,51,31,82
COLPA BELGICA,consulta externa,menores de 6 meses,2015-01-01,22,32,3,9,25,41,66
COLQUECHACA,consulta externa,menores de 6 meses,2015-01-01,72,66,0,0,72,66,138
COLQUENCHA,consulta externa,menores de 6 meses,2015-01-01,19,13,2,1,21,14,35
COLQUIRI,consulta externa,menores de 6 meses,2015-01-01,36,34,0,0,36,34,70
COMANCHE,consulta externa,menores de 6 meses,2015-01-01,0,3,0,0,0,3,3
COMARAPA,consulta externa,menores de 6 meses,2015-01-01,80,67,6,11,86,78,164
COMBAYA,consulta externa,menores de 6 meses,2015-01-01,7,9,0,0,7,9,16
CONCEPCION,consulta externa,menores de 6 meses,2015-01-01,41,36,43,26,84,62,146
COPACABANA,consulta externa,menores de 6 meses,2015-01-01,4,8,0,0,4,8,12
CORIPATA,consulta externa,menores de 6 meses,2015-01-01,55,34,13,7,68,41,109
CORO CORO,consulta externa,menores de 6 meses,2015-01-01,23,21,0,0,23,21,44
COROICO,consulta externa,menores de 6 meses,2015-01-01,44,38,29,28,73,66,139
CORQUE,consulta externa,menores de 6 meses,2015-01-01,15,11,1,0,16,11,27
COTAGAITA,consulta externa,menores de 6 meses,2015-01-01,56,32,3,2,59,34,93
COTOCA,consulta externa,menores de 6 meses,2015-01-01,244,217,18,11,262,228,490
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2015-01-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2015-01-01,74,67,1,7,75,74,149
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2015-01-01,5,0,1,0,6,0,6
CUEVO,consulta externa,menores de 6 meses,2015-01-01,6,12,0,1,6,13,19
CULPINA,consulta externa,menores de 6 meses,2015-01-01,38,36,0,0,38,36,74
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2015-01-01,11,3,0,0,11,3,14
CURVA,consulta externa,menores de 6 meses,2015-01-01,5,5,0,0,5,5,10
DESAGUADERO,consulta externa,menores de 6 meses,2015-01-01,3,1,0,1,3,2,5
EL ALTO,consulta externa,menores de 6 meses,2015-01-01,3661,3327,881,902,4542,4229,8771
EL CHORO,consulta externa,menores de 6 meses,2015-01-01,9,7,0,0,9,7,16
EL PUENTE(STC),consulta externa,menores de 6 meses,2015-01-01,66,38,3,0,69,38,107
EL PUENTE(TJA),consulta externa,menores de 6 meses,2015-01-01,27,22,10,9,37,31,68
EL TORNO,consulta externa,menores de 6 meses,2015-01-01,329,277,16,13,345,290,635
EL VILLAR,consulta externa,menores de 6 meses,2015-01-01,14,16,0,1,14,17,31
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2015-01-01,41,58,0,1,41,59,100
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2015-01-01,144,187,10,11,154,198,352
ESCARA,consulta externa,menores de 6 meses,2015-01-01,3,0,0,0,3,0,3
ESCOMA,consulta externa,menores de 6 meses,2015-01-01,4,3,10,7,14,10,24
ESMERALDA,consulta externa,menores de 6 meses,2015-01-01,1,2,0,0,1,2,3
EUCALIPTUS,consulta externa,menores de 6 meses,2015-01-01,8,9,2,0,10,9,19
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2015-01-01,2,7,0,0,2,7,9
EXALTACION,consulta externa,menores de 6 meses,2015-01-01,5,2,0,0,5,2,7
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2015-01-01,53,41,6,3,59,44,103
FILADELFIA,consulta externa,menores de 6 meses,2015-01-01,25,24,0,0,25,24,49
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2015-01-01,30,35,0,2,30,37,67
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2015-01-01,24,22,10,11,34,33,67
GUANAY,consulta externa,menores de 6 meses,2015-01-01,51,66,3,2,54,68,122
GUAQUI,consulta externa,menores de 6 meses,2015-01-01,7,3,0,0,7,3,10
GUAYARAMERIN,consulta externa,menores de 6 meses,2015-01-01,188,150,32,32,220,182,402
GUTIERREZ,consulta externa,menores de 6 meses,2015-01-01,115,95,0,0,115,95,210
HUACARETA,consulta externa,menores de 6 meses,2015-01-01,15,19,5,2,20,21,41
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2015-01-01,13,16,3,7,16,23,39
HUACHACALLA,consulta externa,menores de 6 meses,2015-01-01,5,7,1,3,6,10,16
HUANUNI,consulta externa,menores de 6 meses,2015-01-01,72,52,26,25,98,77,175
HUARACAJE,consulta externa,menores de 6 meses,2015-01-01,8,14,0,0,8,14,22
HUARINA,consulta externa,menores de 6 meses,2015-01-01,15,12,10,9,25,21,46
HUATAJATA,consulta externa,menores de 6 meses,2015-01-01,4,3,6,2,10,5,15
HUAYLLAMARCA,consulta externa,menores de 6 meses,2015-01-01,3,3,0,0,3,3,6
HUMANATA,consulta externa,menores de 6 meses,2015-01-01,2,1,0,0,2,1,3
ICHOCA,consulta externa,menores de 6 meses,2015-01-01,5,7,0,0,5,7,12
ICLA,consulta externa,menores de 6 meses,2015-01-01,22,25,0,0,22,25,47
INCAHUASI,consulta externa,menores de 6 meses,2015-01-01,33,35,1,2,34,37,71
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2015-01-01,4,5,0,1,4,6,10
INQUISIVI,consulta externa,menores de 6 meses,2015-01-01,21,14,0,1,21,15,36
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2015-01-01,83,48,1,3,84,51,135
IXIAMAS,consulta externa,menores de 6 meses,2015-01-01,23,20,0,1,23,21,44
JESUS DE MACHACA,consulta externa,menores de 6 meses,2015-01-01,43,20,18,11,61,31,92
LA ASUNTA,consulta externa,menores de 6 meses,2015-01-01,206,158,13,8,219,166,385
LA GUARDIA,consulta externa,menores de 6 meses,2015-01-01,308,264,26,22,334,286,620
LA PAZ,consulta externa,menores de 6 meses,2015-01-01,3544,3589,846,776,4390,4365,8755
LAGUNILLAS,consulta externa,menores de 6 meses,2015-01-01,33,36,1,2,34,38,72
LAJA,consulta externa,menores de 6 meses,2015-01-01,21,14,2,1,23,15,38
LAS CARRERAS,consulta externa,menores de 6 meses,2015-01-01,8,10,0,0,8,10,18
LICOMA PAMPA,consulta externa,menores de 6 meses,2015-01-01,2,4,0,0,2,4,6
LLALLAGUA,consulta externa,menores de 6 meses,2015-01-01,143,133,4,5,147,138,285
LLICA,consulta externa,menores de 6 meses,2015-01-01,4,5,0,0,4,5,9
LORETO,consulta externa,menores de 6 meses,2015-01-01,5,8,0,0,5,8,13
LURIBAY,consulta externa,menores de 6 meses,2015-01-01,8,20,2,1,10,21,31
MACHACAMARCA,consulta externa,menores de 6 meses,2015-01-01,6,7,1,0,7,7,14
MACHARETI,consulta externa,menores de 6 meses,2015-01-01,26,20,1,0,27,20,47
MAGDALENA,consulta externa,menores de 6 meses,2015-01-01,35,25,0,0,35,25,60
MAIRANA,consulta externa,menores de 6 meses,2015-01-01,31,32,2,3,33,35,68
MALLA,consulta externa,menores de 6 meses,2015-01-01,11,7,0,1,11,8,19
MAPIRI,consulta externa,menores de 6 meses,2015-01-01,34,20,0,1,34,21,55
MECAPACA,consulta externa,menores de 6 meses,2015-01-01,11,7,0,1,11,8,19
MINEROS,consulta externa,menores de 6 meses,2015-01-01,33,34,11,9,44,43,87
MIZQUE,consulta externa,menores de 6 meses,2015-01-01,79,50,3,5,82,55,137
MOCOMOCO,consulta externa,menores de 6 meses,2015-01-01,14,15,0,0,14,15,29
MOJINETE,consulta externa,menores de 6 meses,2015-01-01,1,4,0,0,1,4,5
MOJOCOYA,consulta externa,menores de 6 meses,2015-01-01,11,9,2,2,13,11,24
MONTEAGUDO,consulta externa,menores de 6 meses,2015-01-01,164,193,12,7,176,200,376
MONTERO,consulta externa,menores de 6 meses,2015-01-01,635,598,284,307,919,905,1824
MORO MORO,consulta externa,menores de 6 meses,2015-01-01,3,4,2,1,5,5,10
MOROCHATA,consulta externa,menores de 6 meses,2015-01-01,21,15,18,12,39,27,66
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2015-01-01,8,9,0,0,8,9,17
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2015-01-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2015-01-01,11,10,1,0,12,10,22
OCURI,consulta externa,menores de 6 meses,2015-01-01,36,31,0,0,36,31,67
OKINAWA,consulta externa,menores de 6 meses,2015-01-01,78,51,1,0,79,51,130
OMEREQUE,consulta externa,menores de 6 meses,2015-01-01,23,13,0,2,23,15,38
ORURO,consulta externa,menores de 6 meses,2015-01-01,1365,1364,413,441,1778,1805,3583
PADCAYA,consulta externa,menores de 6 meses,2015-01-01,57,47,8,2,65,49,114
PADILLA,consulta externa,menores de 6 meses,2015-01-01,47,49,1,2,48,51,99
PAILON,consulta externa,menores de 6 meses,2015-01-01,74,80,6,3,80,83,163
PALCA,consulta externa,menores de 6 meses,2015-01-01,21,38,9,3,30,41,71
PALOS BLANCOS,consulta externa,menores de 6 meses,2015-01-01,130,112,18,19,148,131,279
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2015-01-01,10,12,0,0,10,12,22
PAMPA GRANDE,consulta externa,menores de 6 meses,2015-01-01,16,15,2,2,18,17,35
PAPEL PAMPA,consulta externa,menores de 6 meses,2015-01-01,13,20,1,0,14,20,34
PASORAPA,consulta externa,menores de 6 meses,2015-01-01,4,4,0,0,4,4,8
PATACAMAYA,consulta externa,menores de 6 meses,2015-01-01,38,24,6,8,44,32,76
PAZÑA,consulta externa,menores de 6 meses,2015-01-01,10,9,0,0,10,9,19
PELECHUCO,consulta externa,menores de 6 meses,2015-01-01,9,15,1,1,10,16,26
POCOATA,consulta externa,menores de 6 meses,2015-01-01,25,30,0,1,25,31,56
POCONA,consulta externa,menores de 6 meses,2015-01-01,20,21,3,10,23,31,54
POJO (CBBA),consulta externa,menores de 6 meses,2015-01-01,38,31,3,6,41,37,78
POOPO,consulta externa,menores de 6 meses,2015-01-01,14,10,0,0,14,10,24
PORCO,consulta externa,menores de 6 meses,2015-01-01,35,23,0,2,35,25,60
POROMA,consulta externa,menores de 6 meses,2015-01-01,41,33,1,1,42,34,76
PORONGO,consulta externa,menores de 6 meses,2015-01-01,22,12,0,0,22,12,34
PORTACHUELO,consulta externa,menores de 6 meses,2015-01-01,117,119,94,106,211,225,436
PORVENIR,consulta externa,menores de 6 meses,2015-01-01,27,23,3,8,30,31,61
POSTRER VALLE,consulta externa,menores de 6 meses,2015-01-01,3,2,0,0,3,2,5
POTOSI,consulta externa,menores de 6 meses,2015-01-01,841,777,176,162,1017,939,1956
PRESTO,consulta externa,menores de 6 meses,2015-01-01,25,18,0,0,25,18,43
PUCARA,consulta externa,menores de 6 meses,2015-01-01,3,8,1,2,4,10,14
PUCARANI,consulta externa,menores de 6 meses,2015-01-01,38,45,3,2,41,47,88
PUERTO ACOSTA,consulta externa,menores de 6 meses,2015-01-01,16,16,0,0,16,16,32
PUERTO CARABUCO,consulta externa,menores de 6 meses,2015-01-01,11,11,0,0,11,11,22
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2015-01-01,49,26,3,6,52,32,84
PUERTO PEREZ,consulta externa,menores de 6 meses,2015-01-01,9,8,0,0,9,8,17
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2015-01-01,61,60,1,0,62,60,122
PUERTO RICO,consulta externa,menores de 6 meses,2015-01-01,34,34,1,2,35,36,71
PUERTO SILES,consulta externa,menores de 6 meses,2015-01-01,3,2,0,0,3,2,5
PUERTO SUAREZ,consulta externa,menores de 6 meses,2015-01-01,46,59,2,1,48,60,108
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2015-01-01,392,293,35,22,427,315,742
PUNA,consulta externa,menores de 6 meses,2015-01-01,30,37,0,3,30,40,70
PUNATA,consulta externa,menores de 6 meses,2015-01-01,125,116,50,53,175,169,344
QUIABAYA,consulta externa,menores de 6 meses,2015-01-01,6,15,1,4,7,19,26
QUILLACOLLO,consulta externa,menores de 6 meses,2015-01-01,239,272,409,432,648,704,1352
QUIME,consulta externa,menores de 6 meses,2015-01-01,20,25,0,0,20,25,45
QUIRUSILLAS,consulta externa,menores de 6 meses,2015-01-01,2,5,0,6,2,11,13
RAVELO,consulta externa,menores de 6 meses,2015-01-01,28,17,1,0,29,17,46
REYES,consulta externa,menores de 6 meses,2015-01-01,53,36,1,0,54,36,90
RIBERALTA,consulta externa,menores de 6 meses,2015-01-01,668,628,62,61,730,689,1419
ROBORE,consulta externa,menores de 6 meses,2015-01-01,33,29,4,5,37,34,71
RURRENABAQUE,consulta externa,menores de 6 meses,2015-01-01,46,41,5,10,51,51,102
SABAYA,consulta externa,menores de 6 meses,2015-01-01,11,2,0,0,11,2,13
SACABA,consulta externa,menores de 6 meses,2015-01-01,488,398,44,44,532,442,974
SACABAMBA,consulta externa,menores de 6 meses,2015-01-01,13,7,9,6,22,13,35
SACACA,consulta externa,menores de 6 meses,2015-01-01,43,25,2,0,45,25,70
SAIPINA,consulta externa,menores de 6 meses,2015-01-01,10,11,9,1,19,12,31
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2015-01-01,38,28,1,1,39,29,68
SAMAIPATA,consulta externa,menores de 6 meses,2015-01-01,34,15,2,0,36,15,51
SAN AGUSTIN,consulta externa,menores de 6 meses,2015-01-01,6,6,0,0,6,6,12
SAN ANDRES,consulta externa,menores de 6 meses,2015-01-01,16,11,2,0,18,11,29
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2015-01-01,1,6,0,0,1,6,7
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2015-01-01,12,3,1,0,13,3,16
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2015-01-01,16,10,0,0,16,10,26
SAN BENITO,consulta externa,menores de 6 meses,2015-01-01,18,26,6,4,24,30,54
SAN BORJA,consulta externa,menores de 6 meses,2015-01-01,127,148,22,22,149,170,319
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2015-01-01,34,21,3,0,37,21,58
SAN CARLOS,consulta externa,menores de 6 meses,2015-01-01,86,110,7,6,93,116,209
SAN IGNACIO,consulta externa,menores de 6 meses,2015-01-01,114,83,7,0,121,83,204
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2015-01-01,160,170,10,15,170,185,355
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2015-01-01,4,10,0,0,4,10,14
SAN JAVIER(STC),consulta externa,menores de 6 meses,2015-01-01,30,19,0,0,30,19,49
SAN JOAQUIN,consulta externa,menores de 6 meses,2015-01-01,25,17,8,6,33,23,56
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2015-01-01,15,16,1,1,16,17,33
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2015-01-01,38,30,3,3,41,33,74
SAN JULIAN,consulta externa,menores de 6 meses,2015-01-01,197,149,26,17,223,166,389
SAN LORENZO(PND),consulta externa,menores de 6 meses,2015-01-01,27,23,2,0,29,23,52
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2015-01-01,52,33,6,1,58,34,92
SAN LUCAS,consulta externa,menores de 6 meses,2015-01-01,72,58,2,2,74,60,134
SAN MATIAS,consulta externa,menores de 6 meses,2015-01-01,42,46,6,13,48,59,107
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2015-01-01,26,17,21,13,47,30,77
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2015-01-01,3,17,0,0,3,17,20
SAN PEDRO,consulta externa,menores de 6 meses,2015-01-01,65,40,2,3,67,43,110
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2015-01-01,75,65,0,3,75,68,143
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2015-01-01,17,13,0,0,17,13,30
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2015-01-01,3,4,0,0,3,4,7
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2015-01-01,4,4,1,0,5,4,9
SAN PEDRO(PND),consulta externa,menores de 6 meses,2015-01-01,7,6,0,0,7,6,13
SAN RAFAEL,consulta externa,menores de 6 meses,2015-01-01,30,29,4,6,34,35,69
SAN RAMON BENI,consulta externa,menores de 6 meses,2015-01-01,22,19,1,2,23,21,44
SAN RAMON SCZ,consulta externa,menores de 6 meses,2015-01-01,38,41,0,0,38,41,79
SANTA ANA,consulta externa,menores de 6 meses,2015-01-01,80,67,26,24,106,91,197
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2015-01-01,4903,4819,917,744,5820,5563,11383
SANTA ROSA,consulta externa,menores de 6 meses,2015-01-01,40,22,1,1,41,23,64
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2015-01-01,61,67,7,2,68,69,137
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2015-01-01,4,8,2,2,6,10,16
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2015-01-01,28,22,0,1,28,23,51
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2015-01-01,6,8,0,2,6,10,16
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2015-01-01,5,3,0,0,5,3,8
SANTIVAÑES,consulta externa,menores de 6 meses,2015-01-01,13,9,3,2,16,11,27
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2015-01-01,5,7,0,0,5,7,12
SAPAHAQUI,consulta externa,menores de 6 meses,2015-01-01,19,10,1,2,20,12,32
SENA,consulta externa,menores de 6 meses,2015-01-01,18,17,1,1,19,18,37
SHINAOTA,consulta externa,menores de 6 meses,2015-01-01,91,84,3,5,94,89,183
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2015-01-01,34,44,0,4,34,48,82
SICAYA,consulta externa,menores de 6 meses,2015-01-01,8,6,0,0,8,6,14
SIPE SIPE,consulta externa,menores de 6 meses,2015-01-01,131,108,18,15,149,123,272
SOPACHUY,consulta externa,menores de 6 meses,2015-01-01,40,26,6,8,46,34,80
SORACACHI,consulta externa,menores de 6 meses,2015-01-01,12,10,0,0,12,10,22
SORATA,consulta externa,menores de 6 meses,2015-01-01,29,29,1,3,30,32,62
SUCRE,consulta externa,menores de 6 meses,2015-01-01,1323,1176,378,385,1701,1561,3262
TACACHI,consulta externa,menores de 6 meses,2015-01-01,4,3,1,0,5,3,8
TACACOMA,consulta externa,menores de 6 meses,2015-01-01,22,10,0,0,22,10,32
TACOBAMBA,consulta externa,menores de 6 meses,2015-01-01,11,19,0,0,11,19,30
TACOPAYA,consulta externa,menores de 6 meses,2015-01-01,22,32,1,3,23,35,58
TAHUA,consulta externa,menores de 6 meses,2015-01-01,1,3,0,1,1,4,5
TAPACARI,consulta externa,menores de 6 meses,2015-01-01,57,54,11,6,68,60,128
TARABUCO,consulta externa,menores de 6 meses,2015-01-01,31,29,0,0,31,29,60
TARACO,consulta externa,menores de 6 meses,2015-01-01,12,4,1,3,13,7,20
TARATA,consulta externa,menores de 6 meses,2015-01-01,12,21,5,4,17,25,42
TARIJA,consulta externa,menores de 6 meses,2015-01-01,1018,941,141,130,1159,1071,2230
TARVITA,consulta externa,menores de 6 meses,2015-01-01,66,50,0,0,66,50,116
TEOPONTE,consulta externa,menores de 6 meses,2015-01-01,85,56,1,0,86,56,142
TIAWANACU,consulta externa,menores de 6 meses,2015-01-01,35,30,7,0,42,30,72
TINGUIPAYA,consulta externa,menores de 6 meses,2015-01-01,51,54,0,0,51,54,105
TIPUANI,consulta externa,menores de 6 meses,2015-01-01,22,29,12,8,34,37,71
TIQUIPAYA,consulta externa,menores de 6 meses,2015-01-01,241,161,36,26,277,187,464
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2015-01-01,26,45,4,3,30,48,78
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2015-01-01,2,0,0,0,2,0,2
TOCO,consulta externa,menores de 6 meses,2015-01-01,21,13,22,16,43,29,72
TODOS SANTOS,consulta externa,menores de 6 meses,2015-01-01,1,2,0,0,1,2,3
TOLATA,consulta externa,menores de 6 meses,2015-01-01,13,19,3,2,16,21,37
TOLEDO,consulta externa,menores de 6 meses,2015-01-01,8,9,0,0,8,9,17
TOMAVE,consulta externa,menores de 6 meses,2015-01-01,43,35,1,1,44,36,80
TOMINA,consulta externa,menores de 6 meses,2015-01-01,32,23,0,0,32,23,55
TORO TORO,consulta externa,menores de 6 meses,2015-01-01,50,31,0,0,50,31,81
