,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 15 a 19 anos,2015-01-01,32,110,3,3,35,113,148
AZURDUY,consulta externa,personas de 15 a 19 anos,2015-01-01,6,33,1,2,7,35,42
BATALLAS,consulta externa,personas de 15 a 19 anos,2015-01-01,15,41,1,3,16,44,60
BAURES,consulta externa,personas de 15 a 19 anos,2015-01-01,68,66,0,0,68,66,134
BELEN DE ANDAMARCA,consulta externa,personas de 15 a 19 anos,2015-01-01,3,1,0,0,3,1,4
BELEN DE URMIRI,consulta externa,personas de 15 a 19 anos,2015-01-01,2,4,0,0,2,4,6
BELLA FLOR,consulta externa,personas de 15 a 19 anos,2015-01-01,16,24,1,1,17,25,42
BERMEJO,consulta externa,personas de 15 a 19 anos,2015-01-01,292,539,20,28,312,567,879
BETANZOS,consulta externa,personas de 15 a 19 anos,2015-01-01,65,135,4,2,69,137,206
BOLIVAR,consulta externa,personas de 15 a 19 anos,2015-01-01,6,3,0,0,6,3,9
BOLPEBRA,consulta externa,personas de 15 a 19 anos,2015-01-01,8,8,0,0,8,8,16
BOYUIBE,consulta externa,personas de 15 a 19 anos,2015-01-01,3,32,1,2,4,34,38
BUENA VISTA,consulta externa,personas de 15 a 19 anos,2015-01-01,36,45,0,0,36,45,81
CABEZAS,consulta externa,personas de 15 a 19 anos,2015-01-01,94,192,1,12,95,204,299
CAIROMA,consulta externa,personas de 15 a 19 anos,2015-01-01,17,29,0,0,17,29,46
"CAIZA ""D""",consulta externa,personas de 15 a 19 anos,2015-01-01,24,38,0,0,24,38,62
CAJUATA,consulta externa,personas de 15 a 19 anos,2015-01-01,35,26,0,0,35,26,61
CALACOTO,consulta externa,personas de 15 a 19 anos,2015-01-01,6,12,1,0,7,12,19
CALAMARCA,consulta externa,personas de 15 a 19 anos,2015-01-01,22,68,4,2,26,70,96
CAMARGO,consulta externa,personas de 15 a 19 anos,2015-01-01,29,49,34,5,63,54,117
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 15 a 19 anos,2015-01-01,5,14,2,0,7,14,21
CAMIRI,consulta externa,personas de 15 a 19 anos,2015-01-01,66,284,20,34,86,318,404
CAPINOTA,consulta externa,personas de 15 a 19 anos,2015-01-01,40,144,11,12,51,156,207
CAQUIAVIRI,consulta externa,personas de 15 a 19 anos,2015-01-01,15,25,4,0,19,25,44
CARACOLLO,consulta externa,personas de 15 a 19 anos,2015-01-01,24,73,1,1,25,74,99
CARANAVI,consulta externa,personas de 15 a 19 anos,2015-01-01,65,89,9,7,74,96,170
CARANGAS,consulta externa,personas de 15 a 19 anos,2015-01-01,18,8,6,3,24,11,35
CARAPARI,consulta externa,personas de 15 a 19 anos,2015-01-01,111,162,2,3,113,165,278
CARIPUYO,consulta externa,personas de 15 a 19 anos,2015-01-01,17,33,0,0,17,33,50
CARMEN RIVERO TORREZ,consulta externa,personas de 15 a 19 anos,2015-01-01,14,40,1,1,15,41,56
CATACORA,consulta externa,personas de 15 a 19 anos,2015-01-01,3,8,0,0,3,8,11
CHACARILLA,consulta externa,personas de 15 a 19 anos,2015-01-01,2,5,0,0,2,5,7
CHALLAPATA,consulta externa,personas de 15 a 19 anos,2015-01-01,40,110,5,57,45,167,212
CHAQUI,consulta externa,personas de 15 a 19 anos,2015-01-01,10,36,0,4,10,40,50
CHARAGUA,consulta externa,personas de 15 a 19 anos,2015-01-01,45,98,1,2,46,100,146
CHARAÑA,consulta externa,personas de 15 a 19 anos,2015-01-01,2,4,0,0,2,4,6
CHAYANTA,consulta externa,personas de 15 a 19 anos,2015-01-01,15,43,1,2,16,45,61
CHIMORE,consulta externa,personas de 15 a 19 anos,2015-01-01,70,78,3,0,73,78,151
CHIPAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,1,2,0,0,1,2,3
CHOQUE COTA,consulta externa,personas de 15 a 19 anos,2015-01-01,2,3,0,0,2,3,5
CHUA COCANI,consulta externa,personas de 15 a 19 anos,2015-01-01,5,3,0,0,5,3,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 15 a 19 anos,2015-01-01,33,44,0,1,33,45,78
CHUMA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,22,3,2,12,24,36
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 15 a 19 anos,2015-01-01,9,18,0,0,9,18,27
CKOCHAS,consulta externa,personas de 15 a 19 anos,2015-01-01,13,39,0,4,13,43,56
CLIZA,consulta externa,personas de 15 a 19 anos,2015-01-01,38,138,1,234,39,372,411
COBIJA,consulta externa,personas de 15 a 19 anos,2015-01-01,302,375,62,89,364,464,828
COCAPATA,consulta externa,personas de 15 a 19 anos,2015-01-01,8,21,0,0,8,21,29
COCHABAMBA,consulta externa,personas de 15 a 19 anos,2015-01-01,3347,5398,1936,3681,5283,9079,14362
COIPASA,consulta externa,personas de 15 a 19 anos,2015-01-01,3,6,0,0,3,6,9
COLCAPIRHUA,consulta externa,personas de 15 a 19 anos,2015-01-01,86,143,36,36,122,179,301
"COLCHA ""K""",consulta externa,personas de 15 a 19 anos,2015-01-01,30,49,0,0,30,49,79
COLLANA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,5,0,1,9,6,15
COLOMI,consulta externa,personas de 15 a 19 anos,2015-01-01,13,36,0,0,13,36,49
COLPA BELGICA,consulta externa,personas de 15 a 19 anos,2015-01-01,16,53,1,2,17,55,72
COLQUECHACA,consulta externa,personas de 15 a 19 anos,2015-01-01,17,66,0,2,17,68,85
COLQUENCHA,consulta externa,personas de 15 a 19 anos,2015-01-01,11,26,6,3,17,29,46
COLQUIRI,consulta externa,personas de 15 a 19 anos,2015-01-01,37,45,26,15,63,60,123
COMANCHE,consulta externa,personas de 15 a 19 anos,2015-01-01,6,6,0,3,6,9,15
COMARAPA,consulta externa,personas de 15 a 19 anos,2015-01-01,38,90,5,7,43,97,140
COMBAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,1,5,0,0,1,5,6
CONCEPCION,consulta externa,personas de 15 a 19 anos,2015-01-01,16,64,11,16,27,80,107
COPACABANA,consulta externa,personas de 15 a 19 anos,2015-01-01,15,17,0,2,15,19,34
CORIPATA,consulta externa,personas de 15 a 19 anos,2015-01-01,28,145,3,1,31,146,177
CORO CORO,consulta externa,personas de 15 a 19 anos,2015-01-01,15,28,0,2,15,30,45
COROICO,consulta externa,personas de 15 a 19 anos,2015-01-01,32,59,7,17,39,76,115
CORQUE,consulta externa,personas de 15 a 19 anos,2015-01-01,17,23,0,0,17,23,40
COTAGAITA,consulta externa,personas de 15 a 19 anos,2015-01-01,48,143,1,2,49,145,194
COTOCA,consulta externa,personas de 15 a 19 anos,2015-01-01,73,280,0,3,73,283,356
CRUZ DE MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2015-01-01,4,1,1,0,5,1,6
CUATRO CAÑADAS,consulta externa,personas de 15 a 19 anos,2015-01-01,51,105,3,3,54,108,162
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 15 a 19 anos,2015-01-01,1,5,0,0,1,5,6
CUEVO,consulta externa,personas de 15 a 19 anos,2015-01-01,12,42,0,3,12,45,57
CULPINA,consulta externa,personas de 15 a 19 anos,2015-01-01,14,65,3,1,17,66,83
CURAHUARA DE CARANGAS,consulta externa,personas de 15 a 19 anos,2015-01-01,7,19,0,1,7,20,27
CURVA,consulta externa,personas de 15 a 19 anos,2015-01-01,3,2,0,0,3,2,5
DESAGUADERO,consulta externa,personas de 15 a 19 anos,2015-01-01,7,16,0,0,7,16,23
EL ALTO,consulta externa,personas de 15 a 19 anos,2015-01-01,1906,3565,619,953,2525,4518,7043
EL CHORO,consulta externa,personas de 15 a 19 anos,2015-01-01,6,12,1,0,7,12,19
EL PUENTE(STC),consulta externa,personas de 15 a 19 anos,2015-01-01,26,51,0,0,26,51,77
EL PUENTE(TJA),consulta externa,personas de 15 a 19 anos,2015-01-01,51,77,1,2,52,79,131
EL TORNO,consulta externa,personas de 15 a 19 anos,2015-01-01,195,344,34,52,229,396,625
EL VILLAR,consulta externa,personas de 15 a 19 anos,2015-01-01,22,54,1,0,23,54,77
ENTRE RIOS TRJ,consulta externa,personas de 15 a 19 anos,2015-01-01,128,253,3,0,131,253,384
ENTRE RIOS CBBA,consulta externa,personas de 15 a 19 anos,2015-01-01,71,156,6,9,77,165,242
ESCARA,consulta externa,personas de 15 a 19 anos,2015-01-01,4,4,2,1,6,5,11
ESCOMA,consulta externa,personas de 15 a 19 anos,2015-01-01,18,31,0,0,18,31,49
ESMERALDA,consulta externa,personas de 15 a 19 anos,2015-01-01,6,8,0,0,6,8,14
EUCALIPTUS,consulta externa,personas de 15 a 19 anos,2015-01-01,5,20,0,1,5,21,26
EUREKA (SANTOS MERCADO),consulta externa,personas de 15 a 19 anos,2015-01-01,8,6,0,0,8,6,14
EXALTACION,consulta externa,personas de 15 a 19 anos,2015-01-01,6,11,1,0,7,11,18
FERNANDEZ ALONSO,consulta externa,personas de 15 a 19 anos,2015-01-01,6,44,0,8,6,52,58
FILADELFIA,consulta externa,personas de 15 a 19 anos,2015-01-01,14,29,0,0,14,29,43
GENERAL SAAVEDRA,consulta externa,personas de 15 a 19 anos,2015-01-01,1,23,2,0,3,23,26
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 15 a 19 anos,2015-01-01,10,16,2,2,12,18,30
GUANAY,consulta externa,personas de 15 a 19 anos,2015-01-01,31,55,0,1,31,56,87
GUAQUI,consulta externa,personas de 15 a 19 anos,2015-01-01,7,15,0,0,7,15,22
GUAYARAMERIN,consulta externa,personas de 15 a 19 anos,2015-01-01,242,526,69,129,311,655,966
GUTIERREZ,consulta externa,personas de 15 a 19 anos,2015-01-01,26,57,1,0,27,57,84
HUACARETA,consulta externa,personas de 15 a 19 anos,2015-01-01,36,50,0,1,36,51,87
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 15 a 19 anos,2015-01-01,10,13,2,0,12,13,25
HUACHACALLA,consulta externa,personas de 15 a 19 anos,2015-01-01,42,17,4,0,46,17,63
HUANUNI,consulta externa,personas de 15 a 19 anos,2015-01-01,57,78,20,29,77,107,184
HUARACAJE,consulta externa,personas de 15 a 19 anos,2015-01-01,12,24,7,0,19,24,43
HUARINA,consulta externa,personas de 15 a 19 anos,2015-01-01,7,7,3,0,10,7,17
HUATAJATA,consulta externa,personas de 15 a 19 anos,2015-01-01,2,5,1,2,3,7,10
HUAYLLAMARCA,consulta externa,personas de 15 a 19 anos,2015-01-01,5,2,0,0,5,2,7
HUMANATA,consulta externa,personas de 15 a 19 anos,2015-01-01,4,11,0,0,4,11,15
ICHOCA,consulta externa,personas de 15 a 19 anos,2015-01-01,1,8,0,0,1,8,9
ICLA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,27,0,0,9,27,36
INCAHUASI,consulta externa,personas de 15 a 19 anos,2015-01-01,8,37,0,0,8,37,45
INGAVI (HUMAITA),consulta externa,personas de 15 a 19 anos,2015-01-01,6,9,0,0,6,9,15
INQUISIVI,consulta externa,personas de 15 a 19 anos,2015-01-01,8,16,0,0,8,16,24
IRUPANA (VILLA DE LANZA),consulta externa,personas de 15 a 19 anos,2015-01-01,22,93,0,9,22,102,124
IXIAMAS,consulta externa,personas de 15 a 19 anos,2015-01-01,21,51,0,0,21,51,72
JESUS DE MACHACA,consulta externa,personas de 15 a 19 anos,2015-01-01,22,53,5,9,27,62,89
LA ASUNTA,consulta externa,personas de 15 a 19 anos,2015-01-01,60,175,5,2,65,177,242
LA GUARDIA,consulta externa,personas de 15 a 19 anos,2015-01-01,135,365,12,30,147,395,542
LA PAZ,consulta externa,personas de 15 a 19 anos,2015-01-01,2531,4192,1255,1898,3786,6090,9876
LA RIVERA,consulta externa,personas de 15 a 19 anos,2015-01-01,5,4,0,0,5,4,9
LAGUNILLAS,consulta externa,personas de 15 a 19 anos,2015-01-01,18,64,0,3,18,67,85
LAJA,consulta externa,personas de 15 a 19 anos,2015-01-01,17,54,0,3,17,57,74
LAS CARRERAS,consulta externa,personas de 15 a 19 anos,2015-01-01,26,26,0,0,26,26,52
LICOMA PAMPA,consulta externa,personas de 15 a 19 anos,2015-01-01,6,9,0,0,6,9,15
LLALLAGUA,consulta externa,personas de 15 a 19 anos,2015-01-01,73,263,5,83,78,346,424
LLICA,consulta externa,personas de 15 a 19 anos,2015-01-01,8,23,0,2,8,25,33
LORETO,consulta externa,personas de 15 a 19 anos,2015-01-01,6,10,0,1,6,11,17
LURIBAY,consulta externa,personas de 15 a 19 anos,2015-01-01,26,44,0,0,26,44,70
MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2015-01-01,7,14,2,0,9,14,23
MACHARETI,consulta externa,personas de 15 a 19 anos,2015-01-01,30,78,1,0,31,78,109
MAGDALENA,consulta externa,personas de 15 a 19 anos,2015-01-01,46,53,4,3,50,56,106
MAIRANA,consulta externa,personas de 15 a 19 anos,2015-01-01,24,60,2,9,26,69,95
MALLA,consulta externa,personas de 15 a 19 anos,2015-01-01,7,5,0,0,7,5,12
MAPIRI,consulta externa,personas de 15 a 19 anos,2015-01-01,31,67,0,0,31,67,98
MECAPACA,consulta externa,personas de 15 a 19 anos,2015-01-01,14,16,0,0,14,16,30
MINEROS,consulta externa,personas de 15 a 19 anos,2015-01-01,18,49,0,0,18,49,67
MIZQUE,consulta externa,personas de 15 a 19 anos,2015-01-01,5,45,2,4,7,49,56
MOCOMOCO,consulta externa,personas de 15 a 19 anos,2015-01-01,13,24,0,0,13,24,37
MOJINETE,consulta externa,personas de 15 a 19 anos,2015-01-01,0,6,0,0,0,6,6
MOJOCOYA,consulta externa,personas de 15 a 19 anos,2015-01-01,20,22,0,3,20,25,45
MONTEAGUDO,consulta externa,personas de 15 a 19 anos,2015-01-01,178,295,20,26,198,321,519
MONTERO,consulta externa,personas de 15 a 19 anos,2015-01-01,307,832,40,145,347,977,1324
MORO MORO,consulta externa,personas de 15 a 19 anos,2015-01-01,8,7,0,1,8,8,16
MOROCHATA,consulta externa,personas de 15 a 19 anos,2015-01-01,12,19,0,0,12,19,31
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 15 a 19 anos,2015-01-01,15,21,0,0,15,21,36
NAZACARA DE PACAJES,consulta externa,personas de 15 a 19 anos,2015-01-01,0,4,0,0,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 15 a 19 anos,2015-01-01,4,9,0,1,4,10,14
OCURI,consulta externa,personas de 15 a 19 anos,2015-01-01,9,21,0,1,9,22,31
OKINAWA,consulta externa,personas de 15 a 19 anos,2015-01-01,27,51,0,35,27,86,113
OMEREQUE,consulta externa,personas de 15 a 19 anos,2015-01-01,22,32,0,0,22,32,54
ORURO,consulta externa,personas de 15 a 19 anos,2015-01-01,1017,1478,296,403,1313,1881,3194
PADCAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,138,183,2,9,140,192,332
PADILLA,consulta externa,personas de 15 a 19 anos,2015-01-01,73,91,0,1,73,92,165
PAILON,consulta externa,personas de 15 a 19 anos,2015-01-01,39,96,2,3,41,99,140
PALCA,consulta externa,personas de 15 a 19 anos,2015-01-01,21,57,0,5,21,62,83
PALOS BLANCOS,consulta externa,personas de 15 a 19 anos,2015-01-01,64,120,1,2,65,122,187
PAMPA AULLAGAS,consulta externa,personas de 15 a 19 anos,2015-01-01,7,14,0,1,7,15,22
PAMPA GRANDE,consulta externa,personas de 15 a 19 anos,2015-01-01,10,37,1,1,11,38,49
PAPEL PAMPA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,39,0,2,9,41,50
PASORAPA,consulta externa,personas de 15 a 19 anos,2015-01-01,14,12,1,1,15,13,28
PATACAMAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,31,53,4,4,35,57,92
PAZÑA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,10,0,1,9,11,20
PELECHUCO,consulta externa,personas de 15 a 19 anos,2015-01-01,10,33,0,0,10,33,43
POCOATA,consulta externa,personas de 15 a 19 anos,2015-01-01,19,21,1,0,20,21,41
POCONA,consulta externa,personas de 15 a 19 anos,2015-01-01,31,38,2,1,33,39,72
POJO (CBBA),consulta externa,personas de 15 a 19 anos,2015-01-01,27,37,1,0,28,37,65
POOPO,consulta externa,personas de 15 a 19 anos,2015-01-01,14,24,0,0,14,24,38
PORCO,consulta externa,personas de 15 a 19 anos,2015-01-01,13,39,0,1,13,40,53
POROMA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,32,1,1,10,33,43
PORONGO,consulta externa,personas de 15 a 19 anos,2015-01-01,24,64,0,2,24,66,90
PORTACHUELO,consulta externa,personas de 15 a 19 anos,2015-01-01,38,165,1,41,39,206,245
PORVENIR,consulta externa,personas de 15 a 19 anos,2015-01-01,25,29,19,14,44,43,87
POSTRER VALLE,consulta externa,personas de 15 a 19 anos,2015-01-01,7,1,0,0,7,1,8
POTOSI,consulta externa,personas de 15 a 19 anos,2015-01-01,920,1376,119,160,1039,1536,2575
PRESTO,consulta externa,personas de 15 a 19 anos,2015-01-01,9,34,0,1,9,35,44
PUCARA,consulta externa,personas de 15 a 19 anos,2015-01-01,7,11,0,1,7,12,19
PUCARANI,consulta externa,personas de 15 a 19 anos,2015-01-01,28,50,2,1,30,51,81
PUERTO ACOSTA,consulta externa,personas de 15 a 19 anos,2015-01-01,9,17,0,0,9,17,26
PUERTO CARABUCO,consulta externa,personas de 15 a 19 anos,2015-01-01,13,28,0,0,13,28,41
PUERTO GONZALO MORENO,consulta externa,personas de 15 a 19 anos,2015-01-01,16,63,1,2,17,65,82
PUERTO PEREZ,consulta externa,personas de 15 a 19 anos,2015-01-01,8,15,0,0,8,15,23
PUERTO QUIJARRO,consulta externa,personas de 15 a 19 anos,2015-01-01,47,80,1,2,48,82,130
PUERTO RICO,consulta externa,personas de 15 a 19 anos,2015-01-01,43,71,0,1,43,72,115
PUERTO SILES,consulta externa,personas de 15 a 19 anos,2015-01-01,2,6,0,0,2,6,8
PUERTO SUAREZ,consulta externa,personas de 15 a 19 anos,2015-01-01,21,59,0,1,21,60,81
PUERTO VILLARROEL,consulta externa,personas de 15 a 19 anos,2015-01-01,164,254,7,6,171,260,431
PUNA,consulta externa,personas de 15 a 19 anos,2015-01-01,32,61,1,0,33,61,94
PUNATA,consulta externa,personas de 15 a 19 anos,2015-01-01,68,144,14,50,82,194,276
QUIABAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,18,8,0,0,18,8,26
QUILLACOLLO,consulta externa,personas de 15 a 19 anos,2015-01-01,443,580,100,184,543,764,1307
QUIME,consulta externa,personas de 15 a 19 anos,2015-01-01,13,30,0,0,13,30,43
QUIRUSILLAS,consulta externa,personas de 15 a 19 anos,2015-01-01,6,9,0,0,6,9,15
RAVELO,consulta externa,personas de 15 a 19 anos,2015-01-01,10,31,0,0,10,31,41
REYES,consulta externa,personas de 15 a 19 anos,2015-01-01,33,114,0,6,33,120,153
RIBERALTA,consulta externa,personas de 15 a 19 anos,2015-01-01,464,1008,102,230,566,1238,1804
ROBORE,consulta externa,personas de 15 a 19 anos,2015-01-01,44,67,0,3,44,70,114
RURRENABAQUE,consulta externa,personas de 15 a 19 anos,2015-01-01,39,72,30,28,69,100,169
SABAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,6,17,0,3,6,20,26
SACABA,consulta externa,personas de 15 a 19 anos,2015-01-01,227,459,75,119,302,578,880
SACABAMBA,consulta externa,personas de 15 a 19 anos,2015-01-01,1,7,0,0,1,7,8
SACACA,consulta externa,personas de 15 a 19 anos,2015-01-01,13,42,0,0,13,42,55
SAIPINA,consulta externa,personas de 15 a 19 anos,2015-01-01,11,28,0,0,11,28,39
SALINAS DE GARCI MENDOZA,consulta externa,personas de 15 a 19 anos,2015-01-01,11,44,0,0,11,44,55
SAMAIPATA,consulta externa,personas de 15 a 19 anos,2015-01-01,18,27,0,2,18,29,47
SAN AGUSTIN,consulta externa,personas de 15 a 19 anos,2015-01-01,5,11,0,0,5,11,16
SAN ANDRES,consulta externa,personas de 15 a 19 anos,2015-01-01,18,31,0,2,18,33,51
SAN ANDRES DE MACHACA,consulta externa,personas de 15 a 19 anos,2015-01-01,8,8,0,0,8,8,16
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 15 a 19 anos,2015-01-01,8,7,1,0,9,7,16
SAN ANTONIO DE LOMERIO,consulta externa,personas de 15 a 19 anos,2015-01-01,15,38,0,1,15,39,54
SAN BENITO,consulta externa,personas de 15 a 19 anos,2015-01-01,18,33,3,12,21,45,66
SAN BORJA,consulta externa,personas de 15 a 19 anos,2015-01-01,67,266,6,7,73,273,346
SAN BUENA VENTURA,consulta externa,personas de 15 a 19 anos,2015-01-01,30,65,0,5,30,70,100
SAN CARLOS,consulta externa,personas de 15 a 19 anos,2015-01-01,45,193,0,37,45,230,275
SAN IGNACIO,consulta externa,personas de 15 a 19 anos,2015-01-01,68,153,4,3,72,156,228
SAN IGNACIO DE VELASCO,consulta externa,personas de 15 a 19 anos,2015-01-01,58,180,1,22,59,202,261
SAN JAVIER(BNI),consulta externa,personas de 15 a 19 anos,2015-01-01,8,13,0,0,8,13,21
SAN JAVIER(STC),consulta externa,personas de 15 a 19 anos,2015-01-01,19,34,3,2,22,36,58
SAN JOAQUIN,consulta externa,personas de 15 a 19 anos,2015-01-01,7,18,2,0,9,18,27
SAN JOSE DE CHIQUITOS,consulta externa,personas de 15 a 19 anos,2015-01-01,45,87,3,8,48,95,143
SAN JUAN DE YAPACANI,consulta externa,personas de 15 a 19 anos,2015-01-01,13,62,0,2,13,64,77
SAN JULIAN,consulta externa,personas de 15 a 19 anos,2015-01-01,114,191,1,69,115,260,375
SAN LORENZO(PND),consulta externa,personas de 15 a 19 anos,2015-01-01,10,17,0,0,10,17,27
SAN LORENZO(TJA),consulta externa,personas de 15 a 19 anos,2015-01-01,62,110,3,7,65,117,182
SAN LUCAS,consulta externa,personas de 15 a 19 anos,2015-01-01,43,128,1,3,44,131,175
SAN MATIAS,consulta externa,personas de 15 a 19 anos,2015-01-01,24,54,3,1,27,55,82
SAN MIGUEL DE VELASCO,consulta externa,personas de 15 a 19 anos,2015-01-01,12,27,1,2,13,29,42
SAN PABLO DE LIPEZ,consulta externa,personas de 15 a 19 anos,2015-01-01,6,8,1,0,7,8,15
SAN PEDRO,consulta externa,personas de 15 a 19 anos,2015-01-01,37,79,2,3,39,82,121
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 15 a 19 anos,2015-01-01,11,45,0,0,11,45,56
SAN PEDRO DE CURAHUARA,consulta externa,personas de 15 a 19 anos,2015-01-01,16,33,0,3,16,36,52
SAN PEDRO DE QUEMES,consulta externa,personas de 15 a 19 anos,2015-01-01,2,4,0,0,2,4,6
SAN PEDRO DE TIQUINA,consulta externa,personas de 15 a 19 anos,2015-01-01,6,12,6,1,12,13,25
SAN PEDRO(PND),consulta externa,personas de 15 a 19 anos,2015-01-01,2,7,0,1,2,8,10
SAN RAFAEL,consulta externa,personas de 15 a 19 anos,2015-01-01,13,24,0,0,13,24,37
SAN RAMON BENI,consulta externa,personas de 15 a 19 anos,2015-01-01,23,26,0,0,23,26,49
SAN RAMON SCZ,consulta externa,personas de 15 a 19 anos,2015-01-01,20,68,0,48,20,116,136
SANTA ANA,consulta externa,personas de 15 a 19 anos,2015-01-01,14,51,3,22,17,73,90
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 15 a 19 anos,2015-01-01,4840,8409,1332,2069,6172,10478,16650
SANTA ROSA,consulta externa,personas de 15 a 19 anos,2015-01-01,24,54,0,1,24,55,79
SANTA ROSA DEL SARA,consulta externa,personas de 15 a 19 anos,2015-01-01,45,110,1,2,46,112,158
SANTIAGO DE CALLAPA,consulta externa,personas de 15 a 19 anos,2015-01-01,3,3,0,0,3,3,6
SANTIAGO DE HUARI,consulta externa,personas de 15 a 19 anos,2015-01-01,34,39,0,1,34,40,74
SANTIAGO DE HUATA,consulta externa,personas de 15 a 19 anos,2015-01-01,6,12,0,0,6,12,18
SANTIAGO DE MACHACA,consulta externa,personas de 15 a 19 anos,2015-01-01,0,8,0,1,0,9,9
SANTIVAÑES,consulta externa,personas de 15 a 19 anos,2015-01-01,15,37,7,9,22,46,68
SANTUARIO DE QUILLACAS,consulta externa,personas de 15 a 19 anos,2015-01-01,5,12,1,0,6,12,18
SAPAHAQUI,consulta externa,personas de 15 a 19 anos,2015-01-01,6,20,3,2,9,22,31
SENA,consulta externa,personas de 15 a 19 anos,2015-01-01,28,40,0,0,28,40,68
SHINAOTA,consulta externa,personas de 15 a 19 anos,2015-01-01,78,86,11,4,89,90,179
SICA SICA (VILLA AROMA),consulta externa,personas de 15 a 19 anos,2015-01-01,25,69,2,2,27,71,98
SICAYA,consulta externa,personas de 15 a 19 anos,2015-01-01,6,8,1,3,7,11,18
SIPE SIPE,consulta externa,personas de 15 a 19 anos,2015-01-01,51,148,9,6,60,154,214
SOPACHUY,consulta externa,personas de 15 a 19 anos,2015-01-01,10,39,2,1,12,40,52
SORACACHI,consulta externa,personas de 15 a 19 anos,2015-01-01,3,10,0,0,3,10,13
