municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,16,16
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,6,6
SAN CARLOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,5,5
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,199,199
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,22,22
TARABUCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,17,17
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,3,3
TOMINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,13,13
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,3,3
UNCIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
URUBICHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,3,3
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,11,11
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,2,2
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,5,5
YAMPARAEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-01-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,3,3
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,11,11
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,91,91
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,82,82
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,6,6
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,108,108
LAJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,3,3
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,5,5
MECAPACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,5,5
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,30,30
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,43,43
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,3,3
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,19,19
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,8,8
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,18,18
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,176,176
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,25,25
TACOPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,8,8
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,5,5
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,2,2
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,6,6
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,3,3
VINTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,6,6
YAMPARAEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-02-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
AZURDUY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
BATALLAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
BAURES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
CAIROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,13,13
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,104,104
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,93,93
GUANAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,4,4
HUARACAJE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,3,3
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,84,84
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,6,6
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,10,10
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,38,38
PADCAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,3,3
POCONA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PORCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
POROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,27,27
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,3,3
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
RAVELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,29,29
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,8,8
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,21,21
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,271,271
SENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,28,28
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,15,15
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,5,5
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,8,8
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
VACAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
VIACHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,4,4
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,5,5
VINTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,2,2
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,13,13
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-03-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
ACHOCALLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
APOLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
AZURDUY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,4,4
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,6,6
CAPINOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
CHIMORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,8,8
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,117,117
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
CONCEPCION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,3,3
COPACABANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,77,77
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,5,5
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
HUARACAJE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,76,76
LAJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,9,9
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,31,31
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
POJO (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,34,34
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
RAVELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,27,27
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,27,27
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,27,27
SAN RAFAEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,165,165
SIPE SIPE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,28,28
TACACOMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,22,22
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,21,21
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
UNCIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,5,5
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,3,3
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,5,5
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,12,12
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,2,2
YUNCHARA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-04-01,1,1
ACACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,3,3
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,2,2
CABEZAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,15,15
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,88,88
COLQUECHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CORIPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2019-05-01,70,70
