municipality,group,variable,month,RN con apego precoz,TOTAL
ESCOMA,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
EUCALIPTUS,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
EXALTACION,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
GUANAY,atencion de partos en servicios,rn con apego precoz,2019-01-01,12,12
GUAQUI,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
HUACARETA,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
HUACHACALLA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
HUANUNI,atencion de partos en servicios,rn con apego precoz,2019-01-01,21,21
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
HUARINA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
HUATAJATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
ICHOCA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
ICLA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2019-01-01,12,12
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2019-01-01,42,42
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2019-01-01,51,51
LA PAZ,atencion de partos en servicios,rn con apego precoz,2019-01-01,828,828
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
LAJA,atencion de partos en servicios,rn con apego precoz,2019-01-01,11,11
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
LICOMA PAMPA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2019-01-01,67,67
LLICA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
LURIBAY,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2019-01-01,15,15
MAIRANA,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
MAPIRI,atencion de partos en servicios,rn con apego precoz,2019-01-01,24,24
MECAPACA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
MINEROS,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
MIZQUE,atencion de partos en servicios,rn con apego precoz,2019-01-01,20,20
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
MONTERO,atencion de partos en servicios,rn con apego precoz,2019-01-01,49,49
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
OCURI,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
OKINAWA,atencion de partos en servicios,rn con apego precoz,2019-01-01,14,14
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
ORURO,atencion de partos en servicios,rn con apego precoz,2019-01-01,381,381
PADCAYA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
PADILLA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
PAILON,atencion de partos en servicios,rn con apego precoz,2019-01-01,45,45
PALCA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2019-01-01,29,29
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
PASORAPA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2019-01-01,36,36
PAZÑA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
POCOATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
POCONA,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2019-01-01,15,15
POOPO,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
PORCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,12,12
POROMA,atencion de partos en servicios,rn con apego precoz,2019-01-01,11,11
PORONGO,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2019-01-01,21,21
PORVENIR,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
POSTRER VALLE,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
POTOSI,atencion de partos en servicios,rn con apego precoz,2019-01-01,100,100
PRESTO,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
PUCARANI,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2019-01-01,21,21
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
PUERTO SILES,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2019-01-01,24,24
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2019-01-01,149,149
PUNA,atencion de partos en servicios,rn con apego precoz,2019-01-01,13,13
PUNATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,37,37
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2019-01-01,196,196
QUIME,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
RAVELO,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
REYES,atencion de partos en servicios,rn con apego precoz,2019-01-01,19,19
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2019-01-01,212,212
ROBORE,atencion de partos en servicios,rn con apego precoz,2019-01-01,24,24
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2019-01-01,23,23
SACABA,atencion de partos en servicios,rn con apego precoz,2019-01-01,232,232
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SACACA,atencion de partos en servicios,rn con apego precoz,2019-01-01,8,8
SAIPINA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
SAN AGUSTIN,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2019-01-01,58,58
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2019-01-01,16,16
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2019-01-01,23,23
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2019-01-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,65,65
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2019-01-01,18,18
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2019-01-01,18,18
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2019-01-01,49,49
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,22,22
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,14,14
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2019-01-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
SAN PEDRO DE QUEMES,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2019-01-01,18,18
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2019-01-01,17,17
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1243,1243
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2019-01-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2019-01-01,12,12
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
SENA,atencion de partos en servicios,rn con apego precoz,2019-01-01,8,8
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2019-01-01,24,24
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2019-01-01,33,33
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2019-01-01,8,8
SORACACHI,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
SORATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
SUCRE,atencion de partos en servicios,rn con apego precoz,2019-01-01,109,109
TACACOMA,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
TACOBAMBA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
TAPACARI,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
TARABUCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,18,18
TARACO,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
TARATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,10,10
TARIJA,atencion de partos en servicios,rn con apego precoz,2019-01-01,355,355
TARVITA,atencion de partos en servicios,rn con apego precoz,2019-01-01,10,10
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2019-01-01,15,15
TIAHUANACU,atencion de partos en servicios,rn con apego precoz,2019-01-01,8,8
TINGUIPAYA,atencion de partos en servicios,rn con apego precoz,2019-01-01,2,2
TIPUANI,atencion de partos en servicios,rn con apego precoz,2019-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2019-01-01,93,93
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2019-01-01,18,18
TOCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
TOLATA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
TOMAVE,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
TOMINA,atencion de partos en servicios,rn con apego precoz,2019-01-01,14,14
TORO TORO,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2019-01-01,17,17
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
TRIGAL,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2019-01-01,196,196
TUPIZA,atencion de partos en servicios,rn con apego precoz,2019-01-01,54,54
TURCO,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
UNCIA,atencion de partos en servicios,rn con apego precoz,2019-01-01,9,9
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
URUBICHA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
UYUNI,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
VACAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2019-01-01,29,29
VIACHA,atencion de partos en servicios,rn con apego precoz,2019-01-01,51,51
VILA VILA,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2019-01-01,8,8
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2019-01-01,47,47
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2019-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2019-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2019-01-01,101,101
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
VILLAZON,atencion de partos en servicios,rn con apego precoz,2019-01-01,25,25
VINTO,atencion de partos en servicios,rn con apego precoz,2019-01-01,39,39
VITICHI,atencion de partos en servicios,rn con apego precoz,2019-01-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
WARNES,atencion de partos en servicios,rn con apego precoz,2019-01-01,80,80
YACO,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
YACUIBA,atencion de partos en servicios,rn con apego precoz,2019-01-01,157,157
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2019-01-01,5,5
YANACACHI,atencion de partos en servicios,rn con apego precoz,2019-01-01,1,1
YAPACANI,atencion de partos en servicios,rn con apego precoz,2019-01-01,90,90
YOCALLA,atencion de partos en servicios,rn con apego precoz,2019-01-01,3,3
YOTALA,atencion de partos en servicios,rn con apego precoz,2019-01-01,8,8
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2019-01-01,11,11
ACACIO,atencion de partos en servicios,rn con apego precoz,2019-02-01,2,2
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2019-02-01,23,23
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2019-02-01,2,2
AIQUILE,atencion de partos en servicios,rn con apego precoz,2019-02-01,23,23
ALALAY,atencion de partos en servicios,rn con apego precoz,2019-02-01,2,2
ALCALA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2019-02-01,8,8
ANCORAIMES,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
ANZALDO,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
APOLO,atencion de partos en servicios,rn con apego precoz,2019-02-01,15,15
ARANI,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
ARBIETO,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
ARQUE,atencion de partos en servicios,rn con apego precoz,2019-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2019-02-01,39,39
ATOCHA,atencion de partos en servicios,rn con apego precoz,2019-02-01,5,5
AYATA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2019-02-01,14,14
AZURDUY,atencion de partos en servicios,rn con apego precoz,2019-02-01,4,4
BATALLAS,atencion de partos en servicios,rn con apego precoz,2019-02-01,4,4
BAURES,atencion de partos en servicios,rn con apego precoz,2019-02-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con apego precoz,2019-02-01,2,2
BERMEJO,atencion de partos en servicios,rn con apego precoz,2019-02-01,28,28
BETANZOS,atencion de partos en servicios,rn con apego precoz,2019-02-01,17,17
BOLPEBRA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2019-02-01,4,4
CABEZAS,atencion de partos en servicios,rn con apego precoz,2019-02-01,20,20
CAIROMA,atencion de partos en servicios,rn con apego precoz,2019-02-01,6,6
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2019-02-01,8,8
CAJUATA,atencion de partos en servicios,rn con apego precoz,2019-02-01,6,6
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2019-02-01,6,6
CAMARGO,atencion de partos en servicios,rn con apego precoz,2019-02-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
CAMIRI,atencion de partos en servicios,rn con apego precoz,2019-02-01,27,27
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2019-02-01,17,17
CAQUIAVIRI,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2019-02-01,10,10
CARANAVI,atencion de partos en servicios,rn con apego precoz,2019-02-01,77,77
CARAPARI,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2019-02-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2019-02-01,40,40
CHAQUI,atencion de partos en servicios,rn con apego precoz,2019-02-01,5,5
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2019-02-01,16,16
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2019-02-01,8,8
CHIMORE,atencion de partos en servicios,rn con apego precoz,2019-02-01,15,15
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2019-02-01,17,17
CHUMA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
CLIZA,atencion de partos en servicios,rn con apego precoz,2019-02-01,31,31
COBIJA,atencion de partos en servicios,rn con apego precoz,2019-02-01,82,82
COCAPATA,atencion de partos en servicios,rn con apego precoz,2019-02-01,9,9
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1022,1022
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2019-02-01,53,53
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2019-02-01,2,2
COLLANA,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
COLOMI,atencion de partos en servicios,rn con apego precoz,2019-02-01,17,17
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2019-02-01,16,16
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2019-02-01,11,11
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2019-02-01,7,7
COMANCHE,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
COMARAPA,atencion de partos en servicios,rn con apego precoz,2019-02-01,20,20
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2019-02-01,32,32
COPACABANA,atencion de partos en servicios,rn con apego precoz,2019-02-01,3,3
CORIPATA,atencion de partos en servicios,rn con apego precoz,2019-02-01,5,5
COROICO,atencion de partos en servicios,rn con apego precoz,2019-02-01,25,25
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2019-02-01,13,13
COTOCA,atencion de partos en servicios,rn con apego precoz,2019-02-01,61,61
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2019-02-01,17,17
CUEVO,atencion de partos en servicios,rn con apego precoz,2019-02-01,1,1
