municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,12,12
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,14,14
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,7,7
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,6,6
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,18,18
SAN RAMON BENI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,27,27
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-02-01,2,2
AZURDUY,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,18,18
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,7,7
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,8,8
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,21,21
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,18,18
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-03-01,2,2
CABEZAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
CHIMORE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,12,12
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,13,13
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,6,6
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,5,5
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,2,2
SAMAIPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,27,27
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,21,21
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,5,5
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,11,11
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,11,11
HUACARETA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,8,8
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
PORCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,5,5
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,7,7
PUNA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,7,7
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,2,2
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,5,5
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,2,2
VINTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-05-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,14,14
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,15,15
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,7,7
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
OCURI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,8,8
PASORAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,8,8
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,10,10
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,14,14
SORATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,0,0
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,3,3
TINGUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-06-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,12,12
COLQUECHACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,12,12
ICLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,10,10
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,12,12
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
TIPUANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,12,12
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,6,6
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,13,13
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,5,5
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,6,6
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,13,13
SORATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,0,0
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,11,11
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,9,9
ESCOMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,13,13
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,4,4
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,3,3
PUCARANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,30,30
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,5,5
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,13,13
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,11,11
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,50,50
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
OCURI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,6,6
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,18,18
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,19,19
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,26,26
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,4,4
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-10-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,2,2
AYATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,10,10
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,14,14
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2019-11-01,2,2
