municipality,group,variable,month,Nacidos muertos,TOTAL
WARNES,atencion de partos en servicios,nacidos muertos,2019-01-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2019-01-01,3,3
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-01-01,1,1
YOTALA,atencion de partos en servicios,nacidos muertos,2019-01-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2019-02-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos,2019-02-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2019-02-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-02-01,15,15
COTOCA,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-02-01,21,21
EL TORNO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-02-01,17,17
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2019-02-01,9,9
ORURO,atencion de partos en servicios,nacidos muertos,2019-02-01,10,10
POJO (CBBA),atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2019-02-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2019-02-01,4,4
PUNATA,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-02-01,5,5
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
SAN RAMON BENI,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-02-01,41,41
SUCRE,atencion de partos en servicios,nacidos muertos,2019-02-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2019-02-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
TORO TORO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2019-02-01,2,2
VINTO,atencion de partos en servicios,nacidos muertos,2019-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2019-02-01,2,2
AZURDUY,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-03-01,26,26
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-03-01,14,14
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-03-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2019-03-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2019-03-01,14,14
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
PELECHUCO,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
PORONGO,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2019-03-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
REYES,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-03-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2019-03-01,3,3
SACABA,atencion de partos en servicios,nacidos muertos,2019-03-01,3,3
SACACA,atencion de partos en servicios,nacidos muertos,2019-03-01,5,5
SAN BORJA,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-03-01,39,39
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2019-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2019-03-01,3,3
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos,2019-04-01,3,3
CAMIRI,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
CHIMORE,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-04-01,21,21
COMARAPA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-04-01,21,21
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-04-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2019-04-01,9,9
PADILLA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2019-04-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2019-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2019-04-01,3,3
QUIME,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-04-01,3,3
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-04-01,73,73
SUCRE,atencion de partos en servicios,nacidos muertos,2019-04-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2019-04-01,5,5
TARVITA,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2019-04-01,5,5
UYUNI,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2019-04-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2019-04-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
CALAMARCA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2019-05-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-05-01,17,17
COLOMI,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
COMARAPA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-05-01,15,15
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
INQUISIVI,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-05-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2019-05-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2019-05-01,6,6
POTOSI,atencion de partos en servicios,nacidos muertos,2019-05-01,9,9
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
ROBORE,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-05-01,81,81
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2019-05-01,6,6
TARABUCO,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2019-05-01,3,3
TINGUIPAYA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2019-05-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2019-05-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2019-05-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2019-05-01,2,2
VINTO,atencion de partos en servicios,nacidos muertos,2019-05-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-05-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
AIQUILE,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2019-06-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-06-01,20,20
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-06-01,23,23
EL TORNO,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
INCAHUASI,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-06-01,16,16
MIZQUE,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
OCURI,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2019-06-01,11,11
PASORAPA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
POCOATA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2019-06-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-06-01,10,10
SACABA,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-06-01,20,20
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2019-06-01,9,9
SORATA,atencion de partos en servicios,nacidos muertos,2019-06-01,0,0
SUCRE,atencion de partos en servicios,nacidos muertos,2019-06-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
TINGUIPAYA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2019-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-06-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2019-07-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos muertos,2019-07-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2019-07-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-07-01,19,19
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-07-01,18,18
ICLA,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-07-01,41,41
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2019-07-01,11,11
POTOSI,atencion de partos en servicios,nacidos muertos,2019-07-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2019-07-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-07-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2019-07-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-07-01,12,12
SUCRE,atencion de partos en servicios,nacidos muertos,2019-07-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos,2019-07-01,2,2
TIPUANI,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
TOMAVE,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2019-07-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-07-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2019-08-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
CLIZA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-08-01,18,18
COMARAPA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-08-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-08-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-08-01,18,18
MAGDALENA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2019-08-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2019-08-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2019-08-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2019-08-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-08-01,7,7
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2019-08-01,3,3
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-08-01,21,21
SORATA,atencion de partos en servicios,nacidos muertos,2019-08-01,0,0
SUCRE,atencion de partos en servicios,nacidos muertos,2019-08-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2019-08-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2019-08-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
BATALLAS,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
CKOCHAS,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-09-01,14,14
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-09-01,17,17
ESCOMA,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
HUACARETA,atencion de partos en servicios,nacidos muertos,2019-09-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-09-01,18,18
MIZQUE,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2019-09-01,7,7
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2019-09-01,7,7
PUCARANI,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2019-09-01,4,4
SACABA,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2019-09-01,26,26
SUCRE,atencion de partos en servicios,nacidos muertos,2019-09-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
TARVITA,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2019-09-01,2,2
YAMPARAEZ,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2019-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2019-10-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2019-10-01,3,3
COCAPATA,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2019-10-01,18,18
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2019-10-01,17,17
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2019-10-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2019-10-01,24,24
MAGDALENA,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
MINEROS,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2019-10-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2019-10-01,2,2
