municipality,group,variable,month,RN con malformación congénita,TOTAL
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,3,3
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2019-05-01,1,1
AIQUILE,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
"CAIZA ""D""",atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,9,9
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,13,13
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,12,12
SENA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2019-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
BAURES,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
CAIROMA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,3,3
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,3,3
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
ICLA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,13,13
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
MAPIRI,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,4,4
PUERTO RICO,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,2,2
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,3,3
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,7,7
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
VILLA SERRANO,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2019-07-01,1,1
AUCAPATA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,3,3
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,13,13
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,2,2
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,3,3
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
SAN MATIAS,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,2,2
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
WALDO BALLIVIAN,atencion de partos en servicios,rn con malformacion congenita,2019-08-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,2,2
CORO CORO,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
HUANUNI,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,13,13
MAPIRI,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,2,2
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,2,2
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,8,8
SAPAHAQUI,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,5,5
TARATA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,4,4
TINGUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
URUBICHA,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,2,2
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2019-09-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,3,3
CABEZAS,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
CAJUATA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,2,2
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
CARACOLLO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
COCAPATA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,4,4
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
DESAGUADERO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,11,11
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
OCURI,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,4,4
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,3,3
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,3,3
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,7,7
SANTIVAÑES,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,4,4
TARABUCO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
VILLA SERRANO,atencion de partos en servicios,rn con malformacion congenita,2019-10-01,1,1
BATALLAS,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
COTAGAITA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,19,19
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,3,3
POROMA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,4,4
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,3,3
TACOBAMBA,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,3,3
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2019-11-01,2,2
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,4,4
EL VILLAR,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
ESCOMA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
ICLA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,18,18
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,2,2
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,2,2
WARNES,atencion de partos en servicios,rn con malformacion congenita,2019-12-01,1,1
