municipality,group,variable,month,Nacidos vivos,TOTAL
LURIBAY,atencion de partos en servicios,nacidos vivos,2019-01-01,6,6
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos vivos,2019-01-01,15,15
MAIRANA,atencion de partos en servicios,nacidos vivos,2019-01-01,24,24
MAPIRI,atencion de partos en servicios,nacidos vivos,2019-01-01,24,24
MECAPACA,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
MINEROS,atencion de partos en servicios,nacidos vivos,2019-01-01,10,10
MIZQUE,atencion de partos en servicios,nacidos vivos,2019-01-01,25,25
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2019-01-01,40,40
MONTERO,atencion de partos en servicios,nacidos vivos,2019-01-01,317,317
MOROCHATA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
OCURI,atencion de partos en servicios,nacidos vivos,2019-01-01,6,6
OKINAWA,atencion de partos en servicios,nacidos vivos,2019-01-01,14,14
OMEREQUE,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2019-01-01,664,664
PADCAYA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
PADILLA,atencion de partos en servicios,nacidos vivos,2019-01-01,12,12
PAILON,atencion de partos en servicios,nacidos vivos,2019-01-01,45,45
PALCA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2019-01-01,29,29
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
PASORAPA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2019-01-01,36,36
PAZÑA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos,2019-01-01,7,7
POCONA,atencion de partos en servicios,nacidos vivos,2019-01-01,7,7
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2019-01-01,15,15
POOPO,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
PORCO,atencion de partos en servicios,nacidos vivos,2019-01-01,12,12
POROMA,atencion de partos en servicios,nacidos vivos,2019-01-01,10,10
PORONGO,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2019-01-01,29,29
PORVENIR,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos,2019-01-01,503,503
PRESTO,atencion de partos en servicios,nacidos vivos,2019-01-01,5,5
PUCARA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2019-01-01,9,9
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2019-01-01,33,33
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
PUERTO SILES,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2019-01-01,25,25
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2019-01-01,149,149
PUNA,atencion de partos en servicios,nacidos vivos,2019-01-01,13,13
PUNATA,atencion de partos en servicios,nacidos vivos,2019-01-01,79,79
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2019-01-01,196,196
QUIME,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
RAQAYPAMPA(ETA),atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
RAVELO,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
REYES,atencion de partos en servicios,nacidos vivos,2019-01-01,20,20
RIBERALTA,atencion de partos en servicios,nacidos vivos,2019-01-01,292,292
ROBORE,atencion de partos en servicios,nacidos vivos,2019-01-01,26,26
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2019-01-01,42,42
SACABA,atencion de partos en servicios,nacidos vivos,2019-01-01,272,272
SACACA,atencion de partos en servicios,nacidos vivos,2019-01-01,8,8
SAIPINA,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
SAN AGUSTIN,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2019-01-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2019-01-01,9,9
SAN BENITO,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos,2019-01-01,67,67
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2019-01-01,16,16
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2019-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2019-01-01,25,25
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2019-01-01,110,110
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2019-01-01,27,27
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2019-01-01,37,37
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2019-01-01,50,50
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2019-01-01,25,25
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2019-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2019-01-01,14,14
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2019-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2019-01-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2019-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2019-01-01,18,18
SANTA ANA,atencion de partos en servicios,nacidos vivos,2019-01-01,17,17
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2019-01-01,3570,3570
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2019-01-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2019-01-01,12,12
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
SENA,atencion de partos en servicios,nacidos vivos,2019-01-01,8,8
SHINAOTA,atencion de partos en servicios,nacidos vivos,2019-01-01,24,24
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2019-01-01,6,6
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2019-01-01,33,33
SOPACHUY,atencion de partos en servicios,nacidos vivos,2019-01-01,8,8
SORACACHI,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
SORATA,atencion de partos en servicios,nacidos vivos,2019-01-01,9,9
SUCRE,atencion de partos en servicios,nacidos vivos,2019-01-01,517,517
TACACOMA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
TACOPAYA,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
TAPACARI,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
TARABUCO,atencion de partos en servicios,nacidos vivos,2019-01-01,18,18
TARACO,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
TARATA,atencion de partos en servicios,nacidos vivos,2019-01-01,10,10
TARIJA,atencion de partos en servicios,nacidos vivos,2019-01-01,400,400
TARVITA,atencion de partos en servicios,nacidos vivos,2019-01-01,10,10
TEOPONTE,atencion de partos en servicios,nacidos vivos,2019-01-01,15,15
TIAHUANACU,atencion de partos en servicios,nacidos vivos,2019-01-01,8,8
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2019-01-01,2,2
TIPUANI,atencion de partos en servicios,nacidos vivos,2019-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2019-01-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2019-01-01,18,18
TOCO,atencion de partos en servicios,nacidos vivos,2019-01-01,5,5
TOLATA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
TOMAVE,atencion de partos en servicios,nacidos vivos,2019-01-01,5,5
TOMINA,atencion de partos en servicios,nacidos vivos,2019-01-01,14,14
TORO TORO,atencion de partos en servicios,nacidos vivos,2019-01-01,9,9
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2019-01-01,17,17
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
TRIGAL,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2019-01-01,320,320
TUPIZA,atencion de partos en servicios,nacidos vivos,2019-01-01,70,70
TURCO,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
UNCIA,atencion de partos en servicios,nacidos vivos,2019-01-01,24,24
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
URUBICHA,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
UYUNI,atencion de partos en servicios,nacidos vivos,2019-01-01,45,45
VACAS,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2019-01-01,31,31
VIACHA,atencion de partos en servicios,nacidos vivos,2019-01-01,50,50
VILA VILA,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2019-01-01,8,8
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2019-01-01,77,77
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2019-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2019-01-01,102,102
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2019-01-01,4,4
VILLAZON,atencion de partos en servicios,nacidos vivos,2019-01-01,40,40
VINTO,atencion de partos en servicios,nacidos vivos,2019-01-01,43,43
VITICHI,atencion de partos en servicios,nacidos vivos,2019-01-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos,2019-01-01,101,101
YACO,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos,2019-01-01,177,177
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2019-01-01,5,5
YANACACHI,atencion de partos en servicios,nacidos vivos,2019-01-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos,2019-01-01,92,92
YOCALLA,atencion de partos en servicios,nacidos vivos,2019-01-01,3,3
YOTALA,atencion de partos en servicios,nacidos vivos,2019-01-01,8,8
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2019-01-01,11,11
ACACIO,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos vivos,2019-02-01,23,23
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
AIQUILE,atencion de partos en servicios,nacidos vivos,2019-02-01,29,29
ALALAY,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
ALCALA,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos,2019-02-01,8,8
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
ANZALDO,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
APOLO,atencion de partos en servicios,nacidos vivos,2019-02-01,15,15
ARANI,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
ARBIETO,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
ARQUE,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2019-02-01,53,53
ATOCHA,atencion de partos en servicios,nacidos vivos,2019-02-01,13,13
AYATA,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2019-02-01,13,13
AZURDUY,atencion de partos en servicios,nacidos vivos,2019-02-01,4,4
BATALLAS,atencion de partos en servicios,nacidos vivos,2019-02-01,4,4
BAURES,atencion de partos en servicios,nacidos vivos,2019-02-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos,2019-02-01,55,55
BETANZOS,atencion de partos en servicios,nacidos vivos,2019-02-01,17,17
BOLPEBRA,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2019-02-01,4,4
CABEZAS,atencion de partos en servicios,nacidos vivos,2019-02-01,20,20
CAIROMA,atencion de partos en servicios,nacidos vivos,2019-02-01,6,6
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2019-02-01,7,7
CAJUATA,atencion de partos en servicios,nacidos vivos,2019-02-01,6,6
CALAMARCA,atencion de partos en servicios,nacidos vivos,2019-02-01,6,6
CAMARGO,atencion de partos en servicios,nacidos vivos,2019-02-01,25,25
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos,2019-02-01,75,75
CAPINOTA,atencion de partos en servicios,nacidos vivos,2019-02-01,17,17
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
CARACOLLO,atencion de partos en servicios,nacidos vivos,2019-02-01,9,9
CARANAVI,atencion de partos en servicios,nacidos vivos,2019-02-01,77,77
CARAPARI,atencion de partos en servicios,nacidos vivos,2019-02-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2019-02-01,7,7
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2019-02-01,40,40
CHAQUI,atencion de partos en servicios,nacidos vivos,2019-02-01,5,5
CHARAGUA,atencion de partos en servicios,nacidos vivos,2019-02-01,37,37
CHAYANTA,atencion de partos en servicios,nacidos vivos,2019-02-01,8,8
CHIMORE,atencion de partos en servicios,nacidos vivos,2019-02-01,14,14
CHUA COCANI,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2019-02-01,27,27
CHUMA,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
CKOCHAS,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
CLIZA,atencion de partos en servicios,nacidos vivos,2019-02-01,31,31
COBIJA,atencion de partos en servicios,nacidos vivos,2019-02-01,117,117
COCAPATA,atencion de partos en servicios,nacidos vivos,2019-02-01,9,9
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2019-02-01,1476,1476
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2019-02-01,53,53
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
COLLANA,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2019-02-01,17,17
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2019-02-01,16,16
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2019-02-01,11,11
COLQUIRI,atencion de partos en servicios,nacidos vivos,2019-02-01,7,7
COMANCHE,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
COMARAPA,atencion de partos en servicios,nacidos vivos,2019-02-01,20,20
CONCEPCION,atencion de partos en servicios,nacidos vivos,2019-02-01,32,32
COPACABANA,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
CORIPATA,atencion de partos en servicios,nacidos vivos,2019-02-01,5,5
COROICO,atencion de partos en servicios,nacidos vivos,2019-02-01,36,36
COTAGAITA,atencion de partos en servicios,nacidos vivos,2019-02-01,13,13
COTOCA,atencion de partos en servicios,nacidos vivos,2019-02-01,61,61
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2019-02-01,17,17
CUEVO,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2019-02-01,13,13
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2019-02-01,3,3
CURVA,atencion de partos en servicios,nacidos vivos,2019-02-01,2,2
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2019-02-01,6,6
EL ALTO,atencion de partos en servicios,nacidos vivos,2019-02-01,1244,1244
EL CHORO,atencion de partos en servicios,nacidos vivos,2019-02-01,1,1
