municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
CKOCHAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
CLIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,14,14
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,62,62
COLOMI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
COLQUECHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
COLQUENCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
COMARAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,28,28
CORIPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
CORO CORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
CORQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
COTOCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,64,64
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
EL ALTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,12,12
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,7,7
FILADELFIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
GUAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,7,7
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
ICHOCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
INCAHUASI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,15,15
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,95,95
LAGUNILLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,15,15
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,10,10
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,91,91
MOROCHATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
OCURI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,14,14
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,20,20
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,42,42
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,8,8
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
PASORAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
POCOATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,6,6
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
POSTRER VALLE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
POTOSI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,10,10
PUCARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,33,33
PUERTO SILES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
PUNA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
REYES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
RIBERALTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,51,51
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,26,26
RURRENABAQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,27,27
SACABA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAMAIPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,14,14
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,27,27
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,17,17
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,51,51
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,17,17
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,18,18
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,18,18
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,17,17
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,472,472
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
SIPE SIPE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
SORACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
SORATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,0,0
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,167,167
TACOPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
TAPACARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
TARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
TARACO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
TARVITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
TIAHUANACU,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
TIPUANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,8,8
TIQUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
TOMAVE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
TOMINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,6,6
TORO TORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
TOTORA(ORR),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
TRIGAL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,55,55
TUPIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,18,18
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,11,11
VALLEGRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,8,8
VILA VILA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,4,4
VILLA MONTES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
VILLAZON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
VITICHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,3,3
WARNES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,27,27
YACUIBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,26,26
YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,92,92
YOTALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-01-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
ACHOCALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
ALALAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
ALTO BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
ANCORAIMES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
ANDAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
ANZALDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
ARQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,53,53
ATOCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
AYATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
AZURDUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
BATALLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
BAURES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
BETANZOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
CAIROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
CAJUATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
CAMIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,34,34
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
CARANAVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
CARAPARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,7,7
CHALLAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
CHAYANTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
CHUA COCANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
CKOCHAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
CLIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,31,31
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,25,25
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
COLQUECHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
COLQUENCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
COMANCHE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
COMARAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,20,20
CORIPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
COTOCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,62,62
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,17,17
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
CURVA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
EL CHORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,9,9
ESCARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,6,6
FILADELFIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,7,7
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
HUARINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
ICLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
INCAHUASI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,14,14
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,24,24
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,90,90
MOROCHATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,16,16
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,26,26
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
PAZÑA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,27,27
PUERTO SILES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
PUNA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
RAVELO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
REYES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
RIBERALTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,16,16
RURRENABAQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,25,25
SACACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,22,22
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,12,12
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,24,24
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,20,20
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,41,41
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,14,14
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,18,18
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,11,11
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,34,34
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,487,487
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAPAHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2019-02-01,3,3
