municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,52,52
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,13,13
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,10,10
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,75,75
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
CARIPUYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,36,36
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,30,30
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,6,6
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,31,31
CHUMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,146,146
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1696,1696
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,48,48
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
COLLANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,17,17
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,17,17
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,26,26
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,13,13
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,20,20
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,16,16
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,7,7
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1373,1373
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,98,98
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,26,26
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,7,7
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
EXALTACION,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,12,12
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,90,90
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
HUACHACALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,22,22
HUARINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
INQUISIVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,27,27
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,52,52
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1399,1399
LAGUNILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
LAS CARRERAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,74,74
LLICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
LURIBAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,6,6
MACHACAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,25,25
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,24,24
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,22,22
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,41,41
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,225,225
OCURI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,648,648
PADCAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,22,22
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
PATACAMAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,36,36
PAZÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
POCOATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
POCONA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,13,13
POOPO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
PORCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,7,7
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
PORONGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,29,29
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,492,492
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,9,9
PUERTO CARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,25,25
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,148,148
PUNA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
PUNATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,78,78
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,197,197
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
RAVELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,19,19
RIBERALTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,242,242
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,17,17
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,274,274
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
SAN AGUSTIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
SAN BENITO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,63,63
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,16,16
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,97,97
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,21,21
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,14,14
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
SAN PEDRO DE QUEMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3123,3123
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
SAPAHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
SENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,23,23
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,31,31
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,9,9
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,350,350
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
TACOBAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,16,16
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,397,397
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,10,10
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,15,15
TIAHUANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,7,7
TINGUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,90,90
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,16,16
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,6,6
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,17,17
TRINIDAD,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,264,264
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,51,51
TURCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,18,18
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,35,35
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,30,30
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,42,42
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,75,75
VILLA RIVERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,98,98
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,2,2
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,39,39
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,43,43
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
WALDO BALLIVIAN,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,76,76
YACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,153,153
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,5,5
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,1,1
YOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,3,3
YOTALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,8,8
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-01-01,11,11
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,21,21
ACHOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,29,29
ALCALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
ALTO BENI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,3,3
ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,15,15
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,3,3
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,3,3
ARQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
ATOCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,13,13
BATALLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
BELLA FLOR,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,57,57
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,12,12
BOLPEBRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,20,20
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,3,3
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,24,24
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,43,43
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,17,17
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,9,9
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,73,73
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,39,39
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,5,5
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,29,29
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,14,14
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,27,27
CHUMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,3,3
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,118,118
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1455,1455
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,53,53
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
COLLANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,13,13
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,11,11
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,9,9
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,7,7
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,32,32
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,3,3
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,4,4
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,31,31
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,12,12
CUEVO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,12,12
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1255,1255
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,80,80
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,4,4
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,24,24
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
EXALTACION,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,13,13
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,72,72
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,22,22
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
ICHOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,1,1
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,2,2
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,9,9
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,20,20
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2019-02-01,58,58
