municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
HUATAJATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,12,12
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,6,6
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,10,10
LORETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
MAPIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,5,5
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,6,6
POJO (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,5,5
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
QUIABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
SAN CARLOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
SENA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
SIPE SIPE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,8,8
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
TIAWANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,7,7
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,5,5
YOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,3,3
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-01-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
AUCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,7,7
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
CHUA COCANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,12,12
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
HUACHACALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
IXIAMAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,7,7
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,9,9
LA GUARDIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
OMEREQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
POCONA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,8,8
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,7,7
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,6,6
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
QUIABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
SACABAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,8,8
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
TIAWANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,6,6
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,5,5
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-02-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,5,5
ALALAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
ANZALDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,4,4
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,4,4
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,6,6
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,5,5
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,8,8
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,7,7
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
COLLANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,13,13
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,6,6
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,4,4
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,5,5
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por proveedor calificado,2017-03-01,1,1
