municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-03-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,3,3
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,3,3
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-04-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-05-01,2,2
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-06-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,2,2
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,3,3
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-09-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-10-01,2,2
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,10,10
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-11-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2017-12-01,2,2
