municipality,group,variable,month,Partos atendidos por otros,TOTAL
TARATA,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,2,2
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,4,4
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,4,4
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-01-01,4,4
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,5,5
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,6,6
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,8,8
SAIPINA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por otros,2017-02-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,4,4
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,6,6
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
COLCAPIRHUA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,9,9
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,4,4
PADCAYA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,5,5
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,10,10
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,6,6
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,5,5
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2017-03-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
CAIROMA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
COLLANA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,25,25
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,9,9
REYES,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,3,3
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2017-04-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,3,3
HUACHACALLA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,6,6
POCONA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-05-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
COLLANA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,7,7
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,3,3
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,4,4
PADCAYA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,5,5
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,13,13
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por otros,2017-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,12,12
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
