municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,4,4
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,3,3
TARATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-02-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,3,3
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,4,4
EL TORNO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,4,4
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,16,16
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,4,4
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,6,6
DESAGUADERO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,4,4
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,5,5
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,4,4
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-04-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,22,22
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,8,8
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-05-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,40,40
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,5,5
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera empirica,2017-06-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,44,44
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,2,2
FERNANDEZ ALONSO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,27,27
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,4,4
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,6,6
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-08-01,4,4
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,16,16
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,27,27
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,3,3
COROICO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,2,2
HUATAJATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-10-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,34,34
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,10,10
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
