municipality,group,variable,month,RN con apego precoz,TOTAL
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,13,13
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
LAJA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,12,12
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
LORETO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
MACHARETI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
MALLA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
MAPIRI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
MECAPACA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,17,17
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,7,7
OCURI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,19,19
ORURO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,8,8
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,8,8
PADILLA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
PAILON,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
PALCA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,7,7
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,7,7
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
PAZÑA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
POCOATA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,27,27
POJO (CBBA),atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
POOPO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
POROMA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,13,13
PRESTO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,18,18
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,17,17
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
PUNA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
QUIABAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,6,6
QUIME,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
RAVELO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,9,9
REYES,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
SABAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SACABA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
SACABAMBA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SACACA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,6,6
SAN AGUSTIN,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
SAN BORJA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
SAN IGNACIO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,8,8
SAN JUAN DE YAPACANI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
SAN MATIAS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
SAN PEDRO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,25,25
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
SANTA ROSA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,9,9
SENA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SHINAOTA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
SICAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SIPE SIPE,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
SORATA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,11,11
SUCRE,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
TACOPAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,8,8
TAHUA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,16,16
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
TARACO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
TARVITA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
TEOPONTE,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
TIAWANACU,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
TOLEDO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
TOMAVE,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,8,8
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,6,6
UMALA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
UNCIA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
UYUNI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
VACAS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
VIACHA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,1,1
VILA VILA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
VILLA MONTES,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con apego precoz,2017-01-01,4,4
VINTO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
VITICHI,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
YACO,atencion de partos en domicilio,rn con apego precoz,2017-01-01,9,9
YACUIBA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,5,5
YOCALLA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,3,3
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2017-01-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,8,8
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
ANDAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
ANTEQUERA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
ANZALDO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
APOLO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
ARBIETO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
ARQUE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
ATOCHA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
AYATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2017-02-01,14,14
AZURDUY,atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,8,8
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
BOLPEBRA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CABEZAS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
CALACOTO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
CALAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
CAMARGO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CAMIRI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CAPINOTA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,7,7
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CATACORA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,10,10
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CHARAÑA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
CHUA COCANI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
CHUMA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
CLIZA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
COIPASA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
COLOMI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,32,32
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,8,8
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
COMANCHE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
COMBAYA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
COROICO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
CORQUE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
COTOCA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
CULPINA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
DESAGUADERO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
EL TORNO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
FILADELFIA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
GUANAY,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con apego precoz,2017-02-01,9,9
HUACARETA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
HUACHACALLA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
HUANUNI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
HUARINA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
HUAYLLAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
HUMANATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
ICHOCA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
ICLA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,8,8
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,10,10
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,14,14
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
LAJA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
LORETO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
LURIBAY,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
MALLA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
MECAPACA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,7,7
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,11,11
MOJOCOYA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
OCURI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
OMEREQUE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
ORURO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PAILON,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PALCA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,11,11
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
PAZÑA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,7,7
POCOATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,22,22
POCONA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
POROMA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,12,12
PORVENIR,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PRESTO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2017-02-01,17,17
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,13,13
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2017-02-01,8,8
PUERTO RICO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
PUNA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,5,5
PUNATA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
QUIABAYA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
QUIME,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
RAVELO,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
REYES,atencion de partos en domicilio,rn con apego precoz,2017-02-01,3,3
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2017-02-01,2,2
SABAYA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
SACABA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,4,4
SACABAMBA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,1,1
SACACA,atencion de partos en domicilio,rn con apego precoz,2017-02-01,10,10
