,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,1,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,2,1,0,0,2,1,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,2,3,0,1,2,4,6
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,1,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,1,0,0,1,1,2
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,4,2,0,0,4,2,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,1,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,2,0,0,1,2,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,2,0,0,1,2,3
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,4,1,0,0,4,1,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,14,15,1,1,15,16,31
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,2,1,0,0,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,1,0,1,1,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,0,1,0,1,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,0,1,0,1,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,2,2,0,0,2,2,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,1,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,2,0,0,1,2,3
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,2,0,0,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,0,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-01-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,1,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,2,0,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,2,0,2,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,1,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,7,3,2,0,9,3,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,1,1,2,1,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,3,0,0,1,3,1,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,11,7,1,5,12,12,24
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,1,0,1,0,1
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,3,5,0,2,3,7,10
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,1,3,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,2,0,5,5,7,5,12
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,7,10,7,10,17
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,2,1,0,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,1,1,2,3
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,2,2,1,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,2,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,2,0,2,1,4,1,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,2,0,1,1,3,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,2,1,2,1,4,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,1,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,2,2,3,2,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,9,12,2,4,11,16,27
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,1,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,2,1,1,2,3,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,2,1,1,0,3,1,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,2,0,0,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,3,2,0,0,3,2,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,2,0,0,0,2,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,3,1,1,1,4,2,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,0,0,2,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-02-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,1,1,1,2
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,0,0,0,2,0,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,1,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,3,0,3,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,12,10,1,1,13,11,24
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,1,0,0,1,1,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,2,1,2,1,3
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,1,0,0,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,1,2,0,3,1,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,6,4,3,4,9,8,17
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,3,0,0,1,3,4
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,0,0,0,2,0,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,2,0,2,0,4,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,4,6,0,1,4,7,11
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,1,0,1,1,2,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,2,1,1,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,1,0,0,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,4,4,0,0,4,4,8
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,3,3,1,0,4,3,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,3,1,0,0,3,1,4
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,3,2,0,4,3,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,2,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,2,0,2,1,3
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,7,3,0,0,7,3,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,2,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,3,1,3,2,6,3,9
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,3,2,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,2,0,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,4,1,4,1,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,3,1,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,9,15,1,1,10,16,26
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,1,4,1,5,2,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,2,0,0,1,2,3
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,0,0,1,0,1
