,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,1,1,0,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,2,0,0,0,2,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,3,0,0,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,3,2,0,0,3,2,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,0,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,1,0,1,1,2,3
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,2,1,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,5,4,0,0,5,4,9
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,1,2,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,3,1,0,2,3,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,0,1,0,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,0,2,0,2,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,5,2,5,2,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,12,10,0,0,12,10,22
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,2,0,0,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,5,3,0,0,5,3,8
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,1,1,0,0,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,0,0,1,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-01-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,0,1,0,1,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,4,1,0,0,4,1,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,1,0,0,1,1,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,2,0,0,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,4,4,0,2,4,6,10
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,2,0,2,0,2
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,6,2,3,2,9,4,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,2,3,0,0,2,3,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,5,2,1,0,6,2,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,1,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,2,2,5,4,7,6,13
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,1,4,2,5,3,8
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,2,0,0,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,2,5,0,0,2,5,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,2,0,0,0,2,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,0,2,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,1,1,1,2,3
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,2,2,0,0,2,2,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,6,4,0,0,6,4,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,1,1,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,5,2,0,0,5,2,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,3,0,0,0,3,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,2,1,2,2,4,3,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,1,2,1,3,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,4,5,4,5,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,3,5,4,5,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,7,7,0,0,7,7,14
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,6,8,0,1,6,9,15
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,1,0,0,1,1,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,3,1,0,1,3,2,5
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,1,0,1,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-02-01,0,1,0,1,0,2,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,5,4,0,0,5,4,9
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,2,1,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,1,0,0,1,1,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,2,0,0,0,2,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,2,3,1,0,3,3,6
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,2,0,3,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,8,5,1,1,9,6,15
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,3,5,0,0,3,5,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,3,0,0,1,3,4
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,2,1,2,3,4,4,8
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,2,0,0,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,4,0,1,0,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,1,1,2,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,0,1,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,2,2,0,0,2,2,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,2,0,0,1,2,3
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,0,1,0,1,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,1,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,0,1,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,4,6,4,7,11
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,2,0,0,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,8,9,0,1,8,10,18
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,2,0,1,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,2,0,0,0,2,2
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,3,0,1,1,4,1,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,7,5,0,0,7,5,12
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,0,1,0,0,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-03-01,1,1,0,0,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,1,0,0,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,1,0,1,0,2,0,2
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,1,1,0,0,1,1,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,1,0,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,1,1,1,1,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,2,4,1,0,3,4,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,1,1,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,2,5,2,1,4,6,10
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,0,2,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,3,7,19,19,22,26,48
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2022-04-01,0,2,0,0,0,2,2
