,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,12,13,0,1,12,14,26
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,2,0,0,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,2,1,2,1,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,13,7,2,2,15,9,24
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,0,0,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,0,0,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,1,0,0,2,1,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,8,4,0,5,8,9,17
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,3,1,0,0,3,1,4
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,4,1,0,2,4,3,7
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,3,3,0,0,3,3,6
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,2,0,0,1,2,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,4,3,0,5,4,9
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,3,3,1,1,4,4,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,3,5,1,0,4,5,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,0,1,0,1,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,2,0,0,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,6,0,0,0,6,0,6
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,0,1,0,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,39,46,3,3,42,49,91
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,2,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,1,0,0,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,3,0,0,1,3,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,6,4,0,0,6,4,10
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,1,0,0,2,1,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,2,4,0,2,2,6,8
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,2,0,0,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,8,2,0,0,8,2,10
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,1,1,0,0,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-01-01,0,0,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,1,0,2,2
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,3,1,3,1,4
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,1,1,2,1,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,2,0,0,0,2,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,1,0,0,2,1,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,1,2,1,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,3,1,3,1,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,1,0,1,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,1,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,2,3,3,4,7
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,2,1,2,1,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,11,12,1,3,12,15,27
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,1,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,4,0,0,0,4,0,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,3,1,3,2,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,4,3,0,0,4,3,7
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,12,9,7,5,19,14,33
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,1,0,1,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,3,0,0,0,3,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,1,1,0,3,1,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,3,0,0,2,3,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,11,15,1,3,12,18,30
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,7,12,6,9,13,21,34
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,3,5,3,11,6,16,22
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,13,7,14,8,22
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,1,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,3,9,2,0,5,9,14
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,2,1,3,2,5,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,3,3,2,3,5,8
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,3,2,0,2,3,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,2,0,0,2,2,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,2,0,2,0,4,4
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,2,1,2,3,4,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,4,3,0,0,4,3,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,1,1,2,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,3,1,3,1,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,2,0,3,0,3
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,0,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,1,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,36,32,3,6,39,38,77
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,1,1,1,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,2,0,1,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,4,4,0,0,4,4,8
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,0,2,0,2
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,0,2,1,1,1,3,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,5,11,0,0,5,11,16
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,3,0,0,0,3,0,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,0,1,1,2
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,1,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,7,9,1,3,8,12,20
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,2,0,0,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,0,3,1,4,1,5
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,2,0,0,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-02-01,1,1,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,5,0,0,0,5,0,5
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,2,5,3,6,9
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,2,0,2,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,1,1,1,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,1,0,1,1,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,1,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,0,0,1,1,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,3,2,3,2,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,0,1,1,3,1,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,0,1,1,3,1,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,1,0,2,0,2
