,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
SUCRE,rabia,no de personas que abandonaron esquema,2017-02-01,11,9,11,9,20
TARIJA,rabia,no de personas que abandonaron esquema,2017-02-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2017-02-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-02-01,1,2,1,2,3
UNCIA,rabia,no de personas que abandonaron esquema,2017-02-01,2,0,2,0,2
UYUNI,rabia,no de personas que abandonaron esquema,2017-02-01,5,1,5,1,6
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-02-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2017-02-01,0,3,0,3,3
ACHOCALLA,rabia,no de personas que abandonaron esquema,2017-03-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-03-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-03-01,5,2,5,2,7
COPACABANA,rabia,no de personas que abandonaron esquema,2017-03-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2017-03-01,12,13,12,13,25
ENTRE RIOS CBBA,rabia,no de personas que abandonaron esquema,2017-03-01,1,0,1,0,1
GUANAY,rabia,no de personas que abandonaron esquema,2017-03-01,1,1,1,1,2
IXIAMAS,rabia,no de personas que abandonaron esquema,2017-03-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2017-03-01,5,4,5,4,9
ORURO,rabia,no de personas que abandonaron esquema,2017-03-01,11,13,11,13,24
PADILLA,rabia,no de personas que abandonaron esquema,2017-03-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-03-01,1,8,1,8,9
SACABA,rabia,no de personas que abandonaron esquema,2017-03-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-03-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-03-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-03-01,5,1,5,1,6
SUCRE,rabia,no de personas que abandonaron esquema,2017-03-01,23,12,23,12,35
TARIJA,rabia,no de personas que abandonaron esquema,2017-03-01,7,7,7,7,14
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-03-01,5,4,5,4,9
UNCIA,rabia,no de personas que abandonaron esquema,2017-03-01,0,4,0,4,4
UYUNI,rabia,no de personas que abandonaron esquema,2017-03-01,3,2,3,2,5
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-03-01,0,2,0,2,2
VINTO,rabia,no de personas que abandonaron esquema,2017-03-01,0,1,0,1,1
YACUIBA,rabia,no de personas que abandonaron esquema,2017-03-01,1,0,1,0,1
BERMEJO,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2017-04-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-04-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-04-01,7,1,7,1,8
COPACABANA,rabia,no de personas que abandonaron esquema,2017-04-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2017-04-01,13,11,13,11,24
GUANAY,rabia,no de personas que abandonaron esquema,2017-04-01,0,1,0,1,1
HUANUNI,rabia,no de personas que abandonaron esquema,2017-04-01,2,0,2,0,2
IXIAMAS,rabia,no de personas que abandonaron esquema,2017-04-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2017-04-01,5,3,5,3,8
MAIRANA,rabia,no de personas que abandonaron esquema,2017-04-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2017-04-01,7,7,7,7,14
PORONGO,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2017-04-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-04-01,7,4,7,4,11
SUCRE,rabia,no de personas que abandonaron esquema,2017-04-01,11,6,11,6,17
TARIJA,rabia,no de personas que abandonaron esquema,2017-04-01,5,4,5,4,9
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-04-01,3,2,3,2,5
TUPIZA,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
UYUNI,rabia,no de personas que abandonaron esquema,2017-04-01,5,0,5,0,5
VIACHA,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
VILLA MONTES,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2017-04-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2017-04-01,1,1,1,1,2
YACUIBA,rabia,no de personas que abandonaron esquema,2017-04-01,1,0,1,0,1
CLIZA,rabia,no de personas que abandonaron esquema,2017-05-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-05-01,7,3,7,3,10
COPACABANA,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2017-05-01,13,6,13,6,19
ENTRE RIOS TRJ,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
HUARINA,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas que abandonaron esquema,2017-05-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2017-05-01,6,3,6,3,9
MAIRANA,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
MAPIRI,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2017-05-01,7,7,7,7,14
PADILLA,rabia,no de personas que abandonaron esquema,2017-05-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas que abandonaron esquema,2017-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-05-01,1,1,1,1,2
SACABA,rabia,no de personas que abandonaron esquema,2017-05-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2017-05-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-05-01,8,6,8,6,14
SUCRE,rabia,no de personas que abandonaron esquema,2017-05-01,21,10,21,10,31
TARATA,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
TARIJA,rabia,no de personas que abandonaron esquema,2017-05-01,8,8,8,8,16
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-05-01,3,1,3,1,4
UYUNI,rabia,no de personas que abandonaron esquema,2017-05-01,0,4,0,4,4
VILLAZON,rabia,no de personas que abandonaron esquema,2017-05-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2017-05-01,1,1,1,1,2
YAPACANI,rabia,no de personas que abandonaron esquema,2017-05-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-06-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2017-06-01,1,0,1,0,1
CLIZA,rabia,no de personas que abandonaron esquema,2017-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-06-01,11,1,11,1,12
COPACABANA,rabia,no de personas que abandonaron esquema,2017-06-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2017-06-01,6,11,6,11,17
HUANUNI,rabia,no de personas que abandonaron esquema,2017-06-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2017-06-01,9,26,9,26,35
LAJA,rabia,no de personas que abandonaron esquema,2017-06-01,0,1,0,1,1
MINEROS,rabia,no de personas que abandonaron esquema,2017-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas que abandonaron esquema,2017-06-01,2,0,2,0,2
ORURO,rabia,no de personas que abandonaron esquema,2017-06-01,10,9,10,9,19
PAMPA GRANDE,rabia,no de personas que abandonaron esquema,2017-06-01,1,0,1,0,1
PUCARANI,rabia,no de personas que abandonaron esquema,2017-06-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-06-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-06-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-06-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-06-01,11,6,11,6,17
SUCRE,rabia,no de personas que abandonaron esquema,2017-06-01,21,25,21,25,46
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-06-01,2,4,2,4,6
UNCIA,rabia,no de personas que abandonaron esquema,2017-06-01,1,3,1,3,4
UYUNI,rabia,no de personas que abandonaron esquema,2017-06-01,3,0,3,0,3
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-06-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2017-06-01,0,1,0,1,1
VILLAZON,rabia,no de personas que abandonaron esquema,2017-06-01,2,0,2,0,2
WARNES,rabia,no de personas que abandonaron esquema,2017-06-01,3,4,3,4,7
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-07-01,4,3,4,3,7
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2017-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2017-07-01,14,10,14,10,24
LA PAZ,rabia,no de personas que abandonaron esquema,2017-07-01,5,5,5,5,10
MONTERO,rabia,no de personas que abandonaron esquema,2017-07-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2017-07-01,13,12,13,12,25
PATACAMAYA,rabia,no de personas que abandonaron esquema,2017-07-01,3,0,3,0,3
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-07-01,4,0,4,0,4
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
SAN MATIAS,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
SHINAOTA,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2017-07-01,14,15,14,15,29
TIPUANI,rabia,no de personas que abandonaron esquema,2017-07-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-07-01,7,3,7,3,10
UYUNI,rabia,no de personas que abandonaron esquema,2017-07-01,0,3,0,3,3
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-07-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2017-07-01,0,2,0,2,2
WARNES,rabia,no de personas que abandonaron esquema,2017-07-01,2,0,2,0,2
YAPACANI,rabia,no de personas que abandonaron esquema,2017-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2017-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2017-08-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-08-01,2,3,2,3,5
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2017-08-01,2,3,2,3,5
EL ALTO,rabia,no de personas que abandonaron esquema,2017-08-01,8,4,8,4,12
LA PAZ,rabia,no de personas que abandonaron esquema,2017-08-01,8,4,8,4,12
ORURO,rabia,no de personas que abandonaron esquema,2017-08-01,6,4,6,4,10
PATACAMAYA,rabia,no de personas que abandonaron esquema,2017-08-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-08-01,0,34,0,34,34
SACABA,rabia,no de personas que abandonaron esquema,2017-08-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-08-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-08-01,2,0,2,0,2
SHINAOTA,rabia,no de personas que abandonaron esquema,2017-08-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2017-08-01,11,7,11,7,18
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-08-01,3,5,3,5,8
UNCIA,rabia,no de personas que abandonaron esquema,2017-08-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-08-01,1,2,1,2,3
VILLAZON,rabia,no de personas que abandonaron esquema,2017-08-01,3,2,3,2,5
VINTO,rabia,no de personas que abandonaron esquema,2017-08-01,3,0,3,0,3
WARNES,rabia,no de personas que abandonaron esquema,2017-08-01,2,2,2,2,4
CARACOLLO,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
CLIZA,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-09-01,5,5,5,5,10
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2017-09-01,9,13,9,13,22
ENTRE RIOS TRJ,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2017-09-01,4,3,4,3,7
LAJA,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2017-09-01,5,5,5,5,10
PATACAMAYA,rabia,no de personas que abandonaron esquema,2017-09-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-09-01,3,12,3,12,15
SACABA,rabia,no de personas que abandonaron esquema,2017-09-01,1,1,1,1,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-09-01,2,5,2,5,7
SUCRE,rabia,no de personas que abandonaron esquema,2017-09-01,15,12,15,12,27
TIPUANI,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-09-01,10,0,10,0,10
UYUNI,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
YAPACANI,rabia,no de personas que abandonaron esquema,2017-09-01,0,1,0,1,1
YOTALA,rabia,no de personas que abandonaron esquema,2017-09-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
CARACOLLO,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-10-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-10-01,4,7,4,7,11
EL ALTO,rabia,no de personas que abandonaron esquema,2017-10-01,15,6,15,6,21
LA PAZ,rabia,no de personas que abandonaron esquema,2017-10-01,5,3,5,3,8
LAJA,rabia,no de personas que abandonaron esquema,2017-10-01,1,2,1,2,3
ORURO,rabia,no de personas que abandonaron esquema,2017-10-01,8,6,8,6,14
PATACAMAYA,rabia,no de personas que abandonaron esquema,2017-10-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-10-01,3,0,3,0,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-10-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-10-01,0,2,0,2,2
SUCRE,rabia,no de personas que abandonaron esquema,2017-10-01,26,19,26,19,45
TARATA,rabia,no de personas que abandonaron esquema,2017-10-01,0,1,0,1,1
TIPUANI,rabia,no de personas que abandonaron esquema,2017-10-01,2,0,2,0,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-10-01,5,4,5,4,9
UNCIA,rabia,no de personas que abandonaron esquema,2017-10-01,0,3,0,3,3
UYUNI,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2017-10-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2017-10-01,2,0,2,0,2
WARNES,rabia,no de personas que abandonaron esquema,2017-10-01,1,1,1,1,2
YAPACANI,rabia,no de personas que abandonaron esquema,2017-10-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas que abandonaron esquema,2017-11-01,1,1,1,1,2
CARANAVI,rabia,no de personas que abandonaron esquema,2017-11-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2017-11-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-11-01,2,1,2,1,3
CHAYANTA,rabia,no de personas que abandonaron esquema,2017-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-11-01,7,1,7,1,8
EL ALTO,rabia,no de personas que abandonaron esquema,2017-11-01,8,9,8,9,17
ESCOMA,rabia,no de personas que abandonaron esquema,2017-11-01,1,0,1,0,1
GUANAY,rabia,no de personas que abandonaron esquema,2017-11-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas que abandonaron esquema,2017-11-01,2,0,2,0,2
LA PAZ,rabia,no de personas que abandonaron esquema,2017-11-01,7,3,7,3,10
MONTERO,rabia,no de personas que abandonaron esquema,2017-11-01,1,1,1,1,2
ORURO,rabia,no de personas que abandonaron esquema,2017-11-01,8,5,8,5,13
PATACAMAYA,rabia,no de personas que abandonaron esquema,2017-11-01,4,5,4,5,9
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-11-01,1,2,1,2,3
SACABA,rabia,no de personas que abandonaron esquema,2017-11-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-11-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-11-01,4,1,4,1,5
SANTA ROSA,rabia,no de personas que abandonaron esquema,2017-11-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2017-11-01,10,19,10,19,29
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-11-01,12,1,12,1,13
UNCIA,rabia,no de personas que abandonaron esquema,2017-11-01,0,1,0,1,1
VILLAZON,rabia,no de personas que abandonaron esquema,2017-11-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2017-11-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2017-11-01,0,1,0,1,1
YOTALA,rabia,no de personas que abandonaron esquema,2017-11-01,2,0,2,0,2
BATALLAS,rabia,no de personas que abandonaron esquema,2017-12-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas que abandonaron esquema,2017-12-01,3,1,3,1,4
CLIZA,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2017-12-01,7,2,7,2,9
EL ALTO,rabia,no de personas que abandonaron esquema,2017-12-01,18,16,18,16,34
IRUPANA (VILLA DE LANZA),rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2017-12-01,3,2,3,2,5
MAPIRI,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2017-12-01,6,6,6,6,12
PALOS BLANCOS,rabia,no de personas que abandonaron esquema,2017-12-01,1,1,1,1,2
PAMPA GRANDE,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2017-12-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2017-12-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2017-12-01,5,1,5,1,6
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2017-12-01,8,4,8,4,12
SUCRE,rabia,no de personas que abandonaron esquema,2017-12-01,21,15,21,15,36
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2017-12-01,10,7,10,7,17
UNCIA,rabia,no de personas que abandonaron esquema,2017-12-01,0,2,0,2,2
UYUNI,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
VINTO,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2017-12-01,3,0,3,0,3
YAPACANI,rabia,no de personas que abandonaron esquema,2017-12-01,1,0,1,0,1
