,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SIPE SIPE,rabia,no de personas con esquema reducido completo,2017-01-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2017-01-01,67,64,67,64,131
TARIJA,rabia,no de personas con esquema reducido completo,2017-01-01,19,13,19,13,32
TEOPONTE,rabia,no de personas con esquema reducido completo,2017-01-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2017-01-01,2,0,2,0,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-01-01,2,1,2,1,3
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-01-01,3,4,3,4,7
VIACHA,rabia,no de personas con esquema reducido completo,2017-01-01,1,2,1,2,3
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-01-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2017-01-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2017-01-01,2,1,2,1,3
VINTO,rabia,no de personas con esquema reducido completo,2017-01-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema reducido completo,2017-01-01,5,1,5,1,6
BERMEJO,rabia,no de personas con esquema reducido completo,2017-02-01,0,2,0,2,2
BUENA VISTA,rabia,no de personas con esquema reducido completo,2017-02-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema reducido completo,2017-02-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2017-02-01,8,4,8,4,12
CARANAVI,rabia,no de personas con esquema reducido completo,2017-02-01,3,2,3,2,5
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-02-01,9,0,9,0,9
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-02-01,19,9,19,9,28
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2017-02-01,46,40,46,40,86
EL TORNO,rabia,no de personas con esquema reducido completo,2017-02-01,29,36,29,36,65
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-02-01,1,2,1,2,3
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-02-01,3,0,3,0,3
ESCOMA,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2017-02-01,2,1,2,1,3
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2017-02-01,1,2,1,2,3
GUAQUI,rabia,no de personas con esquema reducido completo,2017-02-01,1,1,1,1,2
HUANUNI,rabia,no de personas con esquema reducido completo,2017-02-01,5,2,5,2,7
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-02-01,6,8,6,8,14
LA PAZ,rabia,no de personas con esquema reducido completo,2017-02-01,62,49,62,49,111
MAPIRI,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2017-02-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-02-01,9,8,9,8,17
MOROCHATA,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2017-02-01,55,42,55,42,97
PAILON,rabia,no de personas con esquema reducido completo,2017-02-01,3,0,3,0,3
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
POOPO,rabia,no de personas con esquema reducido completo,2017-02-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
PUCARANI,rabia,no de personas con esquema reducido completo,2017-02-01,2,0,2,0,2
PUNA,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-02-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema reducido completo,2017-02-01,5,3,5,3,8
SAN BENITO,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2017-02-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-02-01,74,63,74,63,137
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2017-02-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2017-02-01,77,47,77,47,124
TARIJA,rabia,no de personas con esquema reducido completo,2017-02-01,8,4,8,4,12
TEOPONTE,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-02-01,10,10,10,10,20
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-02-01,3,1,3,1,4
UNCIA,rabia,no de personas con esquema reducido completo,2017-02-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema reducido completo,2017-02-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-02-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema reducido completo,2017-02-01,0,3,0,3,3
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-02-01,2,1,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2017-02-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2017-02-01,8,3,8,3,11
WARNES,rabia,no de personas con esquema reducido completo,2017-02-01,9,3,9,3,12
YAPACANI,rabia,no de personas con esquema reducido completo,2017-02-01,3,1,3,1,4
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2017-03-01,0,2,0,2,2
AIQUILE,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
ANTEQUERA,rabia,no de personas con esquema reducido completo,2017-03-01,2,1,2,1,3
ARBIETO,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
BERMEJO,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
BETANZOS,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2017-03-01,3,0,3,0,3
CABEZAS,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
CAPINOTA,rabia,no de personas con esquema reducido completo,2017-03-01,0,2,0,2,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2017-03-01,3,0,3,0,3
CARANAVI,rabia,no de personas con esquema reducido completo,2017-03-01,5,2,5,2,7
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-03-01,4,4,4,4,8
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2017-03-01,1,1,1,1,2
CLIZA,rabia,no de personas con esquema reducido completo,2017-03-01,2,2,2,2,4
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-03-01,30,21,30,21,51
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
COMARAPA,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2017-03-01,1,2,1,2,3
CORO CORO,rabia,no de personas con esquema reducido completo,2017-03-01,1,1,1,1,2
COTAGAITA,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-03-01,2,3,2,3,5
EL ALTO,rabia,no de personas con esquema reducido completo,2017-03-01,50,46,50,46,96
EL TORNO,rabia,no de personas con esquema reducido completo,2017-03-01,12,21,12,21,33
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
GUAQUI,rabia,no de personas con esquema reducido completo,2017-03-01,1,1,1,1,2
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2017-03-01,0,31,0,31,31
HUANUNI,rabia,no de personas con esquema reducido completo,2017-03-01,10,8,10,8,18
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-03-01,5,4,5,4,9
LA PAZ,rabia,no de personas con esquema reducido completo,2017-03-01,98,81,98,81,179
LLALLAGUA,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
MIZQUE,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-03-01,9,11,9,11,20
MORO MORO,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2017-03-01,73,58,73,58,131
PAILON,rabia,no de personas con esquema reducido completo,2017-03-01,6,2,6,2,8
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-03-01,1,1,1,1,2
PAZÑA,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
POCONA,rabia,no de personas con esquema reducido completo,2017-03-01,1,1,1,1,2
POOPO,rabia,no de personas con esquema reducido completo,2017-03-01,3,1,3,1,4
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-03-01,1,2,1,2,3
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
PUERTO CARABUCO,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
PUNATA,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-03-01,10,11,10,11,21
SACABA,rabia,no de personas con esquema reducido completo,2017-03-01,24,11,24,11,35
SAN ANDRES,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-03-01,76,77,76,77,153
SANTIAGO DE HUATA,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2017-03-01,0,4,0,4,4
SUCRE,rabia,no de personas con esquema reducido completo,2017-03-01,55,49,55,49,104
TARIJA,rabia,no de personas con esquema reducido completo,2017-03-01,23,11,23,11,34
TIPUANI,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-03-01,3,5,3,5,8
TOCO,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
TRIGAL,rabia,no de personas con esquema reducido completo,2017-03-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-03-01,8,5,8,5,13
UNCIA,rabia,no de personas con esquema reducido completo,2017-03-01,0,2,0,2,2
UYUNI,rabia,no de personas con esquema reducido completo,2017-03-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-03-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-03-01,2,3,2,3,5
VILLAZON,rabia,no de personas con esquema reducido completo,2017-03-01,5,1,5,1,6
VINTO,rabia,no de personas con esquema reducido completo,2017-03-01,4,2,4,2,6
WARNES,rabia,no de personas con esquema reducido completo,2017-03-01,4,8,4,8,12
YAPACANI,rabia,no de personas con esquema reducido completo,2017-03-01,2,0,2,0,2
YOTALA,rabia,no de personas con esquema reducido completo,2017-03-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
ANTEQUERA,rabia,no de personas con esquema reducido completo,2017-04-01,0,2,0,2,2
BATALLAS,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2017-04-01,2,0,2,0,2
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2017-04-01,3,1,3,1,4
CALAMARCA,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-04-01,5,0,5,0,5
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-04-01,2,2,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-04-01,27,11,27,11,38
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-04-01,1,4,1,4,5
COMARAPA,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema reducido completo,2017-04-01,2,0,2,0,2
COTOCA,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2017-04-01,75,64,75,64,139
EL TORNO,rabia,no de personas con esquema reducido completo,2017-04-01,7,8,7,8,15
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-04-01,0,2,0,2,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2017-04-01,2,0,2,0,2
HUANUNI,rabia,no de personas con esquema reducido completo,2017-04-01,3,5,3,5,8
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-04-01,4,10,4,10,14
LA PAZ,rabia,no de personas con esquema reducido completo,2017-04-01,71,40,71,40,111
MAIRANA,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
MIZQUE,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-04-01,3,5,3,5,8
ORURO,rabia,no de personas con esquema reducido completo,2017-04-01,56,35,56,35,91
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
POOPO,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-04-01,3,5,3,5,8
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-04-01,2,7,2,7,9
SABAYA,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2017-04-01,6,7,6,7,13
SAIPINA,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-04-01,85,88,85,88,173
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2017-04-01,2,1,2,1,3
SUCRE,rabia,no de personas con esquema reducido completo,2017-04-01,41,37,41,37,78
TARATA,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2017-04-01,8,12,8,12,20
TIPUANI,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-04-01,2,6,2,6,8
TRIGAL,rabia,no de personas con esquema reducido completo,2017-04-01,4,6,4,6,10
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-04-01,6,3,6,3,9
UYUNI,rabia,no de personas con esquema reducido completo,2017-04-01,3,4,3,4,7
VACAS,rabia,no de personas con esquema reducido completo,2017-04-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-04-01,1,2,1,2,3
VIACHA,rabia,no de personas con esquema reducido completo,2017-04-01,2,2,2,2,4
VILLA MONTES,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-04-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema reducido completo,2017-04-01,6,7,6,7,13
VINTO,rabia,no de personas con esquema reducido completo,2017-04-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema reducido completo,2017-04-01,6,1,6,1,7
YACUIBA,rabia,no de personas con esquema reducido completo,2017-04-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema reducido completo,2017-04-01,3,2,3,2,5
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
BERMEJO,rabia,no de personas con esquema reducido completo,2017-05-01,3,1,3,1,4
CAJUATA,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-05-01,6,3,6,3,9
CHIMORE,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-05-01,26,15,26,15,41
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-05-01,2,5,2,5,7
CONCEPCION,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2017-05-01,0,3,0,3,3
COTOCA,rabia,no de personas con esquema reducido completo,2017-05-01,10,1,10,1,11
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2017-05-01,3,3,3,3,6
EL ALTO,rabia,no de personas con esquema reducido completo,2017-05-01,33,22,33,22,55
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2017-05-01,2,1,2,1,3
EL TORNO,rabia,no de personas con esquema reducido completo,2017-05-01,5,9,5,9,14
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-05-01,0,3,0,3,3
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2017-05-01,2,0,2,0,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2017-05-01,3,3,3,3,6
HUANUNI,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
HUARINA,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-05-01,10,7,10,7,17
LA PAZ,rabia,no de personas con esquema reducido completo,2017-05-01,78,58,78,58,136
LLALLAGUA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
MAPIRI,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
MECAPACA,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2017-05-01,3,0,3,0,3
MIZQUE,rabia,no de personas con esquema reducido completo,2017-05-01,2,1,2,1,3
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-05-01,4,1,4,1,5
ORURO,rabia,no de personas con esquema reducido completo,2017-05-01,54,48,54,48,102
PAILON,rabia,no de personas con esquema reducido completo,2017-05-01,2,2,2,2,4
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-05-01,4,1,4,1,5
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-05-01,12,7,12,7,19
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
PUNA,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
PUNATA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-05-01,8,2,8,2,10
ROBORE,rabia,no de personas con esquema reducido completo,2017-05-01,0,5,0,5,5
SACABA,rabia,no de personas con esquema reducido completo,2017-05-01,5,4,5,4,9
SAN ANDRES,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2017-05-01,3,3,3,3,6
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-05-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
SAN PEDRO DE QUEMES,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-05-01,144,129,144,129,273
SANTIAGO DE HUARI,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2017-05-01,1,2,1,2,3
SORACACHI,rabia,no de personas con esquema reducido completo,2017-05-01,3,1,3,1,4
SUCRE,rabia,no de personas con esquema reducido completo,2017-05-01,44,33,44,33,77
TARIJA,rabia,no de personas con esquema reducido completo,2017-05-01,14,13,14,13,27
TIPUANI,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
