,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-01-01,1,1,0,0,1,1,2
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-01-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-01-01,0,0,3,1,3,1,4
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-01-01,0,5,0,0,0,5,5
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-01-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-01-01,1,1,0,0,1,1,2
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,3,0,0,0,3,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,2,11,0,0,2,11,13
CAJUATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,0,1,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,1,2,1,3,4
CHIMORE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,1,0,54,3,55,3,58
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,12,2,0,0,12,2,14
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,87,21,87,22,109
EL VILLAR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,20,12,78,13,98,25,123
LICOMA PAMPA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,0,2,2,2,2,4
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,11,36,0,1,11,37,48
PUERTO SILES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,2,10,3,5,5,15,20
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,0,385,2,385,2,387
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,5,17,18,18,23,35,58
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,0,276,111,276,111,387
SANTA ANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,5,3,0,0,5,3,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,4,0,0,0,4,4
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,6,14,0,0,6,14,20
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-02-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,1,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,0,48,0,48,48
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,6,6,6,6,12
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,2,2,0,0,2,2,4
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,2,2,39,6,41,8,49
BOYUIBE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,4,6,4,12,8,18,26
CAQUIAVIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,0,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,1,2,1,2,3
CORIPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,0,3,0,3,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,13,27,6,5,19,32,51
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,133,167,0,0,133,167,300
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,9,3,0,0,9,3,12
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,2,2,0,0,2,2,4
ICHOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,4,4,4,4,8
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,0,10,0,10,10
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,9,23,2,2,11,25,36
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,11,17,0,0,11,17,28
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,11,3,0,0,11,3,14
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,4,6,0,0,4,6,10
PELECHUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,2,1,2,1,3
PUNA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,2,0,0,0,2,2
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,7,6,8,6,14
SAN ANDRES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,5,1,0,0,5,1,6
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,40,40,22,16,62,56,118
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,6,5,6,6,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,209,189,0,0,209,189,398
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,1,0,0,1,1,2
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,4,0,0,0,4,4
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,1,1,249,0,250,1,251
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,0,0,1,0,1,1
VINTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-03-01,2,0,0,0,2,0,2
ALTO BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,12,13,0,0,12,13,25
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,4,0,14,19,18,19,37
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,9,13,0,0,9,13,22
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,4,3,0,0,4,3,7
CARIPUYO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,2,0,0,1,2,3
CHALLAPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,2,0,0,0,2,2
CHUMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,2,16,14,16,16,32
CKOCHAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,6,9,12,13,18,22,40
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,40,50,40,50,90
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,5,4,0,0,5,4,9
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,7,5,4,2,11,7,18
COLQUECHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,2,1,0,0,2,1,3
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,14,14,14,14,28
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,31,63,5,4,36,67,103
EL PUENTE(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,2,0,0,1,2,3
EL PUENTE(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,10,8,0,0,10,8,18
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,4,1,1,0,5,1,6
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,3,30,140,20,143,50,193
MECAPACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,1,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,3,3,0,0,3,3,6
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,7,12,0,0,7,12,19
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,5,6,0,0,5,6,11
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,0,33,40,34,40,74
PELECHUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,2,1,15,1,17,18
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,0,1,0,1,1
PUERTO SILES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,8,0,4,1,12,13
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,0,1,0,1,1
SAN ANDRES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,2,2,0,0,2,2,4
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,37,43,19,44,56,87,143
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,15,16,0,0,15,16,31
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,3,0,0,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,8,0,0,0,8,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,8,8,0,0,8,8,16
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,1,0,0,0,1,1
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,3,1,5,1,8,9
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,4,8,401,5,405,13,418
TOMAVE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,2,8,1,9,3,12
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,0,21,70,22,70,92
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,3,1,2,2,5,7
VILA VILA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,0,0,16,0,16,16
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,2,1,0,0,2,1,3
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,0,7,10,8,10,18
VITICHI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,0,1,0,2,0,3,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-04-01,1,5,0,0,1,5,6
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,1,0,3,0,4,4
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,224,102,224,102,326
CKOCHAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,4,7,11,15,15,22,37
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,1,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,34,25,0,0,34,25,59
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,2,1,15,18,17,19,36
COLQUECHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,3,0,0,0,3,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,3,0,0,1,3,4
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,3,11,1,3,4,14,18
ICHOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,5,1,5,1,6
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,3,10,13,209,16,219,235
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,1,1,1,1,2
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,2,1,2,1,3
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,2,14,0,0,2,14,16
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,2,0,2,0,4,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,0,0,1,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,49,0,49,0,49
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,2,0,1,1,3,4
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,0,0,5,12,5,12,17
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-05-01,1,2,0,0,1,2,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,0,127,13,127,13,140
CHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,0,1,1,1,1,2
CKOCHAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,0,6,6,6,6,12
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,4,2,268,90,272,92,364
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,86,18,87,18,105
COTAGAITA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,0,1,1,1,2
CULPINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,4,7,2,4,6,11,17
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,21,50,0,2,21,52,73
EL PUENTE(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,14,12,0,0,14,12,26
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,5,0,0,0,5,0,5
HUACHACALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,8,1,9,1,10
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,3,9,245,69,248,78,326
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,5,6,0,0,5,6,11
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,1,0,13,18,14,18,32
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,42,37,55,31,97,68,165
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,1,5,0,0,1,5,6
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,256,1228,0,0,256,1228,1484
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,2,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,8,16,188,50,196,66,262
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,4,25,1,2,5,27,32
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,8,15,0,0,8,15,23
VITICHI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,2,1,0,0,2,1,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-06-01,0,3,0,0,0,3,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,0,0,2,3,2,3,5
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,0,0,9,4,9,4,13
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,0,6,0,0,0,6,6
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,4,0,0,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,1,2,0,0,1,2,3
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,3,0,0,0,3,0,3
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,7,10,35,0,42,10,52
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-07-01,2,6,0,0,2,6,8
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,5,1,17,0,22,1,23
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,11,0,0,0,11,11
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,22,11,0,0,22,11,33
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,0,5,2,5,2,7
COROICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,0,3,37,3,37,40
CULPINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,0,5,6,5,6,11
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,9,8,15,12,24,20,44
